model_action,selected_rank,tier,final_score,player,team,team_name,opponent,opponent_name,market,side,line,projected_value,line_gap,model_probability,fair_probability,price_edge,projected_minutes,sample_size,source_pick,source_projection,source_odds,source_book,source_market,source_status,team_resolution_status,source_url,risk_flags,rejection_reason
COVERAGE,,B,0.66816,Skylar Diggins,CHI,Chicago Sky,PHX,Phoenix Mercury,PA,OVER,15.5,18.843,3.343,0.65028,0.5283,0.12198,29.26,112,OVER,19.3,-112.0,FanDuel,Pts + Ast,preserved_same_day,source_game_match,https://www.sportsgrid.com/wnba/game/chicago-sky-phoenix-mercury-scores-odds-picks-props-july-07-2026/bc760f9c-c775-4913-8a46-d80fd80b5f0f,combo_market_correlation|not_current_source_snapshot|single_side_price|thin_market_count,not_current_source_snapshot
COVERAGE,,A,0.80477,Skylar Diggins,CHI,Chicago Sky,PHX,Phoenix Mercury,PA,OVER,14.5,18.843,4.343,0.69752,0.56522,0.13231,29.26,112,OVER,19.3,-130.0,FanDuel,Pts + Ast,preserved_same_day,source_game_match,https://www.sportsgrid.com/wnba/game/chicago-sky-phoenix-mercury-scores-odds-picks-props-july-07-2026/bc760f9c-c775-4913-8a46-d80fd80b5f0f,combo_market_correlation|not_current_source_snapshot|single_side_price|thin_market_count,not_current_source_snapshot
COVERAGE,,C,0.57228,Skylar Diggins,CHI,Chicago Sky,PHX,Phoenix Mercury,PTS,OVER,11.5,13.383,1.883,0.6122,0.49505,0.11715,29.26,112,OVER,13.9,102.0,FanDuel,Points,preserved_same_day,source_game_match,https://www.sportsgrid.com/wnba/game/chicago-sky-phoenix-mercury-scores-odds-picks-props-july-07-2026/bc760f9c-c775-4913-8a46-d80fd80b5f0f,not_current_source_snapshot|single_side_price|thin_market_count,not_current_source_snapshot
SELECTED,2,B,0.71073,Skylar Diggins,CHI,Chicago Sky,PHX,Phoenix Mercury,PTS,OVER,10.5,13.383,2.883,0.64805,0.55556,0.09249,29.26,112,OVER,13.9,-125.0,FanDuel,Points,live_current,source_game_match,https://www.sportsgrid.com/wnba/game/chicago-sky-phoenix-mercury-scores-odds-picks-props-july-07-2026/bc760f9c-c775-4913-8a46-d80fd80b5f0f,single_side_price|thin_market_count,
COVERAGE,,D,0.41526,Sabrina Ionescu,NY,New York Liberty,DAL,Dallas Wings,PA,UNDER,19.5,18.289,-1.211,0.56337,0.5098,0.05356,30.63,109,UNDER,14.0,-104.0,FanDuel,Pts + Ast,live_current,source_game_match,https://www.sportsgrid.com/wnba/game/dallas-wings-new-york-liberty-scores-odds-picks-props-july-07-2026/81a0ea38-25cf-423b-8346-0fd5f928eb49,combo_market_correlation|single_side_price|thin_market_count,below_consensus_probability
COVERAGE,,D,0.37704,Sabrina Ionescu,NY,New York Liberty,DAL,Dallas Wings,PTS,UNDER,14.5,13.926,-0.574,0.55317,0.5,0.05317,30.63,109,UNDER,10.0,100.0,FanDuel,Points,preserved_same_day,source_game_match,https://www.sportsgrid.com/wnba/game/dallas-wings-new-york-liberty-scores-odds-picks-props-july-07-2026/81a0ea38-25cf-423b-8346-0fd5f928eb49,not_current_source_snapshot|single_side_price|thin_market_count,not_current_source_snapshot
COVERAGE,,D,0.44952,Sabrina Ionescu,NY,New York Liberty,DAL,Dallas Wings,PTS,UNDER,15.5,13.926,-1.574,0.58649,0.55556,0.03093,30.63,109,UNDER,10.0,-125.0,FanDuel,Points,live_current,source_game_match,https://www.sportsgrid.com/wnba/game/dallas-wings-new-york-liberty-scores-odds-picks-props-july-07-2026/81a0ea38-25cf-423b-8346-0fd5f928eb49,single_side_price|thin_market_count,below_consensus_probability
COVERAGE,,D,0.40994,Sabrina Ionescu,NY,New York Liberty,DAL,Dallas Wings,THREES,UNDER,2.5,2.247,-0.253,0.60012,0.65278,-0.05266,30.63,109,UNDER,1.5,-188.0,FanDuel,3 Point FG Made,live_current,source_game_match,https://www.sportsgrid.com/wnba/game/dallas-wings-new-york-liberty-scores-odds-picks-props-july-07-2026/81a0ea38-25cf-423b-8346-0fd5f928eb49,single_side_price|thin_market_count,below_consensus_price_edge
SELECTED,1,B,0.73669,Kahleah Copper,PHX,Phoenix Mercury,CHI,Chicago Sky,REB,OVER,3.5,4.969,1.469,0.64495,0.53271,0.11224,32.55,104,OVER,5.3,-114.0,FanDuel,Rebounds,live_current,source_game_match,https://www.sportsgrid.com/wnba/game/chicago-sky-phoenix-mercury-scores-odds-picks-props-july-07-2026/bc760f9c-c775-4913-8a46-d80fd80b5f0f,single_side_price|thin_market_count,
COVERAGE,,D,0.0,Kahleah Copper,PHX,Phoenix Mercury,CHI,Chicago Sky,THREES,OVER,1.5,1.537,0.037,0.50872,,,32.55,104,UNDER,1.1,122.0,FanDuel,3 Point FG Made,live_current,source_game_match,https://www.sportsgrid.com/wnba/game/chicago-sky-phoenix-mercury-scores-odds-picks-props-july-07-2026/bc760f9c-c775-4913-8a46-d80fd80b5f0f,no_price_edge|single_side_price|source_pick_disagreement|source_projection_disagreement|thin_market_count,single_side_price_excluded
