season,game_id,game_date,season_phase,game_time_et,matchup_key,player_id,player,team_abbr,opponent_abbr,is_home,starter,position,minutes,points,rebounds,assists,three_made,three_attempts,turnovers,steals,blocks,oreb,dreb,personal_fouls,fgm,fga,ftm,fta,plus_minus,team_score,opponent_score,PTS,REB,AST,THREES,PRA,PA,PR,RA,source
2024,401620342,2024-07-07,regular,2024-07-07T18:00-04:00,CHI-SEA,2987869,Jewell Loyd,SEA,CHI,True,True,G,37.0,20,2,4,1,6,3,0,0,0,2,1,6,20,7,8,+12,84,71,20.0,2.0,4.0,1.0,26.0,24.0,22.0,6.0,espn_site_api
2024,401620342,2024-07-07,regular,2024-07-07T18:00-04:00,CHI-SEA,3056672,Mercedes Russell,SEA,CHI,True,False,C,8.0,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,-1,84,71,2.0,0.0,1.0,0.0,3.0,3.0,2.0,1.0,espn_site_api
2024,401620342,2024-07-07,regular,2024-07-07T18:00-04:00,CHI-SEA,887,Sami Whitcomb,SEA,CHI,True,False,G,17.0,6,1,1,2,5,1,0,0,0,1,2,2,6,0,0,+2,84,71,6.0,1.0,1.0,2.0,8.0,7.0,7.0,2.0,espn_site_api
2024,401620343,2024-07-07,regular,2024-07-07T19:00-04:00,LA-PHX,4065759,Mikiah Herbert Harrigan,PHX,LA,False,True,F,29.0,6,3,0,1,4,1,1,2,0,3,5,2,7,1,2,-5,84,78,6.0,3.0,0.0,1.0,9.0,6.0,9.0,3.0,espn_site_api
2024,401620343,2024-07-07,regular,2024-07-07T19:00-04:00,LA-PHX,2490553,Brittney Griner,PHX,LA,False,True,C,33.0,9,7,3,0,0,3,0,1,2,5,5,3,9,3,4,+7,84,78,9.0,7.0,3.0,0.0,19.0,12.0,16.0,10.0,espn_site_api
2024,401620343,2024-07-07,regular,2024-07-07T19:00-04:00,LA-PHX,2529137,Natasha Cloud,PHX,LA,False,True,G,37.0,31,9,5,4,6,6,2,2,1,8,3,10,16,7,7,+10,84,78,31.0,9.0,5.0,4.0,45.0,36.0,40.0,14.0,espn_site_api
2024,401620343,2024-07-07,regular,2024-07-07T19:00-04:00,LA-PHX,2998938,Kahleah Copper,PHX,LA,False,True,G,35.0,25,10,5,0,5,4,0,0,1,9,3,7,17,11,13,+11,84,78,25.0,10.0,5.0,0.0,40.0,30.0,35.0,15.0,espn_site_api
2024,401620343,2024-07-07,regular,2024-07-07T19:00-04:00,LA-PHX,3907781,Sophie Cunningham,PHX,LA,False,True,G,38.0,8,3,2,2,5,0,0,0,1,2,4,3,6,0,0,+1,84,78,8.0,3.0,2.0,2.0,13.0,10.0,11.0,5.0,espn_site_api
2024,401620343,2024-07-07,regular,2024-07-07T19:00-04:00,LA-PHX,4068042,Natasha Mack,PHX,LA,False,False,F,10.0,2,5,0,0,0,1,0,0,2,3,1,1,2,0,0,+2,84,78,2.0,5.0,0.0,0.0,7.0,2.0,7.0,5.0,espn_site_api
2024,401620343,2024-07-07,regular,2024-07-07T19:00-04:00,LA-PHX,4398591,Liz Dixon,PHX,LA,False,False,F,4.0,2,1,0,0,0,0,0,0,0,1,0,1,1,0,0,+1,84,78,2.0,1.0,0.0,0.0,3.0,2.0,3.0,1.0,espn_site_api
2024,401620343,2024-07-07,regular,2024-07-07T19:00-04:00,LA-PHX,4068159,Sug Sutton,PHX,LA,False,False,G,15.0,1,0,1,0,1,1,0,0,0,0,2,0,1,1,2,+3,84,78,1.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,espn_site_api
2024,401620343,2024-07-07,regular,2024-07-07T19:00-04:00,LA-PHX,2566106,Dearica Hamby,LA,PHX,True,True,F,36.0,25,9,1,2,4,1,0,0,3,6,4,10,19,3,5,-7,78,84,25.0,9.0,1.0,2.0,35.0,26.0,34.0,10.0,espn_site_api
2024,401620343,2024-07-07,regular,2024-07-07T19:00-04:00,LA-PHX,3099736,Stephanie Talbot,LA,PHX,True,True,F,6.0,2,1,1,0,1,0,0,0,0,1,0,1,2,0,0,-2,78,84,2.0,1.0,1.0,0.0,4.0,3.0,3.0,2.0,espn_site_api
2024,401620343,2024-07-07,regular,2024-07-07T19:00-04:00,LA-PHX,4433630,Rickea Jackson,LA,PHX,True,True,F,37.0,22,6,3,2,4,0,0,0,3,3,2,8,17,4,6,-1,78,84,22.0,6.0,3.0,2.0,31.0,25.0,28.0,9.0,espn_site_api
2024,401620343,2024-07-07,regular,2024-07-07T19:00-04:00,LA-PHX,3142327,Kia Nurse,LA,PHX,True,True,G,17.0,2,3,2,0,1,2,0,0,0,3,3,1,2,0,0,-8,78,84,2.0,3.0,2.0,0.0,7.0,4.0,5.0,5.0,espn_site_api
2024,401620343,2024-07-07,regular,2024-07-07T19:00-04:00,LA-PHX,4066553,Aari McDonald,LA,PHX,True,True,G,25.0,4,2,6,0,6,1,0,1,0,2,3,1,10,2,2,-11,78,84,4.0,2.0,6.0,0.0,12.0,10.0,6.0,8.0,espn_site_api
2024,401620343,2024-07-07,regular,2024-07-07T19:00-04:00,LA-PHX,3142010,Azura Stevens,LA,PHX,True,False,F,26.0,10,6,4,0,3,2,2,1,4,2,3,4,10,2,2,+1,78,84,10.0,6.0,4.0,0.0,20.0,14.0,16.0,10.0,espn_site_api
2024,401620343,2024-07-07,regular,2024-07-07T19:00-04:00,LA-PHX,4336633,Li Yueru,LA,PHX,True,False,C,4.0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,-8,78,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,espn_site_api
2024,401620343,2024-07-07,regular,2024-07-07T19:00-04:00,LA-PHX,2490794,Layshia Clarendon,LA,PHX,True,False,G,14.0,4,1,5,0,1,1,1,0,0,1,2,2,4,0,0,+8,78,84,4.0,1.0,5.0,0.0,10.0,9.0,5.0,6.0,espn_site_api
2024,401620343,2024-07-07,regular,2024-07-07T19:00-04:00,LA-PHX,4066585,Crystal Dangerfield,LA,PHX,True,False,G,6.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,+1,78,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,espn_site_api
2024,401620343,2024-07-07,regular,2024-07-07T19:00-04:00,LA-PHX,4398764,Rae Burrell,LA,PHX,True,False,G,16.0,4,1,2,0,2,1,0,0,0,1,2,0,5,4,4,-9,78,84,4.0,1.0,2.0,0.0,7.0,6.0,5.0,3.0,espn_site_api
2024,401620343,2024-07-07,regular,2024-07-07T19:00-04:00,LA-PHX,4432832,Zia Cooke,LA,PHX,True,False,G,14.0,5,0,1,1,1,0,3,0,0,0,2,2,5,0,0,+6,78,84,5.0,0.0,1.0,1.0,6.0,6.0,5.0,1.0,espn_site_api
2024,401620344,2024-07-09,regular,2024-07-09T22:00-04:00,LA-MIN,3906972,Bridget Carleton,MIN,LA,False,True,F,28.0,16,4,3,4,4,1,0,0,0,4,3,6,7,0,0,+20,82,67,16.0,4.0,3.0,4.0,23.0,19.0,20.0,7.0,espn_site_api
2024,401620344,2024-07-09,regular,2024-07-09T22:00-04:00,LA-MIN,3913881,Alanna Smith,MIN,LA,False,True,F,21.0,6,6,3,0,1,2,2,0,1,5,5,2,6,2,2,+13,82,67,6.0,6.0,3.0,0.0,15.0,9.0,12.0,9.0,espn_site_api
2024,401620344,2024-07-09,regular,2024-07-09T22:00-04:00,LA-MIN,4398938,Dorka Juhasz,MIN,LA,False,True,F,32.0,15,6,2,0,0,0,1,2,2,4,1,7,11,1,1,+25,82,67,15.0,6.0,2.0,0.0,23.0,17.0,21.0,8.0,espn_site_api
2024,401620344,2024-07-09,regular,2024-07-09T22:00-04:00,LA-MIN,2529205,Kayla McBride,MIN,LA,False,True,G,25.0,11,1,4,1,4,0,1,0,0,1,0,4,9,2,2,+17,82,67,11.0,1.0,4.0,1.0,16.0,15.0,12.0,5.0,espn_site_api
2024,401620344,2024-07-09,regular,2024-07-09T22:00-04:00,LA-MIN,2987891,Courtney Williams,MIN,LA,False,True,G,20.0,4,2,5,0,1,2,2,0,0,2,1,2,8,0,0,+10,82,67,4.0,2.0,5.0,0.0,11.0,9.0,6.0,7.0,espn_site_api
2024,401620344,2024-07-09,regular,2024-07-09T22:00-04:00,LA-MIN,4257500,Cecilia Zandalasini,MIN,LA,False,False,F,18.0,11,1,3,2,3,0,1,1,0,1,4,4,9,1,1,+9,82,67,11.0,1.0,3.0,2.0,15.0,14.0,12.0,4.0,espn_site_api
2024,401620344,2024-07-09,regular,2024-07-09T22:00-04:00,LA-MIN,4433635,Diamond Miller,MIN,LA,False,False,F,14.0,6,1,1,0,0,3,0,0,1,0,3,2,4,2,2,-5,82,67,6.0,1.0,1.0,0.0,8.0,7.0,7.0,2.0,espn_site_api
2024,401620344,2024-07-09,regular,2024-07-09T22:00-04:00,LA-MIN,5017721,Sika Kone,MIN,LA,False,False,F,7.0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,2,-8,82,67,1.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,espn_site_api
2024,401620344,2024-07-09,regular,2024-07-09T22:00-04:00,LA-MIN,5105752,Alissa Pili,MIN,LA,False,False,F,16.0,7,4,1,1,3,0,2,0,0,4,2,3,6,0,0,-9,82,67,7.0,4.0,1.0,1.0,12.0,8.0,11.0,5.0,espn_site_api
2024,401620344,2024-07-09,regular,2024-07-09T22:00-04:00,LA-MIN,3906753,Natisha Hiedeman,MIN,LA,False,False,G,19.0,5,1,1,1,2,1,2,0,0,1,3,2,5,0,0,+3,82,67,5.0,1.0,1.0,1.0,7.0,6.0,6.0,2.0,espn_site_api
2024,401620344,2024-07-09,regular,2024-07-09T22:00-04:00,LA-MIN,2566106,Dearica Hamby,LA,MIN,True,True,F,37.0,18,8,2,1,2,5,1,1,0,8,3,7,9,3,3,-16,67,82,18.0,8.0,2.0,1.0,28.0,20.0,26.0,10.0,espn_site_api
2024,401620344,2024-07-09,regular,2024-07-09T22:00-04:00,LA-MIN,3142010,Azura Stevens,LA,MIN,True,True,F,28.0,9,6,4,1,3,2,1,2,0,6,1,4,9,0,0,+1,67,82,9.0,6.0,4.0,1.0,19.0,13.0,15.0,10.0,espn_site_api
2024,401620344,2024-07-09,regular,2024-07-09T22:00-04:00,LA-MIN,4433630,Rickea Jackson,LA,MIN,True,True,F,24.0,6,1,0,0,2,2,0,0,1,0,2,3,8,0,1,-17,67,82,6.0,1.0,0.0,0.0,7.0,6.0,7.0,1.0,espn_site_api
2024,401620344,2024-07-09,regular,2024-07-09T22:00-04:00,LA-MIN,3142327,Kia Nurse,LA,MIN,True,True,G,21.0,5,2,1,0,4,0,0,0,0,2,2,2,7,1,1,-13,67,82,5.0,2.0,1.0,0.0,8.0,6.0,7.0,3.0,espn_site_api
2024,401620344,2024-07-09,regular,2024-07-09T22:00-04:00,LA-MIN,4066553,Aari McDonald,LA,MIN,True,True,G,15.0,4,3,4,0,2,4,0,1,0,3,1,2,6,0,0,-11,67,82,4.0,3.0,4.0,0.0,11.0,8.0,7.0,7.0,espn_site_api
2024,401620344,2024-07-09,regular,2024-07-09T22:00-04:00,LA-MIN,4336633,Li Yueru,LA,MIN,True,False,C,13.0,4,4,0,0,0,2,0,0,3,1,4,0,2,4,4,-15,67,82,4.0,4.0,0.0,0.0,8.0,4.0,8.0,4.0,espn_site_api
2024,401620344,2024-07-09,regular,2024-07-09T22:00-04:00,LA-MIN,2490794,Layshia Clarendon,LA,MIN,True,False,G,26.0,8,2,4,0,1,2,1,0,0,2,5,4,5,0,0,-4,67,82,8.0,2.0,4.0,0.0,14.0,12.0,10.0,6.0,espn_site_api
2024,401620344,2024-07-09,regular,2024-07-09T22:00-04:00,LA-MIN,4066585,Crystal Dangerfield,LA,MIN,True,False,G,3.0,2,0,0,0,2,1,0,0,0,0,0,0,2,2,2,-1,67,82,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,espn_site_api
2024,401620344,2024-07-09,regular,2024-07-09T22:00-04:00,LA-MIN,4398764,Rae Burrell,LA,MIN,True,False,G,21.0,6,3,1,0,1,0,0,1,0,3,1,0,4,6,6,-7,67,82,6.0,3.0,1.0,0.0,10.0,7.0,9.0,4.0,espn_site_api
2024,401620344,2024-07-09,regular,2024-07-09T22:00-04:00,LA-MIN,4432832,Zia Cooke,LA,MIN,True,False,G,12.0,5,0,1,1,3,0,0,0,0,0,1,1,4,2,2,+8,67,82,5.0,0.0,1.0,1.0,6.0,6.0,5.0,1.0,espn_site_api
2024,401620345,2024-07-10,regular,2024-07-10T11:00-04:00,CON-NY,2998928,Breanna Stewart,NY,CON,False,True,F,34.0,18,14,2,0,1,3,1,3,1,13,3,5,9,8,10,+4,71,68,18.0,14.0,2.0,0.0,34.0,20.0,32.0,16.0,espn_site_api
2024,401620345,2024-07-10,regular,2024-07-10T11:00-04:00,CON-NY,4683006,Leonie Fiebich,NY,CON,False,True,F,33.0,5,2,5,1,1,1,1,0,0,2,4,2,6,0,2,+2,71,68,5.0,2.0,5.0,1.0,12.0,10.0,7.0,7.0,espn_site_api
2024,401620345,2024-07-10,regular,2024-07-10T11:00-04:00,CON-NY,2999101,Jonquel Jones,NY,CON,False,True,C,35.0,8,11,3,0,3,2,1,1,0,11,3,4,8,0,0,0,71,68,8.0,11.0,3.0,0.0,22.0,11.0,19.0,14.0,espn_site_api
2024,401620345,2024-07-10,regular,2024-07-10T11:00-04:00,CON-NY,981,Courtney Vandersloot,NY,CON,False,True,G,34.0,11,0,3,1,4,0,0,1,0,0,3,5,11,0,0,+11,71,68,11.0,0.0,3.0,1.0,14.0,14.0,11.0,3.0,espn_site_api
2024,401620345,2024-07-10,regular,2024-07-10T11:00-04:00,CON-NY,4066533,Sabrina Ionescu,NY,CON,False,True,G,35.0,21,5,5,1,3,3,1,1,0,5,0,8,15,4,4,+2,71,68,21.0,5.0,5.0,1.0,31.0,26.0,26.0,10.0,espn_site_api
2024,401620345,2024-07-10,regular,2024-07-10T11:00-04:00,CON-NY,2529622,Kayla Thornton,NY,CON,False,False,F,18.0,4,0,2,0,0,0,0,0,0,0,2,2,3,0,0,-6,71,68,4.0,0.0,2.0,0.0,6.0,6.0,4.0,2.0,espn_site_api
2024,401620345,2024-07-10,regular,2024-07-10T11:00-04:00,CON-NY,3922628,Kennedy Burke,NY,CON,False,False,G,10.0,4,1,2,0,1,0,1,0,0,1,2,2,5,0,0,+2,71,68,4.0,1.0,2.0,0.0,7.0,6.0,5.0,3.0,espn_site_api
2024,401620345,2024-07-10,regular,2024-07-10T11:00-04:00,CON-NY,869,DeWanna Bonner,CON,NY,True,True,F,40.0,22,9,3,3,5,1,0,0,1,8,1,6,16,7,7,-3,68,71,22.0,9.0,3.0,3.0,34.0,25.0,31.0,12.0,espn_site_api
2024,401620345,2024-07-10,regular,2024-07-10T11:00-04:00,CON-NY,2529140,Alyssa Thomas,CON,NY,True,True,F,37.0,3,9,8,0,0,4,1,1,3,6,4,1,4,1,2,-5,68,71,3.0,9.0,8.0,0.0,20.0,11.0,12.0,17.0,espn_site_api
2024,401620345,2024-07-10,regular,2024-07-10T11:00-04:00,CON-NY,3058895,Brionna Jones,CON,NY,True,True,F,35.0,17,8,2,0,0,1,0,1,2,6,2,8,15,1,2,0,68,71,17.0,8.0,2.0,0.0,27.0,19.0,25.0,10.0,espn_site_api
2024,401620345,2024-07-10,regular,2024-07-10T11:00-04:00,CON-NY,4065760,Tyasha Harris,CON,NY,True,True,G,29.0,11,1,3,1,6,0,0,0,0,1,3,4,14,2,2,-7,68,71,11.0,1.0,3.0,1.0,15.0,14.0,12.0,4.0,espn_site_api
2024,401620345,2024-07-10,regular,2024-07-10T11:00-04:00,CON-NY,4066548,DiJonai Carrington,CON,NY,True,True,G,23.0,8,5,0,1,1,2,0,0,0,5,4,3,9,1,1,-6,68,71,8.0,5.0,0.0,1.0,13.0,8.0,13.0,5.0,espn_site_api
2024,401620345,2024-07-10,regular,2024-07-10T11:00-04:00,CON-NY,2566186,Rachel Banham,CON,NY,True,False,G,7.0,3,0,0,1,2,0,0,0,0,0,0,1,3,0,0,-1,68,71,3.0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,espn_site_api
2024,401620345,2024-07-10,regular,2024-07-10T11:00-04:00,CON-NY,2984741,Tiffany Mitchell,CON,NY,True,False,G,17.0,4,1,1,0,0,1,0,0,0,1,2,1,3,2,2,+3,68,71,4.0,1.0,1.0,0.0,6.0,5.0,5.0,2.0,espn_site_api
2024,401620345,2024-07-10,regular,2024-07-10T11:00-04:00,CON-NY,4398935,Veronica Burton,CON,NY,True,False,G,11.0,0,2,2,0,3,0,0,0,1,1,0,0,3,0,0,+4,68,71,0.0,2.0,2.0,0.0,4.0,2.0,2.0,4.0,espn_site_api
2024,401620346,2024-07-10,regular,2024-07-10T12:00-04:00,IND-WSH,3142055,Myisha Hines-Allen,WSH,IND,False,True,F,21.0,2,9,3,0,1,3,0,0,5,4,2,1,8,0,0,+4,89,84,2.0,9.0,3.0,0.0,14.0,5.0,11.0,12.0,espn_site_api
2024,401620346,2024-07-10,regular,2024-07-10T12:00-04:00,IND-WSH,2529183,Stefanie Dolson,WSH,IND,False,True,C,29.0,13,5,6,2,3,1,1,0,0,5,3,5,8,1,1,-4,89,84,13.0,5.0,6.0,2.0,24.0,19.0,18.0,11.0,espn_site_api
2024,401620346,2024-07-10,regular,2024-07-10T12:00-04:00,IND-WSH,2566110,Julie Vanloo,WSH,IND,False,True,G,28.0,13,2,2,3,7,2,0,0,0,2,4,4,10,2,2,+13,89,84,13.0,2.0,2.0,3.0,17.0,15.0,15.0,4.0,espn_site_api
2024,401620346,2024-07-10,regular,2024-07-10T12:00-04:00,IND-WSH,3146151,Ariel Atkins,WSH,IND,False,True,G,32.0,26,3,3,1,3,3,3,1,1,2,4,10,17,5,6,+10,89,84,26.0,3.0,3.0,1.0,32.0,29.0,29.0,6.0,espn_site_api
2024,401620346,2024-07-10,regular,2024-07-10T12:00-04:00,IND-WSH,4281253,DiDi Richards,WSH,IND,False,True,G,9.0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,0,-5,89,84,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,espn_site_api
2024,401620346,2024-07-10,regular,2024-07-10T12:00-04:00,IND-WSH,4398729,Emily Engstler,WSH,IND,False,False,F,8.0,4,1,0,0,1,1,1,0,1,0,1,2,5,0,0,-3,89,84,4.0,1.0,0.0,0.0,5.0,4.0,5.0,1.0,espn_site_api
2024,401620346,2024-07-10,regular,2024-07-10T12:00-04:00,IND-WSH,4433408,Aaliyah Edwards,WSH,IND,False,False,F,21.0,12,6,4,0,0,1,0,0,2,4,1,4,8,4,5,+11,89,84,12.0,6.0,4.0,0.0,22.0,16.0,18.0,10.0,espn_site_api
2024,401620346,2024-07-10,regular,2024-07-10T12:00-04:00,IND-WSH,3058893,Shatori Walker-Kimbrough,WSH,IND,False,False,G,30.0,10,0,3,0,3,3,2,0,0,0,0,4,11,2,3,+4,89,84,10.0,0.0,3.0,0.0,13.0,13.0,10.0,3.0,espn_site_api
2024,401620346,2024-07-10,regular,2024-07-10T12:00-04:00,IND-WSH,5017726,Jade Melbourne,WSH,IND,False,False,G,21.0,9,3,2,1,2,2,1,1,0,3,3,3,7,2,2,-5,89,84,9.0,3.0,2.0,1.0,14.0,11.0,12.0,5.0,espn_site_api
2024,401620346,2024-07-10,regular,2024-07-10T12:00-04:00,IND-WSH,3917453,Katie Lou Samuelson,IND,WSH,True,True,F,33.0,8,9,0,2,4,3,0,0,0,9,5,3,6,0,0,-5,84,89,8.0,9.0,0.0,2.0,17.0,8.0,17.0,9.0,espn_site_api
2024,401620346,2024-07-10,regular,2024-07-10T12:00-04:00,IND-WSH,4432831,Aliyah Boston,IND,WSH,True,True,C,21.0,6,6,0,0,0,5,0,2,1,5,5,3,4,0,0,+7,84,89,6.0,6.0,0.0,0.0,12.0,6.0,12.0,6.0,espn_site_api
2024,401620346,2024-07-10,regular,2024-07-10T12:00-04:00,IND-WSH,3142191,Kelsey Mitchell,IND,WSH,True,True,G,38.0,15,3,2,0,8,2,0,0,0,3,1,6,14,3,5,+2,84,89,15.0,3.0,2.0,0.0,20.0,17.0,18.0,5.0,espn_site_api
2024,401620346,2024-07-10,regular,2024-07-10T12:00-04:00,IND-WSH,4398829,Lexie Hull,IND,WSH,True,True,G,20.0,5,2,2,1,1,0,3,0,0,2,0,2,2,0,0,+5,84,89,5.0,2.0,2.0,1.0,9.0,7.0,7.0,4.0,espn_site_api
2024,401620346,2024-07-10,regular,2024-07-10T12:00-04:00,IND-WSH,4433403,Caitlin Clark,IND,WSH,True,True,G,38.0,29,5,13,5,9,5,5,3,1,4,5,7,14,10,11,-3,84,89,29.0,5.0,13.0,5.0,47.0,42.0,34.0,18.0,espn_site_api
2024,401620346,2024-07-10,regular,2024-07-10T12:00-04:00,IND-WSH,4398776,NaLyssa Smith,IND,WSH,True,False,F,27.0,11,2,1,0,1,2,1,2,0,2,3,5,10,1,1,-11,84,89,11.0,2.0,1.0,0.0,14.0,12.0,13.0,3.0,espn_site_api
2024,401620346,2024-07-10,regular,2024-07-10T12:00-04:00,IND-WSH,2955898,Damiris Dantas,IND,WSH,True,False,C,9.0,2,1,0,0,1,1,0,0,0,1,1,1,2,0,0,+1,84,89,2.0,1.0,0.0,0.0,3.0,2.0,3.0,1.0,espn_site_api
2024,401620346,2024-07-10,regular,2024-07-10T12:00-04:00,IND-WSH,2491214,Erica Wheeler,IND,WSH,True,False,G,11.0,6,1,0,0,1,1,0,0,0,1,1,3,4,0,0,-17,84,89,6.0,1.0,0.0,0.0,7.0,6.0,7.0,1.0,espn_site_api
2024,401620346,2024-07-10,regular,2024-07-10T12:00-04:00,IND-WSH,3156318,Kristy Wallace,IND,WSH,True,False,G,4.0,2,0,0,0,0,2,0,0,0,0,0,1,2,0,0,-4,84,89,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,espn_site_api
2024,401620347,2024-07-10,regular,2024-07-10T12:00-04:00,ATL-CHI,3054590,Nia Coffey,ATL,CHI,False,True,F,12.0,0,2,3,0,1,1,0,0,0,2,1,0,3,0,0,0,69,78,0.0,2.0,3.0,0.0,5.0,3.0,2.0,5.0,espn_site_api
2024,401620347,2024-07-10,regular,2024-07-10T12:00-04:00,ATL-CHI,918,Tina Charles,ATL,CHI,False,True,C,25.0,9,4,2,0,0,1,0,0,0,4,2,4,13,1,3,-7,69,78,9.0,4.0,2.0,0.0,15.0,11.0,13.0,6.0,espn_site_api
2024,401620347,2024-07-10,regular,2024-07-10T12:00-04:00,ATL-CHI,3058901,Allisha Gray,ATL,CHI,False,True,G,37.0,20,6,1,1,5,4,1,2,1,5,2,9,19,1,2,-11,69,78,20.0,6.0,1.0,1.0,27.0,21.0,26.0,7.0,espn_site_api
2024,401620347,2024-07-10,regular,2024-07-10T12:00-04:00,ATL-CHI,4280850,Maya Caldwell,ATL,CHI,False,True,G,28.0,6,2,4,0,1,1,3,1,0,2,1,3,6,0,0,-3,69,78,6.0,2.0,4.0,0.0,12.0,10.0,8.0,6.0,espn_site_api
2024,401620347,2024-07-10,regular,2024-07-10T12:00-04:00,ATL-CHI,4595910,Haley Jones,ATL,CHI,False,True,G,34.0,12,7,3,0,1,4,1,1,0,7,3,4,8,4,4,-10,69,78,12.0,7.0,3.0,0.0,22.0,15.0,19.0,10.0,espn_site_api
2024,401620347,2024-07-10,regular,2024-07-10T12:00-04:00,ATL-CHI,2529458,Cheyenne Parker-Tyus,ATL,CHI,False,False,F,24.0,5,8,3,0,1,2,0,0,1,7,0,2,10,1,3,-8,69,78,5.0,8.0,3.0,0.0,16.0,8.0,13.0,11.0,espn_site_api
2024,401620347,2024-07-10,regular,2024-07-10T12:00-04:00,ATL-CHI,4398915,Naz Hillmon,ATL,CHI,False,False,F,19.0,12,6,1,0,0,0,1,0,3,3,1,4,5,4,4,-3,69,78,12.0,6.0,1.0,0.0,19.0,13.0,18.0,7.0,espn_site_api
2024,401620347,2024-07-10,regular,2024-07-10T12:00-04:00,ATL-CHI,4398751,Destanni Henderson,ATL,CHI,False,False,G,21.0,5,1,2,1,1,1,0,1,0,1,1,2,5,0,0,-3,69,78,5.0,1.0,2.0,1.0,8.0,7.0,6.0,3.0,espn_site_api
2024,401620347,2024-07-10,regular,2024-07-10T12:00-04:00,ATL-CHI,4433402,Angel Reese,CHI,ATL,True,True,F,30.0,11,13,2,0,1,2,3,2,2,11,4,4,9,3,4,+12,78,69,11.0,13.0,2.0,0.0,26.0,13.0,24.0,15.0,espn_site_api
2024,401620347,2024-07-10,regular,2024-07-10T12:00-04:00,ATL-CHI,4433405,Kamilla Cardoso,CHI,ATL,True,True,C,31.0,10,11,1,0,0,1,1,3,3,8,3,5,9,0,0,+6,78,69,10.0,11.0,1.0,0.0,22.0,11.0,21.0,12.0,espn_site_api
2024,401620347,2024-07-10,regular,2024-07-10T12:00-04:00,ATL-CHI,3058908,Lindsay Allen,CHI,ATL,True,True,G,23.0,5,1,3,1,1,1,0,0,0,1,0,2,3,0,0,+10,78,69,5.0,1.0,3.0,1.0,9.0,8.0,6.0,4.0,espn_site_api
2024,401620347,2024-07-10,regular,2024-07-10T12:00-04:00,ATL-CHI,3904576,Marina Mabrey,CHI,ATL,True,True,G,32.0,9,2,5,2,7,3,2,1,1,1,2,3,11,1,1,+1,78,69,9.0,2.0,5.0,2.0,16.0,14.0,11.0,7.0,espn_site_api
2024,401620347,2024-07-10,regular,2024-07-10T12:00-04:00,ATL-CHI,4280892,Chennedy Carter,CHI,ATL,True,True,G,34.0,19,5,5,1,2,3,1,1,0,5,0,9,21,0,2,+9,78,69,19.0,5.0,5.0,1.0,29.0,24.0,24.0,10.0,espn_site_api
2024,401620347,2024-07-10,regular,2024-07-10T12:00-04:00,ATL-CHI,2566453,Isabelle Harrison,CHI,ATL,True,False,F,14.0,6,6,1,0,0,0,2,0,1,5,1,3,5,0,0,+3,78,69,6.0,6.0,1.0,0.0,13.0,7.0,12.0,7.0,espn_site_api
2024,401620347,2024-07-10,regular,2024-07-10T12:00-04:00,ATL-CHI,3142086,Brianna Turner,CHI,ATL,True,False,F,6.0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,-3,78,69,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,espn_site_api
2024,401620347,2024-07-10,regular,2024-07-10T12:00-04:00,ATL-CHI,4282173,Michaela Onyenwere,CHI,ATL,True,False,F,11.0,7,2,2,1,3,0,0,0,1,1,1,2,8,2,3,+10,78,69,7.0,2.0,2.0,1.0,11.0,9.0,9.0,4.0,espn_site_api
2024,401620347,2024-07-10,regular,2024-07-10T12:00-04:00,ATL-CHI,3058902,Diamond DeShields,CHI,ATL,True,False,G,4.0,2,0,0,0,1,0,0,0,0,0,0,1,2,0,0,-2,78,69,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,espn_site_api
2024,401620347,2024-07-10,regular,2024-07-10T12:00-04:00,ATL-CHI,4281190,Dana Evans,CHI,ATL,True,False,G,17.0,9,2,3,1,2,0,2,0,0,2,1,3,6,2,3,-1,78,69,9.0,2.0,3.0,1.0,14.0,12.0,11.0,5.0,espn_site_api
2024,401620348,2024-07-10,regular,2024-07-10T15:00-04:00,LV-SEA,2590093,Kiah Stokes,LV,SEA,False,True,C,17.0,0,7,1,0,0,0,1,0,0,7,0,0,0,0,0,+6,84,79,0.0,7.0,1.0,0.0,8.0,1.0,7.0,8.0,espn_site_api
2024,401620348,2024-07-10,regular,2024-07-10T15:00-04:00,LV-SEA,3149391,A'ja Wilson,LV,SEA,False,True,C,35.0,24,20,2,0,2,0,3,4,2,18,0,7,18,10,10,-2,84,79,24.0,20.0,2.0,0.0,46.0,26.0,44.0,22.0,espn_site_api
