season,game_id,game_date,season_phase,game_time_et,matchup_key,player_id,player,team_abbr,opponent_abbr,is_home,starter,position,minutes,points,rebounds,assists,three_made,three_attempts,turnovers,steals,blocks,oreb,dreb,personal_fouls,fgm,fga,ftm,fta,plus_minus,team_score,opponent_score,PTS,REB,AST,THREES,PRA,PA,PR,RA,source
2025,401736311,2025-08-10,regular,2025-08-10T16:00-04:00,DAL-WSH,4432865,Jacy Sheldon,WSH,DAL,False,False,G,22.0,8,2,0,0,3,0,0,0,1,1,2,2,6,4,5,-2,91,78,8.0,2.0,0.0,0.0,10.0,8.0,10.0,2.0,espn_site_api
2025,401736311,2025-08-10,regular,2025-08-10T16:00-04:00,DAL-WSH,4433815,Lucy Olsen,WSH,DAL,False,False,G,9.0,0,1,2,0,1,0,0,1,0,1,1,0,1,0,0,-1,91,78,0.0,1.0,2.0,0.0,3.0,2.0,1.0,3.0,espn_site_api
2025,401736311,2025-08-10,regular,2025-08-10T16:00-04:00,DAL-WSH,4682797,Luisa Geiselsoder,DAL,WSH,True,True,C,17.0,10,1,0,2,5,1,0,1,0,1,3,2,7,4,4,-8,78,91,10.0,1.0,0.0,2.0,11.0,10.0,11.0,1.0,espn_site_api
2025,401736311,2025-08-10,regular,2025-08-10T16:00-04:00,DAL-WSH,3904577,Arike Ogunbowale,DAL,WSH,True,True,G,32.0,12,0,2,0,3,2,2,1,0,0,5,4,10,4,4,-10,78,91,12.0,0.0,2.0,0.0,14.0,14.0,12.0,2.0,espn_site_api
2025,401736311,2025-08-10,regular,2025-08-10T16:00-04:00,DAL-WSH,4398899,Grace Berger,DAL,WSH,True,True,G,19.0,0,1,2,0,1,2,2,0,0,1,2,0,5,0,2,-14,78,91,0.0,1.0,2.0,0.0,3.0,2.0,1.0,3.0,espn_site_api
2025,401736311,2025-08-10,regular,2025-08-10T16:00-04:00,DAL-WSH,4433730,Paige Bueckers,DAL,WSH,True,True,G,32.0,17,3,3,2,4,1,2,0,0,3,4,5,9,5,5,-14,78,91,17.0,3.0,3.0,2.0,23.0,20.0,20.0,6.0,espn_site_api
2025,401736311,2025-08-10,regular,2025-08-10T16:00-04:00,DAL-WSH,4595910,Haley Jones,DAL,WSH,True,True,G,26.0,11,4,1,0,1,2,0,1,1,3,4,3,9,5,7,-11,78,91,11.0,4.0,1.0,0.0,16.0,12.0,15.0,5.0,espn_site_api
2025,401736311,2025-08-10,regular,2025-08-10T16:00-04:00,DAL-WSH,3142055,Myisha Hines-Allen,DAL,WSH,True,False,F,27.0,8,11,5,1,2,4,0,0,3,8,2,2,7,3,4,-3,78,91,8.0,11.0,5.0,1.0,24.0,13.0,19.0,16.0,espn_site_api
2025,401736311,2025-08-10,regular,2025-08-10T16:00-04:00,DAL-WSH,4399415,Maddy Siegrist,DAL,WSH,True,False,F,19.0,9,3,2,1,2,0,1,1,0,3,3,3,8,2,2,+1,78,91,9.0,3.0,2.0,1.0,14.0,11.0,12.0,5.0,espn_site_api
2025,401736311,2025-08-10,regular,2025-08-10T16:00-04:00,DAL-WSH,4433635,Diamond Miller,DAL,WSH,True,False,F,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,+1,78,91,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,espn_site_api
2025,401736311,2025-08-10,regular,2025-08-10T16:00-04:00,DAL-WSH,4336633,Li Yueru,DAL,WSH,True,False,C,10.0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,-4,78,91,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,espn_site_api
2025,401736311,2025-08-10,regular,2025-08-10T16:00-04:00,DAL-WSH,4433807,Aziaha James,DAL,WSH,True,False,G,8.0,2,2,0,0,1,1,1,0,1,1,0,1,3,0,0,-3,78,91,2.0,2.0,0.0,0.0,4.0,2.0,4.0,2.0,espn_site_api
2025,401736311,2025-08-10,regular,2025-08-10T16:00-04:00,DAL-WSH,4434015,JJ Quinerly,DAL,WSH,True,False,G,8.0,9,1,0,2,2,0,1,0,1,0,3,3,3,1,1,0,78,91,9.0,1.0,0.0,2.0,10.0,9.0,10.0,1.0,espn_site_api
2025,401736313,2025-08-10,regular,2025-08-10T18:00-04:00,ATL-PHX,3058895,Brionna Jones,ATL,PHX,False,True,F,26.0,15,11,4,1,1,1,1,4,4,7,2,6,12,2,2,+5,74,66,15.0,11.0,4.0,1.0,30.0,19.0,26.0,15.0,espn_site_api
2025,401736313,2025-08-10,regular,2025-08-10T18:00-04:00,ATL-PHX,4398915,Naz Hillmon,ATL,PHX,False,True,F,36.0,13,13,4,3,7,2,1,0,2,11,1,3,8,4,4,+14,74,66,13.0,13.0,4.0,3.0,30.0,17.0,26.0,17.0,espn_site_api
2025,401736313,2025-08-10,regular,2025-08-10T18:00-04:00,ATL-PHX,3058901,Allisha Gray,ATL,PHX,False,True,G,37.0,17,5,5,1,6,1,1,0,1,4,3,6,12,4,7,+12,74,66,17.0,5.0,5.0,1.0,27.0,22.0,22.0,10.0,espn_site_api
2025,401736313,2025-08-10,regular,2025-08-10T18:00-04:00,ATL-PHX,3142250,Jordin Canada,ATL,PHX,False,True,G,25.0,13,2,1,2,3,2,3,0,0,2,1,5,11,1,2,+1,74,66,13.0,2.0,1.0,2.0,16.0,14.0,15.0,3.0,espn_site_api
2025,401736313,2025-08-10,regular,2025-08-10T18:00-04:00,ATL-PHX,4433431,Te-Hina Paopao,ATL,PHX,False,True,G,15.0,5,2,1,1,3,3,1,1,0,2,0,2,4,0,0,+13,74,66,5.0,2.0,1.0,1.0,8.0,6.0,7.0,3.0,espn_site_api
2025,401736313,2025-08-10,regular,2025-08-10T18:00-04:00,ATL-PHX,3054590,Nia Coffey,ATL,PHX,False,False,F,5.0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,-4,74,66,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,espn_site_api
2025,401736313,2025-08-10,regular,2025-08-10T18:00-04:00,ATL-PHX,2490553,Brittney Griner,ATL,PHX,False,False,C,13.0,2,2,1,0,0,0,0,1,0,2,1,1,3,0,0,+1,74,66,2.0,2.0,1.0,0.0,5.0,3.0,4.0,3.0,espn_site_api
2025,401736313,2025-08-10,regular,2025-08-10T18:00-04:00,ATL-PHX,4280850,Maya Caldwell,ATL,PHX,False,False,G,27.0,5,2,2,1,7,0,3,0,1,1,3,2,8,0,0,-4,74,66,5.0,2.0,2.0,1.0,9.0,7.0,7.0,4.0,espn_site_api
2025,401736313,2025-08-10,regular,2025-08-10T18:00-04:00,ATL-PHX,4398674,Rhyne Howard,ATL,PHX,False,False,G,16.0,4,0,2,0,5,0,1,0,0,0,3,0,7,4,4,+2,74,66,4.0,0.0,2.0,0.0,6.0,6.0,4.0,2.0,espn_site_api
2025,401736313,2025-08-10,regular,2025-08-10T18:00-04:00,ATL-PHX,2529140,Alyssa Thomas,PHX,ATL,True,True,F,34.0,21,8,5,0,0,3,2,0,2,6,2,9,14,3,4,0,66,74,21.0,8.0,5.0,0.0,34.0,26.0,29.0,13.0,espn_site_api
2025,401736313,2025-08-10,regular,2025-08-10T18:00-04:00,ATL-PHX,4068042,Natasha Mack,PHX,ATL,True,True,F,22.0,2,6,0,0,0,0,0,3,2,4,2,1,5,0,0,+5,66,74,2.0,6.0,0.0,0.0,8.0,2.0,8.0,6.0,espn_site_api
2025,401736313,2025-08-10,regular,2025-08-10T18:00-04:00,ATL-PHX,4281929,Satou Sabally,PHX,ATL,True,True,F,29.0,7,5,3,1,6,1,2,0,1,4,3,3,12,0,0,-9,66,74,7.0,5.0,3.0,1.0,15.0,10.0,12.0,8.0,espn_site_api
2025,401736313,2025-08-10,regular,2025-08-10T18:00-04:00,ATL-PHX,2998938,Kahleah Copper,PHX,ATL,True,True,G,32.0,9,3,3,0,4,1,1,0,2,1,2,3,14,3,3,-14,66,74,9.0,3.0,3.0,0.0,15.0,12.0,12.0,6.0,espn_site_api
2025,401736313,2025-08-10,regular,2025-08-10T18:00-04:00,ATL-PHX,5274110,Monique Akoa Makani,PHX,ATL,True,True,G,21.0,3,3,3,1,3,1,0,0,1,2,3,1,7,0,0,0,66,74,3.0,3.0,3.0,1.0,9.0,6.0,6.0,6.0,espn_site_api
2025,401736313,2025-08-10,regular,2025-08-10T18:00-04:00,ATL-PHX,869,DeWanna Bonner,PHX,ATL,True,False,F,26.0,16,4,1,2,4,2,1,0,1,3,2,4,8,6,6,-12,66,74,16.0,4.0,1.0,2.0,21.0,17.0,20.0,5.0,espn_site_api
2025,401736313,2025-08-10,regular,2025-08-10T18:00-04:00,ATL-PHX,3142087,Kathryn Westbeld,PHX,ATL,True,False,F,16.0,5,1,0,1,4,0,0,0,0,1,1,2,6,0,0,-5,66,74,5.0,1.0,0.0,1.0,6.0,5.0,6.0,1.0,espn_site_api
2025,401736313,2025-08-10,regular,2025-08-10T18:00-04:00,ATL-PHX,887,Sami Whitcomb,PHX,ATL,True,False,G,20.0,3,4,1,1,2,4,0,0,0,4,4,1,3,0,1,-5,66,74,3.0,4.0,1.0,1.0,8.0,4.0,7.0,5.0,espn_site_api
2025,401736312,2025-08-10,regular,2025-08-10T20:00-04:00,LA-SEA,1068,Nneka Ogwumike,SEA,LA,False,True,F,34.0,15,10,4,1,4,1,1,0,3,7,1,5,12,4,4,-2,91,94,15.0,10.0,4.0,1.0,29.0,19.0,25.0,14.0,espn_site_api
2025,401736312,2025-08-10,regular,2025-08-10T20:00-04:00,LA-SEA,3142328,Gabby Williams,SEA,LA,False,True,F,25.0,5,2,3,1,3,0,2,0,0,2,0,2,5,0,0,-5,91,94,5.0,2.0,3.0,1.0,10.0,8.0,7.0,5.0,espn_site_api
2025,401736312,2025-08-10,regular,2025-08-10T20:00-04:00,LA-SEA,4420318,Ezi Magbegor,SEA,LA,False,True,F,15.0,2,5,3,0,1,1,0,0,3,2,2,1,5,0,0,+1,91,94,2.0,5.0,3.0,0.0,10.0,5.0,7.0,8.0,espn_site_api
2025,401736312,2025-08-10,regular,2025-08-10T20:00-04:00,LA-SEA,2491205,Skylar Diggins,SEA,LA,False,True,G,32.0,17,2,6,3,6,1,2,0,2,0,2,7,18,0,0,+6,91,94,17.0,2.0,6.0,3.0,25.0,23.0,19.0,8.0,espn_site_api
2025,401736312,2025-08-10,regular,2025-08-10T20:00-04:00,LA-SEA,2988756,Brittney Sykes,SEA,LA,False,True,G,35.0,27,1,3,3,7,5,4,1,0,1,3,11,21,2,2,+5,91,94,27.0,1.0,3.0,3.0,31.0,30.0,28.0,4.0,espn_site_api
2025,401736312,2025-08-10,regular,2025-08-10T20:00-04:00,LA-SEA,5220150,Dominique Malonga,SEA,LA,False,False,C,30.0,20,11,1,1,1,3,1,0,3,8,5,9,12,1,2,-8,91,94,20.0,11.0,1.0,1.0,32.0,21.0,31.0,12.0,espn_site_api
2025,401736312,2025-08-10,regular,2025-08-10T20:00-04:00,LA-SEA,2491214,Erica Wheeler,SEA,LA,False,False,G,24.0,5,0,2,0,1,2,3,0,0,0,3,2,4,1,1,-5,91,94,5.0,0.0,2.0,0.0,7.0,7.0,5.0,2.0,espn_site_api
2025,401736312,2025-08-10,regular,2025-08-10T20:00-04:00,LA-SEA,2984741,Tiffany Mitchell,SEA,LA,False,False,G,6.0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,-7,91,94,0.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,espn_site_api
2025,401736312,2025-08-10,regular,2025-08-10T20:00-04:00,LA-SEA,2566106,Dearica Hamby,LA,SEA,True,True,F,30.0,19,7,2,0,2,3,0,2,1,6,1,8,13,3,3,+13,94,91,19.0,7.0,2.0,0.0,28.0,21.0,26.0,9.0,espn_site_api
2025,401736312,2025-08-10,regular,2025-08-10T20:00-04:00,LA-SEA,3142010,Azura Stevens,LA,SEA,True,True,F,22.0,15,8,1,3,3,4,1,0,1,7,1,6,8,0,0,-9,94,91,15.0,8.0,1.0,3.0,24.0,16.0,23.0,9.0,espn_site_api
2025,401736312,2025-08-10,regular,2025-08-10T20:00-04:00,LA-SEA,4433630,Rickea Jackson,LA,SEA,True,True,F,37.0,9,1,1,2,5,2,0,0,1,0,2,3,12,1,1,+2,94,91,9.0,1.0,1.0,2.0,11.0,10.0,10.0,2.0,espn_site_api
2025,401736312,2025-08-10,regular,2025-08-10T20:00-04:00,LA-SEA,3065570,Kelsey Plum,LA,SEA,True,True,G,37.0,20,6,7,3,7,3,1,0,1,5,2,6,12,5,5,+4,94,91,20.0,6.0,7.0,3.0,33.0,27.0,26.0,13.0,espn_site_api
2025,401736312,2025-08-10,regular,2025-08-10T20:00-04:00,LA-SEA,4001679,Julie Allemand,LA,SEA,True,True,G,30.0,5,2,8,1,3,3,3,0,0,2,0,2,4,0,0,-9,94,91,5.0,2.0,8.0,1.0,15.0,13.0,7.0,10.0,espn_site_api
2025,401736312,2025-08-10,regular,2025-08-10T20:00-04:00,LA-SEA,4433404,Cameron Brink,LA,SEA,True,False,F,11.0,14,5,1,2,2,1,2,1,3,2,4,5,6,2,2,-10,94,91,14.0,5.0,1.0,2.0,20.0,15.0,19.0,6.0,espn_site_api
2025,401736312,2025-08-10,regular,2025-08-10T20:00-04:00,LA-SEA,2566110,Julie Vanloo,LA,SEA,True,False,G,13.0,4,0,2,1,2,3,3,0,0,0,1,1,2,1,2,+11,94,91,4.0,0.0,2.0,1.0,6.0,6.0,4.0,2.0,espn_site_api
2025,401736312,2025-08-10,regular,2025-08-10T20:00-04:00,LA-SEA,4398764,Rae Burrell,LA,SEA,True,False,G,20.0,8,1,3,2,3,0,0,0,0,1,0,3,7,0,0,+13,94,91,8.0,1.0,3.0,2.0,12.0,11.0,9.0,4.0,espn_site_api
2025,401736314,2025-08-10,regular,2025-08-10T21:00-04:00,CON-LV,4684384,Aneesah Morrow,CON,LV,False,True,F,12.0,7,3,0,1,3,1,1,1,0,3,2,3,7,0,0,-6,86,94,7.0,3.0,0.0,1.0,10.0,7.0,10.0,3.0,espn_site_api
2025,401736314,2025-08-10,regular,2025-08-10T21:00-04:00,CON-LV,918,Tina Charles,CON,LV,False,True,C,29.0,8,5,3,0,1,1,3,1,0,5,4,4,8,0,0,-15,86,94,8.0,5.0,3.0,0.0,16.0,11.0,13.0,8.0,espn_site_api
2025,401736314,2025-08-10,regular,2025-08-10T21:00-04:00,CON-LV,2529185,Bria Hartley,CON,LV,False,True,G,29.0,9,3,4,3,3,1,0,0,0,3,3,3,6,0,0,-16,86,94,9.0,3.0,4.0,3.0,16.0,13.0,12.0,7.0,espn_site_api
2025,401736314,2025-08-10,regular,2025-08-10T21:00-04:00,CON-LV,3904576,Marina Mabrey,CON,LV,False,True,G,33.0,22,4,3,5,13,4,0,0,0,4,1,8,16,1,1,-7,86,94,22.0,4.0,3.0,5.0,29.0,25.0,26.0,7.0,espn_site_api
2025,401736314,2025-08-10,regular,2025-08-10T21:00-04:00,CON-LV,5208981,Leila Lacan,CON,LV,False,True,G,25.0,13,0,5,1,6,1,2,0,0,0,3,6,12,0,0,0,86,94,13.0,0.0,5.0,1.0,18.0,18.0,13.0,5.0,espn_site_api
2025,401736314,2025-08-10,regular,2025-08-10T21:00-04:00,CON-LV,2529125,Haley Peters,CON,LV,False,False,F,5.0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,-7,86,94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,espn_site_api
2025,401736314,2025-08-10,regular,2025-08-10T21:00-04:00,CON-LV,4433408,Aaliyah Edwards,CON,LV,False,False,F,17.0,4,4,2,0,0,2,1,0,1,3,1,2,5,0,0,+6,86,94,4.0,4.0,2.0,0.0,10.0,6.0,8.0,6.0,espn_site_api
2025,401736314,2025-08-10,regular,2025-08-10T21:00-04:00,CON-LV,4398966,Olivia Nelson-Ododa,CON,LV,False,False,C,15.0,6,3,0,0,0,0,0,0,2,1,3,3,5,0,0,+5,86,94,6.0,3.0,0.0,0.0,9.0,6.0,9.0,3.0,espn_site_api
2025,401736314,2025-08-10,regular,2025-08-10T21:00-04:00,CON-LV,3058908,Lindsay Allen,CON,LV,False,False,G,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,86,94,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,espn_site_api
2025,401736314,2025-08-10,regular,2025-08-10T21:00-04:00,CON-LV,4433514,Saniya Rivers,CON,LV,False,False,G,28.0,17,1,4,2,4,2,3,1,0,1,1,7,10,1,1,+7,86,94,17.0,1.0,4.0,2.0,22.0,21.0,18.0,5.0,espn_site_api
2025,401736314,2025-08-10,regular,2025-08-10T21:00-04:00,CON-LV,5279789,Mamignan Toure,CON,LV,False,False,G,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,86,94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,espn_site_api
2025,401736314,2025-08-10,regular,2025-08-10T21:00-04:00,CON-LV,4398776,NaLyssa Smith,LV,CON,True,True,F,22.0,6,6,0,0,1,2,1,0,1,5,2,2,5,2,5,+8,94,86,6.0,6.0,0.0,0.0,12.0,6.0,12.0,6.0,espn_site_api
2025,401736314,2025-08-10,regular,2025-08-10T21:00-04:00,CON-LV,4433633,Kierstan Bell,LV,CON,True,True,F,11.0,3,1,1,1,3,1,0,0,0,1,0,1,3,0,0,+12,94,86,3.0,1.0,1.0,1.0,5.0,4.0,4.0,2.0,espn_site_api
2025,401736314,2025-08-10,regular,2025-08-10T21:00-04:00,CON-LV,3149391,A'ja Wilson,LV,CON,True,True,C,37.0,32,20,5,0,1,6,2,0,7,13,2,13,25,6,6,+17,94,86,32.0,20.0,5.0,0.0,57.0,37.0,52.0,25.0,espn_site_api
2025,401736314,2025-08-10,regular,2025-08-10T21:00-04:00,CON-LV,2529122,Chelsea Gray,LV,CON,True,True,G,31.0,7,2,6,1,3,2,1,0,0,2,3,2,5,2,4,+10,94,86,7.0,2.0,6.0,1.0,15.0,13.0,9.0,8.0,espn_site_api
2025,401736314,2025-08-10,regular,2025-08-10T21:00-04:00,CON-LV,4065870,Jackie Young,LV,CON,True,True,G,32.0,21,4,6,2,6,1,1,0,1,3,0,9,14,1,1,+12,94,86,21.0,4.0,6.0,2.0,31.0,27.0,25.0,10.0,espn_site_api
2025,401736314,2025-08-10,regular,2025-08-10T21:00-04:00,CON-LV,3934218,Megan Gustafson,LV,CON,True,False,C,11.0,3,0,0,1,2,0,0,1,0,0,2,1,2,0,0,-2,94,86,3.0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,espn_site_api
2025,401736314,2025-08-10,regular,2025-08-10T21:00-04:00,CON-LV,2987869,Jewell Loyd,LV,CON,True,False,G,29.0,12,2,2,1,5,1,3,0,0,2,1,3,10,5,5,-4,94,86,12.0,2.0,2.0,1.0,16.0,14.0,14.0,4.0,espn_site_api
2025,401736314,2025-08-10,regular,2025-08-10T21:00-04:00,CON-LV,4281190,Dana Evans,LV,CON,True,False,G,21.0,10,2,3,2,2,1,0,0,1,1,2,4,5,0,0,-10,94,86,10.0,2.0,3.0,2.0,15.0,13.0,12.0,5.0,espn_site_api
2025,401736314,2025-08-10,regular,2025-08-10T21:00-04:00,CON-LV,4597509,Aaliyah Nye,LV,CON,True,False,G,7.0,0,3,1,0,2,1,0,0,1,2,0,0,2,0,0,-3,94,86,0.0,3.0,1.0,0.0,4.0,1.0,3.0,4.0,espn_site_api
2025,401736315,2025-08-11,regular,2025-08-11T22:00-04:00,CON-GS,4684384,Aneesah Morrow,CON,GS,False,True,F,24.0,13,14,0,1,3,1,1,0,3,11,1,5,13,2,2,-18,57,74,13.0,14.0,0.0,1.0,27.0,13.0,27.0,14.0,espn_site_api
2025,401736315,2025-08-11,regular,2025-08-11T22:00-04:00,CON-GS,4398966,Olivia Nelson-Ododa,CON,GS,False,True,C,30.0,12,4,2,1,1,1,1,2,2,2,1,5,5,1,2,-21,57,74,12.0,4.0,2.0,1.0,18.0,14.0,16.0,6.0,espn_site_api
2025,401736315,2025-08-11,regular,2025-08-11T22:00-04:00,CON-GS,2529185,Bria Hartley,CON,GS,False,True,G,20.0,3,1,4,1,5,2,1,0,1,0,3,1,9,0,0,-18,57,74,3.0,1.0,4.0,1.0,8.0,7.0,4.0,5.0,espn_site_api
2025,401736315,2025-08-11,regular,2025-08-11T22:00-04:00,CON-GS,3904576,Marina Mabrey,CON,GS,False,True,G,25.0,3,3,4,0,6,3,0,0,0,3,2,1,7,1,1,-17,57,74,3.0,3.0,4.0,0.0,10.0,7.0,6.0,7.0,espn_site_api
2025,401736315,2025-08-11,regular,2025-08-11T22:00-04:00,CON-GS,5208981,Leila Lacan,CON,GS,False,True,G,33.0,6,0,3,0,5,1,0,0,0,0,3,2,10,2,3,-15,57,74,6.0,0.0,3.0,0.0,9.0,9.0,6.0,3.0,espn_site_api
2025,401736315,2025-08-11,regular,2025-08-11T22:00-04:00,CON-GS,2529125,Haley Peters,CON,GS,False,False,F,7.0,0,3,0,0,1,0,1,0,1,2,3,0,1,0,0,+4,57,74,0.0,3.0,0.0,0.0,3.0,0.0,3.0,3.0,espn_site_api
2025,401736315,2025-08-11,regular,2025-08-11T22:00-04:00,CON-GS,4433408,Aaliyah Edwards,CON,GS,False,False,F,18.0,8,5,0,0,0,3,0,2,3,2,3,2,6,4,6,+1,57,74,8.0,5.0,0.0,0.0,13.0,8.0,13.0,5.0,espn_site_api
2025,401736315,2025-08-11,regular,2025-08-11T22:00-04:00,CON-GS,4433514,Saniya Rivers,CON,GS,False,False,G,29.0,9,5,1,1,2,1,2,1,0,5,0,4,7,0,0,-7,57,74,9.0,5.0,1.0,1.0,15.0,10.0,14.0,6.0,espn_site_api
2025,401736315,2025-08-11,regular,2025-08-11T22:00-04:00,CON-GS,5279789,Mamignan Toure,CON,GS,False,False,G,13.0,3,0,2,1,2,1,0,0,0,0,2,1,3,0,0,+6,57,74,3.0,0.0,2.0,1.0,5.0,5.0,3.0,2.0,espn_site_api
2025,401736315,2025-08-11,regular,2025-08-11T22:00-04:00,CON-GS,4257500,Cecilia Zandalasini,GS,CON,True,True,F,32.0,17,4,2,3,8,2,0,0,0,4,2,6,14,2,3,+21,74,57,17.0,4.0,2.0,3.0,23.0,19.0,21.0,6.0,espn_site_api
2025,401736315,2025-08-11,regular,2025-08-11T22:00-04:00,CON-GS,4790264,Janelle Salaun,GS,CON,True,True,F,27.0,16,1,2,4,7,1,0,0,1,0,3,6,10,0,0,+13,74,57,16.0,1.0,2.0,4.0,19.0,18.0,17.0,3.0,espn_site_api
2025,401736315,2025-08-11,regular,2025-08-11T22:00-04:00,CON-GS,2569044,Temi Fagbenle,GS,CON,True,True,C,21.0,6,9,1,0,1,1,1,1,3,6,2,3,6,0,0,+15,74,57,6.0,9.0,1.0,0.0,16.0,7.0,15.0,10.0,espn_site_api
2025,401736315,2025-08-11,regular,2025-08-11T22:00-04:00,CON-GS,1054,Tiffany Hayes,GS,CON,True,True,G,32.0,17,5,4,3,6,2,0,0,1,4,3,6,13,2,4,+26,74,57,17.0,5.0,4.0,3.0,26.0,21.0,22.0,9.0,espn_site_api
2025,401736315,2025-08-11,regular,2025-08-11T22:00-04:00,CON-GS,4398935,Veronica Burton,GS,CON,True,True,G,30.0,3,6,10,0,1,1,0,1,2,4,0,0,3,3,4,+16,74,57,3.0,6.0,10.0,0.0,19.0,13.0,9.0,16.0,espn_site_api
2025,401736315,2025-08-11,regular,2025-08-11T22:00-04:00,CON-GS,4432834,Laeticia Amihere,GS,CON,True,False,F,2.0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,-3,74,57,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,espn_site_api
2025,401736315,2025-08-11,regular,2025-08-11T22:00-04:00,CON-GS,4790263,Iliana Rupert,GS,CON,True,False,C,18.0,10,1,1,2,4,0,1,0,0,1,2,4,7,0,0,+2,74,57,10.0,1.0,1.0,2.0,12.0,11.0,11.0,2.0,espn_site_api
2025,401736315,2025-08-11,regular,2025-08-11T22:00-04:00,CON-GS,4065780,Kaila Charles,GS,CON,True,False,G,7.0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,2,-5,74,57,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,espn_site_api
2025,401736315,2025-08-11,regular,2025-08-11T22:00-04:00,CON-GS,4398907,Kate Martin,GS,CON,True,False,G,16.0,3,4,1,1,5,0,1,0,0,4,3,1,5,0,0,0,74,57,3.0,4.0,1.0,1.0,8.0,4.0,7.0,5.0,espn_site_api
2025,401736315,2025-08-11,regular,2025-08-11T22:00-04:00,CON-GS,4899328,Kaitlyn Chen,GS,CON,True,False,G,2.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,-3,74,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,espn_site_api
2025,401736315,2025-08-11,regular,2025-08-11T22:00-04:00,CON-GS,5208982,Carla Leite,GS,CON,True,False,G,15.0,0,0,1,0,1,0,1,0,0,0,1,0,3,0,0,+3,74,57,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,espn_site_api
2025,401736316,2025-08-12,regular,2025-08-12T19:30-04:00,DAL-IND,4399415,Maddy Siegrist,DAL,IND,False,True,F,36.0,22,5,1,3,5,1,1,0,3,2,0,9,13,1,1,0,81,80,22.0,5.0,1.0,3.0,28.0,23.0,27.0,6.0,espn_site_api
2025,401736316,2025-08-12,regular,2025-08-12T19:30-04:00,DAL-IND,4682797,Luisa Geiselsoder,DAL,IND,False,True,C,13.0,0,2,2,0,1,0,0,1,0,2,4,0,2,0,0,-6,81,80,0.0,2.0,2.0,0.0,4.0,2.0,2.0,4.0,espn_site_api
2025,401736316,2025-08-12,regular,2025-08-12T19:30-04:00,DAL-IND,4398899,Grace Berger,DAL,IND,False,True,G,17.0,2,1,0,0,0,2,0,0,0,1,2,1,2,0,0,-2,81,80,2.0,1.0,0.0,0.0,3.0,2.0,3.0,1.0,espn_site_api
2025,401736316,2025-08-12,regular,2025-08-12T19:30-04:00,DAL-IND,4433730,Paige Bueckers,DAL,IND,False,True,G,35.0,16,5,8,0,4,4,2,0,0,5,1,6,19,4,4,-1,81,80,16.0,5.0,8.0,0.0,29.0,24.0,21.0,13.0,espn_site_api
2025,401736316,2025-08-12,regular,2025-08-12T19:30-04:00,DAL-IND,4595910,Haley Jones,DAL,IND,False,True,G,17.0,5,4,1,0,2,1,0,0,2,2,2,2,7,1,2,-6,81,80,5.0,4.0,1.0,0.0,10.0,6.0,9.0,5.0,espn_site_api
2025,401736316,2025-08-12,regular,2025-08-12T19:30-04:00,DAL-IND,3142055,Myisha Hines-Allen,DAL,IND,False,False,F,23.0,8,6,9,1,3,0,1,0,1,5,3,2,7,3,4,+7,81,80,8.0,6.0,9.0,1.0,23.0,17.0,14.0,15.0,espn_site_api
2025,401736316,2025-08-12,regular,2025-08-12T19:30-04:00,DAL-IND,4433635,Diamond Miller,DAL,IND,False,False,F,8.0,3,1,4,1,2,2,0,0,0,1,2,1,2,0,0,-4,81,80,3.0,1.0,4.0,1.0,8.0,7.0,4.0,5.0,espn_site_api
2025,401736316,2025-08-12,regular,2025-08-12T19:30-04:00,DAL-IND,4336633,Li Yueru,DAL,IND,False,False,C,27.0,20,4,0,2,6,1,2,0,1,3,2,7,14,4,4,+7,81,80,20.0,4.0,0.0,2.0,24.0,20.0,24.0,4.0,espn_site_api
2025,401736316,2025-08-12,regular,2025-08-12T19:30-04:00,DAL-IND,4433807,Aziaha James,DAL,IND,False,False,G,5.0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,+2,81,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,espn_site_api
