model_action,selected_rank,tier,final_score,player,team,team_name,opponent,opponent_name,market,side,line,projected_value,line_gap,model_probability,fair_probability,price_edge,projected_minutes,sample_size,source_pick,source_projection,source_odds,source_book,source_market,source_status,team_resolution_status,source_url,risk_flags,rejection_reason
SELECTED,1,B,0.68167,Natasha Mack,PHX,Phoenix Mercury,TOR,Toronto Tempo,PR,UNDER,17.5,14.772,-2.728,0.6515,0.52174,0.12976,23.63,97,NAN,16.51,,bet365,PR,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points-&-rebounds,combo_market_correlation|volatile_minutes,
COVERAGE,,D,0.37024,Natasha Mack,PHX,Phoenix Mercury,TOR,Toronto Tempo,PTS,UNDER,8.5,7.887,-0.613,0.55685,0.47639,0.08046,23.63,97,NAN,8.47,,bet365,PTS,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points,source_projection_near_line|volatile_minutes,
COVERAGE,,D,0.0692,Brittney Sykes,TOR,Toronto Tempo,PHX,Phoenix Mercury,PA,UNDER,23.5,23.91,0.41,0.54516,0.52174,0.02343,31.46,70,NAN,25.08,,bet365,PA,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points-&-assists,combo_market_correlation|source_projection_disagreement|volatile_minutes,
COVERAGE,,D,0.03282,Brittney Sykes,TOR,Toronto Tempo,PHX,Phoenix Mercury,PR,UNDER,22.5,23.568,1.068,0.52599,0.50523,0.02076,31.46,70,NAN,24.34,,bet365,PR,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points-&-rebounds,combo_market_correlation|source_projection_disagreement|volatile_minutes,
COVERAGE,,D,0.04061,Brittney Sykes,TOR,Toronto Tempo,PHX,Phoenix Mercury,PRA,UNDER,26.5,27.678,1.178,0.52676,0.50341,0.02335,31.46,70,NAN,29.64,,fanduel,PRA,live_current,current_roster_match,"https://www.scoresandodds.com/wnba/props/points,-rebounds,-&-assists",combo_market_correlation|source_projection_disagreement|volatile_minutes,
COVERAGE,,D,0.14019,Brittney Sykes,TOR,Toronto Tempo,PHX,Phoenix Mercury,RA,UNDER,7.5,7.881,0.381,0.53606,0.48099,0.05507,31.46,70,NAN,9.86,,fanduel,RA,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds-&-assists,combo_market_correlation|source_projection_disagreement|volatile_minutes,
COVERAGE,,D,0.15296,Brittney Sykes,TOR,Toronto Tempo,PHX,Phoenix Mercury,REB,UNDER,3.5,3.781,0.281,0.52865,0.4721,0.05655,31.46,70,NAN,4.56,,draftkings,REB,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds,source_projection_disagreement|volatile_minutes,
COVERAGE,,D,0.48623,Brittney Sykes,TOR,Toronto Tempo,PHX,Phoenix Mercury,THREES,UNDER,1.5,1.229,-0.271,0.61059,0.58883,0.02176,31.46,70,NAN,1.24,,bet365,THREES,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/3-pointers,volatile_minutes,
COVERAGE,,D,0.0,Kiki Rice,TOR,Toronto Tempo,PHX,Phoenix Mercury,PR,UNDER,14.5,14.009,-0.491,0.54848,0.4686,0.07989,24.69,6,NAN,14.71,,bet365,PR,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points-&-rebounds,combo_market_correlation|low_player_sample|source_projection_disagreement|source_projection_near_line|thin_player_history|volatile_minutes,
COVERAGE,,D,0.02253,Kiki Rice,TOR,Toronto Tempo,PHX,Phoenix Mercury,PTS,UNDER,11.5,11.314,-0.186,0.52109,0.52542,-0.00433,24.69,6,NAN,11.22,,caesars,PTS,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points,low_player_sample|source_projection_near_line|thin_player_history|volatile_minutes,
COVERAGE,,D,0.39991,Kiki Rice,TOR,Toronto Tempo,PHX,Phoenix Mercury,REB,UNDER,3.5,2.706,-0.794,0.5998,0.49477,0.10503,24.69,6,NAN,3.49,,bet365,REB,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds,low_player_sample|source_projection_near_line|thin_player_history|volatile_minutes,
COVERAGE,,D,0.12574,Kiki Rice,TOR,Toronto Tempo,PHX,Phoenix Mercury,THREES,UNDER,1.5,1.365,-0.135,0.55902,0.64224,-0.08322,24.69,6,NAN,1.43,,bet365,THREES,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/3-pointers,low_player_sample|source_projection_near_line|thin_player_history|volatile_minutes,
COVERAGE,,C,0.58468,Marina Mabrey,TOR,Toronto Tempo,PHX,Phoenix Mercury,PA,UNDER,20.5,17.459,-3.041,0.60892,0.54128,0.06763,27.93,89,UNDER,17.1,-118.0,nan,Pts + Ast,live_current,source_game_match,https://www.sportsgrid.com/wnba/game/toronto-tempo-phoenix-mercury-scores-odds-picks-props-may-19-2026/9f067af7-0cc9-476f-a02d-cedfa5f62eab,combo_market_correlation|single_side_price|thin_market_count,below_expanded_probability
SELECTED,2,C,0.63009,Marina Mabrey,TOR,Toronto Tempo,PHX,Phoenix Mercury,PR,UNDER,21.5,17.932,-3.568,0.62426,0.53271,0.09155,27.93,89,UNDER,17.8,-114.0,nan,Pts + Reb,live_current,source_game_match,https://www.sportsgrid.com/wnba/game/toronto-tempo-phoenix-mercury-scores-odds-picks-props-may-19-2026/9f067af7-0cc9-476f-a02d-cedfa5f62eab,combo_market_correlation|expanded_card_fill|single_side_price|thin_market_count,
COVERAGE,,C,0.64117,Marina Mabrey,TOR,Toronto Tempo,PHX,Phoenix Mercury,PTS,UNDER,17.5,14.483,-3.017,0.61864,0.53271,0.08593,27.93,89,UNDER,14.2,-114.0,nan,Points,live_current,source_game_match,https://www.sportsgrid.com/wnba/game/toronto-tempo-phoenix-mercury-scores-odds-picks-props-may-19-2026/9f067af7-0cc9-476f-a02d-cedfa5f62eab,single_side_price|thin_market_count,below_expanded_probability
COVERAGE,,D,0.28897,Marina Mabrey,TOR,Toronto Tempo,PHX,Phoenix Mercury,RA,OVER,6.5,6.75,0.25,0.55668,0.55995,-0.00327,27.93,89,NAN,7.68,,bet365,RA,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds-&-assists,combo_market_correlation,
COVERAGE,,D,0.29137,Marina Mabrey,TOR,Toronto Tempo,PHX,Phoenix Mercury,THREES,UNDER,2.5,2.306,-0.194,0.59893,0.47024,0.12869,27.93,89,NAN,2.53,,hardrock,THREES,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/3-pointers,source_projection_disagreement|source_projection_near_line,
COVERAGE,,D,0.24193,Nyara Sabally,TOR,Toronto Tempo,PHX,Phoenix Mercury,PR,UNDER,13.5,12.652,-0.848,0.57573,0.46324,0.11249,20.13,60,NAN,15.51,,bet365,PR,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points-&-rebounds,combo_market_correlation|source_projection_disagreement|volatile_minutes,
COVERAGE,,D,0.34617,Nyara Sabally,TOR,Toronto Tempo,PHX,Phoenix Mercury,PTS,UNDER,7.5,6.919,-0.581,0.5631,0.44944,0.11366,20.13,60,NAN,,,draftkings,PTS,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points,missing_source_projection|volatile_minutes,
COVERAGE,,D,0.4863,Nyara Sabally,TOR,Toronto Tempo,PHX,Phoenix Mercury,REB,UNDER,5.5,4.627,-0.873,0.60727,0.45921,0.14806,20.13,60,NAN,,,draftkings,REB,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds,missing_source_projection|volatile_minutes,
