model_action,selected_rank,tier,final_score,player,team,team_name,opponent,opponent_name,market,side,line,projected_value,line_gap,model_probability,fair_probability,price_edge,projected_minutes,sample_size,source_pick,source_projection,source_odds,source_book,source_market,source_status,team_resolution_status,source_url,risk_flags,rejection_reason
COVERAGE,,D,0.19407,Kamilla Cardoso,CHI,Chicago Sky,LV,Las Vegas Aces,RA,OVER,10.5,10.564,0.064,0.50246,0.51519,-0.01273,25.86,96,NAN,11.13,,draftkings,RA,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds-&-assists,combo_market_correlation,
COVERAGE,,D,0.27249,Natasha Cloud,CHI,Chicago Sky,LV,Las Vegas Aces,AST,OVER,3.5,3.768,0.268,0.56375,0.5718,-0.00805,23.64,105,NAN,3.71,,draftkings,AST,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/assists,source_projection_near_line,
COVERAGE,,D,0.21766,Natasha Cloud,CHI,Chicago Sky,LV,Las Vegas Aces,PA,UNDER,11.5,10.787,-0.713,0.51802,0.50891,0.00911,23.64,105,NAN,10.94,,bet365,PA,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points-&-assists,combo_market_correlation,
COVERAGE,,D,0.18626,Natasha Cloud,CHI,Chicago Sky,LV,Las Vegas Aces,PR,UNDER,10.5,9.839,-0.661,0.51713,0.49439,0.02273,23.64,105,NAN,10.26,,draftkings,PR,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points-&-rebounds,combo_market_correlation|source_projection_near_line,
COVERAGE,,D,0.22897,Natasha Cloud,CHI,Chicago Sky,LV,Las Vegas Aces,PTS,UNDER,7.5,7.015,-0.485,0.51525,0.52423,-0.00898,23.64,105,NAN,7.23,,draftkings,PTS,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points,,
COVERAGE,,D,0.41707,Natasha Cloud,CHI,Chicago Sky,LV,Las Vegas Aces,RA,UNDER,7.5,6.586,-0.914,0.57114,0.542,0.02914,23.64,105,NAN,6.74,,bet365,RA,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds-&-assists,combo_market_correlation,
COVERAGE,,D,0.36134,Natasha Cloud,CHI,Chicago Sky,LV,Las Vegas Aces,REB,UNDER,3.5,2.819,-0.681,0.55955,0.59177,-0.03222,23.64,105,NAN,3.03,,draftkings,REB,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds,,
COVERAGE,,D,0.45458,Skylar Diggins,CHI,Chicago Sky,LV,Las Vegas Aces,PR,UNDER,17.5,15.375,-2.125,0.57707,0.50523,0.07184,26.25,110,NAN,17.38,,bet365,PR,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points-&-rebounds,combo_market_correlation|source_projection_near_line,
COVERAGE,,D,0.24725,Skylar Diggins,CHI,Chicago Sky,LV,Las Vegas Aces,PTS,UNDER,14.5,12.84,-1.66,0.57012,0.49226,0.07786,26.25,110,NAN,14.84,,hardrock,PTS,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points,source_projection_disagreement|source_projection_near_line,
COVERAGE,,D,0.03664,Skylar Diggins,CHI,Chicago Sky,LV,Las Vegas Aces,RA,OVER,7.5,8.016,0.516,0.53245,0.5279,0.00455,26.25,110,NAN,7.04,,fanduel,RA,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds-&-assists,combo_market_correlation|source_projection_disagreement,
COVERAGE,,D,0.1273,Skylar Diggins,CHI,Chicago Sky,LV,Las Vegas Aces,REB,OVER,2.5,2.531,0.031,0.50279,,,26.25,110,NAN,2.54,,nan,REB,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds,no_price_edge|single_side_price|source_projection_near_line|thin_market_count,
COVERAGE,,D,0.26614,Skylar Diggins,CHI,Chicago Sky,LV,Las Vegas Aces,THREES,UNDER,1.5,1.249,-0.251,0.55224,0.56109,-0.00885,26.25,110,NAN,1.36,,bet365,THREES,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/3-pointers,source_projection_near_line,
COVERAGE,,D,0.50306,Sydney Taylor,CHI,Chicago Sky,LV,Las Vegas Aces,THREES,OVER,1.5,2.236,0.736,0.61491,0.5777,0.03721,20.08,18,NAN,1.71,,bet365,THREES,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/3-pointers,source_projection_near_line|volatile_minutes,
COVERAGE,,D,0.15794,Arike Ogunbowale,DAL,Dallas Wings,MIN,Minnesota Lynx,THREES,OVER,1.5,1.46,-0.04,0.50016,0.49439,0.00576,28.91,89,NAN,1.73,,hardrock,THREES,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/3-pointers,source_projection_near_line,
COVERAGE,,D,0.28116,Awak Kuier,DAL,Dallas Wings,MIN,Minnesota Lynx,PTS,UNDER,6.5,6.226,-0.274,0.52888,0.5,0.02888,19.71,15,NAN,6.05,,fanduel,PTS,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points,,
COVERAGE,,D,0.22478,Azzi Fudd,DAL,Dallas Wings,MIN,Minnesota Lynx,AST,OVER,1.5,1.741,0.241,0.51988,0.60674,-0.08686,33.38,19,NAN,1.94,,bet365,AST,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/assists,,
COVERAGE,,D,0.1233,Azzi Fudd,DAL,Dallas Wings,MIN,Minnesota Lynx,PA,UNDER,15.5,15.396,-0.104,0.53115,0.47639,0.05475,33.38,19,NAN,16.31,,bet365,PA,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points-&-assists,combo_market_correlation|source_projection_disagreement,
COVERAGE,,D,0.18811,Azzi Fudd,DAL,Dallas Wings,MIN,Minnesota Lynx,PR,OVER,15.5,15.909,0.409,0.50196,0.51928,-0.01732,33.38,19,NAN,16.63,,bet365,PR,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points-&-rebounds,combo_market_correlation,
COVERAGE,,D,0.01815,Azzi Fudd,DAL,Dallas Wings,MIN,Minnesota Lynx,PRA,UNDER,17.5,17.646,0.146,0.50658,0.48315,0.02344,33.38,19,NAN,18.57,,fanduel,PRA,live_current,current_roster_match,"https://www.scoresandodds.com/wnba/props/points,-rebounds,-&-assists",combo_market_correlation|source_projection_disagreement,
COVERAGE,,D,0.28714,Azzi Fudd,DAL,Dallas Wings,MIN,Minnesota Lynx,RA,UNDER,4.5,3.987,-0.513,0.55428,0.55056,0.00372,33.38,19,NAN,4.2,,bet365,RA,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds-&-assists,combo_market_correlation,
COVERAGE,,D,0.25084,Azzi Fudd,DAL,Dallas Wings,MIN,Minnesota Lynx,REB,UNDER,2.5,2.245,-0.255,0.55967,0.62005,-0.06038,33.38,19,NAN,2.26,,fanduel,REB,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds,source_projection_near_line,
COVERAGE,,D,0.14853,Azzi Fudd,DAL,Dallas Wings,MIN,Minnesota Lynx,THREES,OVER,1.5,1.57,0.07,0.51052,0.57183,-0.06131,33.38,19,NAN,1.65,,draftkings,THREES,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/3-pointers,source_projection_near_line,
COVERAGE,,D,0.33895,Jessica Shepard,DAL,Dallas Wings,MIN,Minnesota Lynx,AST,UNDER,5.5,4.737,-0.763,0.61318,0.56336,0.04983,32.01,67,NAN,5.56,,bet365,AST,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/assists,source_projection_disagreement|source_projection_near_line,
COVERAGE,,D,0.2693,Jessica Shepard,DAL,Dallas Wings,MIN,Minnesota Lynx,PA,OVER,18.5,19.56,1.06,0.53504,0.49893,0.03611,32.01,67,NAN,18.68,,hardrock,PA,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points-&-assists,combo_market_correlation|source_projection_near_line,
COVERAGE,,D,0.30373,Jessica Shepard,DAL,Dallas Wings,MIN,Minnesota Lynx,PTS,OVER,13.5,14.826,1.326,0.56889,0.48115,0.08774,32.01,67,NAN,13.12,,hardrock,PTS,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points,source_projection_disagreement,
COVERAGE,,D,0.39656,Paige Bueckers,DAL,Dallas Wings,MIN,Minnesota Lynx,AST,OVER,5.5,5.974,0.474,0.58084,0.55056,0.03028,34.79,58,NAN,5.62,,bet365,AST,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/assists,source_projection_near_line,
COVERAGE,,D,0.37724,Paige Bueckers,DAL,Dallas Wings,MIN,Minnesota Lynx,RA,OVER,9.5,10.181,0.681,0.57304,0.53309,0.03995,34.79,58,NAN,9.51,,bet365,RA,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds-&-assists,combo_market_correlation|source_projection_near_line,
COVERAGE,,D,0.36363,Paige Bueckers,DAL,Dallas Wings,MIN,Minnesota Lynx,REB,OVER,3.5,4.203,0.703,0.55882,0.55489,0.00393,34.79,58,NAN,3.89,,fanduel,REB,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds,,
COVERAGE,,D,0.0,Paige Bueckers,DAL,Dallas Wings,MIN,Minnesota Lynx,THREES,UNDER,1.5,1.487,-0.013,0.5078,0.49477,0.01303,34.79,58,NAN,1.74,,bet365,THREES,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/3-pointers,source_projection_disagreement|source_projection_near_line,
COVERAGE,,D,0.28261,Cecilia Zandalasini,GS,Golden State Valkyries,NY,New York Liberty,PR,UNDER,11.5,10.358,-1.142,0.53379,0.51572,0.01806,18.61,88,NAN,11.19,,bet365,PR,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points-&-rebounds,combo_market_correlation,
COVERAGE,,D,0.31312,Cecilia Zandalasini,GS,Golden State Valkyries,NY,New York Liberty,PRA,UNDER,13.5,12.201,-1.299,0.53483,0.50607,0.02877,18.61,88,NAN,12.84,,fanduel,PRA,live_current,current_roster_match,"https://www.scoresandodds.com/wnba/props/points,-rebounds,-&-assists",combo_market_correlation,
COVERAGE,,D,0.37885,Cecilia Zandalasini,GS,Golden State Valkyries,NY,New York Liberty,PTS,UNDER,9.5,8.309,-1.191,0.55346,0.5288,0.02466,18.61,88,NAN,9.17,,hardrock,PTS,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points,,
COVERAGE,,D,0.30555,Cecilia Zandalasini,GS,Golden State Valkyries,NY,New York Liberty,REB,UNDER,2.5,2.044,-0.456,0.56539,0.62264,-0.05726,18.61,88,NAN,2.02,,bet365,REB,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds,single_side_price|thin_market_count,
COVERAGE,,D,0.4443,Cecilia Zandalasini,GS,Golden State Valkyries,NY,New York Liberty,THREES,UNDER,1.5,1.145,-0.355,0.58913,0.55337,0.03576,18.61,88,NAN,1.39,,fanduel,THREES,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/3-pointers,source_projection_near_line,
COVERAGE,,D,0.0,Gabby Williams,GS,Golden State Valkyries,NY,New York Liberty,RA,UNDER,6.5,6.711,0.211,0.50016,0.5012,-0.00104,26.79,81,NAN,7.27,,draftkings,RA,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds-&-assists,combo_market_correlation|source_projection_disagreement,
COVERAGE,,D,0.48929,Gabby Williams,GS,Golden State Valkyries,NY,New York Liberty,REB,OVER,3.5,4.025,0.525,0.57714,0.53247,0.04468,26.79,81,NAN,4.05,,bet365,REB,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds,,
COVERAGE,,D,0.19484,Gabby Williams,GS,Golden State Valkyries,NY,New York Liberty,THREES,UNDER,1.5,1.337,-0.163,0.52962,0.46801,0.06161,26.79,81,NAN,1.92,,hardrock,THREES,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/3-pointers,source_projection_disagreement,
COVERAGE,,D,0.01765,Janelle Salaun,GS,Golden State Valkyries,NY,New York Liberty,PR,OVER,14.5,13.96,-0.54,0.51844,0.46774,0.0507,20.7,57,NAN,14.17,,fanduel,PR,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points-&-rebounds,combo_market_correlation|source_projection_disagreement|source_projection_near_line|volatile_minutes,
COVERAGE,,D,0.0,Janelle Salaun,GS,Golden State Valkyries,NY,New York Liberty,PTS,UNDER,10.5,9.681,-0.819,0.51039,0.51934,-0.00895,20.7,57,NAN,10.5,,hardrock,PTS,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points,source_projection_disagreement|source_projection_near_line|volatile_minutes,
SELECTED,6,B,0.71971,Janelle Salaun,GS,Golden State Valkyries,NY,New York Liberty,THREES,OVER,1.5,2.006,0.506,0.65515,0.57559,0.07956,20.7,57,NAN,1.76,,caesars,THREES,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/3-pointers,volatile_minutes,
COVERAGE,,D,0.40165,Kayla Thornton,GS,Golden State Valkyries,NY,New York Liberty,PR,UNDER,13.5,11.133,-2.367,0.56714,0.47368,0.09345,23.84,99,NAN,13.26,,bet365,PR,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points-&-rebounds,combo_market_correlation|source_projection_near_line|volatile_minutes,
COVERAGE,,D,0.52797,Kayla Thornton,GS,Golden State Valkyries,NY,New York Liberty,PTS,UNDER,8.5,6.598,-1.902,0.58171,0.5,0.08171,23.84,99,NAN,8.19,,bet365,PTS,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points,volatile_minutes,
COVERAGE,,D,0.15566,Kayla Thornton,GS,Golden State Valkyries,NY,New York Liberty,THREES,UNDER,1.5,1.269,-0.231,0.56534,0.5205,0.04483,23.84,99,NAN,1.55,,bet365,THREES,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/3-pointers,source_projection_disagreement|source_projection_near_line|volatile_minutes,
SELECTED,1,A,0.77123,Veronica Burton,GS,Golden State Valkyries,NY,New York Liberty,AST,UNDER,5.5,3.711,-1.789,0.66964,0.52381,0.14583,25.6,107,UNDER,3.8,-110.0,nan,Assists,live_current,source_game_match,https://www.sportsgrid.com/wnba/game/new-york-liberty-golden-state-valkyries-scores-odds-picks-props-june-28-2026/ab4cb27b-443d-4dde-9844-717f0379e08b,single_side_price|thin_market_count|volatile_minutes,
CANDIDATE,,B,0.69259,Veronica Burton,GS,Golden State Valkyries,NY,New York Liberty,PA,UNDER,17.5,12.622,-4.878,0.65241,0.53271,0.1197,25.6,107,UNDER,13.5,-114.0,nan,Pts + Ast,live_current,source_game_match,https://www.sportsgrid.com/wnba/game/new-york-liberty-golden-state-valkyries-scores-odds-picks-props-june-28-2026/ab4cb27b-443d-4dde-9844-717f0379e08b,combo_market_correlation|single_side_price|thin_market_count|volatile_minutes,portfolio_full
COVERAGE,,C,0.59039,Veronica Burton,GS,Golden State Valkyries,NY,New York Liberty,PTS,UNDER,11.5,8.914,-2.586,0.61367,0.52381,0.08986,25.6,107,UNDER,9.7,-110.0,nan,Points,live_current,source_game_match,https://www.sportsgrid.com/wnba/game/new-york-liberty-golden-state-valkyries-scores-odds-picks-props-june-28-2026/ab4cb27b-443d-4dde-9844-717f0379e08b,single_side_price|thin_market_count|volatile_minutes,below_expanded_probability
COVERAGE,,D,0.26509,Veronica Burton,GS,Golden State Valkyries,NY,New York Liberty,REB,UNDER,3.5,3.166,-0.334,0.56922,0.57343,-0.00421,25.6,107,NAN,3.41,,hardrock,REB,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds,source_projection_near_line|volatile_minutes,
COVERAGE,,C,0.63166,Veronica Burton,GS,Golden State Valkyries,NY,New York Liberty,THREES,UNDER,1.5,0.734,-0.766,0.66519,0.64137,0.02382,25.6,107,NAN,1.26,,bet365,THREES,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/3-pointers,source_projection_near_line|volatile_minutes,below_expanded_price_edge
COVERAGE,,D,0.28708,A'ja Wilson,LV,Las Vegas Aces,CHI,Chicago Sky,RA,UNDER,12.5,12.017,-0.483,0.5371,0.49341,0.04368,33.08,120,NAN,12.36,,fanduel,RA,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds-&-assists,combo_market_correlation|source_projection_near_line,
COVERAGE,,D,0.28602,A'ja Wilson,LV,Las Vegas Aces,CHI,Chicago Sky,REB,UNDER,9.5,9.263,-0.237,0.53215,0.49057,0.04159,33.08,120,NAN,9.26,,bet365,REB,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds,source_projection_near_line,
COVERAGE,,D,0.22884,A'ja Wilson,LV,Las Vegas Aces,CHI,Chicago Sky,THREES,OVER,0.5,0.573,0.073,0.50426,0.60836,-0.1041,33.08,120,NAN,1.03,,hardrock,THREES,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/3-pointers,,
COVERAGE,,D,0.2495,Chelsea Gray,LV,Las Vegas Aces,CHI,Chicago Sky,PA,OVER,19.5,19.796,0.296,0.51492,0.49109,0.02383,32.92,112,NAN,20.31,,fanduel,PA,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points-&-assists,combo_market_correlation,
COVERAGE,,D,0.21312,Chelsea Gray,LV,Las Vegas Aces,CHI,Chicago Sky,PR,OVER,15.5,15.817,0.317,0.5249,0.52632,-0.00142,32.92,112,NAN,16.99,,bet365,PR,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points-&-rebounds,combo_market_correlation,
COVERAGE,,D,0.18344,Chelsea Gray,LV,Las Vegas Aces,CHI,Chicago Sky,PRA,OVER,23.5,23.186,-0.314,0.50731,0.48361,0.0237,32.92,112,NAN,23.86,,fanduel,PRA,live_current,current_roster_match,"https://www.scoresandodds.com/wnba/props/points,-rebounds,-&-assists",combo_market_correlation|source_projection_near_line,
COVERAGE,,D,0.12768,Chelsea Gray,LV,Las Vegas Aces,CHI,Chicago Sky,PTS,UNDER,12.5,12.426,-0.074,0.55316,0.53247,0.0207,32.92,112,NAN,13.44,,bet365,PTS,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points,source_projection_disagreement,
COVERAGE,,D,0.03516,Chelsea Gray,LV,Las Vegas Aces,CHI,Chicago Sky,RA,OVER,10.5,10.762,0.262,0.5539,0.53961,0.01429,32.92,112,NAN,10.42,,fanduel,RA,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds-&-assists,combo_market_correlation|source_projection_disagreement|source_projection_near_line,
COVERAGE,,D,0.1634,Chelsea Gray,LV,Las Vegas Aces,CHI,Chicago Sky,REB,OVER,3.5,3.395,-0.105,0.52085,0.52302,-0.00217,32.92,112,NAN,3.55,,hardrock,REB,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds,source_projection_near_line,
COVERAGE,,D,0.38613,Jackie Young,LV,Las Vegas Aces,CHI,Chicago Sky,AST,UNDER,6.5,6.121,-0.379,0.54193,0.50213,0.0398,33.41,124,NAN,6.14,,bet365,AST,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/assists,,
COVERAGE,,D,0.34332,Jackie Young,LV,Las Vegas Aces,CHI,Chicago Sky,PRA,OVER,28.5,29.272,0.772,0.56371,0.51982,0.04389,33.41,124,NAN,29.19,,draftkings,PRA,live_current,current_roster_match,"https://www.scoresandodds.com/wnba/props/points,-rebounds,-&-assists",combo_market_correlation|source_projection_near_line,
COVERAGE,,D,0.4458,Jackie Young,LV,Las Vegas Aces,CHI,Chicago Sky,PTS,OVER,17.5,18.383,0.883,0.54928,0.49032,0.05896,33.41,124,NAN,18.65,,draftkings,PTS,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points,,
COVERAGE,,D,0.3803,Jackie Young,LV,Las Vegas Aces,CHI,Chicago Sky,RA,UNDER,11.5,10.889,-0.611,0.55918,0.5279,0.03128,33.41,124,NAN,10.54,,bet365,RA,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds-&-assists,combo_market_correlation,
COVERAGE,,D,0.0,Jackie Young,LV,Las Vegas Aces,CHI,Chicago Sky,REB,OVER,4.5,4.767,0.267,0.51307,0.49439,0.01867,33.41,124,NAN,4.4,,bet365,REB,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds,source_projection_disagreement|source_projection_near_line,
COVERAGE,,D,0.44401,Jackie Young,LV,Las Vegas Aces,CHI,Chicago Sky,THREES,OVER,1.5,1.958,0.458,0.5896,0.61165,-0.02205,33.41,124,NAN,1.81,,bet365,THREES,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/3-pointers,,
CANDIDATE,,C,0.65943,Jewell Loyd,LV,Las Vegas Aces,CHI,Chicago Sky,THREES,OVER,1.5,2.011,0.511,0.62515,0.57042,0.05472,27.21,118,NAN,1.78,,fanduel,THREES,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/3-pointers,,
COVERAGE,,D,0.18703,NaLyssa Smith,LV,Las Vegas Aces,CHI,Chicago Sky,PTS,UNDER,10.5,9.714,-0.786,0.53614,0.48561,0.05053,26.06,123,NAN,10.82,,caesars,PTS,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points,source_projection_disagreement,
COVERAGE,,D,0.05486,Courtney Williams,MIN,Minnesota Lynx,DAL,Dallas Wings,AST,UNDER,4.5,4.225,-0.275,0.55804,0.55259,0.00545,29.21,130,NAN,4.58,,fanduel,AST,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/assists,source_projection_disagreement|source_projection_near_line,
COVERAGE,,D,0.14066,Courtney Williams,MIN,Minnesota Lynx,DAL,Dallas Wings,RA,UNDER,9.5,9.083,-0.417,0.55361,0.52594,0.02767,29.21,130,NAN,9.8,,fanduel,RA,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds-&-assists,combo_market_correlation|source_projection_disagreement,
COVERAGE,,D,0.34005,Courtney Williams,MIN,Minnesota Lynx,DAL,Dallas Wings,REB,OVER,4.5,4.859,0.359,0.56067,0.57002,-0.00936,29.21,130,NAN,5.22,,bet365,REB,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds,,
COVERAGE,,D,0.48029,Courtney Williams,MIN,Minnesota Lynx,DAL,Dallas Wings,THREES,UNDER,1.5,1.016,-0.484,0.6277,0.6368,-0.0091,29.21,130,NAN,1.25,,bet365,THREES,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/3-pointers,source_projection_near_line,
COVERAGE,,D,0.33321,Kayla McBride,MIN,Minnesota Lynx,DAL,Dallas Wings,AST,OVER,2.5,3.006,0.506,0.55056,0.55995,-0.00939,33.3,120,NAN,2.98,,bet365,AST,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/assists,,
COVERAGE,,D,0.27497,Kayla McBride,MIN,Minnesota Lynx,DAL,Dallas Wings,RA,OVER,6.5,6.803,0.303,0.52176,0.46665,0.05511,33.3,120,NAN,6.73,,bet365,RA,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds-&-assists,combo_market_correlation|source_projection_near_line,
COVERAGE,,D,0.37279,Kayla McBride,MIN,Minnesota Lynx,DAL,Dallas Wings,REB,OVER,3.5,3.797,0.297,0.54489,0.44741,0.09748,33.3,120,NAN,3.75,,bet365,REB,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds,source_projection_near_line,
SELECTED,2,A,0.76447,Kayla McBride,MIN,Minnesota Lynx,DAL,Dallas Wings,THREES,OVER,1.5,2.35,0.85,0.64804,0.58809,0.05995,33.3,120,NAN,1.85,,bet365,THREES,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/3-pointers,same_game_concentration,
COVERAGE,,D,0.26159,Natasha Howard,MIN,Minnesota Lynx,DAL,Dallas Wings,AST,OVER,2.5,2.748,0.248,0.52936,0.54605,-0.01668,31.25,103,NAN,3.18,,draftkings,AST,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/assists,,
SELECTED,3,A,0.76239,Natasha Howard,MIN,Minnesota Lynx,DAL,Dallas Wings,REB,OVER,6.5,8.266,1.766,0.64709,0.56897,0.07812,31.25,103,NAN,7.77,,bet365,REB,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds,same_game_concentration,
