slate_date,selected_rank,player,team,team_name,opponent,opponent_name,market,side,line,actual,settlement,model_probability,final_score,source_book,source_url
2026-06-02,1,Carla Leite,POR,Portland Fire,GS,Golden State Valkyries,RA,UNDER,11.5,8.0,WIN,0.86128,0.99047,bet365,https://www.scoresandodds.com/wnba/props/rebounds-&-assists
2026-06-02,2,Aneesah Morrow,CON,Connecticut Sun,ATL,Atlanta Dream,THREES,UNDER,1.5,2.0,LOSS,0.71014,0.84338,bet365,https://www.scoresandodds.com/wnba/props/3-pointers
2026-06-02,3,Brittney Griner,CON,Connecticut Sun,ATL,Atlanta Dream,REB,UNDER,5.5,4.0,WIN,0.65572,0.72593,bet365,https://www.scoresandodds.com/wnba/props/rebounds
2026-06-02,4,Allisha Gray,ATL,Atlanta Dream,CON,Connecticut Sun,PTS,UNDER,19.5,26.0,LOSS,0.64057,0.63751,nan,https://www.sportsgrid.com/wnba/game/connecticut-sun-atlanta-dream-scores-odds-picks-props-june-02-2026/4af767c8-c2e6-49ab-b6d7-33c4414601c8
2026-06-02,5,Skylar Diggins,CHI,Chicago Sky,WSH,Washington Mystics,PA,UNDER,22.5,15.0,WIN,0.63706,0.61814,nan,https://www.sportsgrid.com/wnba/game/chicago-sky-washington-mystics-scores-odds-picks-props-june-02-2026/e66ec795-3544-42d1-9e8b-508fa313d2fd
2026-06-02,6,Ariel Atkins,LA,Los Angeles Sparks,LV,Las Vegas Aces,PA,UNDER,14.5,11.0,WIN,0.62014,0.59007,nan,https://www.sportsgrid.com/wnba/game/las-vegas-aces-los-angeles-sparks-scores-odds-picks-props-june-02-2026/921d9780-aa88-4803-b4b3-c1a8717a4b42
