model_action,selected_rank,tier,final_score,player,team,team_name,opponent,opponent_name,market,side,line,projected_value,line_gap,model_probability,fair_probability,price_edge,projected_minutes,sample_size,source_pick,source_projection,source_odds,source_book,source_market,source_status,team_resolution_status,source_url,risk_flags,rejection_reason
COVERAGE,,C,0.64663,Allisha Gray,ATL,Atlanta Dream,CON,Connecticut Sun,PR,UNDER,24.5,20.945,-3.555,0.65659,0.51083,0.14575,31.2,102,NAN,24.27,,bet365,PR,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points-&-rebounds,combo_market_correlation|source_projection_near_line|volatile_minutes,
SELECTED,4,C,0.63751,Allisha Gray,ATL,Atlanta Dream,CON,Connecticut Sun,PTS,UNDER,19.5,16.72,-2.78,0.64057,0.5,0.14057,31.2,102,UNDER,17.5,100.0,nan,Points,live_current,source_game_match,https://www.sportsgrid.com/wnba/game/connecticut-sun-atlanta-dream-scores-odds-picks-props-june-02-2026/4af767c8-c2e6-49ab-b6d7-33c4414601c8,blowout_spread|expanded_card_fill|same_game_concentration|single_side_price|thin_market_count|volatile_minutes,
COVERAGE,,C,0.5727,Allisha Gray,ATL,Atlanta Dream,CON,Connecticut Sun,THREES,OVER,1.5,2.293,0.793,0.62398,0.60579,0.0182,31.2,102,NAN,1.77,,fanduel,THREES,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/3-pointers,volatile_minutes,
COVERAGE,,D,0.21278,Angel Reese,ATL,Atlanta Dream,CON,Connecticut Sun,AST,UNDER,3.5,3.35,-0.15,0.52423,0.55866,-0.03443,29.64,80,NAN,2.8,,bet365,AST,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/assists,volatile_minutes,
COVERAGE,,D,0.17575,Angel Reese,ATL,Atlanta Dream,CON,Connecticut Sun,PA,OVER,17.5,17.881,0.381,0.50082,0.50213,-0.00132,29.64,80,NAN,18.32,,fanduel,PA,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points-&-assists,combo_market_correlation|volatile_minutes,
COVERAGE,,D,0.00245,Angel Reese,ATL,Atlanta Dream,CON,Connecticut Sun,PRA,UNDER,29.5,28.642,-0.858,0.5162,0.5,0.0162,29.64,80,NAN,30.43,,bet365,PRA,live_current,current_roster_match,"https://www.scoresandodds.com/wnba/props/points,-rebounds,-&-assists",combo_market_correlation|source_projection_disagreement|volatile_minutes,
COVERAGE,,D,0.26515,Angel Reese,ATL,Atlanta Dream,CON,Connecticut Sun,PTS,OVER,14.5,14.53,0.03,0.50804,0.47368,0.03436,29.64,80,NAN,15.52,,bet365,PTS,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points,volatile_minutes,
COVERAGE,,D,0.54161,Angel Reese,ATL,Atlanta Dream,CON,Connecticut Sun,RA,UNDER,15.5,14.111,-1.389,0.59608,0.51934,0.07674,29.64,80,NAN,14.91,,bet365,RA,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds-&-assists,combo_market_correlation|volatile_minutes,
COVERAGE,,D,0.29209,Angel Reese,ATL,Atlanta Dream,CON,Connecticut Sun,REB,UNDER,11.5,10.763,-0.737,0.57754,0.4721,0.10544,29.64,80,NAN,12.11,,hardrock,REB,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds,source_projection_disagreement|volatile_minutes,
COVERAGE,,D,0.2568,Jordin Canada,ATL,Atlanta Dream,CON,Connecticut Sun,PR,OVER,13.5,13.611,0.111,0.50612,0.46578,0.04034,27.9,63,NAN,14.3,,bet365,PR,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points-&-rebounds,combo_market_correlation|volatile_minutes,
COVERAGE,,D,0.0,Jordin Canada,ATL,Atlanta Dream,CON,Connecticut Sun,PRA,UNDER,19.5,19.577,0.077,0.51088,0.50109,0.00979,27.9,63,NAN,20.31,,fanduel,PRA,live_current,current_roster_match,"https://www.scoresandodds.com/wnba/props/points,-rebounds,-&-assists",combo_market_correlation|source_projection_disagreement|volatile_minutes,
COVERAGE,,D,0.0,Jordin Canada,ATL,Atlanta Dream,CON,Connecticut Sun,PTS,UNDER,10.5,10.769,0.269,0.50326,,,27.9,63,OVER,13.1,100.0,nan,Points,live_current,source_game_match,https://www.sportsgrid.com/wnba/game/connecticut-sun-atlanta-dream-scores-odds-picks-props-june-02-2026/4af767c8-c2e6-49ab-b6d7-33c4414601c8,blowout_spread|no_price_edge|single_side_price|source_pick_disagreement|source_projection_disagreement|thin_market_count|volatile_minutes,
