model_action,selected_rank,tier,final_score,player,team,team_name,opponent,opponent_name,market,side,line,projected_value,line_gap,model_probability,fair_probability,price_edge,projected_minutes,sample_size,source_pick,source_projection,source_odds,source_book,source_market,source_status,team_resolution_status,source_url,risk_flags,rejection_reason
COVERAGE,,D,0.4481,Gabby Williams,GS,Golden State Valkyries,LV,Las Vegas Aces,AST,OVER,2.5,3.228,0.728,0.59148,0.58883,0.00265,25.89,69,NAN,3.31,,bet365,AST,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/assists,,
COVERAGE,,D,0.23905,Gabby Williams,GS,Golden State Valkyries,LV,Las Vegas Aces,PTS,UNDER,13.5,13.473,-0.027,0.51394,0.5,0.01394,25.89,69,NAN,12.68,,bet365,PTS,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points,,
COVERAGE,,D,0.2186,Gabby Williams,GS,Golden State Valkyries,LV,Las Vegas Aces,RA,OVER,6.5,6.937,0.437,0.5216,0.51572,0.00588,25.89,69,NAN,7.27,,bet365,RA,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds-&-assists,combo_market_correlation,
COVERAGE,,D,0.22361,Gabby Williams,GS,Golden State Valkyries,LV,Las Vegas Aces,THREES,UNDER,1.5,1.476,-0.024,0.55185,0.43729,0.11456,25.89,69,NAN,1.77,,fanduel,THREES,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/3-pointers,source_projection_disagreement,
COVERAGE,,D,0.19404,Janelle Salaun,GS,Golden State Valkyries,LV,Las Vegas Aces,PR,OVER,15.5,16.386,0.886,0.57006,0.4714,0.09867,25.25,45,NAN,15.49,,draftkings,PR,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points-&-rebounds,combo_market_correlation|source_projection_disagreement|source_projection_near_line,
COVERAGE,,D,0.33458,Janelle Salaun,GS,Golden State Valkyries,LV,Las Vegas Aces,PTS,OVER,11.5,11.908,0.408,0.53845,0.48311,0.05534,25.25,45,NAN,11.51,,fanduel,PTS,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points,source_projection_near_line,
COVERAGE,,D,0.46098,Kayla Thornton,GS,Golden State Valkyries,LV,Las Vegas Aces,PR,UNDER,14.5,11.366,-3.134,0.57656,0.53309,0.04347,21.79,87,NAN,13.23,,bet365,PR,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points-&-rebounds,combo_market_correlation|volatile_minutes,
COVERAGE,,D,0.02751,Kayla Thornton,GS,Golden State Valkyries,LV,Las Vegas Aces,REB,OVER,4.5,4.581,0.081,0.55033,0.53021,0.02012,21.79,87,NAN,4.34,,hardrock,REB,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds,source_projection_disagreement|source_projection_near_line|volatile_minutes,
COVERAGE,,D,0.54145,Kayla Thornton,GS,Golden State Valkyries,LV,Las Vegas Aces,THREES,UNDER,1.5,0.896,-0.604,0.6323,0.63061,0.00169,21.79,87,NAN,1.11,,bet365,THREES,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/3-pointers,volatile_minutes,
COVERAGE,,D,0.25181,Veronica Burton,GS,Golden State Valkyries,LV,Las Vegas Aces,PA,UNDER,20.5,19.656,-0.844,0.53775,0.52174,0.01601,25.8,95,NAN,19.49,,fanduel,PA,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points-&-assists,combo_market_correlation|volatile_minutes,
COVERAGE,,D,0.06467,Veronica Burton,GS,Golden State Valkyries,LV,Las Vegas Aces,PR,OVER,17.5,18.023,0.523,0.52162,0.47921,0.04241,25.8,95,NAN,16.82,,bet365,PR,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points-&-rebounds,combo_market_correlation|source_projection_disagreement|volatile_minutes,
COVERAGE,,D,0.12496,Veronica Burton,GS,Golden State Valkyries,LV,Las Vegas Aces,REB,UNDER,3.5,3.518,0.018,0.50631,0.54274,-0.03644,25.8,95,NAN,3.45,,hardrock,REB,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds,source_projection_near_line|volatile_minutes,
