model_action,selected_rank,tier,final_score,player,team,team_name,opponent,opponent_name,market,side,line,projected_value,line_gap,model_probability,fair_probability,price_edge,projected_minutes,sample_size,source_pick,source_projection,source_odds,source_book,source_market,source_status,team_resolution_status,source_url,risk_flags,rejection_reason
COVERAGE,,D,0.01431,Laura Juskaitė,,Team TBD,,Team TBD,PR,OVER,12.5,12.636,0.136,0.52542,0.48264,0.04278,21.61,13,NAN,12.14,,fanduel,PR,live_current,not_on_current_roster,https://www.scoresandodds.com/wnba/props/points-&-rebounds,combo_market_correlation|source_projection_disagreement|team_resolution_mismatch|unknown_team_context,
COVERAGE,,D,0.0,Laura Juskaitė,,Team TBD,,Team TBD,PTS,UNDER,8.5,8.749,0.249,0.50737,0.51885,-0.01147,21.61,13,NAN,8.66,,draftkings,PTS,live_current,not_on_current_roster,https://www.scoresandodds.com/wnba/props/points,source_projection_disagreement|source_projection_near_line|team_resolution_mismatch|unknown_team_context,
COVERAGE,,D,0.02412,Laura Juskaitė,,Team TBD,,Team TBD,REB,OVER,3.5,3.89,0.39,0.5576,0.53508,0.02252,21.61,13,NAN,3.48,,bet365,REB,live_current,not_on_current_roster,https://www.scoresandodds.com/wnba/props/rebounds,source_projection_disagreement|source_projection_near_line|team_resolution_mismatch|unknown_team_context,
CANDIDATE,,S,0.85621,Aaliyah Edwards,CON,Connecticut Sun,TOR,Toronto Tempo,PR,UNDER,18.5,12.182,-6.318,0.77311,0.55556,0.21756,19.27,80,UNDER,12.4,-125.0,nan,Pts + Reb,live_current,source_game_match,https://www.sportsgrid.com/wnba/game/connecticut-sun-toronto-tempo-scores-odds-picks-props-june-10-2026/39879de8-1424-40c0-8777-663cea8ef15f,combo_market_correlation|single_side_price|thin_market_count|volatile_minutes,max_per_player
SELECTED,1,S,0.88288,Aaliyah Edwards,CON,Connecticut Sun,TOR,Toronto Tempo,PTS,UNDER,12.5,7.784,-4.716,0.77466,0.56522,0.20944,19.27,80,UNDER,8.7,-130.0,nan,Points,live_current,source_game_match,https://www.sportsgrid.com/wnba/game/connecticut-sun-toronto-tempo-scores-odds-picks-props-june-10-2026/39879de8-1424-40c0-8777-663cea8ef15f,same_game_concentration|single_side_price|thin_market_count|volatile_minutes,
CANDIDATE,,S,0.85797,Aaliyah Edwards,CON,Connecticut Sun,TOR,Toronto Tempo,REB,UNDER,6.5,4.399,-2.101,0.74644,0.61538,0.13106,19.27,80,UNDER,3.7,-160.0,nan,Rebounds,live_current,source_game_match,https://www.sportsgrid.com/wnba/game/connecticut-sun-toronto-tempo-scores-odds-picks-props-june-10-2026/39879de8-1424-40c0-8777-663cea8ef15f,single_side_price|thin_market_count|volatile_minutes,max_per_player
COVERAGE,,D,0.14259,Brittney Griner,CON,Connecticut Sun,TOR,Toronto Tempo,PR,UNDER,18.5,18.003,-0.497,0.53615,0.48619,0.04997,24.2,86,NAN,20.53,,draftkings,PR,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points-&-rebounds,combo_market_correlation|source_projection_disagreement,
COVERAGE,,D,0.27951,Brittney Griner,CON,Connecticut Sun,TOR,Toronto Tempo,PRA,UNDER,21.5,20.444,-1.056,0.57954,0.50986,0.06968,24.2,86,NAN,22.8,,draftkings,PRA,live_current,current_roster_match,"https://www.scoresandodds.com/wnba/props/points,-rebounds,-&-assists",combo_market_correlation|source_projection_disagreement,
COVERAGE,,D,0.4545,Brittney Griner,CON,Connecticut Sun,TOR,Toronto Tempo,PTS,UNDER,13.5,12.084,-1.416,0.58904,0.51106,0.07798,24.2,86,NAN,,,draftkings,PTS,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points,missing_source_projection,
COVERAGE,,D,0.46053,Brittney Griner,CON,Connecticut Sun,TOR,Toronto Tempo,REB,UNDER,5.5,4.933,-0.567,0.59191,0.51579,0.07612,24.2,86,NAN,,,draftkings,REB,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds,missing_source_projection,
COVERAGE,,D,0.27687,Diamond Miller,CON,Connecticut Sun,TOR,Toronto Tempo,PR,UNDER,12.5,11.467,-1.033,0.57502,0.51572,0.0593,20.96,83,NAN,13.14,,bet365,PR,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points-&-rebounds,combo_market_correlation|source_projection_disagreement,
COVERAGE,,D,0.05553,Diamond Miller,CON,Connecticut Sun,TOR,Toronto Tempo,PTS,UNDER,9.5,9.106,-0.394,0.53535,0.53576,-0.0004,20.96,83,NAN,10.45,,draftkings,PTS,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points,source_projection_disagreement,
COVERAGE,,D,0.0,Diamond Miller,CON,Connecticut Sun,TOR,Toronto Tempo,REB,UNDER,2.5,2.364,-0.136,0.52994,0.52153,0.00841,20.96,83,NAN,2.69,,draftkings,REB,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds,single_side_price|source_projection_disagreement|source_projection_near_line|thin_market_count,
COVERAGE,,D,0.02173,Leila Lacan,CON,Connecticut Sun,TOR,Toronto Tempo,AST,UNDER,4.5,4.431,-0.069,0.52431,0.53846,-0.01415,27.82,29,NAN,5.06,,bet365,AST,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/assists,source_projection_disagreement,
COVERAGE,,D,0.34541,Saniya Rivers,CON,Connecticut Sun,TOR,Toronto Tempo,AST,UNDER,3.5,3.1,-0.4,0.58745,0.5818,0.00565,26.08,57,NAN,3.46,,caesars,AST,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/assists,source_projection_near_line,
COVERAGE,,D,0.03332,Saniya Rivers,CON,Connecticut Sun,TOR,Toronto Tempo,PA,UNDER,13.5,13.451,-0.049,0.53725,0.52779,0.00946,26.08,57,NAN,14.39,,draftkings,PA,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points-&-assists,combo_market_correlation|source_projection_disagreement,
