model_action,selected_rank,tier,final_score,player,team,team_name,opponent,opponent_name,market,side,line,projected_value,line_gap,model_probability,fair_probability,price_edge,projected_minutes,sample_size,source_pick,source_projection,source_odds,source_book,source_market,source_status,team_resolution_status,source_url,risk_flags,rejection_reason
COVERAGE,,D,0.41521,Aneesah Morrow,CON,Connecticut Sun,NY,New York Liberty,PR,UNDER,24.5,22.789,-1.711,0.55264,0.47823,0.0744,27.35,55,NAN,21.77,,draftkings,PR,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points-&-rebounds,combo_market_correlation|volatile_minutes,
COVERAGE,,D,0.48201,Aneesah Morrow,CON,Connecticut Sun,NY,New York Liberty,PTS,UNDER,13.5,11.818,-1.682,0.60641,0.50202,0.10438,27.35,55,NAN,,,draftkings,PTS,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points,missing_source_projection|volatile_minutes,
COVERAGE,,D,0.09478,Aneesah Morrow,CON,Connecticut Sun,NY,New York Liberty,REB,UNDER,11.5,11.355,-0.145,0.51568,0.5286,-0.01292,27.35,55,NAN,,,draftkings,REB,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds,missing_source_projection|volatile_minutes,
COVERAGE,,D,0.35337,Aneesah Morrow,CON,Connecticut Sun,NY,New York Liberty,THREES,UNDER,1.5,1.214,-0.286,0.61456,0.62427,-0.00971,27.35,55,NAN,,,draftkings,THREES,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/3-pointers,missing_source_projection|volatile_minutes,
COVERAGE,,D,0.34856,Brittney Griner,CON,Connecticut Sun,NY,New York Liberty,PR,UNDER,18.5,16.907,-1.593,0.56637,0.51579,0.05057,24.2,86,NAN,,,draftkings,PR,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points-&-rebounds,combo_market_correlation|missing_source_projection,
COVERAGE,,D,0.32546,Brittney Griner,CON,Connecticut Sun,NY,New York Liberty,PTS,UNDER,12.5,11.98,-0.52,0.54426,0.47678,0.06748,24.2,86,NAN,,,draftkings,PTS,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points,missing_source_projection,
COVERAGE,,D,0.38441,Brittney Griner,CON,Connecticut Sun,NY,New York Liberty,REB,UNDER,5.5,4.923,-0.577,0.59271,0.56359,0.02912,24.2,86,NAN,,,draftkings,REB,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds,missing_source_projection,
COVERAGE,,D,0.18974,Diamond Miller,CON,Connecticut Sun,NY,New York Liberty,PR,UNDER,12.5,11.422,-1.078,0.57039,0.51572,0.05467,21.06,82,NAN,12.73,,bet365,PR,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points-&-rebounds,combo_market_correlation|source_projection_disagreement|source_projection_near_line,
COVERAGE,,D,0.0,Diamond Miller,CON,Connecticut Sun,NY,New York Liberty,REB,UNDER,2.5,2.492,-0.008,0.50937,0.5122,-0.00282,21.06,82,NAN,3.2,,bet365,REB,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds,single_side_price|source_projection_disagreement|thin_market_count,
COVERAGE,,D,0.42445,Leila Lacan,CON,Connecticut Sun,NY,New York Liberty,AST,UNDER,4.5,3.682,-0.818,0.61185,0.4661,0.14575,27.87,28,NAN,4.8,,hardrock,AST,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/assists,source_projection_disagreement,
COVERAGE,,D,0.29618,Leila Lacan,CON,Connecticut Sun,NY,New York Liberty,PR,UNDER,14.5,13.366,-1.134,0.58173,0.48428,0.09745,27.87,28,NAN,16.58,,bet365,PR,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points-&-rebounds,combo_market_correlation|source_projection_disagreement,
COVERAGE,,D,0.44414,Leila Lacan,CON,Connecticut Sun,NY,New York Liberty,PRA,UNDER,19.5,17.043,-2.457,0.63236,0.5,0.13236,27.87,28,NAN,21.38,,bet365,PRA,live_current,current_roster_match,"https://www.scoresandodds.com/wnba/props/points,-rebounds,-&-assists",combo_market_correlation|source_projection_disagreement,
COVERAGE,,D,0.37933,Leila Lacan,CON,Connecticut Sun,NY,New York Liberty,PTS,UNDER,12.5,11.051,-1.449,0.60007,0.51411,0.08595,27.87,28,NAN,13.64,,hardrock,PTS,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points,source_projection_disagreement,
COVERAGE,,D,0.26052,Leila Lacan,CON,Connecticut Sun,NY,New York Liberty,RA,UNDER,6.5,5.985,-0.515,0.56756,0.44005,0.12751,27.87,28,NAN,7.74,,bet365,RA,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds-&-assists,combo_market_correlation|source_projection_disagreement,
COVERAGE,,D,0.03981,Leila Lacan,CON,Connecticut Sun,NY,New York Liberty,REB,UNDER,2.5,2.302,-0.198,0.54915,0.6,-0.05085,27.87,28,NAN,2.94,,bet365,REB,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds,single_side_price|source_projection_disagreement|thin_market_count,
SELECTED,1,S,0.87676,Leila Lacan,CON,Connecticut Sun,NY,New York Liberty,THREES,UNDER,1.5,0.801,-0.699,0.72545,0.66976,0.05569,27.87,28,NAN,1.22,,bet365,THREES,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/3-pointers,,
COVERAGE,,D,0.42132,Saniya Rivers,CON,Connecticut Sun,NY,New York Liberty,PTS,OVER,8.5,9.71,1.21,0.54768,0.50336,0.04431,25.49,56,NAN,9.75,,draftkings,PTS,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points,,
COVERAGE,,D,0.17052,Aliyah Boston,IND,Indiana Fever,WSH,Washington Mystics,AST,OVER,2.5,2.577,0.077,0.53628,,,27.46,112,NAN,2.56,,nan,AST,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/assists,no_price_edge|single_side_price|source_projection_near_line|thin_market_count,
COVERAGE,,D,0.44446,Aliyah Boston,IND,Indiana Fever,WSH,Washington Mystics,PRA,OVER,23.5,24.973,1.473,0.55822,0.50107,0.05714,27.46,112,NAN,24.26,,draftkings,PRA,live_current,current_roster_match,"https://www.scoresandodds.com/wnba/props/points,-rebounds,-&-assists",combo_market_correlation,
COVERAGE,,D,0.3702,Aliyah Boston,IND,Indiana Fever,WSH,Washington Mystics,PTS,OVER,13.5,14.811,1.311,0.53267,0.49398,0.03869,27.46,112,NAN,14.26,,bet365,PTS,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points,,
COVERAGE,,D,0.45528,Aliyah Boston,IND,Indiana Fever,WSH,Washington Mystics,RA,OVER,9.5,10.162,0.662,0.55978,0.49787,0.06191,27.46,112,NAN,10.0,,bet365,RA,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds-&-assists,combo_market_correlation,
