slate_date,selected_rank,player,team,team_name,opponent,opponent_name,market,side,line,actual,settlement,model_probability,final_score,source_book,source_url
2026-05-12,1,Natasha Howard,MIN,Minnesota Lynx,PHX,Phoenix Mercury,PTS,UNDER,12.5,14.0,LOSS,0.71784,0.84162,FanDuel,https://www.sportsgrid.com/wnba/game/minnesota-lynx-phoenix-mercury-scores-odds-picks-props-may-12-2026/ed18e22c-72e1-4861-a104-f6fee3c961c1
2026-05-12,2,Jonquel Jones,NY,New York Liberty,POR,Portland Fire,PR,UNDER,25.5,24.0,WIN,0.78164,0.8409,FanDuel,https://www.sportsgrid.com/wnba/game/new-york-liberty-portland-fire-scores-odds-picks-props-may-12-2026/f1592a78-cc08-42ec-9c8a-04fb45a61c65
2026-05-12,3,Courtney Williams,MIN,Minnesota Lynx,PHX,Phoenix Mercury,THREES,UNDER,1.5,1.0,WIN,0.69418,0.82269,FanDuel,https://www.sportsgrid.com/wnba/game/minnesota-lynx-phoenix-mercury-scores-odds-picks-props-may-12-2026/ed18e22c-72e1-4861-a104-f6fee3c961c1
