model_action,selected_rank,tier,final_score,player,team,team_name,opponent,opponent_name,market,side,line,projected_value,line_gap,model_probability,fair_probability,price_edge,projected_minutes,sample_size,source_pick,source_projection,source_odds,source_book,source_market,source_status,team_resolution_status,source_url,risk_flags,rejection_reason
COVERAGE,,D,0.02297,Aaliyah Edwards,CON,Connecticut Sun,GS,Golden State Valkyries,PTS,UNDER,9.5,9.479,-0.021,0.52719,0.52801,-0.00082,21.37,77,NAN,10.76,,fanduel,PTS,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points,source_projection_disagreement,
COVERAGE,,D,0.33459,Aaliyah Edwards,CON,Connecticut Sun,GS,Golden State Valkyries,REB,OVER,4.5,4.857,0.357,0.50841,0.46613,0.04228,21.37,77,NAN,5.21,,bet365,REB,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds,,
COVERAGE,,D,0.3631,Brittney Griner,CON,Connecticut Sun,GS,Golden State Valkyries,PR,UNDER,18.5,17.751,-0.749,0.54429,0.48908,0.05521,23.73,83,NAN,17.4,,draftkings,PR,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points-&-rebounds,combo_market_correlation|volatile_minutes,
COVERAGE,,D,0.30881,Brittney Griner,CON,Connecticut Sun,GS,Golden State Valkyries,PTS,UNDER,13.5,13.029,-0.471,0.56176,0.51308,0.04868,23.73,83,NAN,,,draftkings,PTS,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points,missing_source_projection|volatile_minutes,
COVERAGE,,D,0.46556,Brittney Griner,CON,Connecticut Sun,GS,Golden State Valkyries,REB,UNDER,5.5,4.861,-0.639,0.60379,0.53744,0.06635,23.73,83,NAN,,,draftkings,REB,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds,missing_source_projection|volatile_minutes,
SELECTED,2,A,0.78205,Diamond Miller,CON,Connecticut Sun,GS,Golden State Valkyries,PTS,UNDER,9.5,6.932,-2.568,0.66298,0.53958,0.12341,17.26,77,NAN,8.36,,fanduel,PTS,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points,same_game_concentration,
COVERAGE,,D,0.47212,Gabby Williams,GS,Golden State Valkyries,CON,Connecticut Sun,PA,UNDER,16.5,14.764,-1.736,0.58775,0.48192,0.10583,26.58,67,NAN,16.13,,draftkings,PA,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points-&-assists,combo_market_correlation|source_projection_near_line,
COVERAGE,,D,0.53114,Gabby Williams,GS,Golden State Valkyries,CON,Connecticut Sun,PR,UNDER,17.5,15.186,-2.314,0.60812,0.48072,0.1274,26.58,67,NAN,17.23,,fanduel,PR,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points-&-rebounds,combo_market_correlation|source_projection_near_line,
SELECTED,4,B,0.72571,Gabby Williams,GS,Golden State Valkyries,CON,Connecticut Sun,PTS,UNDER,13.5,10.487,-3.013,0.66057,0.52381,0.13676,26.58,67,UNDER,8.1,-110.0,nan,Points,live_current,source_game_match,https://www.sportsgrid.com/wnba/game/connecticut-sun-golden-state-valkyries-scores-odds-picks-props-may-25-2026/2527f40c-45be-4770-a9a9-285aa9017edd,blowout_spread|same_game_concentration|single_side_price|thin_market_count,
COVERAGE,,D,0.12473,Gabby Williams,GS,Golden State Valkyries,CON,Connecticut Sun,RA,UNDER,6.5,6.416,-0.084,0.51006,0.43103,0.07903,26.58,67,NAN,8.02,,bet365,RA,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds-&-assists,combo_market_correlation|source_projection_disagreement,
