model_action,selected_rank,tier,final_score,player,team,team_name,opponent,opponent_name,market,side,line,projected_value,line_gap,model_probability,fair_probability,price_edge,projected_minutes,sample_size,source_pick,source_projection,source_odds,source_book,source_market,source_status,team_resolution_status,source_url,risk_flags,rejection_reason
COVERAGE,,D,0.30008,Aaliyah Edwards,CON,Connecticut Sun,IND,Indiana Fever,PTS,OVER,9.5,10.589,1.089,0.53299,0.50995,0.02303,21.78,81,NAN,10.38,,caesars,PTS,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points,volatile_minutes,
COVERAGE,,D,0.1877,Aaliyah Edwards,CON,Connecticut Sun,IND,Indiana Fever,REB,UNDER,4.5,4.489,-0.011,0.51263,0.56783,-0.05519,21.78,81,NAN,4.03,,bet365,REB,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds,volatile_minutes,
COVERAGE,,D,0.48966,Aneesah Morrow,CON,Connecticut Sun,IND,Indiana Fever,THREES,UNDER,1.5,1.154,-0.346,0.6261,0.62963,-0.00353,27.35,55,NAN,1.01,,bet365,THREES,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/3-pointers,volatile_minutes,
COVERAGE,,D,0.44289,Brittney Griner,CON,Connecticut Sun,IND,Indiana Fever,AST,UNDER,2.5,2.393,-0.107,0.57514,0.48077,0.09437,24.2,86,NAN,2.15,,draftkings,AST,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/assists,single_side_price|thin_market_count,
COVERAGE,,C,0.58797,Brittney Griner,CON,Connecticut Sun,IND,Indiana Fever,PA,UNDER,16.5,14.659,-1.841,0.6115,0.52632,0.08519,24.2,86,NAN,14.97,,bet365,PA,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points-&-assists,combo_market_correlation,below_expanded_probability
COVERAGE,,D,0.37261,Brittney Griner,CON,Connecticut Sun,IND,Indiana Fever,PR,UNDER,18.5,17.287,-1.213,0.55593,0.49682,0.05911,24.2,86,NAN,18.12,,bet365,PR,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points-&-rebounds,combo_market_correlation|source_projection_near_line,
COVERAGE,,D,0.54913,Brittney Griner,CON,Connecticut Sun,IND,Indiana Fever,PRA,UNDER,21.5,19.682,-1.818,0.5986,0.51572,0.08288,24.2,86,NAN,20.27,,bet365,PRA,live_current,current_roster_match,"https://www.scoresandodds.com/wnba/props/points,-rebounds,-&-assists",combo_market_correlation,
COVERAGE,,D,0.37273,Brittney Griner,CON,Connecticut Sun,IND,Indiana Fever,PTS,UNDER,12.5,11.641,-0.859,0.55595,0.51923,0.03672,24.2,86,UNDER,10.6,-108.0,nan,Points,live_current,source_game_match,https://www.sportsgrid.com/wnba/game/indiana-fever-connecticut-sun-scores-odds-picks-props-june-13-2026/6e2754e7-1586-42f0-9949-9b93b2db4416,single_side_price|thin_market_count,
COVERAGE,,D,0.32292,Diamond Miller,CON,Connecticut Sun,IND,Indiana Fever,PTS,UNDER,9.5,8.719,-0.781,0.54034,0.52302,0.01732,22.58,84,NAN,8.47,,hardrock,PTS,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points,,
COVERAGE,,C,0.58676,Diamond Miller,CON,Connecticut Sun,IND,Indiana Fever,REB,UNDER,3.5,2.491,-1.009,0.66607,0.71014,-0.04407,22.58,84,NAN,2.38,,bet365,REB,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds,single_side_price|thin_market_count,below_expanded_price_edge
