game_date,player,player_id,team_abbr,opponent_abbr,market,line,over_odds,under_odds,over_book,under_book,sportsbook_count,game_total,spread,source_pick,source_projection,source_odds,source_book,source_market,source_url,source_event_id,source_away_abbr,source_home_abbr,game_time_et,line_last_updated,source_status,team_resolution_status
2026-07-06,Ariel Atkins,3146151,LA,SEA,PTS,10.5,,-132,,,1,174.5,3.5,UNDER,7.0,-132,FanDuel,Points,https://www.sportsgrid.com/wnba/game/seattle-storm-los-angeles-sparks-scores-odds-picks-props-july-06-2026/14e6f6b1-396a-4274-a2ac-aa92cc585d26,,SEA,LA,10:00 PM,2026-07-06T16:31:15Z,live_current,source_game_match
2026-07-06,Rae Burrell,4398764,LA,SEA,PTS,16.5,,-128,,,1,174.5,3.5,UNDER,12.0,-128,FanDuel,Points,https://www.sportsgrid.com/wnba/game/seattle-storm-los-angeles-sparks-scores-odds-picks-props-july-06-2026/14e6f6b1-396a-4274-a2ac-aa92cc585d26,,SEA,LA,10:00 PM,2026-07-06T16:31:15Z,live_current,source_game_match
2026-07-06,Natisha Hiedeman,3906753,SEA,LA,PTS,15.5,-114,,,,1,174.5,3.5,OVER,17.8,-114,FanDuel,Points,https://www.sportsgrid.com/wnba/game/seattle-storm-los-angeles-sparks-scores-odds-picks-props-july-06-2026/14e6f6b1-396a-4274-a2ac-aa92cc585d26,,SEA,LA,10:00 PM,2026-07-06T16:31:15Z,live_current,source_game_match
2026-07-06,Gabby Williams,3142328,GS,WSH,PTS,14.5,-106,,,,1,155.5,5.5,OVER,16.1,-106,FanDuel,Points,https://www.sportsgrid.com/wnba/game/golden-state-valkyries-washington-mystics-scores-odds-picks-props-july-06-2026/17f2d3b1-6db1-4b24-911f-09887b4b87bb,,GS,WSH,7:30 PM,2026-07-06T16:31:15Z,live_current,source_game_match
2026-07-06,Kayla Thornton,2529622,GS,WSH,PTS,8.5,,-106,,,1,155.5,5.5,UNDER,5.8,-106,FanDuel,Points,https://www.sportsgrid.com/wnba/game/golden-state-valkyries-washington-mystics-scores-odds-picks-props-july-06-2026/17f2d3b1-6db1-4b24-911f-09887b4b87bb,,GS,WSH,7:30 PM,2026-07-06T16:31:15Z,live_current,source_game_match
2026-07-06,Shakira Austin,4398911,WSH,GS,REB,8.5,104,,,,1,155.5,5.5,OVER,10.2,104,FanDuel,Rebounds,https://www.sportsgrid.com/wnba/game/golden-state-valkyries-washington-mystics-scores-odds-picks-props-july-06-2026/17f2d3b1-6db1-4b24-911f-09887b4b87bb,,GS,WSH,7:30 PM,2026-07-06T16:31:15Z,live_current,source_game_match
2026-07-06,Brittney Griner,2490553,CON,MIN,REB,5.5,110,,,,1,166.5,13.5,OVER,7.2,110,FanDuel,Rebounds,https://www.sportsgrid.com/wnba/game/connecticut-sun-minnesota-lynx-scores-odds-picks-props-july-06-2026/eae2a11b-68c6-4bdb-bcf6-340e3583d823,,CON,MIN,8:00 PM,2026-07-06T16:31:15Z,live_current,source_game_match
2026-07-06,Courtney Williams,2987891,MIN,CON,PA,21.5,,-108,,,1,166.5,13.5,UNDER,16.3,-108,FanDuel,Pts + Ast,https://www.sportsgrid.com/wnba/game/connecticut-sun-minnesota-lynx-scores-odds-picks-props-july-06-2026/eae2a11b-68c6-4bdb-bcf6-340e3583d823,,CON,MIN,8:00 PM,2026-07-06T16:31:15Z,live_current,source_game_match
2026-07-06,Courtney Williams,2987891,MIN,CON,PTS,16.5,,100,,,1,166.5,13.5,UNDER,13.0,100,FanDuel,Points,https://www.sportsgrid.com/wnba/game/connecticut-sun-minnesota-lynx-scores-odds-picks-props-july-06-2026/eae2a11b-68c6-4bdb-bcf6-340e3583d823,,CON,MIN,8:00 PM,2026-07-06T16:31:15Z,live_current,source_game_match
2026-07-06,Brittney Griner,2490553,CON,MIN,AST,2.5,102,-130,bet365,bet365,2,,,,2.39,,ScoresAndOdds Best Odds,AST,https://www.scoresandodds.com/wnba/props/assists,11907210,,,,2026-07-06T16:31:19Z,live_current,current_roster_match
2026-07-06,Brittney Griner,2490553,CON,MIN,PA,13.5,100,-125,bet365,bet365,2,,,,14.54,,ScoresAndOdds Best Odds,PA,https://www.scoresandodds.com/wnba/props/points-&-assists,11907210,,,,2026-07-06T16:31:19Z,live_current,current_roster_match
2026-07-06,Brittney Griner,2490553,CON,MIN,RA,7.5,-125,100,bet365,bet365,2,,,,7.69,,ScoresAndOdds Best Odds,RA,https://www.scoresandodds.com/wnba/props/rebounds-&-assists,11907210,,,,2026-07-06T16:31:19Z,live_current,current_roster_match
2026-07-06,Leila Lacan,5208981,CON,MIN,AST,4.5,115,-128,hardrock,draftkings,2,,,,4.04,,ScoresAndOdds Best Odds,AST,https://www.scoresandodds.com/wnba/props/assists,11907210,,,,2026-07-06T16:31:19Z,live_current,current_roster_match
2026-07-06,Leila Lacan,5208981,CON,MIN,PA,16.5,102,-117,bet365,draftkings,2,,,,16.41,,ScoresAndOdds Best Odds,PA,https://www.scoresandodds.com/wnba/props/points-&-assists,11907210,,,,2026-07-06T16:31:19Z,live_current,current_roster_match
2026-07-06,Leila Lacan,5208981,CON,MIN,PR,15.5,-120,-105,bet365,bet365,2,,,,14.6,,ScoresAndOdds Best Odds,PR,https://www.scoresandodds.com/wnba/props/points-&-rebounds,11907210,,,,2026-07-06T16:31:19Z,live_current,current_roster_match
2026-07-06,Leila Lacan,5208981,CON,MIN,PTS,11.5,-110,-103,hardrock,draftkings,2,,,,12.37,,ScoresAndOdds Best Odds,PTS,https://www.scoresandodds.com/wnba/props/points,11907210,,,,2026-07-06T16:31:19Z,live_current,current_roster_match
2026-07-06,Olivia Nelson-Ododa,4398966,CON,MIN,PR,16.5,-120,100,fanduel,bet365,2,,,,15.52,,ScoresAndOdds Best Odds,PR,https://www.scoresandodds.com/wnba/props/points-&-rebounds,11907210,,,,2026-07-06T16:31:19Z,live_current,current_roster_match
2026-07-06,Olivia Nelson-Ododa,4398966,CON,MIN,PTS,9.5,-105,-106,hardrock,draftkings,2,,,,8.88,,ScoresAndOdds Best Odds,PTS,https://www.scoresandodds.com/wnba/props/points,11907210,,,,2026-07-06T16:31:19Z,live_current,current_roster_match
2026-07-06,Olivia Nelson-Ododa,4398966,CON,MIN,REB,6.5,-125,106,hardrock,draftkings,2,,,,6.64,,ScoresAndOdds Best Odds,REB,https://www.scoresandodds.com/wnba/props/rebounds,11907210,,,,2026-07-06T16:31:19Z,live_current,current_roster_match
2026-07-06,Cecilia Zandalasini,4257500,GS,WSH,AST,1.5,-155,110,hardrock,hardrock,2,,,,1.77,,ScoresAndOdds Best Odds,AST,https://www.scoresandodds.com/wnba/props/assists,11907230,,,,2026-07-06T16:31:19Z,live_current,current_roster_match
2026-07-06,Cecilia Zandalasini,4257500,GS,WSH,PRA,12.5,-130,100,fanduel,hardrock,2,,,,12.63,,ScoresAndOdds Best Odds,PRA,"https://www.scoresandodds.com/wnba/props/points,-rebounds,-&-assists",11907230,,,,2026-07-06T16:31:19Z,live_current,current_roster_match
2026-07-06,Cecilia Zandalasini,4257500,GS,WSH,PTS,8.5,-110,100,draftkings,bet365,2,,,,9.0,,ScoresAndOdds Best Odds,PTS,https://www.scoresandodds.com/wnba/props/points,11907230,,,,2026-07-06T16:31:19Z,live_current,current_roster_match
2026-07-06,Cecilia Zandalasini,4257500,GS,WSH,REB,2.5,,-195,,hardrock,1,,,,1.86,,ScoresAndOdds Best Odds,REB,https://www.scoresandodds.com/wnba/props/rebounds,11907230,,,,2026-07-06T16:31:19Z,live_current,current_roster_match
