game_date,player,player_id,team_abbr,opponent_abbr,market,line,over_odds,under_odds,over_book,under_book,sportsbook_count,game_total,spread,source_pick,source_projection,source_odds,source_book,source_market,source_url,source_event_id,source_away_abbr,source_home_abbr,game_time_et,line_last_updated,source_status,team_resolution_status
2026-06-20,Kamilla Cardoso,4433405,CHI,DAL,PTS,11.5,,-110,,,1,173.5,9.5,UNDER,9.7,-110,FanDuel,Points,https://www.sportsgrid.com/wnba/game/chicago-sky-dallas-wings-scores-odds-picks-props-june-20-2026/6f2941c3-61f8-4726-a7d2-ccd94632bc20,,CHI,DAL,8:00 PM,2026-06-20T19:58:31Z,live_current,source_game_match
2026-06-20,Skylar Diggins,2491205,CHI,DAL,PA,20.5,,-114,,,1,173.5,9.5,UNDER,16.8,-114,FanDuel,Pts + Ast,https://www.sportsgrid.com/wnba/game/chicago-sky-dallas-wings-scores-odds-picks-props-june-20-2026/6f2941c3-61f8-4726-a7d2-ccd94632bc20,,CHI,DAL,8:00 PM,2026-06-20T19:58:31Z,live_current,source_game_match
2026-06-20,Skylar Diggins,2491205,CHI,DAL,PTS,15.5,,-128,,,1,173.5,9.5,UNDER,13.0,-128,FanDuel,Points,https://www.sportsgrid.com/wnba/game/chicago-sky-dallas-wings-scores-odds-picks-props-june-20-2026/6f2941c3-61f8-4726-a7d2-ccd94632bc20,,CHI,DAL,8:00 PM,2026-06-20T19:58:31Z,live_current,source_game_match
2026-06-20,Allisha Gray,3058901,ATL,IND,AST,2.5,116,-145,draftkings,bet365,2,,,,2.64,,ScoresAndOdds Best Odds,AST,https://www.scoresandodds.com/wnba/props/assists,11906760,,,,2026-06-20T19:58:32Z,live_current,current_roster_match
2026-06-20,Allisha Gray,3058901,ATL,IND,PA,21.5,-105,-120,bet365,bet365,2,,,,22.69,,ScoresAndOdds Best Odds,PA,https://www.scoresandodds.com/wnba/props/points-&-assists,11906760,,,,2026-06-20T19:58:32Z,live_current,current_roster_match
2026-06-20,Allisha Gray,3058901,ATL,IND,PRA,24.5,-112,-108,bet365,draftkings,2,,,,26.51,,ScoresAndOdds Best Odds,PRA,"https://www.scoresandodds.com/wnba/props/points,-rebounds,-&-assists",11906760,,,,2026-06-20T19:58:32Z,live_current,current_roster_match
2026-06-20,Allisha Gray,3058901,ATL,IND,PTS,18.5,-120,100,fanduel,bet365,2,,,,20.05,,ScoresAndOdds Best Odds,PTS,https://www.scoresandodds.com/wnba/props/points,11906760,,,,2026-06-20T19:58:32Z,live_current,current_roster_match
2026-06-20,Allisha Gray,3058901,ATL,IND,RA,5.5,100,-125,bet365,bet365,2,,,,6.46,,ScoresAndOdds Best Odds,RA,https://www.scoresandodds.com/wnba/props/rebounds-&-assists,11906760,,,,2026-06-20T19:58:32Z,live_current,current_roster_match
2026-06-20,Allisha Gray,3058901,ATL,IND,REB,3.5,110,-131,bet365,draftkings,2,,,,3.82,,ScoresAndOdds Best Odds,REB,https://www.scoresandodds.com/wnba/props/rebounds,11906760,,,,2026-06-20T19:58:32Z,live_current,current_roster_match
2026-06-20,Allisha Gray,3058901,ATL,IND,THREES,1.5,-125,110,bet365,fanduel,2,,,,1.55,,ScoresAndOdds Best Odds,THREES,https://www.scoresandodds.com/wnba/props/3-pointers,11906760,,,,2026-06-20T19:58:32Z,live_current,current_roster_match
2026-06-20,Angel Reese,4433402,ATL,IND,AST,2.5,-125,105,draftkings,bet365,2,,,,3.03,,ScoresAndOdds Best Odds,AST,https://www.scoresandodds.com/wnba/props/assists,11906760,,,,2026-06-20T19:58:32Z,live_current,current_roster_match
2026-06-20,Angel Reese,4433402,ATL,IND,PA,17.5,-125,100,bet365,bet365,2,,,,19.01,,ScoresAndOdds Best Odds,PA,https://www.scoresandodds.com/wnba/props/points-&-assists,11906760,,,,2026-06-20T19:58:32Z,live_current,current_roster_match
2026-06-20,Angel Reese,4433402,ATL,IND,PR,26.5,-120,100,fanduel,bet365,2,,,,27.23,,ScoresAndOdds Best Odds,PR,https://www.scoresandodds.com/wnba/props/points-&-rebounds,11906760,,,,2026-06-20T19:58:32Z,live_current,current_roster_match
2026-06-20,Angel Reese,4433402,ATL,IND,PRA,29.5,-112,-111,bet365,draftkings,2,,,,30.26,,ScoresAndOdds Best Odds,PRA,"https://www.scoresandodds.com/wnba/props/points,-rebounds,-&-assists",11906760,,,,2026-06-20T19:58:32Z,live_current,current_roster_match
2026-06-20,Angel Reese,4433402,ATL,IND,RA,14.5,-107,-105,draftkings,bet365,2,,,,14.28,,ScoresAndOdds Best Odds,RA,https://www.scoresandodds.com/wnba/props/rebounds-&-assists,11906760,,,,2026-06-20T19:58:32Z,live_current,current_roster_match
2026-06-20,Angel Reese,4433402,ATL,IND,REB,11.5,-116,-105,draftkings,bet365,2,,,,11.25,,ScoresAndOdds Best Odds,REB,https://www.scoresandodds.com/wnba/props/rebounds,11906760,,,,2026-06-20T19:58:32Z,live_current,current_roster_match
2026-06-20,Jordin Canada,3142250,ATL,IND,AST,6.5,113,-130,draftkings,fanduel,2,,,,7.13,,ScoresAndOdds Best Odds,AST,https://www.scoresandodds.com/wnba/props/assists,11906760,,,,2026-06-20T19:58:32Z,live_current,current_roster_match
2026-06-20,Jordin Canada,3142250,ATL,IND,PA,18.5,-120,-102,bet365,fanduel,2,,,,19.45,,ScoresAndOdds Best Odds,PA,https://www.scoresandodds.com/wnba/props/points-&-assists,11906760,,,,2026-06-20T19:58:32Z,live_current,current_roster_match
2026-06-20,Jordin Canada,3142250,ATL,IND,PR,15.5,-110,-114,bet365,fanduel,2,,,,15.33,,ScoresAndOdds Best Odds,PR,https://www.scoresandodds.com/wnba/props/points-&-rebounds,11906760,,,,2026-06-20T19:58:32Z,live_current,current_roster_match
2026-06-20,Jordin Canada,3142250,ATL,IND,RA,9.5,-103,-112,draftkings,fanduel,2,,,,10.14,,ScoresAndOdds Best Odds,RA,https://www.scoresandodds.com/wnba/props/rebounds-&-assists,11906760,,,,2026-06-20T19:58:32Z,live_current,current_roster_match
2026-06-20,Jordin Canada,3142250,ATL,IND,REB,3.5,132,-165,fanduel,bet365,2,,,,3.01,,ScoresAndOdds Best Odds,REB,https://www.scoresandodds.com/wnba/props/rebounds,11906760,,,,2026-06-20T19:58:32Z,live_current,current_roster_match
2026-06-20,Jordin Canada,3142250,ATL,IND,THREES,0.5,-190,138,draftkings,draftkings,2,,,,0.65,,ScoresAndOdds Best Odds,THREES,https://www.scoresandodds.com/wnba/props/3-pointers,11906760,,,,2026-06-20T19:58:32Z,live_current,current_roster_match
2026-06-20,Naz Hillmon,4398915,ATL,IND,PTS,9.5,100,-107,bet365,draftkings,2,,,,9.68,,ScoresAndOdds Best Odds,PTS,https://www.scoresandodds.com/wnba/props/points,11906760,,,,2026-06-20T19:58:32Z,live_current,current_roster_match
2026-06-20,Naz Hillmon,4398915,ATL,IND,REB,5.5,-105,-120,bet365,bet365,2,,,,5.82,,ScoresAndOdds Best Odds,REB,https://www.scoresandodds.com/wnba/props/rebounds,11906760,,,,2026-06-20T19:58:32Z,live_current,current_roster_match
2026-06-20,Rhyne Howard,4398674,ATL,IND,AST,3.5,110,-140,bet365,bet365,2,,,,3.96,,ScoresAndOdds Best Odds,AST,https://www.scoresandodds.com/wnba/props/assists,11906760,,,,2026-06-20T19:58:32Z,live_current,current_roster_match
2026-06-20,Rhyne Howard,4398674,ATL,IND,PR,21.5,-108,-112,draftkings,bet365,2,,,,21.94,,ScoresAndOdds Best Odds,PR,https://www.scoresandodds.com/wnba/props/points-&-rebounds,11906760,,,,2026-06-20T19:58:32Z,live_current,current_roster_match
2026-06-20,Rhyne Howard,4398674,ATL,IND,PTS,17.5,-112,-110,bet365,fanduel,2,,,,18.09,,ScoresAndOdds Best Odds,PTS,https://www.scoresandodds.com/wnba/props/points,11906760,,,,2026-06-20T19:58:32Z,live_current,current_roster_match
2026-06-20,Rhyne Howard,4398674,ATL,IND,REB,3.5,-110,102,draftkings,bet365,2,,,,3.85,,ScoresAndOdds Best Odds,REB,https://www.scoresandodds.com/wnba/props/rebounds,11906760,,,,2026-06-20T19:58:32Z,live_current,current_roster_match
2026-06-20,Azura Stevens,3142010,CHI,DAL,REB,5.5,-115,110,bet365,hardrock,2,,,,6.12,,ScoresAndOdds Best Odds,REB,https://www.scoresandodds.com/wnba/props/rebounds,11906810,,,,2026-06-20T19:58:32Z,live_current,current_roster_match
2026-06-20,Azura Stevens,3142010,CHI,DAL,THREES,1.5,,-320,,bet365,1,,,,0.86,,ScoresAndOdds Best Odds,THREES,https://www.scoresandodds.com/wnba/props/3-pointers,11906810,,,,2026-06-20T19:58:32Z,live_current,current_roster_match
2026-06-20,Gabriela Jaquez,4858656,CHI,DAL,PR,13.5,-110,-115,bet365,bet365,2,,,,13.8,,ScoresAndOdds Best Odds,PR,https://www.scoresandodds.com/wnba/props/points-&-rebounds,11906810,,,,2026-06-20T19:58:32Z,live_current,current_roster_match
2026-06-20,Gabriela Jaquez,4858656,CHI,DAL,PTS,9.5,-109,-105,draftkings,bet365,2,,,,10.16,,ScoresAndOdds Best Odds,PTS,https://www.scoresandodds.com/wnba/props/points,11906810,,,,2026-06-20T19:58:32Z,live_current,current_roster_match
2026-06-20,Gabriela Jaquez,4858656,CHI,DAL,REB,3.5,-125,100,bet365,bet365,2,,,,3.64,,ScoresAndOdds Best Odds,REB,https://www.scoresandodds.com/wnba/props/rebounds,11906810,,,,2026-06-20T19:58:32Z,live_current,current_roster_match
2026-06-20,Kamilla Cardoso,4433405,CHI,DAL,AST,2.5,,-115,,bet365,1,,,,3.03,,ScoresAndOdds Best Odds,AST,https://www.scoresandodds.com/wnba/props/assists,11906810,,,,2026-06-20T19:58:32Z,live_current,current_roster_match
2026-06-20,Kamilla Cardoso,4433405,CHI,DAL,PA,14.5,-102,-120,draftkings,bet365,2,,,,13.99,,ScoresAndOdds Best Odds,PA,https://www.scoresandodds.com/wnba/props/points-&-assists,11906810,,,,2026-06-20T19:58:32Z,live_current,current_roster_match
2026-06-20,Kamilla Cardoso,4433405,CHI,DAL,PR,19.5,100,-114,bet365,fanduel,2,,,,18.36,,ScoresAndOdds Best Odds,PR,https://www.scoresandodds.com/wnba/props/points-&-rebounds,11906810,,,,2026-06-20T19:58:32Z,live_current,current_roster_match
2026-06-20,Kamilla Cardoso,4433405,CHI,DAL,REB,7.5,-110,-114,bet365,fanduel,2,,,,7.4,,ScoresAndOdds Best Odds,REB,https://www.scoresandodds.com/wnba/props/rebounds,11906810,,,,2026-06-20T19:58:32Z,live_current,current_roster_match
2026-06-20,Natasha Cloud,2529137,CHI,DAL,AST,4.5,135,-150,bet365,caesars,2,,,,4.3,,ScoresAndOdds Best Odds,AST,https://www.scoresandodds.com/wnba/props/assists,11906810,,,,2026-06-20T19:58:32Z,live_current,current_roster_match
2026-06-20,Natasha Cloud,2529137,CHI,DAL,PRA,17.5,-109,-112,draftkings,fanduel,2,,,,16.7,,ScoresAndOdds Best Odds,PRA,"https://www.scoresandodds.com/wnba/props/points,-rebounds,-&-assists",11906810,,,,2026-06-20T19:58:32Z,live_current,current_roster_match
2026-06-20,Natasha Cloud,2529137,CHI,DAL,PTS,9.5,-111,100,draftkings,hardrock,2,,,,9.13,,ScoresAndOdds Best Odds,PTS,https://www.scoresandodds.com/wnba/props/points,11906810,,,,2026-06-20T19:58:32Z,live_current,current_roster_match
2026-06-20,Natasha Cloud,2529137,CHI,DAL,REB,3.5,105,-139,caesars,caesars,2,,,,3.27,,ScoresAndOdds Best Odds,REB,https://www.scoresandodds.com/wnba/props/rebounds,11906810,,,,2026-06-20T19:58:32Z,live_current,current_roster_match
2026-06-20,Skylar Diggins,2491205,CHI,DAL,REB,2.5,,115,,hardrock,1,,,,3.42,,ScoresAndOdds Best Odds,REB,https://www.scoresandodds.com/wnba/props/rebounds,11906810,,,,2026-06-20T19:58:32Z,live_current,current_roster_match
2026-06-20,Skylar Diggins,2491205,CHI,DAL,THREES,1.5,155,-169,bet365,draftkings,2,,,,1.41,,ScoresAndOdds Best Odds,THREES,https://www.scoresandodds.com/wnba/props/3-pointers,11906810,,,,2026-06-20T19:58:32Z,live_current,current_roster_match
2026-06-20,Sydney Taylor,4594786,CHI,DAL,THREES,1.5,-120,107,bet365,caesars,2,,,,1.54,,ScoresAndOdds Best Odds,THREES,https://www.scoresandodds.com/wnba/props/3-pointers,11906810,,,,2026-06-20T19:58:32Z,live_current,current_roster_match
2026-06-20,Arike Ogunbowale,3904577,DAL,CHI,AST,3.5,,-210,,bet365,1,,,,3.33,,ScoresAndOdds Best Odds,AST,https://www.scoresandodds.com/wnba/props/assists,11906810,,,,2026-06-20T19:58:32Z,live_current,current_roster_match
2026-06-20,Arike Ogunbowale,3904577,DAL,CHI,RA,6.5,-110,-105,hardrock,bet365,2,,,,6.49,,ScoresAndOdds Best Odds,RA,https://www.scoresandodds.com/wnba/props/rebounds-&-assists,11906810,,,,2026-06-20T19:58:32Z,live_current,current_roster_match
2026-06-20,Arike Ogunbowale,3904577,DAL,CHI,REB,3.5,100,-120,caesars,bet365,2,,,,3.16,,ScoresAndOdds Best Odds,REB,https://www.scoresandodds.com/wnba/props/rebounds,11906810,,,,2026-06-20T19:58:32Z,live_current,current_roster_match
2026-06-20,Arike Ogunbowale,3904577,DAL,CHI,THREES,1.5,-114,100,fanduel,bet365,2,,,,1.76,,ScoresAndOdds Best Odds,THREES,https://www.scoresandodds.com/wnba/props/3-pointers,11906810,,,,2026-06-20T19:58:32Z,live_current,current_roster_match
