game_date,player,player_id,team_abbr,opponent_abbr,market,line,over_odds,under_odds,over_book,under_book,sportsbook_count,game_total,spread,source_pick,source_projection,source_odds,source_book,source_market,source_url,source_event_id,source_away_abbr,source_home_abbr,game_time_et,line_last_updated,source_status,team_resolution_status
2026-06-16,Brittney Sykes,2988756,TOR,IND,PA,22.5,,-106,,,1,180.5,7.5,UNDER,19.8,-106,FanDuel,Pts + Ast,https://www.sportsgrid.com/wnba/game/toronto-tempo-indiana-fever-scores-odds-picks-props-june-16-2026/e178ccaf-3b95-45c0-a878-db4b4fa61d06,,TOR,IND,7:00 PM,2026-06-16T20:23:36Z,live_current,source_game_match
2026-06-16,Brittney Sykes,2988756,TOR,IND,PTS,19.5,,-114,,,1,180.5,7.5,UNDER,17.4,-114,FanDuel,Points,https://www.sportsgrid.com/wnba/game/toronto-tempo-indiana-fever-scores-odds-picks-props-june-16-2026/e178ccaf-3b95-45c0-a878-db4b4fa61d06,,TOR,IND,7:00 PM,2026-06-16T20:23:36Z,live_current,source_game_match
2026-06-16,Isabelle Harrison,2566453,TOR,IND,PTS,10.5,,100,,,1,180.5,7.5,UNDER,7.1,100,FanDuel,Points,https://www.sportsgrid.com/wnba/game/toronto-tempo-indiana-fever-scores-odds-picks-props-june-16-2026/e178ccaf-3b95-45c0-a878-db4b4fa61d06,,TOR,IND,7:00 PM,2026-06-16T20:23:36Z,live_current,source_game_match
2026-06-16,Laura Juskaitė,,,,PR,12.5,-125,100,bet365,bet365,2,,,,13.72,,ScoresAndOdds Best Odds,PR,https://www.scoresandodds.com/wnba/props/points-&-rebounds,11906990,,,,2026-06-16T20:23:38Z,live_current,not_on_current_roster
2026-06-16,Laura Juskaitė,,,,PTS,9.5,-100,-120,fanduel,bet365,2,,,,9.84,,ScoresAndOdds Best Odds,PTS,https://www.scoresandodds.com/wnba/props/points,11906990,,,,2026-06-16T20:23:38Z,live_current,not_on_current_roster
2026-06-16,Laura Juskaitė,,,,REB,3.5,-114,100,fanduel,bet365,2,,,,3.88,,ScoresAndOdds Best Odds,REB,https://www.scoresandodds.com/wnba/props/rebounds,11906990,,,,2026-06-16T20:23:38Z,live_current,not_on_current_roster
2026-06-16,Aliyah Boston,4432831,IND,TOR,PTS,16.5,-120,-105,bet365,bet365,2,,,,16.32,,ScoresAndOdds Best Odds,PTS,https://www.scoresandodds.com/wnba/props/points,11906990,,,,2026-06-16T20:23:38Z,live_current,current_roster_match
2026-06-16,Aliyah Boston,4432831,IND,TOR,THREES,0.5,-233,169,draftkings,draftkings,2,,,,0.99,,ScoresAndOdds Best Odds,THREES,https://www.scoresandodds.com/wnba/props/3-pointers,11906990,,,,2026-06-16T20:23:38Z,live_current,current_roster_match
2026-06-16,Caitlin Clark,4433403,IND,TOR,AST,8.5,-110,-112,draftkings,bet365,2,,,,9.48,,ScoresAndOdds Best Odds,AST,https://www.scoresandodds.com/wnba/props/assists,11906990,,,,2026-06-16T20:23:38Z,live_current,current_roster_match
2026-06-16,Caitlin Clark,4433403,IND,TOR,PRA,33.5,-110,-107,bet365,draftkings,2,,,,35.65,,ScoresAndOdds Best Odds,PRA,"https://www.scoresandodds.com/wnba/props/points,-rebounds,-&-assists",11906990,,,,2026-06-16T20:23:38Z,live_current,current_roster_match
2026-06-16,Caitlin Clark,4433403,IND,TOR,RA,13.5,105,-127,bet365,caesars,2,,,,13.98,,ScoresAndOdds Best Odds,RA,https://www.scoresandodds.com/wnba/props/rebounds-&-assists,11906990,,,,2026-06-16T20:23:38Z,live_current,current_roster_match
2026-06-16,Caitlin Clark,4433403,IND,TOR,REB,4.5,-110,-112,bet365,draftkings,2,,,,4.5,,ScoresAndOdds Best Odds,REB,https://www.scoresandodds.com/wnba/props/rebounds,11906990,,,,2026-06-16T20:23:38Z,live_current,current_roster_match
2026-06-16,Caitlin Clark,4433403,IND,TOR,THREES,2.5,-114,-110,fanduel,bet365,2,,,,2.57,,ScoresAndOdds Best Odds,THREES,https://www.scoresandodds.com/wnba/props/3-pointers,11906990,,,,2026-06-16T20:23:38Z,live_current,current_roster_match
2026-06-16,Kelsey Mitchell,3142191,IND,TOR,AST,2.5,,100,,bet365,1,,,,2.6,,ScoresAndOdds Best Odds,AST,https://www.scoresandodds.com/wnba/props/assists,11906990,,,,2026-06-16T20:23:38Z,live_current,current_roster_match
2026-06-16,Kelsey Mitchell,3142191,IND,TOR,PA,22.5,-106,-105,fanduel,bet365,2,,,,23.04,,ScoresAndOdds Best Odds,PA,https://www.scoresandodds.com/wnba/props/points-&-assists,11906990,,,,2026-06-16T20:23:38Z,live_current,current_roster_match
2026-06-16,Kelsey Mitchell,3142191,IND,TOR,PR,21.5,-115,-106,bet365,draftkings,2,,,,22.39,,ScoresAndOdds Best Odds,PR,https://www.scoresandodds.com/wnba/props/points-&-rebounds,11906990,,,,2026-06-16T20:23:38Z,live_current,current_roster_match
2026-06-16,Kelsey Mitchell,3142191,IND,TOR,PRA,24.5,-108,-110,fanduel,draftkings,2,,,,24.99,,ScoresAndOdds Best Odds,PRA,"https://www.scoresandodds.com/wnba/props/points,-rebounds,-&-assists",11906990,,,,2026-06-16T20:23:38Z,live_current,current_roster_match
2026-06-16,Kelsey Mitchell,3142191,IND,TOR,PTS,19.5,-110,-110,fanduel,bet365,2,,,,20.44,,ScoresAndOdds Best Odds,PTS,https://www.scoresandodds.com/wnba/props/points,11906990,,,,2026-06-16T20:23:38Z,live_current,current_roster_match
2026-06-16,Kelsey Mitchell,3142191,IND,TOR,RA,4.5,100,-125,bet365,bet365,2,,,,4.55,,ScoresAndOdds Best Odds,RA,https://www.scoresandodds.com/wnba/props/rebounds-&-assists,11906990,,,,2026-06-16T20:23:38Z,live_current,current_roster_match
2026-06-16,Kelsey Mitchell,3142191,IND,TOR,REB,2.5,,-190,,bet365,1,,,,1.95,,ScoresAndOdds Best Odds,REB,https://www.scoresandodds.com/wnba/props/rebounds,11906990,,,,2026-06-16T20:23:38Z,live_current,current_roster_match
2026-06-16,Lexie Hull,4398829,IND,TOR,PR,10.5,-130,102,bet365,bet365,2,,,,10.86,,ScoresAndOdds Best Odds,PR,https://www.scoresandodds.com/wnba/props/points-&-rebounds,11906990,,,,2026-06-16T20:23:38Z,live_current,current_roster_match
2026-06-16,Lexie Hull,4398829,IND,TOR,PTS,7.5,110,-140,bet365,bet365,2,,,,6.83,,ScoresAndOdds Best Odds,PTS,https://www.scoresandodds.com/wnba/props/points,11906990,,,,2026-06-16T20:23:38Z,live_current,current_roster_match
2026-06-16,Lexie Hull,4398829,IND,TOR,REB,3.5,-150,122,bet365,fanduel,2,,,,4.03,,ScoresAndOdds Best Odds,REB,https://www.scoresandodds.com/wnba/props/rebounds,11906990,,,,2026-06-16T20:23:38Z,live_current,current_roster_match
2026-06-16,Monique Billings,3142255,IND,TOR,PR,10.5,-125,100,bet365,bet365,2,,,,11.06,,ScoresAndOdds Best Odds,PR,https://www.scoresandodds.com/wnba/props/points-&-rebounds,11906990,,,,2026-06-16T20:23:38Z,live_current,current_roster_match
2026-06-16,Monique Billings,3142255,IND,TOR,PTS,5.5,-120,-105,bet365,bet365,2,,,,5.93,,ScoresAndOdds Best Odds,PTS,https://www.scoresandodds.com/wnba/props/points,11906990,,,,2026-06-16T20:23:38Z,live_current,current_roster_match
2026-06-16,Monique Billings,3142255,IND,TOR,REB,4.5,-130,110,bet365,caesars,2,,,,5.13,,ScoresAndOdds Best Odds,REB,https://www.scoresandodds.com/wnba/props/rebounds,11906990,,,,2026-06-16T20:23:38Z,live_current,current_roster_match
2026-06-16,Sophie Cunningham,3907781,IND,TOR,PR,10.5,-125,100,bet365,bet365,2,,,,10.32,,ScoresAndOdds Best Odds,PR,https://www.scoresandodds.com/wnba/props/points-&-rebounds,11906990,,,,2026-06-16T20:23:38Z,live_current,current_roster_match
2026-06-16,Sophie Cunningham,3907781,IND,TOR,PTS,7.5,-125,105,bet365,hardrock,2,,,,8.13,,ScoresAndOdds Best Odds,PTS,https://www.scoresandodds.com/wnba/props/points,11906990,,,,2026-06-16T20:23:38Z,live_current,current_roster_match
2026-06-16,Sophie Cunningham,3907781,IND,TOR,REB,2.5,-120,-105,bet365,bet365,2,,,,2.19,,ScoresAndOdds Best Odds,REB,https://www.scoresandodds.com/wnba/props/rebounds,11906990,,,,2026-06-16T20:23:38Z,live_current,current_roster_match
2026-06-16,Sophie Cunningham,3907781,IND,TOR,THREES,1.5,130,-158,bet365,draftkings,2,,,,1.45,,ScoresAndOdds Best Odds,THREES,https://www.scoresandodds.com/wnba/props/3-pointers,11906990,,,,2026-06-16T20:23:38Z,live_current,current_roster_match
2026-06-16,Brittney Sykes,2988756,TOR,IND,AST,3.5,140,-150,bet365,hardrock,2,,,,3.42,,ScoresAndOdds Best Odds,AST,https://www.scoresandodds.com/wnba/props/assists,11906990,,,,2026-06-16T20:23:38Z,live_current,current_roster_match
2026-06-16,Brittney Sykes,2988756,TOR,IND,REB,3.5,-147,122,draftkings,bet365,2,,,,3.88,,ScoresAndOdds Best Odds,REB,https://www.scoresandodds.com/wnba/props/rebounds,11906990,,,,2026-06-16T20:23:38Z,live_current,current_roster_match
2026-06-16,Brittney Sykes,2988756,TOR,IND,THREES,1.5,194,-235,fanduel,bet365,2,,,,1.24,,ScoresAndOdds Best Odds,THREES,https://www.scoresandodds.com/wnba/props/3-pointers,11906990,,,,2026-06-16T20:23:38Z,live_current,current_roster_match
2026-06-16,Isabelle Harrison,2566453,TOR,IND,AST,2.5,140,-180,bet365,bet365,2,,,,2.45,,ScoresAndOdds Best Odds,AST,https://www.scoresandodds.com/wnba/props/assists,11906990,,,,2026-06-16T20:23:38Z,live_current,current_roster_match
2026-06-16,Isabelle Harrison,2566453,TOR,IND,PA,12.5,-112,-112,bet365,bet365,2,,,,13.72,,ScoresAndOdds Best Odds,PA,https://www.scoresandodds.com/wnba/props/points-&-assists,11906990,,,,2026-06-16T20:23:38Z,live_current,current_roster_match
2026-06-16,Isabelle Harrison,2566453,TOR,IND,PRA,18.5,100,-112,bet365,fanduel,2,,,,19.03,,ScoresAndOdds Best Odds,PRA,"https://www.scoresandodds.com/wnba/props/points,-rebounds,-&-assists",11906990,,,,2026-06-16T20:23:38Z,live_current,current_roster_match
2026-06-16,Isabelle Harrison,2566453,TOR,IND,REB,5.5,110,-140,bet365,bet365,2,,,,5.31,,ScoresAndOdds Best Odds,REB,https://www.scoresandodds.com/wnba/props/rebounds,11906990,,,,2026-06-16T20:23:38Z,live_current,current_roster_match
2026-06-16,Julie Allemand,4001679,TOR,IND,AST,3.5,-150,120,bet365,bet365,2,,,,3.95,,ScoresAndOdds Best Odds,AST,https://www.scoresandodds.com/wnba/props/assists,11906990,,,,2026-06-16T20:23:38Z,live_current,current_roster_match
2026-06-16,Julie Allemand,4001679,TOR,IND,PA,10.5,-110,-115,bet365,bet365,2,,,,10.29,,ScoresAndOdds Best Odds,PA,https://www.scoresandodds.com/wnba/props/points-&-assists,11906990,,,,2026-06-16T20:23:38Z,live_current,current_roster_match
2026-06-16,Julie Allemand,4001679,TOR,IND,PR,9.5,-105,-115,bet365,draftkings,2,,,,9.56,,ScoresAndOdds Best Odds,PR,https://www.scoresandodds.com/wnba/props/points-&-rebounds,11906990,,,,2026-06-16T20:23:38Z,live_current,current_roster_match
2026-06-16,Julie Allemand,4001679,TOR,IND,PRA,14.5,110,-140,bet365,bet365,2,,,,13.51,,ScoresAndOdds Best Odds,PRA,"https://www.scoresandodds.com/wnba/props/points,-rebounds,-&-assists",11906990,,,,2026-06-16T20:23:38Z,live_current,current_roster_match
