game_date,player,player_id,team_abbr,opponent_abbr,market,line,over_odds,under_odds,sportsbook_count,game_total,spread,source_pick,source_projection,source_odds,source_book,source_market,source_url,source_away_abbr,source_home_abbr,game_time_et,line_last_updated,source_status,team_resolution_status
2026-05-13,Kamilla Cardoso,4433405,CHI,GS,PTS,13.5,-113,,1,166.5,5.5,OVER,15.2,-113,FanDuel,Points,https://www.sportsgrid.com/wnba/game/chicago-sky-golden-state-valkyries-scores-odds-picks-props-may-13-2026/79bfa96e-eb0a-419f-927a-e0ddb477190b,CHI,GS,10:00 PM,2026-05-13T21:00:48Z,live_current,source_game_match
2026-05-13,Skylar Diggins,2491205,CHI,GS,THREES,1.5,152,,1,166.5,5.5,OVER,2.1,152,FanDuel,3 Point FG Made,https://www.sportsgrid.com/wnba/game/chicago-sky-golden-state-valkyries-scores-odds-picks-props-may-13-2026/79bfa96e-eb0a-419f-927a-e0ddb477190b,CHI,GS,10:00 PM,2026-05-13T21:00:48Z,live_current,source_game_match
2026-05-13,Gabby Williams,3142328,GS,CHI,PA,18.5,,-132,1,166.5,5.5,UNDER,14.8,-132,FanDuel,Pts + Ast,https://www.sportsgrid.com/wnba/game/chicago-sky-golden-state-valkyries-scores-odds-picks-props-may-13-2026/79bfa96e-eb0a-419f-927a-e0ddb477190b,CHI,GS,10:00 PM,2026-05-13T21:00:48Z,live_current,source_game_match
2026-05-13,Caitlin Clark,4433403,IND,LA,PTS,19.5,,-122,1,185.5,1.5,UNDER,15.4,-122,FanDuel,Points,https://www.sportsgrid.com/wnba/game/indiana-fever-los-angeles-sparks-scores-odds-picks-props-may-13-2026/05cf6fda-699a-45d1-8797-d2edd2f0628d,IND,LA,10:30 PM,2026-05-13T21:00:48Z,live_current,source_game_match
2026-05-13,Caitlin Clark,4433403,IND,LA,THREES,2.5,,122,1,185.5,1.5,UNDER,1.6,122,FanDuel,3 Point FG Made,https://www.sportsgrid.com/wnba/game/indiana-fever-los-angeles-sparks-scores-odds-picks-props-may-13-2026/05cf6fda-699a-45d1-8797-d2edd2f0628d,IND,LA,10:30 PM,2026-05-13T21:00:48Z,live_current,source_game_match
2026-05-13,Ariel Atkins,3146151,LA,IND,THREES,1.5,,-140,1,185.5,1.5,UNDER,0.8,-140,FanDuel,3 Point FG Made,https://www.sportsgrid.com/wnba/game/indiana-fever-los-angeles-sparks-scores-odds-picks-props-may-13-2026/05cf6fda-699a-45d1-8797-d2edd2f0628d,IND,LA,10:30 PM,2026-05-13T21:00:48Z,live_current,source_game_match
2026-05-13,Brittney Sykes,2988756,TOR,SEA,PTS,16.5,,-125,1,167.5,2.5,UNDER,9.8,-125,FanDuel,Points,https://www.sportsgrid.com/wnba/game/seattle-storm-toronto-tempo-scores-odds-picks-props-may-13-2026/a7a9ef36-d9b0-4f90-a48a-b9963368ab81,SEA,TOR,7:00 PM,2026-05-13T21:00:48Z,live_current,source_game_match
2026-05-13,Nyara Sabally,4398768,TOR,SEA,PTS,9.5,,-128,1,167.5,2.5,UNDER,3.7,-128,FanDuel,Points,https://www.sportsgrid.com/wnba/game/seattle-storm-toronto-tempo-scores-odds-picks-props-may-13-2026/a7a9ef36-d9b0-4f90-a48a-b9963368ab81,SEA,TOR,7:00 PM,2026-05-13T21:00:48Z,live_current,source_game_match
2026-05-13,Nyara Sabally,4398768,TOR,SEA,REB,6.5,,-144,1,167.5,2.5,UNDER,3.4,-144,FanDuel,Rebounds,https://www.sportsgrid.com/wnba/game/seattle-storm-toronto-tempo-scores-odds-picks-props-may-13-2026/a7a9ef36-d9b0-4f90-a48a-b9963368ab81,SEA,TOR,7:00 PM,2026-05-13T21:00:48Z,live_current,source_game_match
2026-05-13,A'ja Wilson,3149391,LV,CON,REB,10.5,,-154,1,172.5,14.5,UNDER,7.9,-154,FanDuel,Rebounds,https://www.sportsgrid.com/wnba/game/las-vegas-aces-connecticut-sun-scores-odds-picks-props-may-13-2026/cbd2d782-481d-4ee9-8fbc-73f0387d8af2,LV,CON,8:00 PM,2026-05-13T21:00:48Z,live_current,source_game_match
2026-05-13,Jackie Young,4065870,LV,CON,THREES,2.5,,-180,1,172.5,14.5,UNDER,1.4,-180,FanDuel,3 Point FG Made,https://www.sportsgrid.com/wnba/game/las-vegas-aces-connecticut-sun-scores-odds-picks-props-may-13-2026/cbd2d782-481d-4ee9-8fbc-73f0387d8af2,LV,CON,8:00 PM,2026-05-13T21:00:48Z,live_current,source_game_match
2026-05-13,Jewell Loyd,2987869,LV,CON,PTS,9.5,,-118,1,172.5,14.5,UNDER,6.5,-118,FanDuel,Points,https://www.sportsgrid.com/wnba/game/las-vegas-aces-connecticut-sun-scores-odds-picks-props-may-13-2026/cbd2d782-481d-4ee9-8fbc-73f0387d8af2,LV,CON,8:00 PM,2026-05-13T21:00:48Z,live_current,source_game_match
