game_date,player,player_id,team_abbr,opponent_abbr,market,line,over_odds,under_odds,sportsbook_count,game_total,spread,source_pick,source_projection,source_odds,source_book,source_market,source_url,source_away_abbr,source_home_abbr,game_time_et,line_last_updated,source_status,team_resolution_status
2026-08-07,Allisha Gray,3058901,ATL,WSH,PTS,17.5,-120,,1,170.5,5.5,OVER,19.9,-120,FanDuel,Points,https://www.sportsgrid.com/wnba/game/atlanta-dream-washington-mystics-scores-odds-picks-props-august-07-2026/9b694d7f-dbdf-46b9-9203-36b6600fc823,ATL,WSH,7:30 PM,2026-08-07T20:05:19Z,live_current,source_game_match
2026-08-07,Angel Reese,4433402,ATL,WSH,PA,17.5,-120,,1,170.5,5.5,OVER,21.1,-120,FanDuel,Pts + Ast,https://www.sportsgrid.com/wnba/game/atlanta-dream-washington-mystics-scores-odds-picks-props-august-07-2026/9b694d7f-dbdf-46b9-9203-36b6600fc823,ATL,WSH,7:30 PM,2026-08-07T20:05:19Z,live_current,source_game_match
2026-08-07,Angel Reese,4433402,ATL,WSH,PTS,15.5,-104,,1,170.5,5.5,OVER,18.4,-104,FanDuel,Points,https://www.sportsgrid.com/wnba/game/atlanta-dream-washington-mystics-scores-odds-picks-props-august-07-2026/9b694d7f-dbdf-46b9-9203-36b6600fc823,ATL,WSH,7:30 PM,2026-08-07T20:05:19Z,live_current,source_game_match
2026-08-07,Kahleah Copper,2998938,PHX,CON,PA,23.5,,-128,1,173.5,5.5,UNDER,19.2,-128,FanDuel,Pts + Ast,https://www.sportsgrid.com/wnba/game/phoenix-mercury-connecticut-sun-scores-odds-picks-props-august-07-2026/c3d29a91-8c5c-40fa-9788-d7122386a032,PHX,CON,7:30 PM,2026-08-07T20:05:19Z,live_current,source_game_match
2026-08-07,Kahleah Copper,2998938,PHX,CON,PTS,20.5,,100,1,173.5,5.5,UNDER,16.9,100,FanDuel,Points,https://www.sportsgrid.com/wnba/game/phoenix-mercury-connecticut-sun-scores-odds-picks-props-august-07-2026/c3d29a91-8c5c-40fa-9788-d7122386a032,PHX,CON,7:30 PM,2026-08-07T20:05:19Z,live_current,source_game_match
2026-08-07,Kahleah Copper,2998938,PHX,CON,THREES,2.5,,-210,1,173.5,5.5,UNDER,1.2,-210,FanDuel,3 Point FG Made,https://www.sportsgrid.com/wnba/game/phoenix-mercury-connecticut-sun-scores-odds-picks-props-august-07-2026/c3d29a91-8c5c-40fa-9788-d7122386a032,PHX,CON,7:30 PM,2026-08-07T20:05:19Z,live_current,source_game_match
2026-08-07,Kayla Thornton,2529622,GS,DAL,PR,12.5,,-106,1,161.5,1.5,UNDER,9.4,-106,FanDuel,Pts + Reb,https://www.sportsgrid.com/wnba/game/golden-state-valkyries-dallas-wings-scores-odds-picks-props-august-07-2026/e3b278f1-c3ea-45fb-b24f-40d1d71ac877,GS,DAL,9:30 PM,2026-08-07T16:15:11Z,preserved_same_day,source_game_match
2026-08-07,Kayla Thornton,2529622,GS,DAL,PTS,8.5,,-140,1,161.5,1.5,UNDER,5.9,-140,FanDuel,Points,https://www.sportsgrid.com/wnba/game/golden-state-valkyries-dallas-wings-scores-odds-picks-props-august-07-2026/e3b278f1-c3ea-45fb-b24f-40d1d71ac877,GS,DAL,9:30 PM,2026-08-07T20:05:19Z,live_current,source_game_match
2026-08-07,Veronica Burton,4398935,GS,DAL,PA,18.5,,-114,1,161.5,1.5,UNDER,15.5,-114,FanDuel,Pts + Ast,https://www.sportsgrid.com/wnba/game/golden-state-valkyries-dallas-wings-scores-odds-picks-props-august-07-2026/e3b278f1-c3ea-45fb-b24f-40d1d71ac877,GS,DAL,9:30 PM,2026-08-07T20:05:19Z,live_current,source_game_match
2026-08-07,Veronica Burton,4398935,GS,DAL,PTS,11.5,,-102,1,161.5,1.5,UNDER,8.8,-102,FanDuel,Points,https://www.sportsgrid.com/wnba/game/golden-state-valkyries-dallas-wings-scores-odds-picks-props-august-07-2026/e3b278f1-c3ea-45fb-b24f-40d1d71ac877,GS,DAL,9:30 PM,2026-08-07T16:15:11Z,preserved_same_day,source_game_match
2026-08-07,Veronica Burton,4398935,GS,DAL,PTS,12.5,,-128,1,161.5,1.5,UNDER,8.8,-128,FanDuel,Points,https://www.sportsgrid.com/wnba/game/golden-state-valkyries-dallas-wings-scores-odds-picks-props-august-07-2026/e3b278f1-c3ea-45fb-b24f-40d1d71ac877,GS,DAL,9:30 PM,2026-08-07T20:05:19Z,live_current,source_game_match
