game_date,player,player_id,team_abbr,opponent_abbr,market,line,over_odds,under_odds,sportsbook_count,source_projection,source_book,source_market,source_url,source_event_id,line_last_updated
2026-05-09,Kayla McBride,2529205,MIN,ATL,THREES,2.5,124,-145,2,2.12,ScoresAndOdds Best Odds,THREES,https://www.scoresandodds.com/wnba/props/3-pointers,11906040,2026-05-09T16:13:36Z
2026-05-09,Bridget Carleton,3906972,POR,CHI,THREES,1.5,-195,155,2,1.79,ScoresAndOdds Best Odds,THREES,https://www.scoresandodds.com/wnba/props/3-pointers,11905810,2026-05-09T16:13:36Z
2026-05-09,Kahleah Copper,2998938,PHX,LV,THREES,1.5,-155,140,2,1.55,ScoresAndOdds Best Odds,THREES,https://www.scoresandodds.com/wnba/props/3-pointers,11905780,2026-05-09T16:13:36Z
2026-05-09,Allisha Gray,3058901,ATL,MIN,THREES,1.5,-165,130,2,1.7,ScoresAndOdds Best Odds,THREES,https://www.scoresandodds.com/wnba/props/3-pointers,11906040,2026-05-09T16:13:36Z
2026-05-09,Jackie Young,4065870,LV,PHX,THREES,1.5,-160,130,2,1.8,ScoresAndOdds Best Odds,THREES,https://www.scoresandodds.com/wnba/props/3-pointers,11905780,2026-05-09T16:13:36Z
2026-05-09,Azzi Fudd,4433790,DAL,IND,THREES,1.5,-106,100,2,1.88,ScoresAndOdds Best Odds,THREES,https://www.scoresandodds.com/wnba/props/3-pointers,11905710,2026-05-09T16:13:36Z
2026-05-09,DeWanna Bonner,869,PHX,LV,THREES,1.5,-125,100,2,1.37,ScoresAndOdds Best Odds,THREES,https://www.scoresandodds.com/wnba/props/3-pointers,11905780,2026-05-09T16:13:36Z
2026-05-09,Luisa Geiselsoder,4682797,POR,CHI,THREES,1.5,-112,-112,2,1.47,ScoresAndOdds Best Odds,THREES,https://www.scoresandodds.com/wnba/props/3-pointers,11905810,2026-05-09T16:13:36Z
2026-05-09,Paige Bueckers,4433730,DAL,IND,THREES,1.5,104,-120,2,1.24,ScoresAndOdds Best Odds,THREES,https://www.scoresandodds.com/wnba/props/3-pointers,11905710,2026-05-09T16:13:36Z
2026-05-09,Naz Hillmon,4398915,ATL,MIN,THREES,1.5,148,-130,2,1.32,ScoresAndOdds Best Odds,THREES,https://www.scoresandodds.com/wnba/props/3-pointers,11906040,2026-05-09T16:13:36Z
2026-05-09,Skylar Diggins,2491205,CHI,POR,THREES,1.5,110,-135,2,1.47,ScoresAndOdds Best Odds,THREES,https://www.scoresandodds.com/wnba/props/3-pointers,11905810,2026-05-09T16:13:36Z
2026-05-09,Rickea Jackson,4433630,CHI,POR,THREES,1.5,105,-125,2,1.42,ScoresAndOdds Best Odds,THREES,https://www.scoresandodds.com/wnba/props/3-pointers,11905810,2026-05-09T16:13:36Z
2026-05-09,Chelsea Gray,2529122,LV,PHX,THREES,1.5,110,-120,2,1.47,ScoresAndOdds Best Odds,THREES,https://www.scoresandodds.com/wnba/props/3-pointers,11905780,2026-05-09T16:13:36Z
2026-05-09,Sophie Cunningham,3907781,IND,DAL,THREES,1.5,110,-140,2,1.76,ScoresAndOdds Best Odds,THREES,https://www.scoresandodds.com/wnba/props/3-pointers,11905710,2026-05-09T16:13:36Z
2026-05-09,Olivia Miles,4433791,MIN,ATL,THREES,1.5,114,-135,2,1.16,ScoresAndOdds Best Odds,THREES,https://www.scoresandodds.com/wnba/props/3-pointers,11906040,2026-05-09T16:13:36Z
2026-05-09,Alanna Smith,3913881,DAL,IND,THREES,1.5,140,-166,2,1.16,ScoresAndOdds Best Odds,THREES,https://www.scoresandodds.com/wnba/props/3-pointers,11905710,2026-05-09T16:13:36Z
2026-05-09,Courtney Williams,2987891,MIN,ATL,THREES,1.5,140,-180,2,1.11,ScoresAndOdds Best Odds,THREES,https://www.scoresandodds.com/wnba/props/3-pointers,11906040,2026-05-09T16:13:36Z
2026-05-09,Nia Coffey,3054590,MIN,ATL,THREES,0.5,-210,160,2,0.72,ScoresAndOdds Best Odds,THREES,https://www.scoresandodds.com/wnba/props/3-pointers,11906040,2026-05-09T16:13:36Z
2026-05-09,Maddy Siegrist,4399415,DAL,IND,THREES,0.5,-209,160,2,0.88,ScoresAndOdds Best Odds,THREES,https://www.scoresandodds.com/wnba/props/3-pointers,11905710,2026-05-09T16:13:36Z
2026-05-09,Jordin Canada,3142250,ATL,MIN,THREES,0.5,-200,155,2,0.6,ScoresAndOdds Best Odds,THREES,https://www.scoresandodds.com/wnba/props/3-pointers,11906040,2026-05-09T16:13:36Z
2026-05-09,Carla Leite,5208982,POR,CHI,THREES,0.5,-170,135,2,0.6,ScoresAndOdds Best Odds,THREES,https://www.scoresandodds.com/wnba/props/3-pointers,11905810,2026-05-09T16:13:36Z
2026-05-09,Haley Jones,4595910,POR,CHI,THREES,0.5,-170,135,2,0.52,ScoresAndOdds Best Odds,THREES,https://www.scoresandodds.com/wnba/props/3-pointers,11905810,2026-05-09T16:13:36Z
2026-05-09,Myisha Hines-Allen,3142055,IND,DAL,THREES,0.5,-140,110,2,0.56,ScoresAndOdds Best Odds,THREES,https://www.scoresandodds.com/wnba/props/3-pointers,11905710,2026-05-09T16:13:36Z
2026-05-09,A'ja Wilson,3149391,LV,PHX,THREES,0.5,-135,105,2,0.57,ScoresAndOdds Best Odds,THREES,https://www.scoresandodds.com/wnba/props/3-pointers,11905780,2026-05-09T16:13:36Z
2026-05-09,Natasha Howard,2529130,MIN,ATL,THREES,0.5,200,-270,2,0.24,ScoresAndOdds Best Odds,THREES,https://www.scoresandodds.com/wnba/props/3-pointers,11906040,2026-05-09T16:13:36Z
2026-05-09,Angel Reese,4433402,ATL,MIN,THREES,0.5,210,-280,2,0.22,ScoresAndOdds Best Odds,THREES,https://www.scoresandodds.com/wnba/props/3-pointers,11906040,2026-05-09T16:13:36Z
2026-05-09,Aliyah Boston,4432831,IND,DAL,THREES,0.5,260,-360,2,0.21,ScoresAndOdds Best Odds,THREES,https://www.scoresandodds.com/wnba/props/3-pointers,11905710,2026-05-09T16:13:36Z
