game_date,player,player_id,team_abbr,opponent_abbr,market,line,over_odds,under_odds,over_book,under_book,sportsbook_count,game_total,spread,source_pick,source_projection,source_odds,source_book,source_market,source_url,source_event_id,source_away_abbr,source_home_abbr,game_time_et,line_last_updated,source_status,team_resolution_status
2026-05-28,Caitlin Clark,4433403,IND,GS,PA,28.5,,-108,,,1,167.5,1.5,UNDER,25.8,-108,FanDuel,Pts + Ast,https://www.sportsgrid.com/wnba/game/indiana-fever-golden-state-valkyries-scores-odds-picks-props-may-28-2026/ded2b90b-f869-4a9b-8c05-84fac5c07288,,IND,GS,10:00 PM,2026-05-28T21:26:46Z,live_current,source_game_match
2026-05-28,Caitlin Clark,4433403,IND,GS,PR,24.5,,-112,,,1,167.5,1.5,UNDER,21.2,-112,FanDuel,Pts + Reb,https://www.sportsgrid.com/wnba/game/indiana-fever-golden-state-valkyries-scores-odds-picks-props-may-28-2026/ded2b90b-f869-4a9b-8c05-84fac5c07288,,IND,GS,10:00 PM,2026-05-28T21:26:46Z,live_current,source_game_match
2026-05-28,Caitlin Clark,4433403,IND,GS,PTS,20.5,,-130,,,1,167.5,1.5,UNDER,17.4,-130,FanDuel,Points,https://www.sportsgrid.com/wnba/game/indiana-fever-golden-state-valkyries-scores-odds-picks-props-may-28-2026/ded2b90b-f869-4a9b-8c05-84fac5c07288,,IND,GS,10:00 PM,2026-05-28T21:26:46Z,live_current,source_game_match
2026-05-28,Arike Ogunbowale,3904577,DAL,LV,THREES,1.5,-154,,,,1,177.5,4.5,OVER,2.5,-154,FanDuel,3 Point FG Made,https://www.sportsgrid.com/wnba/game/las-vegas-aces-dallas-wings-scores-odds-picks-props-may-28-2026/df8ba318-05b9-4160-acfb-685d6293221d,,LV,DAL,8:00 PM,2026-05-28T21:26:46Z,live_current,source_game_match
2026-05-28,NaLyssa Smith,4398776,LV,DAL,PR,14.5,-108,,,,1,177.5,4.5,OVER,17.5,-108,FanDuel,Pts + Reb,https://www.sportsgrid.com/wnba/game/las-vegas-aces-dallas-wings-scores-odds-picks-props-may-28-2026/df8ba318-05b9-4160-acfb-685d6293221d,,LV,DAL,8:00 PM,2026-05-28T21:26:46Z,live_current,source_game_match
2026-05-28,NaLyssa Smith,4398776,LV,DAL,PTS,8.5,-114,,,,1,177.5,4.5,OVER,10.6,-114,FanDuel,Points,https://www.sportsgrid.com/wnba/game/las-vegas-aces-dallas-wings-scores-odds-picks-props-may-28-2026/df8ba318-05b9-4160-acfb-685d6293221d,,LV,DAL,8:00 PM,2026-05-28T21:26:46Z,live_current,source_game_match
2026-05-28,Arike Ogunbowale,3904577,DAL,LV,PA,18.5,-105,-120,bet365,bet365,2,,,,19.16,,ScoresAndOdds Best Odds,PA,https://www.scoresandodds.com/wnba/props/points-&-assists,11906120,,,,2026-05-28T21:26:47Z,live_current,current_roster_match
2026-05-28,Arike Ogunbowale,3904577,DAL,LV,PR,17.5,-120,-105,bet365,bet365,2,,,,18.15,,ScoresAndOdds Best Odds,PR,https://www.scoresandodds.com/wnba/props/points-&-rebounds,11906120,,,,2026-05-28T21:26:47Z,live_current,current_roster_match
2026-05-28,Arike Ogunbowale,3904577,DAL,LV,RA,5.5,-105,-120,bet365,bet365,2,,,,6.07,,ScoresAndOdds Best Odds,RA,https://www.scoresandodds.com/wnba/props/rebounds-&-assists,11906120,,,,2026-05-28T21:26:47Z,live_current,current_roster_match
2026-05-28,Arike Ogunbowale,3904577,DAL,LV,REB,2.5,,-130,,bet365,1,,,,2.53,,ScoresAndOdds Best Odds,REB,https://www.scoresandodds.com/wnba/props/rebounds,11906120,,,,2026-05-28T21:26:47Z,live_current,current_roster_match
2026-05-28,Azzi Fudd,4433790,DAL,LV,PTS,11.5,-125,102,hardrock,bet365,2,,,,11.09,,ScoresAndOdds Best Odds,PTS,https://www.scoresandodds.com/wnba/props/points,11906120,,,,2026-05-28T21:26:47Z,live_current,current_roster_match
2026-05-28,Azzi Fudd,4433790,DAL,LV,THREES,1.5,-140,120,hardrock,bet365,2,,,,1.45,,ScoresAndOdds Best Odds,THREES,https://www.scoresandodds.com/wnba/props/3-pointers,11906120,,,,2026-05-28T21:26:47Z,live_current,current_roster_match
