game_date,player,player_id,team_abbr,opponent_abbr,market,line,over_odds,under_odds,sportsbook_count,game_total,spread,source_pick,source_projection,source_odds,source_book,source_market,source_url,source_away_abbr,source_home_abbr,game_time_et,line_last_updated,source_status,team_resolution_status
2026-07-22,Megan Gustafson,3934218,,,PTS,13.5,,-115,1,175.5,,UNDER,11.0,-115,FanDuel,Points,https://www.sportsgrid.com/wnba/game/dallas-wings-portland-fire-scores-odds-picks-props-july-22-2026/a21a3b98-bf27-4259-968c-4276aafd1689,DAL,POR,10:00 PM,2026-07-22T19:53:36Z,live_current,not_in_source_game
2026-07-22,Arike Ogunbowale,3904577,DAL,POR,PTS,16.5,,-120,1,175.5,5.5,UNDER,14.5,-120,FanDuel,Points,https://www.sportsgrid.com/wnba/game/dallas-wings-portland-fire-scores-odds-picks-props-july-22-2026/a21a3b98-bf27-4259-968c-4276aafd1689,DAL,POR,10:00 PM,2026-07-22T19:53:36Z,live_current,source_game_match
2026-07-22,Arike Ogunbowale,3904577,DAL,POR,THREES,1.5,,120,1,175.5,5.5,UNDER,1.1,120,FanDuel,3 Point FG Made,https://www.sportsgrid.com/wnba/game/dallas-wings-portland-fire-scores-odds-picks-props-july-22-2026/a21a3b98-bf27-4259-968c-4276aafd1689,DAL,POR,10:00 PM,2026-07-22T19:53:36Z,live_current,source_game_match
2026-07-22,Ariel Atkins,3146151,LA,PHX,PTS,10.5,,-110,1,176.5,1.5,UNDER,8.7,-110,FanDuel,Points,https://www.sportsgrid.com/wnba/game/phoenix-mercury-los-angeles-sparks-scores-odds-picks-props-july-22-2026/198d5a86-b4c5-4442-980b-7257e81b7124,PHX,LA,3:00 PM,2026-07-22T15:55:38Z,preserved_same_day,source_game_match
2026-07-22,Cameron Brink,4433404,LA,PHX,PTS,8.5,,-125,1,176.5,1.5,UNDER,6.6,-125,FanDuel,Points,https://www.sportsgrid.com/wnba/game/phoenix-mercury-los-angeles-sparks-scores-odds-picks-props-july-22-2026/198d5a86-b4c5-4442-980b-7257e81b7124,PHX,LA,3:00 PM,2026-07-22T15:55:38Z,preserved_same_day,source_game_match
2026-07-22,Rae Burrell,4398764,LA,PHX,PTS,14.5,,-106,1,176.5,1.5,UNDER,11.1,-106,FanDuel,Points,https://www.sportsgrid.com/wnba/game/phoenix-mercury-los-angeles-sparks-scores-odds-picks-props-july-22-2026/198d5a86-b4c5-4442-980b-7257e81b7124,PHX,LA,3:00 PM,2026-07-22T15:55:38Z,preserved_same_day,source_game_match
2026-07-22,Napheesa Collier,3917450,MIN,SEA,PR,18.5,-112,,1,178.5,10.5,OVER,22.5,-112,FanDuel,Pts + Reb,https://www.sportsgrid.com/wnba/game/minnesota-lynx-seattle-storm-scores-odds-picks-props-july-22-2026/6102e973-464c-4350-8482-69a45f7238c6,MIN,SEA,3:00 PM,2026-07-22T15:55:38Z,preserved_same_day,source_game_match
2026-07-22,Napheesa Collier,3917450,MIN,SEA,PTS,13.5,-110,,1,178.5,10.5,OVER,16.7,-110,FanDuel,Points,https://www.sportsgrid.com/wnba/game/minnesota-lynx-seattle-storm-scores-odds-picks-props-july-22-2026/6102e973-464c-4350-8482-69a45f7238c6,MIN,SEA,3:00 PM,2026-07-22T15:55:38Z,preserved_same_day,source_game_match
2026-07-22,Natisha Hiedeman,3906753,SEA,MIN,THREES,1.5,,154,1,178.5,10.5,UNDER,0.9,154,FanDuel,3 Point FG Made,https://www.sportsgrid.com/wnba/game/minnesota-lynx-seattle-storm-scores-odds-picks-props-july-22-2026/6102e973-464c-4350-8482-69a45f7238c6,MIN,SEA,3:00 PM,2026-07-22T15:55:38Z,preserved_same_day,source_game_match
2026-07-22,Azura Stevens,3142010,CHI,NY,REB,6.5,-152,,1,178.5,7.5,OVER,9.1,-152,FanDuel,Rebounds,https://www.sportsgrid.com/wnba/game/chicago-sky-new-york-liberty-scores-odds-picks-props-july-22-2026/c7da0932-1d82-4841-ab89-f21612108b2f,CHI,NY,7:00 PM,2026-07-22T19:53:36Z,live_current,source_game_match
2026-07-22,Jonquel Jones,2999101,NY,CHI,PA,16.5,,-125,1,178.5,7.5,UNDER,13.1,-125,FanDuel,Pts + Ast,https://www.sportsgrid.com/wnba/game/chicago-sky-new-york-liberty-scores-odds-picks-props-july-22-2026/c7da0932-1d82-4841-ab89-f21612108b2f,CHI,NY,7:00 PM,2026-07-22T19:53:36Z,live_current,source_game_match
2026-07-22,Jonquel Jones,2999101,NY,CHI,PTS,14.5,,-130,1,178.5,7.5,UNDER,11.5,-130,FanDuel,Points,https://www.sportsgrid.com/wnba/game/chicago-sky-new-york-liberty-scores-odds-picks-props-july-22-2026/c7da0932-1d82-4841-ab89-f21612108b2f,CHI,NY,7:00 PM,2026-07-22T19:53:36Z,live_current,source_game_match
2026-07-22,A'ja Wilson,3149391,LV,WSH,PA,26.5,,-120,1,164.5,6.5,UNDER,23.3,-120,FanDuel,Pts + Ast,https://www.sportsgrid.com/wnba/game/las-vegas-aces-washington-mystics-scores-odds-picks-props-july-22-2026/7c10d497-21c5-4869-8525-46da69c4c830,LV,WSH,7:30 PM,2026-07-22T19:53:36Z,live_current,source_game_match
2026-07-22,A'ja Wilson,3149391,LV,WSH,PR,33.5,,-114,1,164.5,6.5,UNDER,29.6,-114,FanDuel,Pts + Reb,https://www.sportsgrid.com/wnba/game/las-vegas-aces-washington-mystics-scores-odds-picks-props-july-22-2026/7c10d497-21c5-4869-8525-46da69c4c830,LV,WSH,7:30 PM,2026-07-22T19:53:36Z,live_current,source_game_match
2026-07-22,A'ja Wilson,3149391,LV,WSH,PTS,23.5,,-113,1,164.5,6.5,UNDER,21.1,-113,FanDuel,Points,https://www.sportsgrid.com/wnba/game/las-vegas-aces-washington-mystics-scores-odds-picks-props-july-22-2026/7c10d497-21c5-4869-8525-46da69c4c830,LV,WSH,7:30 PM,2026-07-22T19:53:36Z,live_current,source_game_match
2026-07-22,Aliyah Boston,4432831,IND,CON,PA,17.5,,-114,1,178.5,10.5,UNDER,14.6,-114,FanDuel,Pts + Ast,https://www.sportsgrid.com/wnba/game/connecticut-sun-indiana-fever-scores-odds-picks-props-july-22-2026/6082e189-fb90-466b-8ed4-3126d677823d,CON,IND,8:00 PM,2026-07-22T19:53:36Z,live_current,source_game_match
2026-07-22,Aliyah Boston,4432831,IND,CON,PTS,14.5,,-120,1,178.5,10.5,UNDER,12.6,-120,FanDuel,Points,https://www.sportsgrid.com/wnba/game/connecticut-sun-indiana-fever-scores-odds-picks-props-july-22-2026/6082e189-fb90-466b-8ed4-3126d677823d,CON,IND,8:00 PM,2026-07-22T19:53:36Z,live_current,source_game_match
2026-07-22,Aliyah Boston,4432831,IND,CON,REB,7.5,100,,1,178.5,10.5,OVER,9.3,100,FanDuel,Rebounds,https://www.sportsgrid.com/wnba/game/connecticut-sun-indiana-fever-scores-odds-picks-props-july-22-2026/6082e189-fb90-466b-8ed4-3126d677823d,CON,IND,8:00 PM,2026-07-22T15:55:38Z,preserved_same_day,source_game_match
2026-07-22,Kelsey Mitchell,3142191,IND,CON,THREES,2.5,,120,1,178.5,10.5,UNDER,2.0,120,FanDuel,3 Point FG Made,https://www.sportsgrid.com/wnba/game/connecticut-sun-indiana-fever-scores-odds-picks-props-july-22-2026/6082e189-fb90-466b-8ed4-3126d677823d,CON,IND,8:00 PM,2026-07-22T19:53:36Z,live_current,source_game_match
