game_date,player,player_id,team_abbr,opponent_abbr,market,line,over_odds,under_odds,sportsbook_count,game_total,spread,source_pick,source_projection,source_odds,source_book,source_market,source_url,source_away_abbr,source_home_abbr,game_time_et,line_last_updated,source_status,team_resolution_status
2026-07-30,A'ja Wilson,3149391,LV,NY,PR,35.5,-125,,1,181.5,4.5,OVER,38.9,-125,FanDuel,Pts + Reb,https://www.sportsgrid.com/wnba/game/new-york-liberty-las-vegas-aces-scores-odds-picks-props-july-30-2026/198540f9-4050-4537-b378-78643a518d4e,NY,LV,10:00 PM,2026-07-30T19:56:43Z,live_current,source_game_match
2026-07-30,Jackie Young,4065870,LV,NY,PA,25.5,,-114,1,181.5,4.5,UNDER,22.5,-114,FanDuel,Pts + Ast,https://www.sportsgrid.com/wnba/game/new-york-liberty-las-vegas-aces-scores-odds-picks-props-july-30-2026/198540f9-4050-4537-b378-78643a518d4e,NY,LV,10:00 PM,2026-07-30T19:56:43Z,live_current,source_game_match
2026-07-30,Jackie Young,4065870,LV,NY,PTS,18.5,,-108,1,182.5,5.5,UNDER,16.6,-108,FanDuel,Points,https://www.sportsgrid.com/wnba/game/new-york-liberty-las-vegas-aces-scores-odds-picks-props-july-30-2026/198540f9-4050-4537-b378-78643a518d4e,NY,LV,10:00 PM,2026-07-30T16:03:56Z,preserved_same_day,source_game_match
2026-07-30,NaLyssa Smith,4398776,LV,NY,PTS,10.5,-104,,1,181.5,4.5,OVER,12.2,-104,FanDuel,Points,https://www.sportsgrid.com/wnba/game/new-york-liberty-las-vegas-aces-scores-odds-picks-props-july-30-2026/198540f9-4050-4537-b378-78643a518d4e,NY,LV,10:00 PM,2026-07-30T19:56:43Z,live_current,source_game_match
2026-07-30,Kamilla Cardoso,4433405,CHI,CON,PA,17.5,,-110,1,175.5,4.5,UNDER,13.6,-110,FanDuel,Pts + Ast,https://www.sportsgrid.com/wnba/game/connecticut-sun-chicago-sky-scores-odds-picks-props-july-30-2026/167ea267-f9e5-45a4-912f-322c8cb3da26,CON,CHI,8:00 PM,2026-07-30T19:56:43Z,live_current,source_game_match
2026-07-30,Kamilla Cardoso,4433405,CHI,CON,PR,24.5,,-125,1,175.5,4.5,UNDER,19.4,-125,FanDuel,Pts + Reb,https://www.sportsgrid.com/wnba/game/connecticut-sun-chicago-sky-scores-odds-picks-props-july-30-2026/167ea267-f9e5-45a4-912f-322c8cb3da26,CON,CHI,8:00 PM,2026-07-30T19:56:43Z,live_current,source_game_match
2026-07-30,Kamilla Cardoso,4433405,CHI,CON,PTS,15.5,,-122,1,175.5,4.5,UNDER,11.4,-122,FanDuel,Points,https://www.sportsgrid.com/wnba/game/connecticut-sun-chicago-sky-scores-odds-picks-props-july-30-2026/167ea267-f9e5-45a4-912f-322c8cb3da26,CON,CHI,8:00 PM,2026-07-30T19:56:43Z,live_current,source_game_match
2026-07-30,Kayla McBride,2529205,MIN,TOR,PR,19.5,-132,,1,186.5,12.5,OVER,21.3,-132,FanDuel,Pts + Reb,https://www.sportsgrid.com/wnba/game/minnesota-lynx-toronto-tempo-scores-odds-picks-props-july-30-2026/cfb046a9-6b04-4178-bc70-7c4f77bece2e,MIN,TOR,8:00 PM,2026-07-30T19:56:43Z,live_current,source_game_match
2026-07-30,Napheesa Collier,3917450,MIN,TOR,THREES,1.5,,-188,1,187.5,12.5,UNDER,1.0,-188,FanDuel,3 Point FG Made,https://www.sportsgrid.com/wnba/game/minnesota-lynx-toronto-tempo-scores-odds-picks-props-july-30-2026/cfb046a9-6b04-4178-bc70-7c4f77bece2e,MIN,TOR,8:00 PM,2026-07-30T16:03:56Z,preserved_same_day,source_game_match
2026-07-30,Natasha Howard,2529130,MIN,TOR,RA,9.5,-122,,1,186.5,12.5,OVER,11.6,-122,FanDuel,Reb + Ast,https://www.sportsgrid.com/wnba/game/minnesota-lynx-toronto-tempo-scores-odds-picks-props-july-30-2026/cfb046a9-6b04-4178-bc70-7c4f77bece2e,MIN,TOR,8:00 PM,2026-07-30T19:56:43Z,live_current,source_game_match
2026-07-30,Natasha Howard,2529130,MIN,TOR,REB,6.5,-122,,1,186.5,12.5,OVER,7.7,-122,FanDuel,Rebounds,https://www.sportsgrid.com/wnba/game/minnesota-lynx-toronto-tempo-scores-odds-picks-props-july-30-2026/cfb046a9-6b04-4178-bc70-7c4f77bece2e,MIN,TOR,8:00 PM,2026-07-30T19:56:43Z,live_current,source_game_match
