game_date,player,player_id,team_abbr,opponent_abbr,market,line,over_odds,under_odds,over_book,under_book,sportsbook_count,game_total,spread,source_pick,source_projection,source_odds,source_book,source_market,source_url,source_event_id,source_away_abbr,source_home_abbr,game_time_et,line_last_updated,source_status,team_resolution_status
2026-05-20,Brittney Griner,2490553,CON,SEA,PR,19.5,,-114,,,1,167.5,1.5,UNDER,16.5,-114,FanDuel,Pts + Reb,https://www.sportsgrid.com/wnba/game/connecticut-sun-seattle-storm-scores-odds-picks-props-may-20-2026/9c9a6a77-e147-4e2c-9925-f18e1f7447a6,,CON,SEA,10:00 PM,2026-05-20T18:05:27Z,live_current,source_game_match
2026-05-20,Brittney Griner,2490553,CON,SEA,PTS,13.5,,-104,,,1,167.5,1.5,UNDER,12.0,-104,FanDuel,Points,https://www.sportsgrid.com/wnba/game/connecticut-sun-seattle-storm-scores-odds-picks-props-may-20-2026/9c9a6a77-e147-4e2c-9925-f18e1f7447a6,,CON,SEA,10:00 PM,2026-05-20T18:05:27Z,live_current,source_game_match
2026-05-20,Natisha Hiedeman,3906753,SEA,CON,PTS,11.5,,-106,,,1,167.5,1.5,UNDER,9.7,-106,FanDuel,Points,https://www.sportsgrid.com/wnba/game/connecticut-sun-seattle-storm-scores-odds-picks-props-may-20-2026/9c9a6a77-e147-4e2c-9925-f18e1f7447a6,,CON,SEA,10:00 PM,2026-05-20T18:05:27Z,live_current,source_game_match
2026-05-20,Caitlin Clark,4433403,IND,POR,PA,31.5,,-125,,,1,179.5,13.5,UNDER,25.9,-125,FanDuel,Pts + Ast,https://www.sportsgrid.com/wnba/game/portland-fire-indiana-fever-scores-odds-picks-props-may-20-2026/57d62c91-f4ba-4d34-aee3-5d384ce41b69,,POR,IND,7:00 PM,2026-05-20T18:05:27Z,live_current,source_game_match
2026-05-20,Caitlin Clark,4433403,IND,POR,PTS,22.5,,-128,,,1,179.5,13.5,UNDER,18.0,-128,FanDuel,Points,https://www.sportsgrid.com/wnba/game/portland-fire-indiana-fever-scores-odds-picks-props-may-20-2026/57d62c91-f4ba-4d34-aee3-5d384ce41b69,,POR,IND,7:00 PM,2026-05-20T18:05:27Z,live_current,source_game_match
2026-05-20,Caitlin Clark,4433403,IND,POR,THREES,2.5,,122,,,1,179.5,13.5,UNDER,2.0,122,FanDuel,3 Point FG Made,https://www.sportsgrid.com/wnba/game/portland-fire-indiana-fever-scores-odds-picks-props-may-20-2026/57d62c91-f4ba-4d34-aee3-5d384ce41b69,,POR,IND,7:00 PM,2026-05-20T18:05:27Z,live_current,source_game_match
2026-05-20,Skylar Diggins,2491205,CHI,DAL,PA,22.5,,-130,,,1,169.5,2.5,UNDER,19.1,-130,FanDuel,Pts + Ast,https://www.sportsgrid.com/wnba/game/dallas-wings-chicago-sky-scores-odds-picks-props-may-20-2026/d6df4b1c-d129-4b73-b1fe-1b2025bb4817,,DAL,CHI,9:00 PM,2026-05-20T18:05:27Z,live_current,source_game_match
2026-05-20,Skylar Diggins,2491205,CHI,DAL,PTS,15.5,,100,,,1,169.5,2.5,UNDER,13.0,100,FanDuel,Points,https://www.sportsgrid.com/wnba/game/dallas-wings-chicago-sky-scores-odds-picks-props-may-20-2026/d6df4b1c-d129-4b73-b1fe-1b2025bb4817,,DAL,CHI,9:00 PM,2026-05-20T18:05:27Z,live_current,source_game_match
2026-05-20,Alanna Smith,3913881,DAL,CHI,PTS,7.5,,-114,,,1,169.5,2.5,UNDER,4.6,-114,FanDuel,Points,https://www.sportsgrid.com/wnba/game/dallas-wings-chicago-sky-scores-odds-picks-props-may-20-2026/d6df4b1c-d129-4b73-b1fe-1b2025bb4817,,DAL,CHI,9:00 PM,2026-05-20T18:05:27Z,live_current,source_game_match
2026-05-20,Gabriela Jaquez,4858656,CHI,DAL,REB,4.5,-110,110,hardrock,draftkings,2,,,,5.03,,ScoresAndOdds Best Odds,REB,https://www.scoresandodds.com/wnba/props/rebounds,11905990,,,,2026-05-20T18:05:29Z,live_current,current_roster_match
2026-05-20,Kamilla Cardoso,4433405,CHI,DAL,AST,2.5,130,-135,draftkings,bet365,2,,,,2.08,,ScoresAndOdds Best Odds,AST,https://www.scoresandodds.com/wnba/props/assists,11905990,,,,2026-05-20T18:05:29Z,live_current,current_roster_match
2026-05-20,Kamilla Cardoso,4433405,CHI,DAL,PA,16.5,-125,100,bet365,bet365,2,,,,15.88,,ScoresAndOdds Best Odds,PA,https://www.scoresandodds.com/wnba/props/points-&-assists,11905990,,,,2026-05-20T18:05:29Z,live_current,current_roster_match
