game_date,player,player_id,team_abbr,opponent_abbr,market,line,over_odds,under_odds,sportsbook_count,game_total,spread,source_pick,source_projection,source_odds,source_book,source_market,source_url,source_away_abbr,source_home_abbr,game_time_et,line_last_updated,source_status,team_resolution_status
2026-08-13,Jewell Loyd,2987869,LV,WSH,PTS,7.5,,-115,1,170.5,6.5,UNDER,5.6,-115,FanDuel,Points,https://www.sportsgrid.com/wnba/game/washington-mystics-las-vegas-aces-scores-odds-picks-props-august-13-2026/4b8cea2c-06ed-427b-8cf9-1443d22a9f2e,WSH,LV,10:00 PM,2026-08-13T20:03:44Z,live_current,source_game_match
2026-08-13,Jewell Loyd,2987869,LV,WSH,THREES,1.5,,-112,1,170.5,6.5,UNDER,0.7,-112,FanDuel,3 Point FG Made,https://www.sportsgrid.com/wnba/game/washington-mystics-las-vegas-aces-scores-odds-picks-props-august-13-2026/4b8cea2c-06ed-427b-8cf9-1443d22a9f2e,WSH,LV,10:00 PM,2026-08-13T20:03:44Z,live_current,source_game_match
2026-08-13,NaLyssa Smith,4398776,LV,WSH,PTS,11.5,-110,,1,170.5,6.5,OVER,13.1,-110,FanDuel,Points,https://www.sportsgrid.com/wnba/game/washington-mystics-las-vegas-aces-scores-odds-picks-props-august-13-2026/4b8cea2c-06ed-427b-8cf9-1443d22a9f2e,WSH,LV,10:00 PM,2026-08-13T16:16:20Z,preserved_same_day,source_game_match
2026-08-13,NaLyssa Smith,4398776,LV,WSH,PTS,10.5,-130,,1,170.5,6.5,OVER,13.1,-130,FanDuel,Points,https://www.sportsgrid.com/wnba/game/washington-mystics-las-vegas-aces-scores-odds-picks-props-august-13-2026/4b8cea2c-06ed-427b-8cf9-1443d22a9f2e,WSH,LV,10:00 PM,2026-08-13T20:03:44Z,live_current,source_game_match
2026-08-13,Brittney Griner,2490553,CON,ATL,PA,14.5,-128,,1,173.5,10.5,OVER,18.9,-128,FanDuel,Pts + Ast,https://www.sportsgrid.com/wnba/game/atlanta-dream-connecticut-sun-scores-odds-picks-props-august-13-2026/1d3e8cfd-e9b3-4be0-8dab-5913e0ad5bc2,ATL,CON,7:00 PM,2026-08-13T20:03:44Z,live_current,source_game_match
2026-08-13,Brittney Griner,2490553,CON,ATL,PR,18.5,-114,,1,173.5,10.5,OVER,22.5,-114,FanDuel,Pts + Reb,https://www.sportsgrid.com/wnba/game/atlanta-dream-connecticut-sun-scores-odds-picks-props-august-13-2026/1d3e8cfd-e9b3-4be0-8dab-5913e0ad5bc2,ATL,CON,7:00 PM,2026-08-13T20:03:44Z,live_current,source_game_match
2026-08-13,Brittney Griner,2490553,CON,ATL,PTS,12.5,-115,,1,173.5,10.5,OVER,15.4,-115,FanDuel,Points,https://www.sportsgrid.com/wnba/game/atlanta-dream-connecticut-sun-scores-odds-picks-props-august-13-2026/1d3e8cfd-e9b3-4be0-8dab-5913e0ad5bc2,ATL,CON,7:00 PM,2026-08-13T20:03:44Z,live_current,source_game_match
2026-08-13,Sabrina Ionescu,4066533,NY,LA,PA,24.5,,-112,1,187.5,8.5,UNDER,20.3,-112,FanDuel,Pts + Ast,https://www.sportsgrid.com/wnba/game/los-angeles-sparks-new-york-liberty-scores-odds-picks-props-august-13-2026/4d1c83a5-8050-4b11-a149-d52ba4a0144e,LA,NY,8:00 PM,2026-08-13T20:03:44Z,live_current,source_game_match
2026-08-13,Sabrina Ionescu,4066533,NY,LA,PTS,18.5,,-104,1,187.5,8.5,UNDER,15.1,-104,FanDuel,Points,https://www.sportsgrid.com/wnba/game/los-angeles-sparks-new-york-liberty-scores-odds-picks-props-august-13-2026/4d1c83a5-8050-4b11-a149-d52ba4a0144e,LA,NY,8:00 PM,2026-08-13T20:03:44Z,live_current,source_game_match
2026-08-13,Sabrina Ionescu,4066533,NY,LA,THREES,2.5,,-128,1,187.5,8.5,UNDER,1.8,-128,FanDuel,3 Point FG Made,https://www.sportsgrid.com/wnba/game/los-angeles-sparks-new-york-liberty-scores-odds-picks-props-august-13-2026/4d1c83a5-8050-4b11-a149-d52ba4a0144e,LA,NY,8:00 PM,2026-08-13T20:03:44Z,live_current,source_game_match
