game_date,player,player_id,team_abbr,opponent_abbr,market,line,over_odds,under_odds,sportsbook_count,game_total,spread,source_pick,source_projection,source_odds,source_book,source_market,source_url,source_away_abbr,source_home_abbr,game_time_et,line_last_updated,source_status,team_resolution_status
2026-08-05,Jordin Canada,3142250,ATL,PHX,PTS,10.5,-106,,1,183.5,6.5,OVER,12.6,-106,FanDuel,Points,https://www.sportsgrid.com/wnba/game/phoenix-mercury-atlanta-dream-scores-odds-picks-props-august-05-2026/10724ada-d108-4b6f-b7d8-15a54413328f,PHX,ATL,7:00 PM,2026-08-05T16:05:45Z,live_current,source_game_match
2026-08-05,Breanna Stewart,2998928,NY,SEA,PTS,22.5,,-128,1,182.5,8.5,UNDER,18.5,-128,FanDuel,Points,https://www.sportsgrid.com/wnba/game/seattle-storm-new-york-liberty-scores-odds-picks-props-august-05-2026/3a5c840b-8a5f-44ed-84bf-ca5afbaff90e,SEA,NY,7:00 PM,2026-08-05T16:05:45Z,live_current,source_game_match
2026-08-05,Kelsey Plum,3065570,PHX,ATL,PTS,16.5,104,,1,183.5,6.5,OVER,19.2,104,FanDuel,Points,https://www.sportsgrid.com/wnba/game/phoenix-mercury-atlanta-dream-scores-odds-picks-props-august-05-2026/10724ada-d108-4b6f-b7d8-15a54413328f,PHX,ATL,7:00 PM,2026-08-05T16:05:45Z,live_current,source_game_match
2026-08-05,Kelsey Plum,3065570,PHX,ATL,THREES,1.5,-160,,1,183.5,6.5,OVER,2.4,-160,FanDuel,3 Point FG Made,https://www.sportsgrid.com/wnba/game/phoenix-mercury-atlanta-dream-scores-odds-picks-props-august-05-2026/10724ada-d108-4b6f-b7d8-15a54413328f,PHX,ATL,7:00 PM,2026-08-05T16:05:45Z,live_current,source_game_match
2026-08-05,Natisha Hiedeman,3906753,SEA,NY,PTS,16.5,,-114,1,182.5,8.5,UNDER,14.5,-114,FanDuel,Points,https://www.sportsgrid.com/wnba/game/seattle-storm-new-york-liberty-scores-odds-picks-props-august-05-2026/3a5c840b-8a5f-44ed-84bf-ca5afbaff90e,SEA,NY,7:00 PM,2026-08-05T16:05:45Z,live_current,source_game_match
2026-08-05,Natisha Hiedeman,3906753,SEA,NY,THREES,2.5,,-166,1,182.5,8.5,UNDER,1.5,-166,FanDuel,3 Point FG Made,https://www.sportsgrid.com/wnba/game/seattle-storm-new-york-liberty-scores-odds-picks-props-august-05-2026/3a5c840b-8a5f-44ed-84bf-ca5afbaff90e,SEA,NY,7:00 PM,2026-08-05T16:05:45Z,live_current,source_game_match
2026-08-05,Arike Ogunbowale,3904577,DAL,WSH,PA,18.5,-110,,1,167.5,2.5,OVER,21.8,-110,FanDuel,Pts + Ast,https://www.sportsgrid.com/wnba/game/dallas-wings-washington-mystics-scores-odds-picks-props-august-05-2026/a2b1c357-5712-42b5-ba09-7b5bb5ca2018,DAL,WSH,7:30 PM,2026-08-05T16:05:45Z,live_current,source_game_match
2026-08-05,Arike Ogunbowale,3904577,DAL,WSH,PRA,21.5,-114,,1,167.5,2.5,OVER,26.1,-114,FanDuel,Pts + Reb + Ast,https://www.sportsgrid.com/wnba/game/dallas-wings-washington-mystics-scores-odds-picks-props-august-05-2026/a2b1c357-5712-42b5-ba09-7b5bb5ca2018,DAL,WSH,7:30 PM,2026-08-05T16:05:45Z,live_current,source_game_match
2026-08-05,Arike Ogunbowale,3904577,DAL,WSH,PTS,14.5,-118,,1,167.5,2.5,OVER,17.2,-118,FanDuel,Points,https://www.sportsgrid.com/wnba/game/dallas-wings-washington-mystics-scores-odds-picks-props-august-05-2026/a2b1c357-5712-42b5-ba09-7b5bb5ca2018,DAL,WSH,7:30 PM,2026-08-05T16:05:45Z,live_current,source_game_match
2026-08-05,Cameron Brink,4433404,LA,CHI,PTS,9.5,,-110,1,188.5,3.5,UNDER,6.5,-110,FanDuel,Points,https://www.sportsgrid.com/wnba/game/los-angeles-sparks-chicago-sky-scores-odds-picks-props-august-05-2026/54c2bb40-b3c8-4e6e-92fa-54b74ee8bb34,LA,CHI,9:00 PM,2026-08-05T16:05:45Z,live_current,source_game_match
2026-08-05,Erica Wheeler,2491214,LA,CHI,PTS,9.5,-122,,1,188.5,3.5,OVER,11.5,-122,FanDuel,Points,https://www.sportsgrid.com/wnba/game/los-angeles-sparks-chicago-sky-scores-odds-picks-props-august-05-2026/54c2bb40-b3c8-4e6e-92fa-54b74ee8bb34,LA,CHI,9:00 PM,2026-08-05T16:05:45Z,live_current,source_game_match
2026-08-05,Rae Burrell,4398764,LA,CHI,THREES,1.5,-104,,1,188.5,3.5,OVER,2.2,-104,FanDuel,3 Point FG Made,https://www.sportsgrid.com/wnba/game/los-angeles-sparks-chicago-sky-scores-odds-picks-props-august-05-2026/54c2bb40-b3c8-4e6e-92fa-54b74ee8bb34,LA,CHI,9:00 PM,2026-08-05T16:05:45Z,live_current,source_game_match
