game_date,player,player_id,team_abbr,opponent_abbr,market,line,over_odds,under_odds,sportsbook_count,game_total,spread,source_pick,source_projection,source_odds,source_book,source_market,source_url,source_away_abbr,source_home_abbr,game_time_et,line_last_updated,source_status,team_resolution_status
2026-07-12,Natisha Hiedeman,3906753,SEA,WSH,PA,18.5,-132,,1,162.5,5.5,OVER,22.2,-132,FanDuel,Pts + Ast,https://www.sportsgrid.com/wnba/game/seattle-storm-washington-mystics-scores-odds-picks-props-july-12-2026/e8a8439b-3b15-478d-b43d-93e6042f1b6a,SEA,WSH,3:00 PM,2026-07-12T15:43:26Z,live_current,source_game_match
2026-07-12,Natisha Hiedeman,3906753,SEA,WSH,PTS,14.5,-110,,1,162.5,5.5,OVER,18.5,-110,FanDuel,Points,https://www.sportsgrid.com/wnba/game/seattle-storm-washington-mystics-scores-odds-picks-props-july-12-2026/e8a8439b-3b15-478d-b43d-93e6042f1b6a,SEA,WSH,3:00 PM,2026-07-12T15:43:25Z,live_current,source_game_match
2026-07-12,Isabelle Harrison,2566453,TOR,NY,PR,19.5,-125,,1,177.5,6.5,OVER,27.1,-125,FanDuel,Pts + Reb,https://www.sportsgrid.com/wnba/game/new-york-liberty-toronto-tempo-scores-odds-picks-props-july-12-2026/8d5011ca-f6e7-4b2d-bd04-d4b6f38e78a1,NY,TOR,3:00 PM,2026-07-12T15:43:25Z,live_current,source_game_match
2026-07-12,Isabelle Harrison,2566453,TOR,NY,PTS,13.5,-110,,1,177.5,6.5,OVER,18.7,-110,FanDuel,Points,https://www.sportsgrid.com/wnba/game/new-york-liberty-toronto-tempo-scores-odds-picks-props-july-12-2026/8d5011ca-f6e7-4b2d-bd04-d4b6f38e78a1,NY,TOR,3:00 PM,2026-07-12T15:43:25Z,live_current,source_game_match
2026-07-12,Isabelle Harrison,2566453,TOR,NY,REB,6.5,104,,1,177.5,6.5,OVER,8.4,104,FanDuel,Rebounds,https://www.sportsgrid.com/wnba/game/new-york-liberty-toronto-tempo-scores-odds-picks-props-july-12-2026/8d5011ca-f6e7-4b2d-bd04-d4b6f38e78a1,NY,TOR,3:00 PM,2026-07-12T15:43:25Z,live_current,source_game_match
2026-07-12,Shakira Austin,4398911,WSH,SEA,PTS,12.5,,-110,1,162.5,5.5,UNDER,9.9,-110,FanDuel,Points,https://www.sportsgrid.com/wnba/game/seattle-storm-washington-mystics-scores-odds-picks-props-july-12-2026/e8a8439b-3b15-478d-b43d-93e6042f1b6a,SEA,WSH,3:00 PM,2026-07-12T15:43:26Z,live_current,source_game_match
2026-07-12,Natasha Cloud,2529137,CHI,DAL,PTS,10.5,,-114,1,177.5,9.5,UNDER,7.8,-114,FanDuel,Points,https://www.sportsgrid.com/wnba/game/chicago-sky-dallas-wings-scores-odds-picks-props-july-12-2026/9623065a-9372-46de-bff3-f2b28916fb03,CHI,DAL,7:00 PM,2026-07-12T15:43:26Z,live_current,source_game_match
2026-07-12,Arike Ogunbowale,3904577,DAL,CHI,PTS,13.5,,-108,1,177.5,9.5,UNDER,9.7,-108,FanDuel,Points,https://www.sportsgrid.com/wnba/game/chicago-sky-dallas-wings-scores-odds-picks-props-july-12-2026/9623065a-9372-46de-bff3-f2b28916fb03,CHI,DAL,7:00 PM,2026-07-12T15:43:26Z,live_current,source_game_match
2026-07-12,Arike Ogunbowale,3904577,DAL,CHI,THREES,1.5,,102,1,177.5,9.5,UNDER,1.0,102,FanDuel,3 Point FG Made,https://www.sportsgrid.com/wnba/game/chicago-sky-dallas-wings-scores-odds-picks-props-july-12-2026/9623065a-9372-46de-bff3-f2b28916fb03,CHI,DAL,7:00 PM,2026-07-12T15:43:26Z,live_current,source_game_match
2026-07-12,Caitlin Clark,4433403,IND,LV,PA,21.5,-125,,1,181.5,4.5,OVER,24.6,-125,FanDuel,Pts + Ast,https://www.sportsgrid.com/wnba/game/indiana-fever-las-vegas-aces-scores-odds-picks-props-july-12-2026/b5c6116d-1a3f-4055-9275-88787d5bf01d,IND,LV,9:00 PM,2026-07-12T15:43:26Z,live_current,source_game_match
2026-07-12,Caitlin Clark,4433403,IND,LV,PTS,15.5,-110,,1,181.5,4.5,OVER,18.1,-110,FanDuel,Points,https://www.sportsgrid.com/wnba/game/indiana-fever-las-vegas-aces-scores-odds-picks-props-july-12-2026/b5c6116d-1a3f-4055-9275-88787d5bf01d,IND,LV,9:00 PM,2026-07-12T15:43:26Z,live_current,source_game_match
2026-07-12,Jewell Loyd,2987869,LV,IND,PTS,8.5,,-130,1,181.5,4.5,UNDER,5.9,-130,FanDuel,Points,https://www.sportsgrid.com/wnba/game/indiana-fever-las-vegas-aces-scores-odds-picks-props-july-12-2026/b5c6116d-1a3f-4055-9275-88787d5bf01d,IND,LV,9:00 PM,2026-07-12T15:43:26Z,live_current,source_game_match
