game_date,player,player_id,team_abbr,opponent_abbr,market,line,over_odds,under_odds,sportsbook_count,game_total,spread,source_pick,source_projection,source_odds,source_book,source_market,source_url,game_time_et,line_last_updated
2026-05-08,Betnijah Laney-Hamilton,2593770,NY,CON,PTS,11.5,,-113,1,159.5,-9.5,UNDER,7.5,-113,FanDuel,Points,https://www.sportsgrid.com/wnba/game/connecticut-sun-new-york-liberty-scores-odds-picks-props-may-08-2026/a01c0aa0-885e-4258-82c5-695c2ada9546,7:30 PM,2026-05-08T23:10:32Z
2026-05-08,Betnijah Laney-Hamilton,2593770,NY,CON,PA,15.5,,-132,1,159.5,-9.5,UNDER,11.3,-132,FanDuel,Pts + Ast,https://www.sportsgrid.com/wnba/game/connecticut-sun-new-york-liberty-scores-odds-picks-props-may-08-2026/a01c0aa0-885e-4258-82c5-695c2ada9546,7:30 PM,2026-05-08T23:10:32Z
2026-05-08,Betnijah Laney-Hamilton,2593770,NY,CON,PR,15.5,,-128,1,159.5,-9.5,UNDER,11.5,-128,FanDuel,Pts + Reb,https://www.sportsgrid.com/wnba/game/connecticut-sun-new-york-liberty-scores-odds-picks-props-may-08-2026/a01c0aa0-885e-4258-82c5-695c2ada9546,7:30 PM,2026-05-08T23:10:32Z
2026-05-08,Brittney Sykes,2988756,TOR,WSH,PTS,14.5,,-108,1,160.5,-2.0,UNDER,10.1,-108,FanDuel,Points,https://www.sportsgrid.com/wnba/game/washington-mystics-toronto-tempo-scores-odds-picks-props-may-08-2026/61500e2a-18d1-4bb9-82ce-ab3010c4ce53,7:30 PM,2026-05-08T23:10:32Z
2026-05-08,Brittney Sykes,2988756,TOR,WSH,PR,18.5,,-125,1,160.5,-2.0,UNDER,12.9,-125,FanDuel,Pts + Reb,https://www.sportsgrid.com/wnba/game/washington-mystics-toronto-tempo-scores-odds-picks-props-may-08-2026/61500e2a-18d1-4bb9-82ce-ab3010c4ce53,7:30 PM,2026-05-08T23:10:32Z
2026-05-08,Brittney Sykes,2988756,TOR,WSH,PRA,21.5,,-122,1,160.5,-2.0,UNDER,14.3,-122,FanDuel,Pts + Reb + Ast,https://www.sportsgrid.com/wnba/game/washington-mystics-toronto-tempo-scores-odds-picks-props-may-08-2026/61500e2a-18d1-4bb9-82ce-ab3010c4ce53,7:30 PM,2026-05-08T23:10:32Z
2026-05-08,Veronica Burton,4398935,GS,SEA,PTS,11.5,-128,,1,156.5,-5.5,OVER,14.5,-128,FanDuel,Points,https://www.sportsgrid.com/wnba/game/golden-state-valkyries-seattle-storm-scores-odds-picks-props-may-08-2026/8f658fb4-cc4e-4499-a66f-025474c73ba8,10:00 PM,2026-05-08T23:10:32Z
2026-05-08,Veronica Burton,4398935,GS,SEA,PA,18.5,-110,,1,156.5,-5.5,OVER,22.1,-110,FanDuel,Pts + Ast,https://www.sportsgrid.com/wnba/game/golden-state-valkyries-seattle-storm-scores-odds-picks-props-may-08-2026/8f658fb4-cc4e-4499-a66f-025474c73ba8,10:00 PM,2026-05-08T23:10:32Z
2026-05-08,Natisha Hiedeman,3906753,SEA,GS,THREES,1.5,,136,1,156.5,5.5,UNDER,1.0,136,FanDuel,3 Point FG Made,https://www.sportsgrid.com/wnba/game/golden-state-valkyries-seattle-storm-scores-odds-picks-props-may-08-2026/8f658fb4-cc4e-4499-a66f-025474c73ba8,10:00 PM,2026-05-08T23:10:32Z
