game_date,player,player_id,team_abbr,opponent_abbr,market,line,over_odds,under_odds,over_book,under_book,sportsbook_count,game_total,spread,source_pick,source_projection,source_odds,source_book,source_market,source_url,source_event_id,source_away_abbr,source_home_abbr,game_time_et,line_last_updated,source_status,team_resolution_status
2026-05-22,Brittney Griner,2490553,CON,SEA,PR,19.5,,-110,,,1,165.5,1.5,UNDER,16.5,-110,FanDuel,Pts + Reb,https://www.sportsgrid.com/wnba/game/connecticut-sun-seattle-storm-scores-odds-picks-props-may-22-2026/84e1c3b7-2cc4-427a-abbd-cc531e45717c,,CON,SEA,10:00 PM,2026-05-22T20:53:13Z,live_current,source_game_match
2026-05-22,Jade Melbourne,5017726,SEA,CON,PTS,11.5,,-130,,,1,165.5,1.5,UNDER,9.2,-130,FanDuel,Points,https://www.sportsgrid.com/wnba/game/connecticut-sun-seattle-storm-scores-odds-picks-props-may-22-2026/84e1c3b7-2cc4-427a-abbd-cc531e45717c,,CON,SEA,10:00 PM,2026-05-22T20:53:13Z,live_current,source_game_match
2026-05-22,Natisha Hiedeman,3906753,SEA,CON,THREES,1.5,,-108,,,1,165.5,1.5,UNDER,0.8,-108,FanDuel,3 Point FG Made,https://www.sportsgrid.com/wnba/game/connecticut-sun-seattle-storm-scores-odds-picks-props-may-22-2026/84e1c3b7-2cc4-427a-abbd-cc531e45717c,,CON,SEA,10:00 PM,2026-05-22T20:53:13Z,live_current,source_game_match
2026-05-22,Allisha Gray,3058901,ATL,DAL,REB,4.5,-146,,,,1,173.5,5.5,OVER,6.9,-146,FanDuel,Rebounds,https://www.sportsgrid.com/wnba/game/dallas-wings-atlanta-dream-scores-odds-picks-props-may-22-2026/5023e051-bc20-456f-816c-a2a37732b6ba,,DAL,ATL,7:30 PM,2026-05-22T20:53:13Z,live_current,source_game_match
2026-05-22,Allisha Gray,3058901,ATL,DAL,THREES,2.5,,-154,,,1,173.5,5.5,UNDER,1.0,-154,FanDuel,3 Point FG Made,https://www.sportsgrid.com/wnba/game/dallas-wings-atlanta-dream-scores-odds-picks-props-may-22-2026/5023e051-bc20-456f-816c-a2a37732b6ba,,DAL,ATL,7:30 PM,2026-05-22T20:53:13Z,live_current,source_game_match
2026-05-22,Angel Reese,4433402,ATL,DAL,PR,26.5,,-120,,,1,173.5,5.5,UNDER,21.2,-120,FanDuel,Pts + Reb,https://www.sportsgrid.com/wnba/game/dallas-wings-atlanta-dream-scores-odds-picks-props-may-22-2026/5023e051-bc20-456f-816c-a2a37732b6ba,,DAL,ATL,7:30 PM,2026-05-22T20:53:13Z,live_current,source_game_match
2026-05-22,Veronica Burton,4398935,GS,IND,THREES,1.5,120,,,,1,167.5,5.5,OVER,1.9,120,FanDuel,3 Point FG Made,https://www.sportsgrid.com/wnba/game/golden-state-valkyries-indiana-fever-scores-odds-picks-props-may-22-2026/7c0f1304-31ea-408c-b40f-1ed7ba1b0652,,GS,IND,7:30 PM,2026-05-22T20:53:13Z,live_current,source_game_match
2026-05-22,Caitlin Clark,4433403,IND,GS,THREES,2.5,,102,,,1,167.5,5.5,UNDER,2.0,102,FanDuel,3 Point FG Made,https://www.sportsgrid.com/wnba/game/golden-state-valkyries-indiana-fever-scores-odds-picks-props-may-22-2026/7c0f1304-31ea-408c-b40f-1ed7ba1b0652,,GS,IND,7:30 PM,2026-05-22T20:53:13Z,live_current,source_game_match
2026-05-22,Monique Billings,3142255,IND,GS,REB,6.5,,-146,,,1,167.5,5.5,UNDER,4.1,-146,FanDuel,Rebounds,https://www.sportsgrid.com/wnba/game/golden-state-valkyries-indiana-fever-scores-odds-picks-props-may-22-2026/7c0f1304-31ea-408c-b40f-1ed7ba1b0652,,GS,IND,7:30 PM,2026-05-22T20:53:13Z,live_current,source_game_match
2026-05-22,Allisha Gray,3058901,ATL,DAL,AST,2.5,,-104,,draftkings,1,,,,2.55,,ScoresAndOdds Best Odds,AST,https://www.scoresandodds.com/wnba/props/assists,11906050,,,,2026-05-22T20:53:15Z,live_current,current_roster_match
