slate_date,selected_rank,player,team,team_name,opponent,opponent_name,market,side,line,actual,settlement,model_probability,final_score,source_book,source_url
2026-07-22,1,Azura Stevens,CHI,Chicago Sky,NY,New York Liberty,REB,OVER,6.5,,PENDING,0.64225,0.65516,FanDuel,https://www.sportsgrid.com/wnba/game/chicago-sky-new-york-liberty-scores-odds-picks-props-july-22-2026/c7da0932-1d82-4841-ab89-f21612108b2f
