slate_date,selected_rank,player,team,team_name,opponent,opponent_name,market,side,line,actual,settlement,model_probability,final_score,source_book,source_url
2026-05-14,1,Jonquel Jones,NY,New York Liberty,POR,Portland Fire,PR,UNDER,25.5,,PENDING,0.76061,0.81645,FanDuel,https://www.sportsgrid.com/wnba/game/new-york-liberty-portland-fire-scores-odds-picks-props-may-14-2026/2334666b-40bd-4c36-a856-57a7fa46c157
2026-05-14,2,Natasha Howard,MIN,Minnesota Lynx,DAL,Dallas Wings,PTS,UNDER,13.5,,PENDING,0.68842,0.79674,FanDuel,https://www.sportsgrid.com/wnba/game/minnesota-lynx-dallas-wings-scores-odds-picks-props-may-14-2026/79695927-6dad-4aac-9d45-87b64c207526
2026-05-14,3,Betnijah Laney-Hamilton,NY,New York Liberty,POR,Portland Fire,PTS,UNDER,10.5,,PENDING,0.66412,0.68377,FanDuel,https://www.sportsgrid.com/wnba/game/new-york-liberty-portland-fire-scores-odds-picks-props-may-14-2026/2334666b-40bd-4c36-a856-57a7fa46c157
