model_action,selected_rank,tier,final_score,player,team,team_name,opponent,opponent_name,market,side,line,projected_value,line_gap,model_probability,fair_probability,price_edge,projected_minutes,sample_size,source_pick,source_projection,source_odds,source_book,source_market,source_status,team_resolution_status,source_url,risk_flags,rejection_reason
COVERAGE,,D,0.14973,Breanna Stewart,NY,New York Liberty,TOR,Toronto Tempo,AST,UNDER,3.5,2.986,-0.514,0.61043,0.65753,-0.04711,31.45,100,NAN,3.75,,fanduel,AST,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/assists,single_side_price|source_projection_disagreement|source_projection_near_line|thin_market_count,
CANDIDATE,,A,0.76907,Breanna Stewart,NY,New York Liberty,TOR,Toronto Tempo,PA,UNDER,22.5,18.095,-4.405,0.67263,0.5614,0.11123,31.45,100,UNDER,17.7,-128.0,nan,Pts + Ast,live_current,source_game_match,https://www.sportsgrid.com/wnba/game/toronto-tempo-new-york-liberty-scores-odds-picks-props-june-03-2026/27d7bc3b-661b-4cbc-b04f-d7fcad2f2b8b,combo_market_correlation|single_side_price|thin_market_count,max_per_player
CANDIDATE,,B,0.71549,Breanna Stewart,NY,New York Liberty,TOR,Toronto Tempo,PR,UNDER,27.5,23.255,-4.245,0.65701,0.55556,0.10146,31.45,100,UNDER,23.3,-125.0,nan,Pts + Reb,live_current,source_game_match,https://www.sportsgrid.com/wnba/game/toronto-tempo-new-york-liberty-scores-odds-picks-props-june-03-2026/27d7bc3b-661b-4cbc-b04f-d7fcad2f2b8b,combo_market_correlation|single_side_price|thin_market_count,max_per_player
SELECTED,1,A,0.7868,Breanna Stewart,NY,New York Liberty,TOR,Toronto Tempo,PTS,UNDER,19.5,15.593,-3.907,0.67143,0.56522,0.10621,31.45,100,UNDER,15.7,-130.0,nan,Points,live_current,source_game_match,https://www.sportsgrid.com/wnba/game/toronto-tempo-new-york-liberty-scores-odds-picks-props-june-03-2026/27d7bc3b-661b-4cbc-b04f-d7fcad2f2b8b,single_side_price|thin_market_count,
COVERAGE,,D,0.23603,Breanna Stewart,NY,New York Liberty,TOR,Toronto Tempo,REB,OVER,7.5,7.832,0.332,0.51866,0.54509,-0.02643,31.45,100,NAN,8.26,,bet365,REB,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds,,
COVERAGE,,D,0.4237,Breanna Stewart,NY,New York Liberty,TOR,Toronto Tempo,THREES,OVER,0.5,0.853,0.353,0.58434,0.59404,-0.00969,31.45,100,NAN,0.95,,draftkings,THREES,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/3-pointers,,
COVERAGE,,D,0.26215,Jonquel Jones,NY,New York Liberty,TOR,Toronto Tempo,AST,OVER,2.5,2.827,0.327,0.53762,,,29.7,101,NAN,2.91,,nan,AST,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/assists,no_price_edge|single_side_price|thin_market_count,
COVERAGE,,D,0.13963,Jonquel Jones,NY,New York Liberty,TOR,Toronto Tempo,PTS,UNDER,13.5,13.233,-0.267,0.53771,0.5,0.03771,29.7,101,NAN,14.41,,draftkings,PTS,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points,source_projection_disagreement,
COVERAGE,,D,0.2224,Jonquel Jones,NY,New York Liberty,TOR,Toronto Tempo,REB,UNDER,8.5,8.583,0.083,0.50941,0.51928,-0.00987,29.7,101,NAN,7.62,,bet365,REB,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds,,
COVERAGE,,D,0.28505,Jonquel Jones,NY,New York Liberty,TOR,Toronto Tempo,THREES,UNDER,1.5,1.417,-0.083,0.5712,0.64821,-0.07701,29.7,101,NAN,1.46,,hardrock,THREES,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/3-pointers,source_projection_near_line,
