gameDateEt,market,playerName,line,overPrice,underPrice,projectedValue,actualValue,predictedSide,actualSide,correct,expectedMinutes,actualMinutes,minutesVolatility,starterRateLast10,lineGap,priceLean,favoredSide
2026-01-22,PA,Luka Dončić,38.25,-116.5,-116,40.8,40,OVER,OVER,true,36.35,39.217,1.76,,2.55,0.0011,OVER
2026-02-01,PA,Luka Dončić,41.5,-110,-120.5,41.45,38,UNDER,UNDER,true,35.19,36.878,3.17,,-0.05,-0.0227,UNDER
2026-02-05,PA,Luka Dončić,41.5,-120,-121,39.94,12,OVER,UNDER,false,34.74,15.95,3.68,,-1.56,-0.0021,UNDER
2026-02-20,PA,Luka Dončić,38.25,-116.5,-116,36.92,49,OVER,OVER,true,31.77,37.883,8.08,,-1.33,0.0011,OVER
2026-02-22,PA,Luka Dončić,38.5,-110.5,-120.5,38.15,28,UNDER,UNDER,true,32.12,32.517,8.24,,-0.35,-0.0215,UNDER
2026-03-01,PA,Luka Dončić,39.5,-122.5,-112,40.12,37,UNDER,UNDER,true,31.02,29.212,7.9,1,0.62,0.0223,OVER
2026-03-03,PA,Luka Dončić,39.5,-114.5,-120.5,38.7,34,UNDER,UNDER,true,30.93,37.67,7.91,1,-0.8,-0.0127,UNDER
2026-03-08,PA,Luka Dončić,41.5,-110,-120.5,39.38,39,UNDER,UNDER,true,32.79,38.4,7.96,1,-2.12,-0.0227,UNDER
2025-10-24,PR,Luka Dončić,42,-125,-113,38.82,60,OVER,OVER,true,34.48,34.91,5.13,0,-3.18,0.025,OVER
2025-10-31,PR,Luka Dončić,42.5,-116,-118,40.67,56,OVER,OVER,true,34.17,38.825,5,0,-1.83,-0.0042,UNDER
2025-11-05,PR,Luka Dončić,39.5,-118.5,-126,43.46,44,OVER,OVER,true,34.49,41.615,5.19,0,3.96,-0.0152,UNDER
2025-11-08,PR,Luka Dončić,42,-118,-117,43.09,27,UNDER,UNDER,true,34.95,26.65,5.59,0,1.09,0.0021,OVER
2025-11-10,PR,Luka Dončić,41,-122.5,-116.5,41.29,44,OVER,OVER,true,34.51,38.417,6.03,0,0.29,0.0125,OVER
2025-11-14,PR,Luka Dončić,38.5,-121,-118.5,40.11,31,UNDER,UNDER,true,34.74,40.217,5.97,,1.61,0.0052,OVER
2025-11-15,PR,Luka Dončić,42.5,-116.5,-122.5,39.94,50,OVER,OVER,true,36.52,38.217,4.49,,-2.56,-0.0125,UNDER
2025-11-25,PR,Luka Dončić,37.5,-118.5,-118.5,40.74,52,OVER,OVER,true,36.95,38.267,4.27,,3.24,0,NEUTRAL
2025-11-30,PR,Luka Dončić,38.5,-121,-118.5,41.65,46,OVER,OVER,true,37.09,35.067,4.36,,3.15,0.0052,OVER
2025-12-07,PR,Luka Dončić,40.5,-122.5,-115,42.22,46,OVER,OVER,true,36.92,38.95,3.08,,1.72,0.0157,OVER
2025-12-10,PR,Luka Dončić,39.5,-118.5,-126,42.64,40,OVER,OVER,true,36.98,40.933,3.11,,3.14,-0.0152,UNDER
2025-12-20,PR,Luka Dončić,37.5,-118.5,-118.5,42.54,17,UNDER,UNDER,true,37.72,19.567,2.93,,5.04,0,NEUTRAL
2025-12-28,PR,Luka Dončić,38.5,-123.5,-111,39.23,39,OVER,OVER,true,35.63,32.733,6.06,,0.73,0.0265,OVER
2026-01-02,PR,Luka Dončić,42.5,-116,-118,38.01,40,UNDER,UNDER,true,34.62,37.55,5.81,,-4.49,-0.0042,UNDER
2026-01-04,PR,Luka Dončić,42.5,-116,-118,38.12,45,OVER,OVER,true,34.87,38.883,5.87,,-4.38,-0.0042,UNDER
2026-01-06,PR,Luka Dončić,38.5,-121,-118.5,39.73,32,UNDER,UNDER,true,35.6,37.483,5.87,,1.23,0.0052,OVER
2026-01-07,PR,Luka Dončić,39.5,-118.5,-126,39.3,48,OVER,OVER,true,35.46,38.332,5.8,,-0.2,-0.0152,UNDER
2026-01-09,PR,Luka Dončić,42.5,-116.5,-122.5,40.13,33,UNDER,UNDER,true,35.19,36.08,5.61,,-2.37,-0.0125,UNDER
2026-01-12,PR,Luka Dončić,38.5,-123.5,-111,40.11,49,OVER,OVER,true,34.98,36.93,5.53,,1.61,0.0265,OVER
2026-01-13,PR,Luka Dončić,42,-118,-117,41.02,32,UNDER,UNDER,true,34.72,33.283,5.37,,-0.98,0.0021,OVER
2026-01-15,PR,Luka Dončić,41,-122.5,-116.5,40.72,42,OVER,OVER,true,36.09,35.633,2.04,,-0.28,0.0125,OVER
2026-01-18,PR,Luka Dončić,39.75,-118,-113,40.63,27,UNDER,UNDER,true,36.26,33.7,1.92,,0.88,0.0108,OVER
2026-01-22,PR,Luka Dončić,37.5,-118.5,-118.5,39.87,43,OVER,OVER,true,36.35,39.217,1.76,,2.37,0,NEUTRAL
2026-02-01,PR,Luka Dončić,40.5,-116.5,-119.5,40.9,45,OVER,OVER,true,35.19,36.878,3.17,,0.4,-0.0063,UNDER
2026-02-05,PR,Luka Dončić,40.5,-122.5,-115,40.16,14,UNDER,UNDER,true,34.74,15.95,3.68,,-0.34,0.0157,OVER
2026-02-20,PR,Luka Dončić,37.5,-118.5,-118.5,36.76,44,OVER,OVER,true,31.77,37.883,8.08,,-0.74,0,NEUTRAL
2026-02-22,PR,Luka Dončić,37.5,-119,-115.5,37.94,30,UNDER,UNDER,true,32.12,32.517,8.24,,0.44,0.0074,OVER
2026-03-01,PR,Luka Dončić,38.5,-123.5,-111,39.32,33,UNDER,UNDER,true,31.02,29.212,7.9,1,0.82,0.0265,OVER
2026-03-03,PR,Luka Dončić,38.5,-121,-118.5,37.75,37,UNDER,UNDER,true,30.93,37.67,7.91,1,-0.75,0.0052,OVER
2026-03-08,PR,Luka Dončić,40.5,-116.5,-119.5,39.38,43,OVER,OVER,true,32.79,38.4,7.96,1,-1.12,-0.0063,UNDER
2025-10-24,RA,Luka Dončić,17.5,-119.5,-130,14.9,19,OVER,OVER,true,34.48,34.91,5.13,0,-2.6,-0.0208,UNDER
2025-10-31,RA,Luka Dončić,16.5,-108.5,-125,15.6,18,OVER,OVER,true,34.17,38.825,5,0,-0.9,-0.0352,UNDER
2025-11-05,RA,Luka Dončić,15.5,-10,-135,16.53,22,OVER,OVER,true,34.49,41.615,5.19,0,1.03,-0.4836,UNDER
2025-11-08,RA,Luka Dončić,16.5,-125,-117.5,17.18,16,UNDER,UNDER,true,34.95,26.65,5.59,0,0.68,0.0153,OVER
2025-11-10,RA,Luka Dončić,16.5,-130,-121.5,17.25,13,UNDER,UNDER,true,34.51,38.417,6.03,0,0.75,0.0167,OVER
2025-11-14,RA,Luka Dončić,16.5,-110.5,-132,16.28,19,OVER,OVER,true,34.74,40.217,5.97,,-0.22,-0.044,UNDER
2025-11-15,RA,Luka Dončić,16.5,-125,-105,16.79,15,UNDER,UNDER,true,36.52,38.217,4.49,,0.29,0.0434,OVER
2025-11-25,RA,Luka Dončić,15.5,-103.5,-127.5,15.67,22,OVER,OVER,true,36.95,38.267,4.27,,0.17,-0.0518,UNDER
2025-11-30,RA,Luka Dončić,16.5,-110.5,-132,16.45,19,OVER,OVER,true,37.09,35.067,4.36,,-0.05,-0.044,UNDER
2025-12-07,RA,Luka Dončić,17.5,-115,-127.5,16.6,26,OVER,OVER,true,36.92,38.95,3.08,,-0.9,-0.0256,UNDER
2025-12-10,RA,Luka Dončić,15.5,-10,-135,17.41,13,UNDER,UNDER,true,36.98,40.933,3.11,,1.91,-0.4836,UNDER
2025-12-20,RA,Luka Dončić,15.5,-103.5,-127.5,16.88,7,UNDER,UNDER,true,37.72,19.567,2.93,,1.38,-0.0518,UNDER
2025-12-28,RA,Luka Dončić,16.5,-106.5,-135,15.93,12,UNDER,UNDER,true,35.63,32.733,6.06,,-0.57,-0.0587,UNDER
2026-01-02,RA,Luka Dončić,16.5,-108.5,-125,15.46,14,UNDER,UNDER,true,34.62,37.55,5.81,,-1.04,-0.0352,UNDER
2026-01-04,RA,Luka Dončić,16.5,-108.5,-125,15.16,17,UNDER,OVER,false,34.87,38.883,5.87,,-1.34,-0.0352,UNDER
2026-01-06,RA,Luka Dončić,16.5,-110.5,-132,15.63,12,UNDER,UNDER,true,35.6,37.483,5.87,,-0.87,-0.044,UNDER
2026-01-07,RA,Luka Dončić,15.5,-10,-135,15.04,20,OVER,OVER,true,35.46,38.332,5.8,,-0.46,-0.4836,UNDER
2026-01-09,RA,Luka Dončić,16.5,-125,-105,15.94,18,OVER,OVER,true,35.19,36.08,5.61,,-0.56,0.0434,OVER
2026-01-12,RA,Luka Dončić,16.5,-106.5,-135,15.89,15,OVER,UNDER,false,34.98,36.93,5.53,,-0.61,-0.0587,UNDER
2026-01-13,RA,Luka Dončić,16.5,-125,-117.5,16.37,17,OVER,OVER,true,34.72,33.283,5.37,,-0.13,0.0153,OVER
2026-01-15,RA,Luka Dončić,16.5,-130,-121.5,16.37,7,UNDER,UNDER,true,36.09,35.633,2.04,,-0.13,0.0167,OVER
2026-01-18,RA,Luka Dončić,15.5,-110,-124.5,15.09,9,UNDER,UNDER,true,36.26,33.7,1.92,,-0.41,-0.0308,UNDER
2026-01-22,RA,Luka Dončić,15.5,-103.5,-127.5,15.07,19,OVER,OVER,true,36.35,39.217,1.76,,-0.43,-0.0518,UNDER
2026-02-01,RA,Luka Dončić,17.5,-110,-126,16.1,23,OVER,OVER,true,35.19,36.878,3.17,,-1.4,-0.0337,UNDER
2026-02-05,RA,Luka Dončić,17.5,-115,-127.5,16.67,6,UNDER,UNDER,true,34.74,15.95,3.68,,-0.83,-0.0256,UNDER
2026-02-20,RA,Luka Dončić,15.5,-103.5,-127.5,14.84,17,OVER,OVER,true,31.77,37.883,8.08,,-0.66,-0.0518,UNDER
2026-02-22,RA,Luka Dončić,15.5,-117.5,-118,15.12,8,UNDER,UNDER,true,32.12,32.517,8.24,,-0.38,-0.0011,UNDER
2026-03-01,RA,Luka Dončić,16.5,-106.5,-135,15.91,14,UNDER,UNDER,true,31.02,29.212,7.9,1,-0.59,-0.0587,UNDER
2026-03-03,RA,Luka Dončić,16.5,-110.5,-132,15.52,17,OVER,OVER,true,30.93,37.67,7.91,1,-0.98,-0.044,UNDER
2026-03-08,RA,Luka Dončić,17.5,-110,-126,15.94,12,UNDER,UNDER,true,32.79,38.4,7.96,1,-1.56,-0.0337,UNDER
