gameDateEt,market,playerName,line,overPrice,underPrice,projectedValue,actualValue,predictedSide,actualSide,correct,expectedMinutes,actualMinutes,minutesVolatility,starterRateLast10,lineGap,priceLean,favoredSide
2025-12-25,PA,Victor Wembanyama,24.5,-122,-117.5,23.55,21,UNDER,UNDER,true,27.19,25.805,7.33,,-0.95,0.0093,OVER
2025-12-27,PA,Victor Wembanyama,28.5,-125,-113.5,23.07,35,OVER,OVER,true,26.53,27.7,7.12,,-5.43,0.0239,OVER
2025-12-29,PA,Victor Wembanyama,25.5,-125,-121,24.68,29,OVER,OVER,true,25.7,27.317,6.43,,-0.82,0.008,OVER
2025-12-31,PA,Victor Wembanyama,27.5,-121,-113.5,25.56,32,OVER,OVER,true,24.8,23.717,5.43,,-1.94,0.0159,OVER
2026-01-07,PA,Victor Wembanyama,25.5,-118,-113.5,26.31,18,UNDER,UNDER,true,23.39,25.965,3.04,,0.81,0.0097,OVER
2026-01-10,PA,Victor Wembanyama,26.5,-121.5,-117.5,25.81,22,UNDER,UNDER,true,23.49,26.417,3.11,,-0.69,0.0083,OVER
2026-01-11,PA,Victor Wembanyama,26.5,-119,-122.5,25.35,30,OVER,OVER,true,24.4,26.988,2.42,,-1.15,-0.0072,UNDER
2026-01-13,PA,Victor Wembanyama,24.5,-122,-117.5,25.8,18,UNDER,UNDER,true,24.96,27.733,2.31,,1.3,0.0093,OVER
2026-01-17,PA,Victor Wembanyama,26.5,-119,-122.5,25.48,42,OVER,OVER,true,25.44,30.517,2.32,,-1.02,-0.0072,UNDER
2026-01-19,PA,Victor Wembanyama,28.5,-125,-113.5,26.91,34,OVER,OVER,true,25.91,26.383,2.78,,-1.59,0.0239,OVER
2026-01-20,PA,Victor Wembanyama,27.5,-119,-112.5,27.55,16,UNDER,UNDER,true,25.78,29.705,2.73,,0.05,0.014,OVER
2026-01-22,PA,Victor Wembanyama,28.5,-125,-113.5,26.66,29,OVER,OVER,true,26.02,32.617,2.95,,-1.84,0.0239,OVER
2026-01-25,PA,Victor Wembanyama,28.5,-120.5,-111,26.93,16,UNDER,UNDER,true,26.91,31.35,3.42,,-1.57,0.0204,OVER
2026-01-28,PA,Victor Wembanyama,27.5,-119,-112.5,27.12,31,UNDER,OVER,false,27.94,28.597,3.03,,-0.38,0.014,OVER
2026-02-01,PA,Victor Wembanyama,26.5,-119,-116.5,26.33,27,OVER,OVER,true,28.62,27.95,2.97,,-0.17,0.0053,OVER
2026-02-04,PA,Victor Wembanyama,24.5,-122,-117.5,26.79,24,UNDER,UNDER,true,28.72,28.35,2.93,,2.29,0.0093,OVER
2026-02-10,PA,Victor Wembanyama,25.5,-118,-113.5,26.38,42,UNDER,OVER,false,29.67,26.1,2.46,,0.88,0.0097,OVER
2026-02-23,PA,Victor Wembanyama,26.5,-118.5,-114.5,27.05,25,UNDER,UNDER,true,27.7,35.6,4.76,,0.55,0.0085,OVER
2026-02-25,PA,Victor Wembanyama,26,-118,-122.5,27.19,15,UNDER,UNDER,true,28.43,29.657,5.33,1,1.19,-0.0093,UNDER
2026-02-26,PA,Victor Wembanyama,26,-122.5,-118,27.03,17,UNDER,UNDER,true,28.41,25.95,5.34,1,1.03,0.0093,OVER
2026-03-01,PA,Victor Wembanyama,27.5,-121,-113.5,26.68,27,UNDER,UNDER,true,27.98,34.2,5.27,1,-0.82,0.0159,OVER
2026-03-05,PA,Victor Wembanyama,26.5,-118.5,-114.5,26.32,41,OVER,OVER,true,27.88,38.842,5.63,1,-0.18,0.0085,OVER
2026-03-08,PA,Victor Wembanyama,27.5,-119,-112.5,27.19,30,UNDER,OVER,false,28.97,30.333,6.23,1,-0.31,0.014,OVER
2025-10-24,PR,Victor Wembanyama,36.5,-118.5,-120,31.08,40,OVER,OVER,true,27.07,32.298,7.49,0,-5.42,-0.0031,UNDER
2025-10-26,PR,Victor Wembanyama,34.5,-112.5,-123.5,32.57,45,OVER,OVER,true,26.9,36.467,7.34,0,-1.93,-0.0232,UNDER
2025-10-27,PR,Victor Wembanyama,35.5,-117.5,-120.5,35.04,39,OVER,OVER,true,27.44,30.65,7.82,0,-0.46,-0.0063,UNDER
2025-11-05,PR,Victor Wembanyama,34.5,-114,-122.5,35.23,27,UNDER,UNDER,true,28.88,32.683,7.02,,0.73,-0.0179,UNDER
2025-11-07,PR,Victor Wembanyama,35.5,-120,-125,34.97,30,UNDER,UNDER,true,29.99,37.2,6.65,,-0.53,-0.0101,UNDER
2025-11-08,PR,Victor Wembanyama,36.5,-118.5,-120,34.42,36,UNDER,UNDER,true,32.14,32.45,4.94,,-2.08,-0.0031,UNDER
2025-12-13,PR,Victor Wembanyama,33.5,-120,-116,36.65,31,UNDER,UNDER,true,35.41,20.65,2.67,,3.15,0.0084,OVER
2025-12-16,PR,Victor Wembanyama,36.5,-119,-121,34.99,24,UNDER,UNDER,true,33.83,24.893,5.13,,-1.51,-0.0041,UNDER
2025-12-18,PR,Victor Wembanyama,28.5,-128,-111,34.23,23,UNDER,UNDER,true,33.25,17.3,5.74,,5.73,0.0353,OVER
2025-12-19,PR,Victor Wembanyama,26.5,-116.5,-123,32.21,38,OVER,OVER,true,31.01,21.467,7.02,,5.71,-0.0135,UNDER
2025-12-21,PR,Victor Wembanyama,28.5,-128,-111,31.61,26,UNDER,UNDER,true,29.71,21.5,7.45,,3.11,0.0353,OVER
2025-12-23,PR,Victor Wembanyama,33.5,-120,-116,30.22,17,UNDER,UNDER,true,28.6,23.14,7.75,,-3.28,0.0084,OVER
2025-12-25,PR,Victor Wembanyama,33.5,-120,-116,29.38,30,UNDER,UNDER,true,27.19,25.805,7.33,,-4.12,0.0084,OVER
2025-12-27,PR,Victor Wembanyama,36.5,-121.5,-117.5,29.33,39,OVER,OVER,true,26.53,27.7,7.12,,-7.17,0.0083,OVER
2025-12-29,PR,Victor Wembanyama,33.5,-122,-115,30.68,40,OVER,OVER,true,25.7,27.317,6.43,,-2.82,0.0147,OVER
2025-12-31,PR,Victor Wembanyama,36.5,-119,-121,32.17,44,OVER,OVER,true,24.8,23.717,5.43,,-4.33,-0.0041,UNDER
2026-01-07,PR,Victor Wembanyama,34.5,-114,-122.5,33.25,30,UNDER,UNDER,true,23.39,25.965,3.04,,-1.25,-0.0179,UNDER
2026-01-10,PR,Victor Wembanyama,36.5,-116,-121.5,32.67,27,UNDER,UNDER,true,23.49,26.417,3.11,,-3.83,-0.0115,UNDER
2026-01-11,PR,Victor Wembanyama,34.5,-115,-122,32.29,36,OVER,OVER,true,24.4,26.988,2.42,,-2.21,-0.0147,UNDER
2026-01-13,PR,Victor Wembanyama,33.5,-120,-116,33.35,24,UNDER,UNDER,true,24.96,27.733,2.31,,-0.15,0.0084,OVER
2026-01-17,PR,Victor Wembanyama,34.5,-115,-122,32.84,48,OVER,OVER,true,25.44,30.517,2.32,,-1.66,-0.0147,UNDER
2026-01-19,PR,Victor Wembanyama,36.5,-121.5,-117.5,34.06,43,OVER,OVER,true,25.91,26.383,2.78,,-2.44,0.0083,OVER
2026-01-20,PR,Victor Wembanyama,35.5,-120,-125,34.61,24,OVER,UNDER,false,25.78,29.705,2.73,,-0.89,-0.0101,UNDER
2026-01-22,PR,Victor Wembanyama,36.5,-121.5,-117.5,33.96,40,OVER,OVER,true,26.02,32.617,2.95,,-2.54,0.0083,OVER
2026-01-25,PR,Victor Wembanyama,36.5,-118.5,-120,34.18,32,UNDER,UNDER,true,26.91,31.35,3.42,,-2.32,-0.0031,UNDER
2026-01-28,PR,Victor Wembanyama,35.5,-120,-125,34.95,44,OVER,OVER,true,27.94,28.597,3.03,,-0.55,-0.0101,UNDER
2026-02-01,PR,Victor Wembanyama,34.5,-120.5,-114,35.05,33,UNDER,UNDER,true,28.62,27.95,2.97,,0.55,0.0138,OVER
2026-02-04,PR,Victor Wembanyama,33.5,-120,-116,34.98,36,UNDER,OVER,false,28.72,28.35,2.93,,1.48,0.0084,OVER
2026-02-10,PR,Victor Wembanyama,34.5,-114,-122.5,34.42,52,OVER,OVER,true,29.67,26.1,2.46,,-0.08,-0.0179,UNDER
2026-02-23,PR,Victor Wembanyama,35.5,-117.5,-123.5,34.6,38,OVER,OVER,true,27.7,35.6,4.76,,-0.9,-0.0123,UNDER
2026-02-25,PR,Victor Wembanyama,35.5,-117.5,-120.5,36.01,20,UNDER,UNDER,true,28.43,29.657,5.33,1,0.51,-0.0063,UNDER
2026-02-26,PR,Victor Wembanyama,34.5,-112.5,-123.5,34.55,20,UNDER,UNDER,true,28.41,25.95,5.34,1,0.05,-0.0232,UNDER
2026-03-01,PR,Victor Wembanyama,36.5,-119,-121,33.92,38,OVER,OVER,true,27.98,34.2,5.27,1,-2.58,-0.0041,UNDER
2026-03-05,PR,Victor Wembanyama,35.5,-117.5,-123.5,33.6,54,OVER,OVER,true,27.88,38.842,5.63,1,-1.9,-0.0123,UNDER
2026-03-08,PR,Victor Wembanyama,35.5,-120,-125,34.71,37,OVER,OVER,true,28.97,30.333,6.23,1,-0.79,-0.0101,UNDER
2025-10-24,RA,Victor Wembanyama,13.5,-130,-110,13.57,13,UNDER,UNDER,true,27.07,32.298,7.49,0,0.07,0.0414,OVER
2025-10-26,RA,Victor Wembanyama,13.5,-125,-108,13.64,18,OVER,OVER,true,26.9,36.467,7.34,0,0.14,0.0363,OVER
2025-10-27,RA,Victor Wembanyama,14.5,-125.5,-122.5,14.55,19,OVER,OVER,true,27.44,30.65,7.82,0,0.05,0.006,OVER
2025-11-05,RA,Victor Wembanyama,14.5,-109.5,-132.5,15.77,11,UNDER,UNDER,true,28.88,32.683,7.02,,1.27,-0.0472,UNDER
2025-11-07,RA,Victor Wembanyama,14.5,-111,-120.5,15.18,12,UNDER,UNDER,true,29.99,37.2,6.65,,0.68,-0.0204,UNDER
2025-11-08,RA,Victor Wembanyama,13.5,-130,-110,15.08,21,UNDER,OVER,false,32.14,32.45,4.94,,1.58,0.0414,OVER
2025-12-13,RA,Victor Wembanyama,13.5,-137,1.5,16.03,11,UNDER,UNDER,true,35.41,20.65,2.67,,2.53,-0.4072,UNDER
2025-12-16,RA,Victor Wembanyama,14.5,-125.5,-115,15.3,7,UNDER,UNDER,true,33.83,24.893,5.13,,0.8,0.0217,OVER
2025-12-18,RA,Victor Wembanyama,12.5,-113,-125,14.1,12,UNDER,UNDER,true,33.25,17.3,5.74,,1.6,-0.025,UNDER
2025-12-19,RA,Victor Wembanyama,11.5,-109,-136.5,13.42,15,OVER,OVER,true,31.01,21.467,7.02,,1.92,-0.0556,UNDER
2025-12-21,RA,Victor Wembanyama,12.5,-113,-125,12.71,14,UNDER,OVER,false,29.71,21.5,7.45,,0.21,-0.025,UNDER
2025-12-23,RA,Victor Wembanyama,13.5,-137,1.5,13.12,8,UNDER,UNDER,true,28.6,23.14,7.75,,-0.38,-0.4072,UNDER
2025-12-25,RA,Victor Wembanyama,13.5,-137,1.5,12.79,13,UNDER,UNDER,true,27.19,25.805,7.33,,-0.71,-0.4072,UNDER
2025-12-27,RA,Victor Wembanyama,13.5,-119.5,-122.5,12.68,10,UNDER,UNDER,true,26.53,27.7,7.12,,-0.82,-0.0061,UNDER
2025-12-29,RA,Victor Wembanyama,13.75,-120,-135,12.54,17,OVER,OVER,true,25.7,27.317,6.43,,-1.21,-0.029,UNDER
2025-12-31,RA,Victor Wembanyama,14.5,-125.5,-115,13.26,14,UNDER,UNDER,true,24.8,23.717,5.43,,-1.24,0.0217,OVER
2026-01-07,RA,Victor Wembanyama,14.5,-109.5,-132.5,13,16,UNDER,OVER,false,23.39,25.965,3.04,,-1.5,-0.0472,UNDER
2026-01-10,RA,Victor Wembanyama,14.5,-112,-120,12.98,7,UNDER,UNDER,true,23.49,26.417,3.11,,-1.52,-0.0172,UNDER
2026-01-11,RA,Victor Wembanyama,12.5,-128.5,-113.5,12.8,8,UNDER,UNDER,true,24.4,26.988,2.42,,0.3,0.0307,OVER
2026-01-13,RA,Victor Wembanyama,13.5,-137,1.5,12.56,8,UNDER,UNDER,true,24.96,27.733,2.31,,-0.94,-0.4072,UNDER
2026-01-17,RA,Victor Wembanyama,12.5,-128.5,-113.5,12.56,12,UNDER,UNDER,true,25.44,30.517,2.32,,0.06,0.0307,OVER
2026-01-19,RA,Victor Wembanyama,13.5,-119.5,-122.5,12.53,11,UNDER,UNDER,true,25.91,26.383,2.78,,-0.97,-0.0061,UNDER
2026-01-20,RA,Victor Wembanyama,14.5,-111,-120.5,12.51,12,UNDER,UNDER,true,25.78,29.705,2.73,,-1.99,-0.0204,UNDER
2026-01-22,RA,Victor Wembanyama,13.5,-119.5,-122.5,12.75,17,UNDER,OVER,false,26.02,32.617,2.95,,-0.75,-0.0061,UNDER
2026-01-25,RA,Victor Wembanyama,13.5,-130,-110,13.39,16,OVER,OVER,true,26.91,31.35,3.42,,-0.11,0.0414,OVER
2026-01-28,RA,Victor Wembanyama,14.5,-111,-120.5,13.52,19,UNDER,OVER,false,27.94,28.597,3.03,,-0.98,-0.0204,UNDER
2026-02-01,RA,Victor Wembanyama,13.5,-137.5,105,13.95,10,UNDER,UNDER,true,28.62,27.95,2.97,,0.45,0.0911,OVER
2026-02-04,RA,Victor Wembanyama,13.5,-137,1.5,13.12,16,UNDER,OVER,false,28.72,28.35,2.93,,-0.38,-0.4072,UNDER
2026-02-10,RA,Victor Wembanyama,14.5,-109.5,-132.5,13.87,14,UNDER,UNDER,true,29.67,26.1,2.46,,-0.63,-0.0472,UNDER
2026-02-23,RA,Victor Wembanyama,14.5,-115,-117,13.92,21,UNDER,OVER,false,27.7,35.6,4.76,,-0.58,-0.0043,UNDER
2026-02-25,RA,Victor Wembanyama,14.5,-125.5,-122.5,15.27,11,UNDER,UNDER,true,28.43,29.657,5.33,1,0.77,0.006,OVER
2026-02-26,RA,Victor Wembanyama,13.5,-125,-108,15.29,13,UNDER,UNDER,true,28.41,25.95,5.34,1,1.79,0.0363,OVER
2026-03-01,RA,Victor Wembanyama,14.5,-125.5,-115,14.61,15,OVER,OVER,true,27.98,34.2,5.27,1,0.11,0.0217,OVER
2026-03-05,RA,Victor Wembanyama,14.5,-115,-117,14.52,19,OVER,OVER,true,27.88,38.842,5.63,1,0.02,-0.0043,UNDER
2026-03-08,RA,Victor Wembanyama,14.5,-111,-120.5,14.18,9,UNDER,UNDER,true,28.97,30.333,6.23,1,-0.32,-0.0204,UNDER
