model_action,selected_rank,tier,final_score,player,team,team_name,opponent,opponent_name,market,side,line,projected_value,line_gap,model_probability,fair_probability,price_edge,projected_minutes,sample_size,source_pick,source_projection,source_odds,source_book,source_market,source_status,team_resolution_status,source_url,risk_flags,rejection_reason
CANDIDATE,,D,0.1924,Allisha Gray,ATL,Atlanta Dream,GS,Golden State Valkyries,AST,UNDER,2.5,2.493,-0.007,0.53687,0.57328,-0.03641,33.34,115,NAN,2.4,,hardrock,AST,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/assists,source_projection_near_line,portfolio_full
CANDIDATE,,D,0.07261,Allisha Gray,ATL,Atlanta Dream,GS,Golden State Valkyries,RA,UNDER,5.5,5.948,0.448,0.50476,0.47368,0.03108,33.34,115,NAN,6.23,,bet365,RA,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds-&-assists,combo_market_correlation|source_projection_disagreement,portfolio_full
CANDIDATE,,D,0.05521,Allisha Gray,ATL,Atlanta Dream,GS,Golden State Valkyries,REB,UNDER,3.5,3.456,-0.044,0.53909,0.5443,-0.00522,33.34,115,NAN,3.83,,bet365,REB,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds,source_projection_disagreement,portfolio_full
CANDIDATE,,D,0.31032,Allisha Gray,ATL,Atlanta Dream,GS,Golden State Valkyries,THREES,UNDER,1.5,1.359,-0.141,0.58145,0.45269,0.12876,33.34,115,NAN,2.04,,hardrock,THREES,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/3-pointers,source_projection_disagreement,portfolio_full
CANDIDATE,,D,0.19706,Angel Reese,ATL,Atlanta Dream,GS,Golden State Valkyries,AST,UNDER,2.5,2.079,-0.421,0.56025,0.50742,0.05283,31.22,93,NAN,2.55,,bet365,AST,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/assists,source_projection_disagreement|source_projection_near_line,portfolio_full
CANDIDATE,,D,0.0,Angel Reese,ATL,Atlanta Dream,GS,Golden State Valkyries,PA,UNDER,16.5,16.504,0.004,0.50397,0.49226,0.01171,31.22,93,NAN,16.52,,bet365,PA,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points-&-assists,combo_market_correlation|source_projection_disagreement|source_projection_near_line,portfolio_full
CANDIDATE,,D,0.44694,Angel Reese,ATL,Atlanta Dream,GS,Golden State Valkyries,RA,UNDER,14.5,13.471,-1.029,0.57714,0.48624,0.0909,31.22,93,NAN,14.32,,draftkings,RA,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds-&-assists,combo_market_correlation|source_projection_near_line,portfolio_full
CANDIDATE,,D,0.01133,Jordin Canada,ATL,Atlanta Dream,GS,Golden State Valkyries,PR,UNDER,14.5,14.93,0.43,0.51503,0.50318,0.01185,32.39,76,NAN,14.93,,draftkings,PR,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points-&-rebounds,combo_market_correlation|source_projection_disagreement,portfolio_full
CANDIDATE,,D,0.445,Jordin Canada,ATL,Atlanta Dream,GS,Golden State Valkyries,RA,OVER,9.5,10.131,0.631,0.55429,0.4873,0.06699,32.39,76,NAN,10.39,,bet365,RA,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds-&-assists,combo_market_correlation,portfolio_full
CANDIDATE,,D,0.18939,Jordin Canada,ATL,Atlanta Dream,GS,Golden State Valkyries,REB,UNDER,3.5,3.465,-0.035,0.53466,0.57148,-0.03682,32.39,76,NAN,3.49,,draftkings,REB,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds,source_projection_near_line,portfolio_full
CANDIDATE,,D,0.24156,Rhyne Howard,ATL,Atlanta Dream,GS,Golden State Valkyries,AST,UNDER,3.5,3.223,-0.277,0.59393,0.54912,0.04481,36.0,93,NAN,3.55,,bet365,AST,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/assists,source_projection_disagreement|source_projection_near_line,portfolio_full
CANDIDATE,,D,0.18548,Rhyne Howard,ATL,Atlanta Dream,GS,Golden State Valkyries,PTS,OVER,17.5,18.446,0.946,0.53993,0.49332,0.04661,36.0,93,NAN,16.37,,bet365,PTS,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points,source_projection_disagreement,portfolio_full
CANDIDATE,,D,0.10468,Rhyne Howard,ATL,Atlanta Dream,GS,Golden State Valkyries,RA,UNDER,7.5,6.855,-0.645,0.57373,0.55827,0.01546,36.0,93,NAN,7.63,,bet365,RA,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds-&-assists,combo_market_correlation|source_projection_disagreement|source_projection_near_line,portfolio_full
CANDIDATE,,D,0.24101,Rhyne Howard,ATL,Atlanta Dream,GS,Golden State Valkyries,REB,OVER,3.5,3.632,0.132,0.5254,0.53846,-0.01307,36.0,93,NAN,4.08,,bet365,REB,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds,,portfolio_full
