model_action,selected_rank,tier,final_score,player,team,team_name,opponent,opponent_name,market,side,line,projected_value,line_gap,model_probability,fair_probability,price_edge,projected_minutes,sample_size,source_pick,source_projection,source_odds,source_book,source_market,source_status,team_resolution_status,source_url,risk_flags,rejection_reason
COVERAGE,,D,0.28024,Gabby Williams,GS,Golden State Valkyries,WSH,Washington Mystics,THREES,OVER,1.5,1.488,-0.012,0.50035,0.45872,0.04163,24.14,86,OVER,2.0,118.0,FanDuel,3 Point FG Made,live_current,source_game_match,https://www.sportsgrid.com/wnba/game/washington-mystics-golden-state-valkyries-scores-odds-picks-props-july-18-2026/8010b7c5-4c46-4656-962a-80c8625d925e,single_side_price|thin_market_count,below_consensus_probability
SELECTED,2,C,0.65017,Veronica Burton,GS,Golden State Valkyries,WSH,Washington Mystics,PTS,UNDER,11.5,8.946,-2.554,0.62853,0.56897,0.05956,26.95,113,UNDER,9.5,-132.0,FanDuel,Points,live_current,source_game_match,https://www.sportsgrid.com/wnba/game/washington-mystics-golden-state-valkyries-scores-odds-picks-props-july-18-2026/8010b7c5-4c46-4656-962a-80c8625d925e,single_side_price|thin_market_count,
COVERAGE,,D,0.46721,Aliyah Boston,IND,Indiana Fever,NY,New York Liberty,REB,OVER,8.5,9.176,0.676,0.57713,0.51923,0.0579,29.2,125,OVER,10.5,-108.0,FanDuel,Rebounds,live_current,source_game_match,https://www.sportsgrid.com/wnba/game/new-york-liberty-indiana-fever-scores-odds-picks-props-july-18-2026/68481f19-2e63-40fb-b743-7ec8d78e3f87,short_rest_or_b2b|single_side_price|thin_market_count,below_consensus_probability
COVERAGE,,B,0.7121,Caitlin Clark,IND,Indiana Fever,NY,New York Liberty,AST,UNDER,8.5,7.071,-1.429,0.66171,0.56897,0.09275,27.82,84,UNDER,6.5,-132.0,FanDuel,Assists,preserved_same_day,source_game_match,https://www.sportsgrid.com/wnba/game/new-york-liberty-indiana-fever-scores-odds-picks-props-july-18-2026/68481f19-2e63-40fb-b743-7ec8d78e3f87,not_current_source_snapshot|short_rest_or_b2b|single_side_price|thin_market_count,not_current_source_snapshot
CANDIDATE,,B,0.66199,Caitlin Clark,IND,Indiana Fever,NY,New York Liberty,PR,OVER,21.5,25.845,4.345,0.64294,0.5283,0.11463,27.82,84,OVER,25.1,-112.0,FanDuel,Pts + Reb,live_current,source_game_match,https://www.sportsgrid.com/wnba/game/new-york-liberty-indiana-fever-scores-odds-picks-props-july-18-2026/68481f19-2e63-40fb-b743-7ec8d78e3f87,combo_market_correlation|short_rest_or_b2b|single_side_price|thin_market_count,max_per_player
SELECTED,1,A,0.75851,Caitlin Clark,IND,Indiana Fever,NY,New York Liberty,PTS,OVER,17.5,21.947,4.447,0.66706,0.53271,0.13435,27.82,84,OVER,20.8,-114.0,FanDuel,Points,live_current,source_game_match,https://www.sportsgrid.com/wnba/game/new-york-liberty-indiana-fever-scores-odds-picks-props-july-18-2026/68481f19-2e63-40fb-b743-7ec8d78e3f87,short_rest_or_b2b|single_side_price|thin_market_count,
COVERAGE,,D,0.4799,Courtney Williams,MIN,Minnesota Lynx,POR,Portland Fire,PA,UNDER,19.5,17.672,-1.828,0.58594,0.51456,0.07138,32.93,137,UNDER,16.4,-106.0,FanDuel,Pts + Ast,live_current,source_game_match,https://www.sportsgrid.com/wnba/game/portland-fire-minnesota-lynx-scores-odds-picks-props-july-18-2026/f42d2f31-6b1b-4fef-8cfb-0d00ba5319a2,blowout_spread|combo_market_correlation|single_side_price|thin_market_count,below_consensus_probability
COVERAGE,,D,0.21545,Courtney Williams,MIN,Minnesota Lynx,POR,Portland Fire,PR,UNDER,20.5,19.177,-1.323,0.52381,0.50495,0.01886,32.93,137,UNDER,17.8,-102.0,FanDuel,Pts + Reb,live_current,source_game_match,https://www.sportsgrid.com/wnba/game/portland-fire-minnesota-lynx-scores-odds-picks-props-july-18-2026/f42d2f31-6b1b-4fef-8cfb-0d00ba5319a2,blowout_spread|combo_market_correlation|single_side_price|thin_market_count,below_consensus_probability
COVERAGE,,D,0.41615,Courtney Williams,MIN,Minnesota Lynx,POR,Portland Fire,PTS,UNDER,15.5,13.729,-1.771,0.57028,0.53271,0.03757,32.93,137,UNDER,12.8,-114.0,FanDuel,Points,live_current,source_game_match,https://www.sportsgrid.com/wnba/game/portland-fire-minnesota-lynx-scores-odds-picks-props-july-18-2026/f42d2f31-6b1b-4fef-8cfb-0d00ba5319a2,blowout_spread|single_side_price|thin_market_count,below_consensus_probability
COVERAGE,,D,0.0,Shakira Austin,WSH,Washington Mystics,GS,Golden State Valkyries,PTS,OVER,13.5,14.896,1.396,0.55035,,,29.28,74,UNDER,11.7,-135.0,FanDuel,Points,live_current,source_game_match,https://www.sportsgrid.com/wnba/game/washington-mystics-golden-state-valkyries-scores-odds-picks-props-july-18-2026/8010b7c5-4c46-4656-962a-80c8625d925e,no_price_edge|single_side_price|source_pick_disagreement|source_projection_disagreement|thin_market_count|volatile_minutes,single_side_price_excluded
