model_action,selected_rank,tier,final_score,player,team,team_name,opponent,opponent_name,market,side,line,projected_value,line_gap,model_probability,fair_probability,price_edge,projected_minutes,sample_size,source_pick,source_projection,source_odds,source_book,source_market,source_status,team_resolution_status,source_url,risk_flags,rejection_reason
COVERAGE,,D,0.28805,Arike Ogunbowale,DAL,Dallas Wings,WSH,Washington Mystics,REB,OVER,2.5,3.077,0.577,0.54163,,,32.63,74,NAN,2.82,,nan,REB,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds,no_price_edge|single_side_price|thin_market_count,
COVERAGE,,D,0.52957,Arike Ogunbowale,DAL,Dallas Wings,WSH,Washington Mystics,THREES,UNDER,1.5,1.093,-0.407,0.58706,0.42735,0.15971,32.63,74,UNDER,0.5,134.0,nan,3 Point FG Made,live_current,source_game_match,https://www.sportsgrid.com/wnba/game/washington-mystics-dallas-wings-scores-odds-picks-props-may-18-2026/05e5130f-d087-4f06-a748-fc6a89d60914,single_side_price|thin_market_count,
SELECTED,2,A,0.75444,Jessica Shepard,DAL,Dallas Wings,WSH,Washington Mystics,AST,UNDER,4.5,3.761,-0.739,0.67545,0.56647,0.10898,26.19,52,NAN,4.13,,bet365,AST,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/assists,volatile_minutes,
COVERAGE,,D,0.43395,Jessica Shepard,DAL,Dallas Wings,WSH,Washington Mystics,PA,UNDER,14.5,12.747,-1.753,0.58418,0.51928,0.0649,26.19,52,NAN,14.37,,bet365,PA,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points-&-assists,combo_market_correlation|source_projection_near_line|volatile_minutes,
COVERAGE,,D,0.40002,Jessica Shepard,DAL,Dallas Wings,WSH,Washington Mystics,PRA,UNDER,23.5,20.36,-3.14,0.62554,0.51083,0.11471,26.19,52,NAN,24.19,,bet365,PRA,live_current,current_roster_match,"https://www.scoresandodds.com/wnba/props/points,-rebounds,-&-assists",combo_market_correlation|source_projection_disagreement|volatile_minutes,
COVERAGE,,D,0.546,Jessica Shepard,DAL,Dallas Wings,WSH,Washington Mystics,RA,UNDER,13.5,11.375,-2.125,0.67772,0.52361,0.15412,26.19,52,NAN,13.95,,fanduel,RA,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds-&-assists,combo_market_correlation|source_projection_disagreement|volatile_minutes,
COVERAGE,,D,0.40234,Jessica Shepard,DAL,Dallas Wings,WSH,Washington Mystics,REB,UNDER,8.5,7.613,-0.887,0.62214,0.45726,0.16489,26.19,52,NAN,9.82,,draftkings,REB,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds,source_projection_disagreement|volatile_minutes,
COVERAGE,,D,0.0,Odyssey Sims,DAL,Dallas Wings,WSH,Washington Mystics,AST,UNDER,3.5,3.482,-0.018,0.50922,0.59671,-0.08749,25.25,62,NAN,3.56,,bet365,AST,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/assists,source_projection_disagreement|source_projection_near_line|volatile_minutes,
COVERAGE,,D,0.12022,Odyssey Sims,DAL,Dallas Wings,WSH,Washington Mystics,PA,OVER,13.5,14.589,1.089,0.5489,0.45921,0.08969,25.25,62,NAN,13.31,,bet365,PA,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points-&-assists,combo_market_correlation|source_projection_disagreement|source_projection_near_line|volatile_minutes,
COVERAGE,,D,0.41896,Odyssey Sims,DAL,Dallas Wings,WSH,Washington Mystics,PTS,OVER,9.5,11.597,2.097,0.58659,0.5614,0.02519,25.25,62,OVER,11.5,-128.0,nan,Points,live_current,source_game_match,https://www.sportsgrid.com/wnba/game/washington-mystics-dallas-wings-scores-odds-picks-props-may-18-2026/05e5130f-d087-4f06-a748-fc6a89d60914,single_side_price|thin_market_count|volatile_minutes,
COVERAGE,,D,0.21925,Paige Bueckers,DAL,Dallas Wings,WSH,Washington Mystics,AST,UNDER,5.5,5.462,-0.038,0.50286,0.53152,-0.02866,30.57,44,NAN,5.15,,draftkings,AST,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/assists,,
COVERAGE,,D,0.05705,Paige Bueckers,DAL,Dallas Wings,WSH,Washington Mystics,PR,UNDER,23.5,23.26,-0.24,0.53482,0.49032,0.0445,30.57,44,NAN,23.9,,fanduel,PR,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points-&-rebounds,combo_market_correlation|source_projection_disagreement|source_projection_near_line,
COVERAGE,,D,0.40781,Paige Bueckers,DAL,Dallas Wings,WSH,Washington Mystics,RA,OVER,8.5,9.004,0.504,0.55891,0.51572,0.04318,30.57,44,NAN,9.18,,bet365,RA,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds-&-assists,combo_market_correlation,
COVERAGE,,D,0.00942,Paige Bueckers,DAL,Dallas Wings,WSH,Washington Mystics,REB,UNDER,3.5,3.542,0.042,0.50847,0.5656,-0.05713,30.57,44,NAN,4.03,,draftkings,REB,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds,source_projection_disagreement,
COVERAGE,,D,0.07572,Paige Bueckers,DAL,Dallas Wings,WSH,Washington Mystics,THREES,OVER,1.5,1.7,0.2,0.51901,0.47368,0.04533,30.57,44,NAN,1.43,,bet365,THREES,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/3-pointers,source_projection_disagreement|source_projection_near_line,
COVERAGE,,D,0.52557,Bridget Carleton,POR,Portland Fire,CON,Connecticut Sun,PR,UNDER,18.5,16.372,-2.128,0.66822,0.48311,0.18511,28.62,111,NAN,19.41,,fanduel,PR,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points-&-rebounds,combo_market_correlation|source_projection_disagreement,
COVERAGE,,C,0.58722,Bridget Carleton,POR,Portland Fire,CON,Connecticut Sun,PTS,UNDER,15.5,12.867,-2.633,0.70118,0.51083,0.19035,28.62,111,NAN,15.53,,hardrock,PTS,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points,source_projection_disagreement|source_projection_near_line,
COVERAGE,,D,0.00685,Bridget Carleton,POR,Portland Fire,CON,Connecticut Sun,REB,UNDER,3.5,3.514,0.014,0.51613,0.52174,-0.00561,28.62,111,NAN,3.88,,bet365,REB,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds,source_projection_disagreement,
SELECTED,6,C,0.62677,Bridget Carleton,POR,Portland Fire,CON,Connecticut Sun,THREES,UNDER,2.5,2.109,-0.391,0.62454,0.56522,0.05933,28.62,111,UNDER,1.7,-130.0,nan,3 Point FG Made,live_current,source_game_match,https://www.sportsgrid.com/wnba/game/connecticut-sun-portland-fire-scores-odds-picks-props-may-18-2026/ea8a0f89-87a1-4c71-a458-d0fc22293bfa,expanded_card_fill|same_game_concentration|single_side_price|thin_market_count,
SELECTED,1,A,0.80403,Carla Leite,POR,Portland Fire,CON,Connecticut Sun,AST,UNDER,4.5,3.383,-1.117,0.68252,0.54079,0.14173,21.23,45,NAN,3.86,,bet365,AST,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/assists,same_game_concentration|volatile_minutes,
COVERAGE,,D,0.55723,Carla Leite,POR,Portland Fire,CON,Connecticut Sun,PA,UNDER,20.5,16.105,-4.395,0.7041,0.49787,0.20623,21.23,45,NAN,20.64,,fanduel,PA,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points-&-assists,combo_market_correlation|source_projection_disagreement|source_projection_near_line|volatile_minutes,
COVERAGE,,D,0.55527,Carla Leite,POR,Portland Fire,CON,Connecticut Sun,PR,UNDER,18.5,14.974,-3.526,0.68037,0.48428,0.19609,21.23,45,NAN,19.39,,bet365,PR,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points-&-rebounds,combo_market_correlation|source_projection_disagreement|volatile_minutes,
COVERAGE,,A,0.76995,Carla Leite,POR,Portland Fire,CON,Connecticut Sun,PRA,UNDER,23.5,18.364,-5.136,0.70706,0.51584,0.19123,21.23,45,NAN,23.25,,caesars,PRA,live_current,current_roster_match,"https://www.scoresandodds.com/wnba/props/points,-rebounds,-&-assists",combo_market_correlation|source_projection_near_line|volatile_minutes,
COVERAGE,,D,0.54055,Carla Leite,POR,Portland Fire,CON,Connecticut Sun,RA,UNDER,6.5,5.643,-0.857,0.63014,0.49477,0.13537,21.23,45,NAN,6.47,,bet365,RA,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds-&-assists,combo_market_correlation|source_projection_near_line|volatile_minutes,
COVERAGE,,D,0.12726,Carla Leite,POR,Portland Fire,CON,Connecticut Sun,REB,UNDER,2.5,2.263,-0.237,0.59197,0.55556,0.03642,21.23,45,NAN,2.61,,draftkings,REB,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds,single_side_price|source_projection_disagreement|source_projection_near_line|thin_market_count|volatile_minutes,
COVERAGE,,A,0.77665,Luisa Geiselsoder,POR,Portland Fire,CON,Connecticut Sun,PR,UNDER,17.5,14.334,-3.166,0.70166,0.51572,0.18593,23.04,33,NAN,17.46,,bet365,PR,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points-&-rebounds,combo_market_correlation|source_projection_near_line,
COVERAGE,,B,0.69647,Luisa Geiselsoder,POR,Portland Fire,CON,Connecticut Sun,REB,UNDER,6.5,5.361,-1.139,0.66052,0.50561,0.15491,23.04,33,NAN,6.36,,draftkings,REB,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds,source_projection_near_line,
COVERAGE,,D,0.55708,Luisa Geiselsoder,POR,Portland Fire,CON,Connecticut Sun,THREES,UNDER,1.5,1.129,-0.371,0.60852,0.51685,0.09167,23.04,33,NAN,1.39,,draftkings,THREES,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/3-pointers,source_projection_near_line,
COVERAGE,,D,0.22787,Georgia Amoore,WSH,Washington Mystics,DAL,Dallas Wings,AST,OVER,3.5,4.169,0.669,0.55195,0.58599,-0.03404,20.3,5,NAN,4.85,,draftkings,AST,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/assists,low_player_sample|thin_player_history,
COVERAGE,,D,0.46051,Georgia Amoore,WSH,Washington Mystics,DAL,Dallas Wings,PTS,UNDER,8.5,6.855,-1.645,0.5968,0.51572,0.08107,20.3,5,NAN,7.39,,bet365,PTS,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points,low_player_sample|thin_player_history,
COVERAGE,,D,0.30766,Kiki Iriafen,WSH,Washington Mystics,DAL,Dallas Wings,PR,OVER,25.5,26.836,1.336,0.54273,0.5,0.04273,29.02,51,NAN,25.57,,bet365,PR,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points-&-rebounds,combo_market_correlation|source_projection_near_line,
COVERAGE,,D,0.28848,Shakira Austin,WSH,Washington Mystics,DAL,Dallas Wings,AST,OVER,2.5,3.019,0.519,0.54248,,,28.36,55,NAN,3.39,,nan,AST,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/assists,no_price_edge|single_side_price|thin_market_count,
COVERAGE,,D,0.39856,Shakira Austin,WSH,Washington Mystics,DAL,Dallas Wings,PA,OVER,17.5,18.757,1.257,0.53479,0.47368,0.0611,28.36,55,NAN,20.02,,bet365,PA,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points-&-assists,combo_market_correlation,
COVERAGE,,D,0.0,Shakira Austin,WSH,Washington Mystics,DAL,Dallas Wings,PR,UNDER,23.5,23.534,0.034,0.52277,0.488,0.03477,28.36,55,NAN,24.03,,fanduel,PR,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points-&-rebounds,combo_market_correlation|source_projection_disagreement|source_projection_near_line,
COVERAGE,,D,0.21256,Shakira Austin,WSH,Washington Mystics,DAL,Dallas Wings,PRA,OVER,25.5,26.555,1.055,0.50472,0.51572,-0.01101,28.36,55,NAN,27.42,,bet365,PRA,live_current,current_roster_match,"https://www.scoresandodds.com/wnba/props/points,-rebounds,-&-assists",combo_market_correlation,
COVERAGE,,D,0.32086,Shakira Austin,WSH,Washington Mystics,DAL,Dallas Wings,PTS,OVER,14.5,15.737,1.237,0.53886,0.52422,0.01464,28.36,55,NAN,16.63,,hardrock,PTS,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points,,
COVERAGE,,D,0.40568,Shakira Austin,WSH,Washington Mystics,DAL,Dallas Wings,RA,UNDER,11.5,10.816,-0.684,0.5759,0.55056,0.02534,28.36,55,NAN,10.79,,bet365,RA,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds-&-assists,combo_market_correlation,
COVERAGE,,C,0.57144,Shakira Austin,WSH,Washington Mystics,DAL,Dallas Wings,REB,UNDER,8.5,7.798,-0.702,0.59363,0.48917,0.10446,28.36,55,NAN,7.4,,bet365,REB,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds,,
COVERAGE,,D,0.13031,Sonia Citron,WSH,Washington Mystics,DAL,Dallas Wings,AST,OVER,2.5,2.569,0.069,0.51098,,,32.98,52,NAN,2.57,,nan,AST,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/assists,no_price_edge|single_side_price|source_projection_near_line|thin_market_count,
COVERAGE,,D,0.27277,Sonia Citron,WSH,Washington Mystics,DAL,Dallas Wings,PA,UNDER,20.5,21.082,0.582,0.52541,0.47368,0.05173,32.98,52,NAN,20.22,,bet365,PA,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points-&-assists,combo_market_correlation|source_projection_near_line,
COVERAGE,,D,0.4315,Sonia Citron,WSH,Washington Mystics,DAL,Dallas Wings,RA,UNDER,6.5,6.368,-0.132,0.56027,0.5,0.06027,32.98,52,NAN,5.84,,bet365,RA,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds-&-assists,combo_market_correlation,
COVERAGE,,D,0.31249,Sonia Citron,WSH,Washington Mystics,DAL,Dallas Wings,REB,UNDER,3.5,3.8,0.3,0.50557,0.42958,0.07599,32.98,52,NAN,3.27,,bet365,REB,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds,source_projection_near_line,
COVERAGE,,D,0.22491,Sonia Citron,WSH,Washington Mystics,DAL,Dallas Wings,THREES,OVER,1.5,1.566,0.066,0.51616,0.58821,-0.07205,32.98,52,NAN,1.88,,bet365,THREES,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/3-pointers,,
