slate_date,selected_rank,player,team,team_name,opponent,opponent_name,market,side,line,actual,settlement,model_probability,final_score,source_book,source_url
2026-07-29,1,Angel Reese,ATL,Atlanta Dream,DAL,Dallas Wings,PR,UNDER,27.5,34.0,LOSS,0.7159,0.87149,FanDuel,https://www.sportsgrid.com/wnba/game/atlanta-dream-dallas-wings-scores-odds-picks-props-july-29-2026/277fbb7d-f38d-4dd1-9f81-009cdf8f690f
2026-07-29,2,DeWanna Bonner,PHX,Phoenix Mercury,GS,Golden State Valkyries,REB,OVER,5.5,10.0,WIN,0.63681,0.69245,FanDuel,https://www.sportsgrid.com/wnba/game/golden-state-valkyries-phoenix-mercury-scores-odds-picks-props-july-29-2026/759e5cb8-3bbf-4893-b322-4c224eea4287
2026-07-29,3,Kayla Thornton,GS,Golden State Valkyries,PHX,Phoenix Mercury,THREES,OVER,1.5,2.0,WIN,0.61984,0.6238,FanDuel,https://www.sportsgrid.com/wnba/game/golden-state-valkyries-phoenix-mercury-scores-odds-picks-props-july-29-2026/759e5cb8-3bbf-4893-b322-4c224eea4287
