model_action,selected_rank,tier,final_score,player,team,opponent,market,side,line,projected_value,line_gap,model_probability,fair_probability,price_edge,projected_minutes,sample_size,source_pick,source_projection,source_odds,source_book,source_market,source_url,risk_flags,rejection_reason
COVERAGE,,D,0.11641,Emily Engstler,POR,CHI,AST,UNDER,2.5,2.371,-0.129,0.56374,0.53309,0.03065,13.11,77,,2.53,,ScoresAndOdds Best Odds,AST,https://www.scoresandodds.com/wnba/props/assists,source_projection_disagreement|source_projection_near_line,
COVERAGE,,C,0.65764,Emily Engstler,POR,CHI,PTS,UNDER,7.5,4.743,-2.757,0.70257,0.5,0.20257,13.11,77,,7.87,,ScoresAndOdds Best Odds,PTS,https://www.scoresandodds.com/wnba/props/points,source_projection_disagreement,
CANDIDATE,,S,0.88534,Emily Engstler,POR,CHI,REB,UNDER,6.5,4.908,-1.592,0.70771,0.47368,0.23403,13.11,77,,5.87,,ScoresAndOdds Best Odds,REB,https://www.scoresandodds.com/wnba/props/rebounds,,max_per_market
COVERAGE,,D,0.16584,Emily Engstler,POR,CHI,THREES,UNDER,0.5,0.433,-0.067,0.55333,0.42564,0.12769,13.11,77,,0.64,,ScoresAndOdds Best Odds,THREES,https://www.scoresandodds.com/wnba/props/3-pointers,source_projection_disagreement|source_projection_near_line,
CANDIDATE,,A,0.79519,Haley Jones,POR,CHI,AST,UNDER,3.5,2.466,-1.034,0.66879,0.52632,0.14247,22.99,76,,2.97,,ScoresAndOdds Best Odds,AST,https://www.scoresandodds.com/wnba/props/assists,,portfolio_full
SELECTED,3,S,0.96713,Haley Jones,POR,CHI,PTS,UNDER,13.5,7.914,-5.586,0.79826,0.54079,0.25747,22.99,76,,9.52,,ScoresAndOdds Best Odds,PTS,https://www.scoresandodds.com/wnba/props/points,,
CANDIDATE,,S,0.95449,Haley Jones,POR,CHI,REB,UNDER,6.5,4.235,-2.265,0.79014,0.53309,0.25705,22.99,76,,4.9,,ScoresAndOdds Best Odds,REB,https://www.scoresandodds.com/wnba/props/rebounds,,max_per_player
COVERAGE,,D,0.23041,Haley Jones,POR,CHI,THREES,UNDER,0.5,0.35,-0.15,0.57439,0.40329,0.17111,22.99,76,,0.52,,ScoresAndOdds Best Odds,THREES,https://www.scoresandodds.com/wnba/props/3-pointers,source_projection_disagreement|source_projection_near_line,
SELECTED,5,S,0.85116,Luisa Geiselsoder,POR,CHI,AST,UNDER,2.5,1.347,-1.153,0.70882,0.55056,0.15826,20.43,30,,1.93,,ScoresAndOdds Best Odds,AST,https://www.scoresandodds.com/wnba/props/assists,volatile_minutes,
COVERAGE,,C,0.58982,Luisa Geiselsoder,POR,CHI,THREES,UNDER,1.5,1.03,-0.47,0.6283,0.5,0.1283,20.43,30,,1.47,,ScoresAndOdds Best Odds,THREES,https://www.scoresandodds.com/wnba/props/3-pointers,source_projection_near_line|volatile_minutes,
