model_action,selected_rank,tier,final_score,player,team,team_name,opponent,opponent_name,market,side,line,projected_value,line_gap,model_probability,fair_probability,price_edge,projected_minutes,sample_size,source_pick,source_projection,source_odds,source_book,source_market,source_status,team_resolution_status,source_url,risk_flags,rejection_reason
COVERAGE,,D,0.37438,Megan Gustafson,,Team TBD,,Team TBD,PTS,UNDER,13.5,11.707,-1.793,0.57361,0.53488,0.03872,25.66,98,UNDER,11.0,-115.0,FanDuel,Points,live_current,not_in_source_game,https://www.sportsgrid.com/wnba/game/dallas-wings-portland-fire-scores-odds-picks-props-july-22-2026/a21a3b98-bf27-4259-968c-4276aafd1689,single_side_price|team_resolution_mismatch|thin_market_count|unknown_team_context|volatile_minutes,team_resolution_mismatch
SELECTED,1,C,0.65516,Azura Stevens,CHI,Chicago Sky,NY,New York Liberty,REB,OVER,6.5,8.1,1.6,0.64225,0.60317,0.03907,29.11,86,OVER,9.1,-152.0,FanDuel,Rebounds,live_current,source_game_match,https://www.sportsgrid.com/wnba/game/chicago-sky-new-york-liberty-scores-odds-picks-props-july-22-2026/c7da0932-1d82-4841-ab89-f21612108b2f,single_side_price|thin_market_count,
COVERAGE,,D,0.0,Arike Ogunbowale,DAL,Dallas Wings,POR,Portland Fire,PTS,OVER,16.5,17.196,0.696,0.51704,,,32.46,97,UNDER,14.5,-120.0,FanDuel,Points,live_current,source_game_match,https://www.sportsgrid.com/wnba/game/dallas-wings-portland-fire-scores-odds-picks-props-july-22-2026/a21a3b98-bf27-4259-968c-4276aafd1689,no_price_edge|single_side_price|source_pick_disagreement|source_projection_disagreement|thin_market_count,single_side_price_excluded
COVERAGE,,D,0.0,Arike Ogunbowale,DAL,Dallas Wings,POR,Portland Fire,THREES,OVER,1.5,1.613,0.113,0.51038,,,32.46,97,UNDER,1.1,120.0,FanDuel,3 Point FG Made,live_current,source_game_match,https://www.sportsgrid.com/wnba/game/dallas-wings-portland-fire-scores-odds-picks-props-july-22-2026/a21a3b98-bf27-4259-968c-4276aafd1689,no_price_edge|single_side_price|source_pick_disagreement|source_projection_disagreement|thin_market_count,single_side_price_excluded
COVERAGE,,D,0.0,Aliyah Boston,IND,Indiana Fever,CON,Connecticut Sun,PA,OVER,17.5,17.601,0.101,0.55686,,,27.52,126,UNDER,14.6,-114.0,FanDuel,Pts + Ast,live_current,source_game_match,https://www.sportsgrid.com/wnba/game/connecticut-sun-indiana-fever-scores-odds-picks-props-july-22-2026/6082e189-fb90-466b-8ed4-3126d677823d,blowout_spread|combo_market_correlation|no_price_edge|single_side_price|source_pick_disagreement|source_projection_disagreement|thin_market_count,single_side_price_excluded
COVERAGE,,D,0.0,Aliyah Boston,IND,Indiana Fever,CON,Connecticut Sun,PTS,OVER,14.5,14.914,0.414,0.56703,,,27.52,126,UNDER,12.6,-120.0,FanDuel,Points,live_current,source_game_match,https://www.sportsgrid.com/wnba/game/connecticut-sun-indiana-fever-scores-odds-picks-props-july-22-2026/6082e189-fb90-466b-8ed4-3126d677823d,blowout_spread|no_price_edge|single_side_price|source_pick_disagreement|source_projection_disagreement|thin_market_count,single_side_price_excluded
COVERAGE,,D,0.51294,Aliyah Boston,IND,Indiana Fever,CON,Connecticut Sun,REB,OVER,7.5,8.449,0.949,0.59841,0.5,0.09841,27.52,126,OVER,9.3,100.0,FanDuel,Rebounds,preserved_same_day,source_game_match,https://www.sportsgrid.com/wnba/game/connecticut-sun-indiana-fever-scores-odds-picks-props-july-22-2026/6082e189-fb90-466b-8ed4-3126d677823d,blowout_spread|not_current_source_snapshot|single_side_price|thin_market_count,not_current_source_snapshot
COVERAGE,,D,0.17096,Kelsey Mitchell,IND,Indiana Fever,CON,Connecticut Sun,THREES,OVER,2.5,2.888,0.388,0.62516,,,32.2,129,UNDER,2.0,120.0,FanDuel,3 Point FG Made,live_current,source_game_match,https://www.sportsgrid.com/wnba/game/connecticut-sun-indiana-fever-scores-odds-picks-props-july-22-2026/6082e189-fb90-466b-8ed4-3126d677823d,blowout_spread|no_price_edge|single_side_price|source_pick_disagreement|source_projection_disagreement|thin_market_count,single_side_price_excluded
COVERAGE,,D,0.3631,Ariel Atkins,LA,Los Angeles Sparks,PHX,Phoenix Mercury,PTS,UNDER,10.5,9.837,-0.663,0.5622,0.52381,0.03839,30.77,104,UNDER,8.7,-110.0,FanDuel,Points,preserved_same_day,source_game_match,https://www.sportsgrid.com/wnba/game/phoenix-mercury-los-angeles-sparks-scores-odds-picks-props-july-22-2026/198d5a86-b4c5-4442-980b-7257e81b7124,not_current_source_snapshot|single_side_price|thin_market_count,not_current_source_snapshot
COVERAGE,,D,0.0,Cameron Brink,LA,Los Angeles Sparks,PHX,Phoenix Mercury,PTS,OVER,8.5,8.193,-0.307,0.53943,,,18.18,55,UNDER,6.6,-125.0,FanDuel,Points,preserved_same_day,source_game_match,https://www.sportsgrid.com/wnba/game/phoenix-mercury-los-angeles-sparks-scores-odds-picks-props-july-22-2026/198d5a86-b4c5-4442-980b-7257e81b7124,no_price_edge|not_current_source_snapshot|single_side_price|source_pick_disagreement|source_projection_disagreement|thin_market_count,single_side_price_excluded
