model_action,selected_rank,tier,final_score,player,team,team_name,opponent,opponent_name,market,side,line,projected_value,line_gap,model_probability,fair_probability,price_edge,projected_minutes,sample_size,source_pick,source_projection,source_odds,source_book,source_market,source_status,team_resolution_status,source_url,risk_flags,rejection_reason
COVERAGE,,D,0.26966,Brittney Griner,CON,Connecticut Sun,ATL,Atlanta Dream,PA,OVER,14.5,16.086,1.586,0.56071,0.5614,-0.0007,25.85,97,OVER,18.9,-128.0,FanDuel,Pts + Ast,live_current,source_game_match,https://www.sportsgrid.com/wnba/game/atlanta-dream-connecticut-sun-scores-odds-picks-props-august-13-2026/1d3e8cfd-e9b3-4be0-8dab-5913e0ad5bc2,blowout_spread|combo_market_correlation|single_side_price|thin_market_count,below_consensus_probability
COVERAGE,,D,0.20651,Brittney Griner,CON,Connecticut Sun,ATL,Atlanta Dream,PR,OVER,18.5,19.603,1.103,0.53878,0.53271,0.00607,25.85,97,OVER,22.5,-114.0,FanDuel,Pts + Reb,live_current,source_game_match,https://www.sportsgrid.com/wnba/game/atlanta-dream-connecticut-sun-scores-odds-picks-props-august-13-2026/1d3e8cfd-e9b3-4be0-8dab-5913e0ad5bc2,blowout_spread|combo_market_correlation|single_side_price|thin_market_count,below_consensus_probability
COVERAGE,,D,0.21185,Brittney Griner,CON,Connecticut Sun,ATL,Atlanta Dream,PTS,OVER,12.5,13.223,0.723,0.53336,0.53488,-0.00153,25.85,97,OVER,15.4,-115.0,FanDuel,Points,live_current,source_game_match,https://www.sportsgrid.com/wnba/game/atlanta-dream-connecticut-sun-scores-odds-picks-props-august-13-2026/1d3e8cfd-e9b3-4be0-8dab-5913e0ad5bc2,blowout_spread|single_side_price|thin_market_count,below_consensus_probability
COVERAGE,,D,0.22253,Jewell Loyd,LV,Las Vegas Aces,WSH,Washington Mystics,PTS,UNDER,7.5,6.666,-0.834,0.52612,0.53488,-0.00876,25.34,135,UNDER,5.6,-115.0,FanDuel,Points,live_current,source_game_match,https://www.sportsgrid.com/wnba/game/washington-mystics-las-vegas-aces-scores-odds-picks-props-august-13-2026/4b8cea2c-06ed-427b-8cf9-1443d22a9f2e,single_side_price|thin_market_count,below_consensus_probability
COVERAGE,,D,0.53211,Jewell Loyd,LV,Las Vegas Aces,WSH,Washington Mystics,THREES,UNDER,1.5,0.894,-0.606,0.58056,0.5283,0.05226,25.34,135,UNDER,0.7,-112.0,FanDuel,3 Point FG Made,live_current,source_game_match,https://www.sportsgrid.com/wnba/game/washington-mystics-las-vegas-aces-scores-odds-picks-props-august-13-2026/4b8cea2c-06ed-427b-8cf9-1443d22a9f2e,single_side_price|thin_market_count,below_consensus_probability
COVERAGE,,D,0.13669,NaLyssa Smith,LV,Las Vegas Aces,WSH,Washington Mystics,PTS,OVER,11.5,11.428,-0.072,0.50175,0.52381,-0.02206,25.35,139,OVER,13.1,-110.0,FanDuel,Points,preserved_same_day,source_game_match,https://www.sportsgrid.com/wnba/game/washington-mystics-las-vegas-aces-scores-odds-picks-props-august-13-2026/4b8cea2c-06ed-427b-8cf9-1443d22a9f2e,not_current_source_snapshot|single_side_price|thin_market_count|volatile_minutes,not_current_source_snapshot
COVERAGE,,D,0.28846,NaLyssa Smith,LV,Las Vegas Aces,WSH,Washington Mystics,PTS,OVER,10.5,11.428,0.928,0.5625,0.56522,-0.00271,25.35,139,OVER,13.1,-130.0,FanDuel,Points,live_current,source_game_match,https://www.sportsgrid.com/wnba/game/washington-mystics-las-vegas-aces-scores-odds-picks-props-august-13-2026/4b8cea2c-06ed-427b-8cf9-1443d22a9f2e,single_side_price|thin_market_count|volatile_minutes,below_consensus_probability
CANDIDATE,,A,0.75978,Sabrina Ionescu,NY,New York Liberty,LA,Los Angeles Sparks,PA,UNDER,24.5,20.237,-4.263,0.67403,0.5283,0.14573,28.96,122,UNDER,20.3,-112.0,FanDuel,Pts + Ast,live_current,source_game_match,https://www.sportsgrid.com/wnba/game/los-angeles-sparks-new-york-liberty-scores-odds-picks-props-august-13-2026/4d1c83a5-8050-4b11-a149-d52ba4a0144e,combo_market_correlation|single_side_price|thin_market_count,max_per_player
CANDIDATE,,C,0.64172,Sabrina Ionescu,NY,New York Liberty,LA,Los Angeles Sparks,PTS,UNDER,18.5,15.427,-3.073,0.62084,0.5098,0.11104,28.96,122,UNDER,15.1,-104.0,FanDuel,Points,live_current,source_game_match,https://www.sportsgrid.com/wnba/game/los-angeles-sparks-new-york-liberty-scores-odds-picks-props-august-13-2026/4d1c83a5-8050-4b11-a149-d52ba4a0144e,single_side_price|thin_market_count,max_per_player
SELECTED,1,A,0.74539,Sabrina Ionescu,NY,New York Liberty,LA,Los Angeles Sparks,THREES,UNDER,2.5,1.769,-0.731,0.65524,0.5614,0.09383,28.96,122,UNDER,1.8,-128.0,FanDuel,3 Point FG Made,live_current,source_game_match,https://www.sportsgrid.com/wnba/game/los-angeles-sparks-new-york-liberty-scores-odds-picks-props-august-13-2026/4d1c83a5-8050-4b11-a149-d52ba4a0144e,single_side_price|thin_market_count,
