model_action,selected_rank,tier,final_score,player,team,team_name,opponent,opponent_name,market,side,line,projected_value,line_gap,model_probability,fair_probability,price_edge,projected_minutes,sample_size,source_pick,source_projection,source_odds,source_book,source_market,source_status,team_resolution_status,source_url,risk_flags,rejection_reason
COVERAGE,,B,0.69545,Aneesah Morrow,CON,Connecticut Sun,SEA,Seattle Storm,AST,UNDER,1.5,0.763,-0.737,0.68853,0.5,0.18853,23.46,45,,1.43,,ScoresAndOdds Best Odds,AST,,historical_fallback,https://www.scoresandodds.com/wnba/props/assists,short_rest_or_b2b|source_projection_near_line|volatile_minutes,not_fanduel_sourced
COVERAGE,,D,0.23869,Aneesah Morrow,CON,Connecticut Sun,SEA,Seattle Storm,REB,UNDER,9.5,8.991,-0.509,0.54215,0.55638,-0.01422,23.46,45,,9.07,,ScoresAndOdds Best Odds,REB,,historical_fallback,https://www.scoresandodds.com/wnba/props/rebounds,short_rest_or_b2b|volatile_minutes,
COVERAGE,,D,0.25824,Aneesah Morrow,CON,Connecticut Sun,SEA,Seattle Storm,THREES,OVER,0.5,0.88,0.38,0.56374,0.60674,-0.043,23.46,45,,0.55,,ScoresAndOdds Best Odds,THREES,,historical_fallback,https://www.scoresandodds.com/wnba/props/3-pointers,short_rest_or_b2b|source_projection_near_line|volatile_minutes,
COVERAGE,,D,0.12474,Brittney Griner,CON,Connecticut Sun,SEA,Seattle Storm,AST,UNDER,1.5,1.585,0.085,0.53046,0.34286,0.18761,22.69,82,,2.31,,ScoresAndOdds Best Odds,AST,,historical_fallback,https://www.scoresandodds.com/wnba/props/assists,short_rest_or_b2b|source_projection_disagreement|volatile_minutes,
COVERAGE,,D,0.39953,Brittney Griner,CON,Connecticut Sun,SEA,Seattle Storm,PTS,UNDER,13.5,12.774,-0.726,0.58268,0.52422,0.05845,22.69,82,,13.49,,ScoresAndOdds Best Odds,PTS,,historical_fallback,https://www.scoresandodds.com/wnba/props/points,short_rest_or_b2b|source_projection_near_line|volatile_minutes,
COVERAGE,,D,0.5123,Brittney Griner,CON,Connecticut Sun,SEA,Seattle Storm,REB,UNDER,6.5,5.336,-1.164,0.69459,0.51685,0.17774,22.69,82,,6.68,,ScoresAndOdds Best Odds,REB,,historical_fallback,https://www.scoresandodds.com/wnba/props/rebounds,short_rest_or_b2b|source_projection_disagreement|source_projection_near_line|volatile_minutes,
COVERAGE,,D,0.18441,Diamond Miller,CON,Connecticut Sun,SEA,Seattle Storm,AST,UNDER,1.5,1.485,-0.015,0.55938,0.40329,0.15609,19.53,72,,2.38,,ScoresAndOdds Best Odds,AST,,historical_fallback,https://www.scoresandodds.com/wnba/props/assists,short_rest_or_b2b|source_projection_disagreement|volatile_minutes,
COVERAGE,,D,0.27979,Diamond Miller,CON,Connecticut Sun,SEA,Seattle Storm,REB,OVER,2.5,3.183,0.683,0.54709,0.51572,0.03136,19.53,72,,2.74,,ScoresAndOdds Best Odds,REB,,historical_fallback,https://www.scoresandodds.com/wnba/props/rebounds,short_rest_or_b2b|source_projection_near_line|volatile_minutes,
COVERAGE,,D,0.05236,Diamond Miller,CON,Connecticut Sun,SEA,Seattle Storm,THREES,UNDER,0.5,0.668,0.168,0.51143,0.39326,0.11817,19.53,72,,0.51,,ScoresAndOdds Best Odds,THREES,,historical_fallback,https://www.scoresandodds.com/wnba/props/3-pointers,short_rest_or_b2b|source_projection_disagreement|source_projection_near_line|volatile_minutes,
COVERAGE,,D,0.41879,Kennedy Burke,CON,Connecticut Sun,SEA,Seattle Storm,AST,OVER,1.5,2.367,0.867,0.5958,0.60674,-0.01094,23.84,90,,1.85,,ScoresAndOdds Best Odds,AST,,historical_fallback,https://www.scoresandodds.com/wnba/props/assists,short_rest_or_b2b|volatile_minutes,
