playerName,team,games,points,rebounds,assists,threes,pointsPerGame,reboundsPerGame,assistsPerGame,threesPerGame
Jaxson Hayes,LAL,53,326,216.10000000000005,42.10000000000001,1.2,6.15,4.08,0.79,0.02
Keon Ellis,SAC,55,325.00000000000006,91.7,53.3,76.80000000000001,5.91,1.67,0.97,1.4
Dean Wade,CLE,51,323.7,256.70000000000005,81.8,76.10000000000001,6.35,5.03,1.6,1.49
Dru Smith,MIA,62,323.4,177.70000000000007,164.59999999999997,44.70000000000002,5.22,2.87,2.65,0.72
Julian Strawther,DEN,39,321.6,129.89999999999998,57.800000000000004,51.20000000000001,8.25,3.33,1.48,1.31
Jose Alvarado,NOP,49,320.6999999999999,144.7,183.09999999999997,70.20000000000002,6.54,2.95,3.74,1.43
Kobe Sanders,LAC,48,316.50000000000006,120.6,102.6,64.3,6.59,2.51,2.14,1.34
Sion James,CHA,64,315.99999999999994,246.3,137.80000000000004,67.10000000000001,4.94,3.85,2.15,1.05
Jordan Miller,LAC,38,313.6,124.7,79.50000000000001,28.4,8.25,3.28,2.09,0.75
Ryan Dunn,PHX,55,311.8,238.19999999999996,88.99999999999999,46.6,5.67,4.33,1.62,0.85
Jaden Hardy,DAL,41,309.79999999999995,79.80000000000001,28.199999999999996,93.09999999999998,7.56,1.95,0.69,2.27
Sidy Cissoko,POR,57,309.0999999999999,156.89999999999998,108.20000000000003,55.800000000000004,5.42,2.75,1.9,0.98
Nolan Traoré,BKN,39,308.8999999999999,79.30000000000001,158.6,51.3,7.92,2.03,4.07,1.32
De'Anthony Melton,GSW,30,305.3,95.69999999999997,66.1,40.3,10.18,3.19,2.2,1.34
Cole Anthony,MIL,35,304.80000000000007,122.10000000000001,180.79999999999998,36.199999999999996,8.71,3.49,5.17,1.03
Drake Powell,BKN,50,302.99999999999994,106.00000000000003,83.49999999999999,42.30000000000001,6.06,2.12,1.67,0.85
Gui Santos,GSW,51,302.8999999999999,173.70000000000002,90.2,62.1,5.94,3.41,1.77,1.22
Pat Spencer,GSW,44,302.5,113.3,160,43.699999999999996,6.88,2.58,3.64,0.99
Tre Mann,CHA,40,302.09999999999997,110.29999999999997,107.50000000000001,55.800000000000004,7.55,2.76,2.69,1.4
Nae'Qwan Tomlin,CLE,51,299.2,166.00000000000003,42.300000000000004,27.6,5.87,3.25,0.83,0.54
Jonathan Kuminga,GSW,26,295.69999999999993,152,79.3,27.900000000000002,11.37,5.85,3.05,1.07
Tyrese Martin,BKN,42,295.5,113.00000000000003,76.3,63.4,7.04,2.69,1.82,1.51
Gary Payton II,GSW,58,294.3,164.79999999999998,82.69999999999999,35.2,5.07,2.84,1.43,0.61
Vince Williams Jr.,MEM,42,294.1,157.79999999999998,164.79999999999995,72.59999999999998,7,3.76,3.92,1.73
Keegan Murray,SAC,25,291.9,141.6,56.199999999999996,35.9,11.68,5.66,2.25,1.44
Jared McCain,PHI,42,290.1,99.5,69.8,72.50000000000001,6.91,2.37,1.66,1.73
Al Horford,GSW,40,289.40000000000003,170.79999999999995,124.5,71.10000000000002,7.24,4.27,3.11,1.78
Collin Murray-Boyles,TOR,50,288.50000000000006,215.1,88.80000000000003,13.399999999999999,5.77,4.3,1.78,0.27
Daniel Gafford,DAL,41,288.2,229.19999999999996,42.79999999999999,0,7.03,5.59,1.04,0
Tyler Herro,MIA,15,286.3,66.8,55.7,38.099999999999994,19.09,4.45,3.71,2.54
Goga Bitadze,ORL,47,284.29999999999995,271.1,44.39999999999999,5.9,6.05,5.77,0.94,0.13
Bryce McGowens,NOP,37,281.5,87.19999999999999,61.300000000000004,35.2,7.61,2.36,1.66,0.95
Mouhamed Gueye,ATL,59,280.7,225.2,87.10000000000001,40.199999999999996,4.76,3.82,1.48,0.68
Spencer Jones,DEN,54,280.2,173.30000000000004,53.40000000000001,65.60000000000001,5.19,3.21,0.99,1.21
Derrick Jones Jr.,LAC,28,279.3,101.69999999999999,48.8,36.800000000000004,9.98,3.63,1.74,1.31
Isaiah Jackson,IND,44,278.3999999999999,261.40000000000003,44.19999999999999,0,6.33,5.94,1,0
Kristaps Porzingis,ATL,21,275.3,98.69999999999999,48.20000000000001,41.5,13.11,4.7,2.3,1.98
Yves Missi,NOP,49,274.3999999999999,279.5,63.400000000000006,0,5.6,5.7,1.29,0
Karlo Matkovic,NOP,46,274,193.10000000000005,46.80000000000001,41.199999999999996,5.96,4.2,1.02,0.9
Jaden Ivey,DET,38,272.8,98.8,86.10000000000001,57.70000000000001,7.18,2.6,2.27,1.52
Tristan Vukcevic,WAS,38,272.3,121.2,50.699999999999996,27.099999999999998,7.17,3.19,1.33,0.71
Christian Braun,DEN,26,270.99999999999994,127.69999999999999,84.3,29.9,10.42,4.91,3.24,1.15
Ja'Kobe Walter,TOR,54,269.40000000000003,115.79999999999997,61.7,62.00000000000001,4.99,2.14,1.14,1.15
Rob Dillingham,MIN,45,268.90000000000003,85.10000000000001,156.30000000000004,27.299999999999997,5.98,1.89,3.47,0.61
Taylor Hendricks,UTA,42,265.09999999999997,160.69999999999996,45.800000000000004,44.80000000000001,6.31,3.83,1.09,1.07
Robert Williams III,POR,40,263.20000000000005,252.70000000000002,60.4,11.7,6.58,6.32,1.51,0.29
Quenton Jackson,IND,30,261.69999999999993,71.3,64.8,36.199999999999996,8.72,2.38,2.16,1.21
D'Angelo Russell,DAL,29,260.8,66.8,110.5,25.099999999999994,8.99,2.3,3.81,0.87
Jordan Walsh,BOS,53,260.4,200.49999999999997,40,36.1,4.91,3.78,0.75,0.68
Cody Williams,UTA,47,254.20000000000005,110.80000000000003,40.900000000000006,18.999999999999996,5.41,2.36,0.87,0.4
Craig Porter Jr.,CLE,56,252.7,190.39999999999998,168.7,39.10000000000001,4.51,3.4,3.01,0.7
Alex Caruso,OKC,41,252.2,94.99999999999997,93.5,47.90000000000001,6.15,2.32,2.28,1.17
Kris Murray,POR,42,251.99999999999997,147.60000000000002,57.39999999999999,22.6,6,3.51,1.37,0.54
Micah Potter,SAS,28,251.70000000000002,146.8,66.1,55.60000000000001,8.99,5.24,2.36,1.99
Jett Howard,ORL,39,248.70000000000002,86.39999999999999,46.8,56.7,6.38,2.22,1.2,1.45
Jakob Poeltl,TOR,25,243.89999999999998,184.29999999999998,64.3,0,9.76,7.37,2.57,0
Adem Bona,PHI,52,243.39999999999998,226.60000000000002,20.400000000000002,3.5999999999999996,4.68,4.36,0.39,0.07
Jaylen Clark,MIN,55,242.60000000000008,145.10000000000002,35.9,22.900000000000002,4.41,2.64,0.65,0.42
Tyler Kolek,NYK,52,242,83.69999999999999,141.99999999999997,30.400000000000006,4.65,1.61,2.73,0.58
Olivier-Maxence Prosper,MEM,32,241.70000000000005,137.6,53.199999999999996,22.599999999999994,7.55,4.3,1.66,0.71
Asa Newell,ATL,40,240.19999999999996,106.6,33.800000000000004,34.300000000000004,6,2.67,0.85,0.86
Mitchell Robinson,NYK,45,240.0999999999999,365.00000000000006,38.099999999999994,0,5.34,8.11,0.85,0
Nicolas Batum,LAC,57,235.6,176.10000000000002,61.900000000000006,87.10000000000002,4.13,3.09,1.09,1.53
Jase Richardson,ORL,44,235.5,77.5,74.49999999999999,42.9,5.35,1.76,1.69,0.98
Ochai Agbaji,TOR,52,234.39999999999995,153.00000000000003,53.9,25.7,4.51,2.94,1.04,0.49
Jalen Pickett,DEN,40,233.99999999999997,113.8,97.1,49.900000000000006,5.85,2.85,2.43,1.25
Baylor Scheierman,BOS,55,233.60000000000005,185.70000000000002,81.4,60,4.25,3.38,1.48,1.09
Jevon Carter,CHI,31,229.69999999999996,60.300000000000004,65.6,80.6,7.41,1.95,2.12,2.6
Nick Richards,PHX,38,224.90000000000006,199.29999999999998,15.599999999999998,2,5.92,5.24,0.41,0.05
Hugo González,BOS,57,222.30000000000004,199.20000000000002,37,32.199999999999996,3.9,3.49,0.65,0.56
Jarred Vanderbilt,LAL,54,222.09999999999997,246.60000000000002,68.09999999999998,21.999999999999996,4.11,4.57,1.26,0.41
Guerschon Yabusele,NYK,52,221.7,174.1,52.99999999999999,59.3,4.26,3.35,1.02,1.14
Ousmane Dieng,OKC,39,219.1,110.19999999999999,57.60000000000001,39.400000000000006,5.62,2.83,1.48,1.01
Drew Eubanks,SAC,40,213.59999999999997,122.60000000000004,26.6,1.4,5.34,3.07,0.67,0.03
Trendon Watford,PHI,35,212.40000000000006,131.8,103.8,8.7,6.07,3.77,2.97,0.25
Kevin Love,UTA,34,210.10000000000002,170.4,70.50000000000001,57.40000000000002,6.18,5.01,2.07,1.69
Tyrese Proctor,CLE,42,208.80000000000004,46.099999999999994,53.9,43.79999999999998,4.97,1.1,1.28,1.04
Micah Peavy,NOP,47,208.20000000000002,135.20000000000005,74.40000000000002,27.3,4.43,2.88,1.58,0.58
Gabe Vincent,LAL,37,207.30000000000004,36.8,87.7,53.8,5.6,0.99,2.37,1.45
Kenrich Williams,OKC,39,207.1,108.6,65.2,34.2,5.31,2.78,1.67,0.88
Javon Small,MEM,25,205.60000000000002,76.4,105.1,51,8.22,3.06,4.2,2.04
Justin Edwards,PHI,41,205.2,106.30000000000001,73.3,50.49999999999999,5,2.59,1.79,1.23
Tidjane Salaun,CHA,40,205.00000000000003,174.09999999999997,37.7,39.6,5.13,4.35,0.94,0.99
Jalen Wilson,BKN,39,204.79999999999998,85,21.500000000000004,45.5,5.25,2.18,0.55,1.17
Dalton Knecht,LAL,45,204.70000000000007,87.00000000000001,19.1,40.5,4.55,1.93,0.42,0.9
Ryan Nembhard,DAL,42,203.4,61.900000000000006,174.80000000000007,30.500000000000004,4.84,1.47,4.16,0.73
Aaron Holiday,HOU,38,201.00000000000003,50.5,40.099999999999994,40.30000000000001,5.29,1.33,1.06,1.06
Jabari Walker,PHI,54,200.6,169.20000000000005,29.7,22.7,3.71,3.13,0.55,0.42
Noah Penda,ORL,43,200.5,155.89999999999998,53.4,29.9,4.66,3.63,1.24,0.7
Jordan Hawkins,NOP,40,200.4,76.00000000000001,42.1,51.2,5.01,1.9,1.05,1.28
Johnny Furphy,IND,36,195.00000000000003,172.79999999999998,58.199999999999996,25.199999999999996,5.42,4.8,1.62,0.7
Steven Adams,HOU,34,192.8,255.2,58.499999999999986,0,5.67,7.51,1.72,0
Cam Whitmore,WAS,23,190.7,73.6,15.1,24.200000000000003,8.29,3.2,0.66,1.05
Trayce Jackson-Davis,GSW,40,189.00000000000003,134.8,39.199999999999996,1.1,4.73,3.37,0.98,0.03
Jonathan Isaac,ORL,49,188.3,192.59999999999997,24.3,9.8,3.84,3.93,0.5,0.2
Mike Conley,MIN,48,187.50000000000006,95.50000000000001,137.70000000000002,45.400000000000006,3.91,1.99,2.87,0.95
Jamir Watkins,WAS,28,185.29999999999998,121.7,25,32.400000000000006,6.62,4.35,0.89,1.16
Tyus Jones,ORL,59,183.20000000000007,87.19999999999997,180,34.00000000000001,3.11,1.48,3.05,0.58
Josh Green,CHA,36,180.5,92.1,40.4,43.099999999999994,5.01,2.56,1.12,1.2
Branden Carlson,OKC,36,179.3,107.7,26,23.3,4.98,2.99,0.72,0.65
Kobe Brown,LAC,39,178.2,115.1,29.8,35.1,4.57,2.95,0.76,0.9
Thomas Bryant,CLE,42,177.79999999999998,118.7,18.900000000000002,19.1,4.23,2.83,0.45,0.45
Clint Capela,HOU,52,177.4,214.70000000000007,38.300000000000004,0,3.41,4.13,0.74,0
Kasparas Jakucionis,MIA,32,177,84.19999999999999,70.5,44.099999999999994,5.53,2.63,2.2,1.38
Josh Minott,BOS,36,173.29999999999998,112.99999999999997,43.4,29.400000000000002,4.81,3.14,1.21,0.82
Jericho Sims,MIL,45,172.7,208.89999999999995,63.59999999999999,0,3.84,4.64,1.41,0
Rayan Rupert,POR,50,172.7,134.39999999999998,41.00000000000001,34.4,3.45,2.69,0.82,0.69
Pete Nance,MIL,26,171.20000000000002,72.8,21.699999999999996,41.900000000000006,6.58,2.8,0.83,1.61
Yanic Konan Niederhauser,LAC,34,171,120.49999999999999,15.299999999999999,2.9,5.03,3.54,0.45,0.09
Moritz Wagner,ORL,17,169.9,71,27,22.499999999999996,9.99,4.18,1.59,1.32
Tony Bradley,IND,39,169.19999999999996,129.6,28.2,0.6,4.34,3.32,0.72,0.02
Dylan Cardwell,SAC,32,165.3,214.20000000000002,31.5,0,5.17,6.69,0.98,0
Grant Williams,CHA,18,165.2,103.29999999999998,60.1,40.199999999999996,9.18,5.74,3.34,2.23
Trae Young,ATL,13,162.7,24.600000000000005,90.6,15.400000000000002,12.52,1.89,6.97,1.18
Jalen Green,PHX,12,160.8,49.1,31.599999999999998,25.4,13.4,4.09,2.63,2.12
Jamaree Bouyea,MIL,35,159.20000000000002,66.8,56.9,13.5,4.55,1.91,1.63,0.39
Keaton Wallace,ATL,44,154.29999999999998,46.80000000000001,101.30000000000003,37.4,3.51,1.06,2.3,0.85
Joan Beringer,MIN,29,154.1,105.9,6.9,0,5.31,3.65,0.24,0
Lonzo Ball,CLE,38,151.79999999999995,148,154.20000000000002,42.6,3.99,3.89,4.06,1.12
Bogdan Bogdanovic,LAC,18,151.50000000000003,61.599999999999994,72.50000000000001,36.2,8.42,3.42,4.03,2.01
Nick Smith Jr.,LAL,30,149.3,25.5,30.500000000000004,31.599999999999998,4.98,0.85,1.02,1.05
Zeke Nnaji,DEN,42,148.9,112.99999999999999,29.1,8.7,3.55,2.69,0.69,0.21
Devin Carter,SAC,25,148.6,75.9,76.19999999999999,9.7,5.94,3.04,3.05,0.39
Caleb Martin,DAL,49,146.8,112.89999999999999,81.50000000000001,14.8,3,2.3,1.66,0.3
Ty Jerome,MEM,10,145.5,41.7,44.80000000000001,21,14.55,4.17,4.48,2.1
Carter Bryant,SAS,49,144.79999999999998,105.79999999999998,21.5,28.099999999999994,2.96,2.16,0.44,0.57
Moussa Cisse,DAL,33,139.2,163.3,10.6,0,4.22,4.95,0.32,0
Amir Coffey,MIL,37,138.29999999999998,52.49999999999999,38.49999999999999,14.800000000000002,3.74,1.42,1.04,0.4
Cam Christie,LAC,36,138,55.60000000000001,20.4,12,3.83,1.54,0.57,0.33
Mohamed Diawara,NYK,39,135.90000000000003,67.1,22.2,26.1,3.48,1.72,0.57,0.67
Kyle Anderson,UTA,25,135,64.5,54.89999999999999,5.5,5.4,2.58,2.2,0.22
Anthony Gill,WAS,29,134,95.8,46.19999999999999,11,4.62,3.3,1.59,0.38
Myron Gardner,MIA,28,133.9,97.50000000000001,31.200000000000003,22,4.78,3.48,1.11,0.79
Terrence Shannon Jr.,MIN,29,132.7,59.2,41.6,17.6,4.58,2.04,1.43,0.61
Dalen Terry,CHI,37,131.6,94.49999999999999,68.79999999999998,21.8,3.56,2.55,1.86,0.59
Dwight Powell,DAL,42,131.20000000000002,165.79999999999995,39.699999999999996,0,3.12,3.95,0.95,0
Blake Wesley,POR,19,131.1,46.900000000000006,78.6,7.499999999999999,6.9,2.47,4.14,0.39
Sharife Cooper,WAS,18,130.5,58.89999999999999,57.39999999999999,15.9,7.25,3.27,3.19,0.88
Jamison Battle,TOR,43,127.69999999999997,68.09999999999998,12.899999999999999,29.3,2.97,1.58,0.3,0.68
Ethan Thompson,MIA,25,124.10000000000004,46.6,48,22.4,4.96,1.86,1.92,0.9
Jeremy Sochan,SAS,28,123.70000000000003,85.2,50.5,13.4,4.42,3.04,1.8,0.48
Liam McNeeley,CHA,31,123.1,61.80000000000001,31.500000000000004,22.3,3.97,1.99,1.02,0.72
Ben Saraf,BKN,25,120.90000000000002,41.099999999999994,83.60000000000001,13.499999999999998,4.84,1.64,3.34,0.54
John Konchar,MEM,41,120.3,148.60000000000002,68.6,13.899999999999999,2.93,3.62,1.67,0.34
Yang Hansen,POR,34,119.89999999999999,79.19999999999999,27.099999999999998,12.499999999999998,3.53,2.33,0.8,0.37
Jeremiah Robinson-Earl,DAL,25,119.19999999999997,128.3,20.8,11.3,4.77,5.13,0.83,0.45
Gary Harris,MIL,40,118.1,61.3,57.7,26.299999999999997,2.95,1.53,1.44,0.66
Ariel Hukporti,NYK,39,117.40000000000002,138.89999999999998,21.599999999999998,2.3,3.01,3.56,0.55,0.06
Taelon Peter,IND,23,116.7,55.300000000000004,47.5,37.50000000000001,5.07,2.4,2.07,1.63
Leonard Miller,MIN,21,116.7,62.49999999999999,27.5,9.899999999999999,5.56,2.98,1.31,0.47
Keshad Johnson,MIA,26,114.7,89.7,20.5,12.6,4.41,3.45,0.79,0.48
Julian Phillips,CHI,37,113.6,60.800000000000004,11.6,16.599999999999998,3.07,1.64,0.31,0.45
Scoot Henderson,POR,7,112,44.1,56.400000000000006,14.900000000000002,16,6.3,8.06,2.13
Malaki Branham,WAS,26,111.5,50.300000000000004,30.6,9.700000000000001,4.29,1.93,1.18,0.37
Daeqwon Plowden,SAC,15,111.39999999999999,50.599999999999994,9.8,26.4,7.43,3.37,0.65,1.76
Zach Edey,MEM,11,108.40000000000002,95.8,13.299999999999999,1.4,9.85,8.71,1.21,0.13
Larry Nance Jr.,CLE,30,107.6,109.2,34.4,16.5,3.59,3.64,1.15,0.55
Pat Connaughton,CHA,26,105.1,58.39999999999999,23.3,18.000000000000004,4.04,2.25,0.9,0.69
PJ Hall,MEM,20,105.09999999999998,102.3,13.2,5.899999999999999,5.25,5.12,0.66,0.29
Garrison Mathews,NYK,18,103.3,25,22.2,31.8,5.74,1.39,1.23,1.77
KJ Simpson,CHA,21,103.19999999999999,39.900000000000006,55.89999999999999,16.599999999999998,4.91,1.9,2.66,0.79
Chaz Lanier,DET,20,102.5,29.799999999999997,34,34.300000000000004,5.13,1.49,1.7,1.72
AJ Johnson,WAS,26,101.7,42.3,32.3,11,3.91,1.63,1.24,0.42
Chris Youngblood,OKC,32,101.09999999999998,41.8,9.899999999999999,24.599999999999998,3.16,1.31,0.31,0.77
Kam Jones,IND,18,100.80000000000001,40.699999999999996,57.699999999999996,16.1,5.6,2.26,3.21,0.89
Johnny Juzang,MIN,19,96.5,46.400000000000006,8.3,18.299999999999997,5.08,2.44,0.44,0.96
Zach Collins,CHI,15,95.79999999999998,59.4,19.9,7.5,6.39,3.96,1.33,0.5
Rasheer Fleming,PHX,30,95.3,64.4,9.8,25.5,3.18,2.15,0.33,0.85
DaRon Holmes II,DEN,17,94.50000000000001,48.5,17.9,23.1,5.56,2.85,1.05,1.36
JD Davison,HOU,26,93.7,31.9,39.3,18.6,3.6,1.23,1.51,0.72
Dorian Finney-Smith,HOU,24,91.3,76.59999999999998,17.4,23.2,3.8,3.19,0.73,0.97
Marcus Sasser,DET,18,91,17.400000000000002,44.6,20.6,5.06,0.97,2.48,1.14
Scotty Pippen Jr.,MEM,6,90.89999999999999,20.4,52.50000000000001,11.299999999999999,15.15,3.4,8.75,1.88
Walker Kessler,UTA,6,89.7,56.7,30.100000000000005,9,14.95,9.45,5.02,1.5
Duop Reath,POR,29,88.6,36.5,8.899999999999999,22.099999999999994,3.06,1.26,0.31,0.76
Christian Koloko,LAL,27,87.60000000000001,90.29999999999998,17.900000000000002,3,3.24,3.34,0.66,0.11
Jeff Green,HOU,21,82.2,26.900000000000002,13.2,24.299999999999997,3.91,1.28,0.63,1.16
Jae'Sean Tate,HOU,29,81.69999999999999,54.5,26.2,8.899999999999999,2.82,1.88,0.9,0.31
Khaman Maluach,PHX,22,78.40000000000002,64.30000000000001,6.5,4.3,3.56,2.92,0.3,0.2
Kelly Olynyk,SAS,29,78,43.79999999999999,26.199999999999992,10.2,2.69,1.51,0.9,0.35
Jahmai Mashack,MEM,12,75,30.1,17.3,11.399999999999999,6.25,2.51,1.44,0.95
Brooks Barnhizer,OKC,32,73.2,84.30000000000001,21.5,5.4,2.29,2.63,0.67,0.17
Bronny James Jr.,LAL,28,72.7,29.000000000000004,36.4,11.4,2.6,1.04,1.3,0.41
RayJ Dennis,IND,19,72.5,28.799999999999997,31.9,11.7,3.82,1.52,1.68,0.62
Bradley Beal,LAC,7,70.69999999999999,8.299999999999999,15,9,10.1,1.19,2.14,1.29
Jamal Cain,ORL,20,70,24.300000000000004,8.2,3.5999999999999996,3.5,1.22,0.41,0.18
Ron Harper Jr.,BOS,16,67.7,34.5,18.2,17.2,4.23,2.16,1.14,1.08
Taurean Prince,MIL,12,66,24.9,14,19.2,5.5,2.07,1.17,1.6
Alondes Williams,WAS,5,65.60000000000001,40.4,29.099999999999998,11.7,13.12,8.08,5.82,2.34
Lindy Waters III,SAS,26,64.7,13.599999999999998,11.3,19.200000000000003,2.49,0.52,0.43,0.74
Jahmir Young,MIA,11,63.4,13.8,25.400000000000002,10.399999999999999,5.76,1.25,2.31,0.95
Matisse Thybulle,POR,8,62.2,29,6.8999999999999995,15,7.78,3.63,0.86,1.88
A.J. Lawson,TOR,14,60.599999999999994,20.399999999999995,2.9,9.1,4.33,1.46,0.21,0.65
Chris Boucher,BOS,13,59.2,44.300000000000004,5.3,4.5,4.55,3.41,0.41,0.35
Andre Jackson Jr.,MIL,27,58.8,52.900000000000006,38.4,4.8,2.18,1.96,1.42,0.18
Obi Toppin,IND,8,58.5,30.5,13.5,3.6000000000000005,7.31,3.81,1.69,0.45
Isaiah Livers,PHX,32,56.4,59.699999999999996,19.099999999999998,9.799999999999999,1.76,1.87,0.6,0.31
Jared Butler,PHX,4,54.2,11.7,12.7,3.3,13.55,2.93,3.18,0.83
Kennedy Chandler,PHI,4,53.7,11.299999999999999,24.799999999999997,2.1,13.43,2.83,6.2,0.53
David Jones,SAS,13,53.69999999999999,19.8,23.2,1.5999999999999999,4.13,1.52,1.78,0.12
Kevin McCullar Jr.,NYK,14,52.79999999999999,36.7,20.5,9.5,3.77,2.62,1.46,0.68
Jonathan Mogbo,TOR,24,52.300000000000004,59.699999999999996,8.8,0,2.18,2.49,0.37,0
Jordan McLaughlin,SAS,25,51.99999999999999,16.700000000000003,21.3,10.3,2.08,0.67,0.85,0.41
Drew Timme,BKN,14,51.699999999999996,26.1,10.2,6.199999999999999,3.69,1.86,0.73,0.44
Dereck Lively II,DAL,11,51.400000000000006,57.900000000000006,22.9,0,4.67,5.26,2.08,0
Doug McDermott,SAC,11,50.599999999999994,10.7,5.6000000000000005,18.9,4.6,0.97,0.51,1.72
Kevon Looney,NOP,17,50.1,85.99999999999999,22.3,2.7,2.95,5.06,1.31,0.16
Malevy Leons,OKC,12,49.800000000000004,40.8,6.6000000000000005,7.3,4.15,3.4,0.55,0.61
Hunter Tyson,DEN,23,49,53,23.1,11.2,2.13,2.3,1,0.49
Chris Paul,LAC,18,48.6,36.300000000000004,49.6,10.8,2.7,2.02,2.76,0.6
Cameron Payne,IND,8,48.599999999999994,15.1,30.099999999999998,12.9,6.07,1.89,3.76,1.61
Elijah Harkless,UTA,13,47.3,14.9,29.9,0.9000000000000001,3.64,1.15,2.3,0.07
Tolu Smith,DET,10,47,48.6,14.799999999999997,0,4.7,4.86,1.48,0
Caleb Houstan,ATL,11,46.099999999999994,11.8,5.9,12.9,4.19,1.07,0.54,1.17
Maxi Kleber,LAL,30,45.8,49.3,19.2,5.8,1.53,1.64,0.64,0.19
Lachlan Olbrich,CHI,18,44.3,54.4,11.900000000000002,3.4,2.46,3.02,0.66,0.19
Thanasis Antetokounmpo,MIL,21,44.2,28,6.199999999999999,0,2.1,1.33,0.3,0
Jacob Toppin,ATL,8,44.1,6,4.5,0.7,5.51,0.75,0.56,0.09
Kadary Richmond,WAS,4,42.9,22.200000000000003,16.5,3.5,10.73,5.55,4.13,0.88
Isaiah Crawford,HOU,9,42.4,19.7,10.2,12.8,4.71,2.19,1.13,1.42
Nigel Hayes-Davis,PHX,25,41.3,51.6,10,6.5,1.65,2.06,0.4,0.26
Miles Kelly,DAL,14,40.2,27.900000000000006,9.399999999999999,9.000000000000002,2.87,1.99,0.67,0.64
Johni Broome,PHI,10,40.099999999999994,29.000000000000007,1.8,0,4.01,2.9,0.18,0
Dario Saric,SAC,8,39.2,19.5,5.199999999999999,9.6,4.9,2.44,0.65,1.2
Pacome Dadiet,NYK,18,38.5,20.3,11,4,2.14,1.13,0.61,0.22
Dejounte Murray,NOP,2,38.1,8.9,16.4,5.7,19.05,4.45,8.2,2.85
Trey Jemison,NYK,13,37.7,37.300000000000004,8.8,0,2.9,2.87,0.68,0
Malcolm Hill,PHI,4,37.300000000000004,3.8,3.4,9.8,9.33,0.95,0.85,2.45
Amari Williams,BOS,15,37.3,32.800000000000004,10.4,0,2.49,2.19,0.69,0
Javonte Cooke,POR,17,37,25.2,6.9,4.699999999999999,2.18,1.48,0.41,0.28
Luke Travers,CLE,16,36.5,28.099999999999998,5.8999999999999995,1.7999999999999998,2.28,1.76,0.37,0.11
Mason Plumlee,CHA,17,35.4,43.9,19.5,0,2.08,2.58,1.15,0
RJ Davis,LAL,5,35.1,3.5000000000000004,1.1,3.5000000000000004,7.02,0.7,0.22,0.7
Monte Morris,IND,6,34.00000000000001,13.100000000000001,12.5,3,5.67,2.18,2.08,0.5
Bobi Klintman,DET,11,33,24.9,6.3,7.699999999999999,3,2.26,0.57,0.7
Alijah Martin,TOR,13,32,14,6.8999999999999995,3.1,2.46,1.08,0.53,0.24
Jazian Gortman,OKC,4,30.9,4.1,6.1000000000000005,1.8000000000000003,7.73,1.02,1.53,0.45
Nikola Topic,OKC,6,30.700000000000003,15.8,20.599999999999998,2.4000000000000004,5.12,2.63,3.43,0.4
Orlando Robinson,ORL,7,30.2,15.600000000000001,7.6,3.5,4.31,2.23,1.09,0.5
Curtis Jones,DEN,10,30,11.2,19.8,5,3,1.12,1.98,0.5
Stanley Umude,SAS,6,28.500000000000004,6.6,3.5,2.5,4.75,1.1,0.58,0.42
Mark Sears,MIL,10,28.400000000000002,3.8,5.6,6.699999999999999,2.84,0.38,0.56,0.67
Xavier Tillman Sr.,BOS,20,27.900000000000002,38.39999999999999,8.4,3.5000000000000004,1.4,1.92,0.42,0.18
DeAndre Jordan,NOP,5,27.5,41.2,1.5,0,5.5,8.24,0.3,0
Hunter Dickinson,NOP,3,26.5,16.7,9.2,0,8.83,5.57,3.07,0
Lester Quinones,ORL,4,26.4,8.8,5.2,2.9,6.6,2.2,1.3,0.73
Blake Hinson,UTA,3,26.200000000000003,6.9,2.9,6.2,8.73,2.3,0.97,2.07
Yuki Kawamura,CHI,6,26,25.700000000000003,25.1,3.4999999999999996,4.33,4.28,4.18,0.58
Isaac Jones,SAC,8,25.9,12,5.300000000000001,0.5,3.24,1.5,0.66,0.06
Kevon Harris,HOU,3,25.6,14.8,1.2000000000000002,5.8,8.53,4.93,0.4,1.93
Rocco Zikarsky,MIN,5,25.4,22.5,2.9000000000000004,1.4,5.08,4.5,0.58,0.28
Hunter Sallis,PHI,7,25.3,11.9,7.000000000000001,0,3.61,1.7,1,0
Harrison Ingram,SAS,8,23.900000000000002,11.4,4.8,2.9,2.99,1.43,0.6,0.36
Chucky Hepburn,TOR,7,23.3,3.7,13.899999999999999,5.199999999999999,3.33,0.53,1.99,0.74
Antonio Reeves,CHA,8,22.800000000000004,3.6000000000000005,0.2,6.5,2.85,0.45,0.03,0.81
Kobe Bufkin,BKN,7,22.8,6.699999999999999,1.8,2.8,3.26,0.96,0.26,0.4
James Wiseman,IND,8,22.4,12.299999999999999,2.1,0,2.8,1.54,0.26,0
Malcolm Brogdon,NYK,4,22.3,13.299999999999999,8.7,2.7,5.58,3.33,2.17,0.68
Oscar Tshiebwe,UTA,6,21.8,29.799999999999997,3.7,0,3.63,4.97,0.62,0
EJ Liddell,BKN,9,21.299999999999997,11,0,3.3,2.37,1.22,0,0.37
Emanuel Miller,CHI,9,20.099999999999998,7.199999999999999,0.4,1.8,2.23,0.8,0.04,0.2
Killian Hayes,CLE,6,18.6,10.5,27,3.7,3.1,1.75,4.5,0.62
Enrique Freeman,MIN,5,18.5,13.5,0,6.300000000000001,3.7,2.7,0,1.26
