playerName,team,games,points,rebounds,assists,threes,pointsPerGame,reboundsPerGame,assistsPerGame,threesPerGame
Kon Knueppel,CHA,64,1081.1000000000004,340.79999999999995,220.80000000000007,238.20000000000005,16.89,5.32,3.45,3.72
Victor Wembanyama,SAS,50,1067.4,475.7,156,83.1,21.35,9.51,3.12,1.66
DeMar DeRozan,SAC,63,1048.3999999999999,236.00000000000003,272.1000000000001,43.60000000000001,16.64,3.75,4.32,0.69
Devin Booker,PHX,48,1047,202.10000000000002,273.3000000000001,75.10000000000001,21.81,4.21,5.69,1.56
Deni Avdija,POR,51,1046.0999999999997,297.8,279.2,105.30000000000001,20.51,5.84,5.47,2.06
Karl-Anthony Towns,NYK,59,1045.6,588.2,173.3,115.50000000000001,17.72,9.97,2.94,1.96
Nickeil Alexander-Walker,ATL,60,1036.6000000000001,216.79999999999998,252.60000000000005,195.10000000000002,17.28,3.61,4.21,3.25
Shaedon Sharpe,POR,52,1007.9999999999999,223.10000000000005,145.7,125.9,19.38,4.29,2.8,2.42
Scottie Barnes,TOR,61,992.8999999999999,446.30000000000007,296.50000000000006,49.70000000000001,16.28,7.32,4.86,0.81
Keyonte George,UTA,52,989.7000000000003,171.3,257.20000000000005,115.39999999999999,19.03,3.29,4.95,2.22
Lauri Markkanen,UTA,43,988.8,255.3,110.39999999999998,127,23,5.94,2.57,2.95
Alperen Sengün,HOU,53,974.0000000000002,401.4,321.69999999999993,33.10000000000001,18.38,7.57,6.07,0.62
Ryan Rollins,MIL,59,971.8000000000001,306,325.4000000000001,186.30000000000004,16.47,5.19,5.52,3.16
Payton Pritchard,BOS,60,951.0999999999999,275.30000000000007,316.7,181.79999999999998,15.85,4.59,5.28,3.03
Zion Williamson,NOP,45,945.8,301.8,194.79999999999998,0.8,21.02,6.71,4.33,0.02
Dillon Brooks,PHX,52,935.5999999999997,189.10000000000002,105.09999999999998,150.80000000000007,17.99,3.64,2.02,2.9
Cooper Flagg,DAL,53,921.3000000000001,300.29999999999995,234.29999999999998,63.70000000000001,17.38,5.67,4.42,1.2
Saddiq Bey,NOP,53,908.9,323.8,196.10000000000002,128.70000000000002,17.15,6.11,3.7,2.43
LaMelo Ball,CHA,54,906.7000000000002,239.10000000000002,348.29999999999984,182.9,16.79,4.43,6.45,3.39
Miles Bridges,CHA,60,895.9,299.59999999999997,188.60000000000005,134.2,14.93,4.99,3.14,2.24
