date,selectedRank,modelAction,tier,playerName,teamCode,gameKey,market,side,line,actualValue,actualSide,correct,projectedValue,lineGap,absLineGap,wfConfidence,metaProbCorrect,projectedMinutes,minutesVolatility,starterRateLast10,expectedMinutes,minutesLiftPct,lineupTimingConfidence,completenessScore,openingTeamSpread,openingTotal,missingCoreShare,stepUpRoleFlag,estimatedAccuracyPriorPct,baseScore,contextScore,contextAdjustment,correlationPenalty,finalScore,rejectionReason,components,riskFlags,contextFlags,contextNotes
2025-12-14,2,SELECTED,S,Andrew Nembhard,IND,0022501216,REB,UNDER,3.5,2.0,UNDER,True,3.04,-0.46,0.46,0.843485,0.853247,33.23,2.26,,33.23,0.0953,,74.0,-9.5,234.5,0.0,False,94.8,0.862305,0.485,0.0,0.0,0.862305,,live_quality_router_v9;top200_premium_90;top200_meta_reliability;top200_primary,blowout_spread_risk,blowout_spread_risk,stable_minutes
2025-12-14,3,SELECTED,A,Grayson Allen,PHX,0022501228,PRA,UNDER,23.5,22.0,UNDER,True,17.27,-6.23,6.23,0.930835,0.917932,28.19,6.89,,28.19,-0.0123,,67.0,2.25,228.0,0.0,False,90.71,0.926785,0.465,0.0,0.0,0.926785,,live_quality_router_v9;top200_accuracy_first;top200_meta_reliability;top200_primary,thin_context_completeness,thin_context_completeness,competitive_spread
2025-12-14,4,SELECTED,A,Isaac Okoro,CHI,0022501223,PTS,UNDER,6.5,5.0,UNDER,True,10.21,3.71,3.71,0.917197,0.910261,26.36,7.52,,26.36,0.1401,,66.0,-4.75,242.0,0.0,False,91.06,0.931887,0.41,0.0,0.006,0.925887,,live_quality_router_v9;top200_accuracy_first;top200_meta_reliability;top200_coverage_frontier;top200_primary,projection_side_split;thin_context_completeness;minutes_lift_against_side;total_environment_against_side,thin_context_completeness;minutes_lift_against_side;total_environment_against_side,competitive_spread
2025-12-14,5,SELECTED,A,Jaylon Tyson,CLE,0022501218,REB,OVER,4.5,13.0,OVER,True,6.99,2.49,2.49,0.897004,0.91326,30.06,4.51,,30.06,0.9763,1.0,71.0,-11.5,234.5,0.0,False,90.71,0.889558,0.515,0.0,0.006,0.883558,,live_quality_router_v9;top200_accuracy_first;top200_meta_reliability;top200_primary,blowout_spread_risk,blowout_spread_risk,strong_lineup_timing;minutes_lift_supports_over
2025-12-14,6,SELECTED,A,VJ Edgecombe,PHI,0022501217,AST,UNDER,4.5,2.0,UNDER,True,3.73,-0.77,0.77,0.920695,0.898658,32.08,7.19,,32.08,-0.0606,,66.0,2.5,233.0,0.0,False,90.71,0.869278,0.465,0.0,0.0,0.869278,,live_quality_router_v9;top200_accuracy_first;top200_meta_reliability;top200_primary,thin_context_completeness,thin_context_completeness,competitive_spread
2025-12-15,1,SELECTED,A,P.J. Washington,DAL,0022501224,PTS,UNDER,18.5,25.0,OVER,False,15.32,-3.18,3.18,0.930748,0.90063,30.21,9.43,,30.21,-0.0656,,64.0,-2.5,237.0,0.0,False,90.71,0.927714,0.38,0.0,0.0,0.927714,,live_quality_router_v9;top200_accuracy_first;top200_meta_reliability;top200_primary,thin_context_completeness;volatile_minutes;total_environment_against_side,thin_context_completeness;volatile_minutes;total_environment_against_side,competitive_spread
2025-12-15,2,SELECTED,A,Bam Adebayo,MIA,0022501227,PRA,UNDER,34.5,32.0,UNDER,True,31.4,-3.1,3.1,0.910366,0.903622,31.28,3.98,,31.28,-0.0624,,72.0,-5.5,237.5,0.0,False,90.71,0.926248,0.515,0.0,0.0,0.926248,,live_quality_router_v9;top200_accuracy_first;top200_meta_reliability;top200_primary,total_environment_against_side,total_environment_against_side,stable_minutes
2025-12-15,3,SELECTED,A,Cade Cunningham,DET,0022501222,PTS,OVER,26.5,32.0,OVER,True,24.84,-1.66,1.66,0.901309,0.893963,34.7,4.72,,34.7,0.0087,,70.0,1.5,230.0,0.0,False,91.06,0.903745,0.525,0.0,0.006,0.897745,,live_quality_router_v9;top200_accuracy_first;top200_meta_reliability;top200_coverage_frontier;top200_primary,projection_side_split,,competitive_spread
2025-12-15,4,SELECTED,A,Cam Spencer,MEM,0022501226,AST,OVER,3.5,6.0,OVER,True,4.85,1.35,1.35,0.905638,0.876372,24.94,3.72,,24.94,0.5865,,72.0,4.5,229.5,0.0,False,90.71,0.867015,0.59,0.0,0.0,0.867015,,live_quality_router_v9;top200_accuracy_first;top200_meta_reliability;top200_primary,,,stable_minutes;minutes_lift_supports_over;competitive_spread
2025-12-15,5,SELECTED,A,Alperen Sengun,HOU,0022501225,AST,OVER,6.5,10.0,OVER,True,5.87,-0.63,0.63,0.896945,0.852533,35.68,4.26,,35.68,0.0989,,71.0,1.5,233.5,0.0,False,90.71,0.858013,0.555,0.0,0.006,0.852013,,live_quality_router_v9;top200_accuracy_first;top200_meta_reliability;top200_primary,projection_side_split,,minutes_lift_supports_over;competitive_spread
2025-12-15,6,SELECTED,A,Ace Bailey,UTA,0022501224,REB,UNDER,4.5,2.0,UNDER,True,3.18,-1.32,1.32,0.909933,0.905745,28.12,5.31,,28.12,0.1751,,70.0,2.5,237.0,0.0,False,90.71,0.8764,0.49,0.0,0.025,0.8514,,live_quality_router_v9;top200_accuracy_first;top200_meta_reliability;top200_primary,minutes_lift_against_side,minutes_lift_against_side,competitive_spread
2025-12-16,1,SELECTED,S,Harrison Barnes,SAS,0062500001,REB,UNDER,3.5,3.0,UNDER,True,3.24,-0.26,0.26,0.849135,0.867118,32.23,3.15,,32.23,0.1635,,73.0,2.5,227.5,0.0,False,94.8,0.858264,0.525,0.0,0.0,0.858264,,live_quality_router_v9;top200_premium_90;top200_meta_reliability;top200_primary,minutes_lift_against_side,minutes_lift_against_side,stable_minutes;competitive_spread
2025-12-16,2,SELECTED,A,Mitchell Robinson,NYK,0062500001,PTS,OVER,3.5,4.0,OVER,True,5.81,2.31,2.31,0.938938,0.952124,18.11,2.71,,18.11,-0.214,1.0,74.0,-2.5,227.5,0.0,False,90.71,0.897831,0.56,0.0,0.025,0.872831,,live_quality_router_v9;top200_accuracy_first;top200_meta_reliability;top200_primary,low_projected_minutes;minutes_lift_against_side,minutes_lift_against_side,strong_lineup_timing;stable_minutes;competitive_spread
2025-12-17,1,SELECTED,S,Jock Landale,MEM,0022500368,AST,OVER,1.5,3.0,OVER,True,1.92,0.42,0.42,0.889956,0.765079,19.43,7.2,,19.43,0.0441,,66.0,7.75,236.5,0.0,False,94.25,0.82162,0.44,0.0,0.0,0.82162,,live_quality_router_v9;top200_premium_90;top200_primary,low_projected_minutes;thin_context_completeness,thin_context_completeness,
2025-12-17,2,SELECTED,A,Jalen Smith,CHI,0022500367,PRA,UNDER,20.5,12.0,UNDER,True,17.15,-3.35,3.35,0.946592,0.953037,17.64,4.44,,17.64,0.1322,,71.0,4.75,240.5,0.0,False,90.71,0.916953,0.47,0.0,0.0,0.916953,,live_quality_router_v9;top200_accuracy_first;top200_meta_reliability;top200_primary,low_projected_minutes;minutes_lift_against_side;total_environment_against_side,minutes_lift_against_side;total_environment_against_side,competitive_spread
2025-12-17,3,SELECTED,A,Jaylon Tyson,CLE,0022500367,REB,UNDER,6.5,2.0,UNDER,True,7.8,1.3,1.3,0.908435,0.916304,30.91,4.65,,30.91,0.9968,1.0,71.0,-4.75,240.5,0.0,False,91.06,0.893406,0.525,0.0,0.025,0.868406,,live_quality_router_v9;top200_accuracy_first;top200_meta_reliability;top200_coverage_frontier;top200_recent_form_fade;top200_primary,projection_side_split;minutes_lift_against_side,minutes_lift_against_side,strong_lineup_timing;competitive_spread
2025-12-17,4,SELECTED,A,Rudy Gobert,MIN,0022500368,REB,OVER,11.5,16.0,OVER,True,9.25,-2.25,2.25,0.874203,0.875485,29.8,6.86,,29.8,-0.0676,1.0,67.0,-7.75,236.5,0.0,False,90.71,0.893332,0.475,0.0,0.031,0.862332,,live_quality_router_v9;top200_meta_reliability;top200_coverage_frontier;top200_primary,projection_side_split;thin_context_completeness,thin_context_completeness,strong_lineup_timing
2025-12-18,1,SELECTED,S,Quinten Post,GSW,0022500378,PTS,OVER,8.5,9.0,OVER,True,11.51,3.01,3.01,0.911334,0.911712,23.7,5.73,,23.7,0.4372,,69.0,-1.5,229.5,0.0,False,93.7,0.909273,0.495,0.0,0.0,0.909273,,live_quality_router_v9;top200_premium_90,thin_context_completeness,thin_context_completeness,minutes_lift_supports_over;competitive_spread
2025-12-18,2,SELECTED,S,T.J. McConnell,IND,0022500372,AST,OVER,4.5,5.0,OVER,True,4.0,-0.5,0.5,0.946199,0.929232,17.54,5.31,,17.54,-0.0347,,70.0,4.5,224.5,0.0,False,95.15,0.878028,0.525,0.0,0.0,0.878028,,live_quality_router_v9;top200_premium_90;top200_accuracy_first;top200_meta_reliability;top200_primary,low_projected_minutes;projection_side_split,,competitive_spread
2025-12-18,3,SELECTED,S,Jose Alvarado,NOP,0022500375,REB,OVER,1.5,3.0,OVER,True,2.69,1.19,1.19,0.877097,0.870378,26.66,4.43,,26.66,0.2441,,71.0,9.5,235.5,0.0,False,93.7,0.85399,0.48,0.0,0.0,0.85399,,live_quality_router_v9;top200_premium_90,blowout_spread_risk,blowout_spread_risk,minutes_lift_supports_over
2025-12-18,4,SELECTED,S,Alex Sarr,WAS,0022500370,REB,UNDER,6.5,4.0,UNDER,True,8.04,1.54,1.54,0.878748,0.81282,31.04,4.08,,31.04,0.1308,,71.0,14.5,241.25,0.0,False,94.25,0.840503,0.415,0.0,0.006,0.834503,,live_quality_router_v9;top200_premium_90;top200_primary,projection_side_split;minutes_lift_against_side;blowout_spread_risk,minutes_lift_against_side;blowout_spread_risk,
2025-12-18,5,SELECTED,S,Ryan Dunn,PHX,0022500378,AST,OVER,1.5,2.0,OVER,True,1.14,-0.36,0.36,0.906578,0.841074,21.33,3.39,,21.33,0.0487,,73.0,1.5,229.5,0.0,False,93.7,0.824178,0.56,0.0,0.031,0.793178,,live_quality_router_v9;top200_premium_90,low_projected_minutes;projection_side_split,,stable_minutes;competitive_spread
2025-12-18,6,SELECTED,A,Ryan Rollins,MIL,0022500374,PRA,UNDER,27.5,26.0,UNDER,True,22.36,-5.14,5.14,0.930526,0.908327,31.77,6.64,,31.77,0.7446,,67.0,4.5,219.5,0.0,False,90.71,0.931352,0.43,0.0,0.0,0.931352,,live_quality_router_v9;top200_accuracy_first;top200_meta_reliability;top200_primary,thin_context_completeness;minutes_lift_against_side,thin_context_completeness;minutes_lift_against_side,competitive_spread
2025-12-19,1,SELECTED,S,Dominick Barlow,PHI,0022500382,REB,UNDER,4.5,4.0,UNDER,True,6.14,1.64,1.64,0.920874,0.88056,28.31,7.67,,28.31,0.3088,,66.0,6.0,229.0,0.0,False,95.15,0.880006,0.405,0.0,0.0,0.880006,,live_quality_router_v9;top200_premium_90;top200_accuracy_first;top200_meta_reliability;top200_primary,projection_side_split;thin_context_completeness;minutes_lift_against_side,thin_context_completeness;minutes_lift_against_side,
2025-12-19,2,SELECTED,S,Cason Wallace,OKC,0022500385,PTS,OVER,7.5,2.0,UNDER,False,7.12,-0.38,0.38,0.870452,0.872661,26.31,4.15,,26.31,0.0261,,71.0,-7.5,226.0,0.0,False,94.8,0.856211,0.5,0.0,0.0,0.856211,,live_quality_router_v9;top200_premium_90;top200_meta_reliability;top200_primary,projection_side_split,,
2025-12-19,3,SELECTED,A,De'Aaron Fox,SAS,0022500383,PTS,UNDER,19.5,8.0,UNDER,True,22.43,2.93,2.93,0.897605,0.881021,31.44,2.88,,31.44,-0.0807,,73.0,-2.0,242.25,0.0,False,91.06,0.935867,0.57,0.0,0.006,0.929867,,live_quality_router_v9;top200_accuracy_first;top200_meta_reliability;top200_coverage_frontier;top200_recent_form_fade;top200_primary,projection_side_split;total_environment_against_side,total_environment_against_side,stable_minutes;minutes_lift_supports_under;competitive_spread
2025-12-19,4,SELECTED,A,Bam Adebayo,MIA,0022500381,PRA,OVER,34.5,30.0,UNDER,False,31.22,-3.28,3.28,0.904958,0.885534,31.49,3.96,,31.49,-0.0561,,72.0,6.5,233.5,0.0,False,90.71,0.923092,0.553,0.0,0.0,0.923092,,live_quality_router_v9;top200_accuracy_first;top200_meta_reliability;top200_primary,projection_side_split,,stable_minutes;high_total_supports_counting_over
2025-12-19,5,SELECTED,A,Isaac Okoro,CHI,0022500384,AST,UNDER,0.5,0.0,UNDER,True,1.22,0.72,0.72,0.913587,0.875386,26.85,6.72,,26.85,0.1514,,67.0,6.5,240.5,0.0,False,90.71,0.854691,0.405,0.0,0.0,0.854691,,live_quality_router_v9;top200_accuracy_first;top200_meta_reliability;top200_primary,projection_side_split;thin_context_completeness;minutes_lift_against_side,thin_context_completeness;minutes_lift_against_side,
2025-12-19,6,SELECTED,A,Jaden McDaniels,MIN,0022500385,REB,UNDER,4.5,4.0,UNDER,True,5.59,1.09,1.09,0.851301,0.876215,34.33,3.9,,34.33,0.0708,1.0,72.0,7.5,226.0,0.0,False,91.06,0.877059,0.57,0.0,0.031,0.846059,,live_quality_router_v9;top200_meta_reliability;top200_coverage_frontier;top200_recent_form_fade;top200_primary,projection_side_split,,strong_lineup_timing;stable_minutes
2025-12-20,1,SELECTED,S,Khris Middleton,WAS,0022500391,PTS,UNDER,9.5,6.0,UNDER,True,12.21,2.71,2.71,0.862806,0.845204,26.35,3.02,,26.35,0.0456,,73.0,10.5,235.5,0.0,False,95.15,0.92487,0.485,0.0,0.0,0.92487,,live_quality_router_v9;top200_premium_90;top200_meta_reliability;top200_coverage_frontier;top200_primary,projection_side_split;blowout_spread_risk,blowout_spread_risk,stable_minutes
2025-12-20,2,SELECTED,S,Kevin Durant,HOU,0022500386,PTS,UNDER,24.5,31.0,OVER,False,26.42,1.92,1.92,0.873861,0.875205,36.09,4.7,,36.09,0.0104,,70.0,1.5,237.0,0.0,False,95.15,0.922744,0.505,0.0,0.006,0.916744,,live_quality_router_v9;top200_premium_90;top200_meta_reliability;top200_coverage_frontier;top200_recent_form_fade;top200_primary,projection_side_split;total_environment_against_side,total_environment_against_side,competitive_spread
2025-12-20,3,SELECTED,S,Alperen Sengun,HOU,0022500386,REB,UNDER,8.5,6.0,UNDER,True,10.04,1.54,1.54,0.865398,0.873233,35.4,3.83,,35.4,0.0869,,72.0,1.5,237.0,0.0,False,95.15,0.910811,0.56,0.0,0.07,0.840811,,live_quality_router_v9;top200_premium_90;top200_meta_reliability;top200_coverage_frontier;top200_recent_form_fade;top200_primary,projection_side_split,,stable_minutes;competitive_spread
2025-12-20,4,SELECTED,S,Svi Mykhailiuk,UTA,0022500393,AST,OVER,1.5,2.0,OVER,True,2.07,0.57,0.57,0.848208,0.839344,24.02,4.54,,24.02,0.2022,,71.0,7.25,242.5,0.0,False,93.7,0.823512,0.53,0.0,0.0,0.823512,,live_quality_router_v9;top200_premium_90,,,minutes_lift_supports_over
2025-12-20,5,SELECTED,S,Ryan Dunn,PHX,0022500392,AST,OVER,1.5,3.0,OVER,True,1.08,-0.42,0.42,0.850854,0.838363,20.69,3.51,,20.69,0.0187,,72.0,5.5,227.5,0.0,False,93.7,0.814301,0.535,0.0,0.006,0.808301,,live_quality_router_v9;top200_premium_90,low_projected_minutes;projection_side_split,,stable_minutes
2025-12-20,6,SELECTED,A,Kawhi Leonard,LAC,0022500395,PRA,OVER,38.5,47.0,OVER,True,34.1,-4.4,4.4,0.911679,0.884606,32.64,3.98,,32.64,-0.0239,,72.0,3.5,230.0,0.0,False,90.71,0.926088,0.56,0.0,0.0,0.926088,,live_quality_router_v9;top200_accuracy_first;top200_meta_reliability;top200_primary,projection_side_split,,stable_minutes;competitive_spread
2025-12-21,1,SELECTED,S,CJ McCollum,WAS,0022500399,PTS,UNDER,20.5,15.0,UNDER,True,23.07,2.57,2.57,0.861768,0.875205,33.15,4.49,,33.15,0.0611,,71.0,15.5,239.5,0.0,False,95.15,0.936484,0.43,0.0,0.0,0.936484,,live_quality_router_v9;top200_premium_90;top200_meta_reliability;top200_coverage_frontier;top200_recent_form_fade;top200_primary,projection_side_split;blowout_spread_risk;total_environment_against_side,blowout_spread_risk;total_environment_against_side,
2025-12-21,2,SELECTED,S,Anthony Edwards,MIN,0022500400,PTS,UNDER,27.5,24.0,UNDER,True,29.87,2.37,2.37,0.865083,0.875205,38.87,3.91,,38.87,0.0702,1.0,72.0,-12.5,222.0,0.0,False,95.15,0.933164,0.52,0.0,0.006,0.927164,,live_quality_router_v9;top200_premium_90;top200_meta_reliability;top200_coverage_frontier;top200_recent_form_fade;top200_primary,projection_side_split;blowout_spread_risk,blowout_spread_risk,strong_lineup_timing;stable_minutes
2025-12-21,3,SELECTED,S,Ayo Dosunmu,CHI,0022500396,REB,UNDER,1.5,0.0,UNDER,True,3.11,1.61,1.61,0.925304,0.884358,29.01,6.82,,29.01,-0.0307,,67.0,4.5,245.5,0.0,False,95.15,0.916701,0.465,0.0,0.0,0.916701,,live_quality_router_v9;top200_premium_90;top200_accuracy_first;top200_meta_reliability;top200_coverage_frontier;top200_recent_form_fade;top200_primary,projection_side_split;thin_context_completeness,thin_context_completeness,competitive_spread
2025-12-21,4,SELECTED,S,Precious Achiuwa,SAC,0022500401,REB,UNDER,3.5,1.0,UNDER,True,5.11,1.61,1.61,0.904039,0.889548,18.35,5.62,,18.35,-0.088,,69.0,12.0,229.75,0.0,False,95.15,0.900834,0.42,0.0,0.006,0.894834,,live_quality_router_v9;top200_premium_90;top200_accuracy_first;top200_meta_reliability;top200_primary,low_projected_minutes;projection_side_split;thin_context_completeness;blowout_spread_risk,thin_context_completeness;blowout_spread_risk,minutes_lift_supports_under
2025-12-21,5,SELECTED,A,Ja'Kobe Walter,TOR,0022500397,PRA,UNDER,13.5,12.0,UNDER,True,9.44,-4.06,4.06,0.9278,0.888983,19.3,4.95,,19.3,-0.0143,1.0,70.0,-4.5,220.5,0.1419,False,90.71,0.90737,0.56,0.0,0.0,0.90737,,live_quality_router_v9;top200_accuracy_first;top200_meta_reliability;top200_primary,low_projected_minutes,,strong_lineup_timing;competitive_spread
2025-12-21,6,SELECTED,A,Victor Wembanyama,SAS,0022500399,AST,UNDER,2.5,2.0,UNDER,True,3.38,0.88,0.88,0.922405,0.883021,29.71,7.45,,29.71,-0.0307,,66.0,-15.5,239.5,0.0,False,90.71,0.866381,0.39,0.0,0.025,0.841381,,live_quality_router_v9;top200_accuracy_first;top200_meta_reliability;top200_primary,projection_side_split;thin_context_completeness;blowout_spread_risk,thin_context_completeness;blowout_spread_risk,
2025-12-22,1,SELECTED,S,Jeremiah Fears,NOP,0022500404,PTS,UNDER,12.5,12.0,UNDER,True,14.91,2.41,2.41,0.878307,0.874787,28.02,5.57,,28.02,0.0522,,69.0,1.0,239.5,0.0,False,95.15,0.926585,0.445,0.0,0.0,0.926585,,live_quality_router_v9;top200_premium_90;top200_meta_reliability;top200_coverage_frontier;top200_recent_form_fade;top200_primary,projection_side_split;thin_context_completeness;total_environment_against_side,thin_context_completeness;total_environment_against_side,competitive_spread
2025-12-22,2,SELECTED,S,Miles Bridges,CHA,0022500402,PTS,UNDER,19.5,17.0,UNDER,True,21.18,1.68,1.68,0.870325,0.875205,34.07,3.99,,34.07,0.005,,72.0,9.5,236.5,0.0,False,95.15,0.915707,0.465,0.0,0.006,0.909707,,live_quality_router_v9;top200_premium_90;top200_meta_reliability;top200_coverage_frontier;top200_recent_form_fade;top200_primary,projection_side_split;blowout_spread_risk;total_environment_against_side,blowout_spread_risk;total_environment_against_side,stable_minutes
2025-12-22,3,SELECTED,S,Neemias Queta,BOS,0022500403,REB,UNDER,8.5,8.0,UNDER,True,6.93,-1.57,1.57,0.930173,0.887832,24.34,7.63,,24.34,0.6013,,66.0,-9.5,226.5,0.0,False,95.15,0.909214,0.355,0.0,0.0,0.909214,,live_quality_router_v9;top200_premium_90;top200_accuracy_first;top200_meta_reliability;top200_primary,thin_context_completeness;minutes_lift_against_side;blowout_spread_risk,thin_context_completeness;minutes_lift_against_side;blowout_spread_risk,
2025-12-22,4,SELECTED,S,Jalen Williams,OKC,0022500406,THREES,UNDER,1.5,1.0,UNDER,True,1.15,-0.35,0.35,0.782511,0.826706,29.91,4.62,0.0,29.91,-0.0803,,73.0,-16.5,227.5,0.0,False,93.7,0.818868,0.48,0.0,0.0,0.818868,,live_quality_router_v9;top200_premium_90,blowout_spread_risk,blowout_spread_risk,minutes_lift_supports_under
2025-12-22,5,SELECTED,A,Ausar Thompson,DET,0022500408,PRA,OVER,19.5,33.0,OVER,True,16.7,-2.8,2.8,0.918613,0.888688,23.95,5.76,,23.95,0.0205,,69.0,-5.5,235.5,0.0,False,90.71,0.908091,0.458,0.0,0.0,0.908091,,live_quality_router_v9;top200_accuracy_first;top200_meta_reliability;top200_primary,projection_side_split;thin_context_completeness,thin_context_completeness,high_total_supports_counting_over
2025-12-22,6,SELECTED,A,Brandin Podziemski,GSW,0022500407,AST,OVER,2.5,5.0,OVER,True,3.77,1.27,1.27,0.904076,0.882762,27.18,4.29,,27.18,-0.0077,,71.0,-4.5,229.0,0.0,False,90.71,0.869228,0.525,0.0,0.0,0.869228,,live_quality_router_v9;top200_accuracy_first;top200_meta_reliability;top200_primary,,,competitive_spread
2025-12-23,1,SELECTED,S,Julian Champagnie,SAS,0022500417,PTS,UNDER,6.5,4.0,UNDER,True,9.14,2.64,2.64,0.873068,0.873233,26.91,5.38,,26.91,0.0825,,69.0,6.5,234.5,0.0,False,95.15,0.929708,0.44,0.0,0.0,0.929708,,live_quality_router_v9;top200_premium_90;top200_meta_reliability;top200_coverage_frontier;top200_primary,projection_side_split;thin_context_completeness,thin_context_completeness,
2025-12-23,2,SELECTED,S,Andre Drummond,PHI,0022500410,PTS,OVER,5.5,12.0,OVER,True,7.75,2.25,2.25,0.870142,0.876661,18.28,6.86,,18.28,-0.0389,,67.0,-10.25,220.5,0.0,False,93.7,0.867918,0.39,0.0,0.006,0.861918,,live_quality_router_v9;top200_premium_90,low_projected_minutes;thin_context_completeness;blowout_spread_risk,thin_context_completeness;blowout_spread_risk,
2025-12-23,3,SELECTED,S,Victor Wembanyama,SAS,0022500417,REB,UNDER,8.5,5.0,UNDER,True,10.02,1.52,1.52,0.929552,0.878833,28.6,7.75,,28.6,-0.0651,,66.0,6.5,234.5,0.0,False,95.15,0.913609,0.44,0.0,0.07,0.843609,,live_quality_router_v9;top200_premium_90;top200_accuracy_first;top200_meta_reliability;top200_coverage_frontier;top200_recent_form_fade;top200_primary,projection_side_split;thin_context_completeness,thin_context_completeness,
2025-12-23,4,SELECTED,S,Svi Mykhailiuk,UTA,0022500419,AST,OVER,1.5,3.0,OVER,True,1.54,0.04,0.04,0.895175,0.87562,23.73,5.61,,23.73,0.1812,,69.0,2.5,243.5,0.0,False,93.7,0.822428,0.495,0.0,0.0,0.822428,,live_quality_router_v9;top200_premium_90,thin_context_completeness,thin_context_completeness,minutes_lift_supports_over;competitive_spread
2025-12-23,5,SELECTED,S,Ryan Dunn,PHX,0022500418,AST,OVER,1.5,2.0,OVER,True,1.14,-0.36,0.36,0.855487,0.838363,20.83,3.47,,20.83,0.0256,,72.0,-4.5,224.5,0.0,False,93.7,0.813768,0.56,0.0,0.006,0.807768,,live_quality_router_v9;top200_premium_90,low_projected_minutes;projection_side_split,,stable_minutes;competitive_spread
2025-12-23,6,SELECTED,A,Kawhi Leonard,LAC,0022500422,PRA,OVER,37.5,54.0,OVER,True,33.77,-3.73,3.73,0.910885,0.884606,34.07,4.45,,34.07,0.0188,,71.0,7.0,221.5,0.0,False,90.71,0.928212,0.5,0.0,0.0,0.928212,,live_quality_router_v9;top200_accuracy_first;top200_meta_reliability;top200_primary,projection_side_split,,
2025-12-25,1,SELECTED,S,Devin Vassell,SAS,0022500010,PTS,UNDER,13.5,5.0,UNDER,True,15.82,2.32,2.32,0.869697,0.872404,29.69,2.28,,29.69,-0.0757,,74.0,9.5,228.5,0.0,False,95.15,0.925085,0.485,0.0,0.0,0.925085,,live_quality_router_v9;top200_premium_90;top200_meta_reliability;top200_coverage_frontier;top200_recent_form_fade;top200_primary,projection_side_split;blowout_spread_risk,blowout_spread_risk,stable_minutes
2025-12-25,2,SELECTED,S,Deandre Ayton,LAL,0022500012,PTS,UNDER,12.5,10.0,UNDER,True,14.87,2.37,2.37,0.867672,0.839504,27.84,5.64,,27.84,-0.056,,69.0,-1.25,225.0,0.0,False,95.15,0.918365,0.465,0.0,0.006,0.912365,,live_quality_router_v9;top200_premium_90;top200_meta_reliability;top200_coverage_frontier;top200_primary,projection_side_split;thin_context_completeness,thin_context_completeness,competitive_spread
2025-12-25,3,SELECTED,A,Nikola Jokić,DEN,0022500013,PRA,OVER,54.0,87.0,OVER,True,49.27,-4.73,4.73,0.926412,0.864757,34.62,4.21,,34.62,-0.051,1.0,71.0,-4.75,230.5,0.0,False,90.71,0.928228,0.56,0.0,0.0,0.928228,,live_quality_router_v9;top200_accuracy_first;top200_meta_reliability;top200_primary,projection_side_split,,strong_lineup_timing;competitive_spread
2025-12-25,4,SELECTED,A,Jaylon Tyson,CLE,0022500009,REB,OVER,3.5,6.0,OVER,True,5.36,1.86,1.86,0.901314,0.880582,30.0,4.66,,30.0,0.8773,1.0,71.0,2.5,229.5,0.0,False,90.71,0.888859,0.59,0.0,0.0,0.888859,,live_quality_router_v9;top200_accuracy_first;top200_meta_reliability;top200_primary,,,strong_lineup_timing;minutes_lift_supports_over;competitive_spread
2025-12-25,5,SELECTED,A,Draymond Green,GSW,0022500011,AST,UNDER,5.5,3.0,UNDER,True,3.98,-1.52,1.52,0.926246,0.888983,25.52,9.41,,25.52,-0.0982,,64.0,-4.5,226.0,0.0,False,90.71,0.88299,0.43,0.0,0.0,0.88299,,live_quality_router_v9;top200_accuracy_first;top200_meta_reliability;top200_primary,thin_context_completeness;volatile_minutes,thin_context_completeness;volatile_minutes,minutes_lift_supports_under;competitive_spread
2025-12-25,6,SELECTED,A,Amen Thompson,HOU,0022500012,REB,OVER,6.5,7.0,OVER,True,8.05,1.55,1.55,0.906589,0.880061,38.24,4.19,,38.24,0.0973,,71.0,1.25,225.0,0.0,False,90.71,0.888136,0.555,0.0,0.031,0.857136,,live_quality_router_v9;top200_accuracy_first;top200_meta_reliability;top200_primary,,,minutes_lift_supports_over;competitive_spread
2025-12-26,1,SELECTED,S,Kon Knueppel,CHA,0022500424,PTS,UNDER,17.5,16.0,UNDER,True,21.19,3.69,3.69,0.877066,0.874787,34.29,3.85,,34.29,0.0616,,72.0,6.5,231.5,0.0,False,95.15,0.952062,0.535,0.0,0.0,0.952062,,live_quality_router_v9;top200_premium_90;top200_meta_reliability;top200_coverage_frontier;top200_recent_form_fade;top200_primary,projection_side_split,,stable_minutes
2025-12-26,2,SELECTED,S,CJ McCollum,WAS,0022500425,PTS,UNDER,17.5,21.0,OVER,False,20.18,2.68,2.68,0.852652,0.875205,33.26,4.19,,33.26,0.0616,,71.0,8.75,228.5,0.0,False,95.15,0.937959,0.5,0.0,0.006,0.931959,,live_quality_router_v9;top200_premium_90;top200_meta_reliability;top200_coverage_frontier;top200_recent_form_fade;top200_primary,projection_side_split,,
2025-12-26,3,SELECTED,S,Neemias Queta,BOS,0022500426,REB,UNDER,8.5,7.0,UNDER,True,6.74,-1.76,1.76,0.876655,0.877415,26.09,4.58,,26.09,0.7086,,71.0,-7.5,220.0,0.0,False,94.8,0.894426,0.465,0.0,0.0,0.894426,,live_quality_router_v9;top200_premium_90;top200_meta_reliability;top200_primary,minutes_lift_against_side,minutes_lift_against_side,
