date,selectedRank,playerName,teamCode,gameKey,market,side,tier,month,modelLine,lineBucket,actualValue,modelCorrect,estimatedAccuracyPriorPct,priorBucket,finalScore,finalScoreBucket,matchStatus,strictProofMatch,candidateCount,sameSideCount,lineMatchCount,externalLine,externalOdds,priceBucket,externalBook,externalSource,externalSourceUrl,lineTimestampUtc,gameTimeUtc,closeLine,closeOdds,closeTimestampUtc,resultAtExternalLine,stakeUnits,profitUnits,lineClv,oddsClv,coverageTier,coverageLine,coverageOdds,coverageBook,coverageSource,coverageSourceUrl,coverageIsExternal,coverageIsExactExternal,coverageLineGap,coverageAbsLineGap,coverageSideAwareLineGap,resultAtCoverageLine,coverageStakeUnits,coverageProfitUnits
2025-12-07,3,Jock Landale,MEM,0022500360,AST,OVER,S,2025-12,1.0,<5,2.0,True,95.15,94+,0.838869,0.80-0.85,NO_EXACT_LINE_MATCH,False,2,1,0,0.5,-32.5,UNKNOWN,bet365,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/8496570&market=assists,,,,,,,,,,,INTERNAL_MODEL_LINE_ASSUMED_ODDS,1.0,-110.0,assumed,internal-model-line-assumed-odds,,False,False,0.0,0.0,0.0,WIN,1.0,0.909091
2025-12-07,4,Quentin Grimes,PHI,0022500362,PRA,OVER,A,2025-12,17.5,15-19.5,18.0,True,90.71,90-92,0.932623,0.90+,MATCHED_EXACT_LINE_VALID_ODDS,True,2,1,1,17.5,-116.5,-119 to -100,betmgm,scoresandodds,https://www.scoresandodds.com/nba/76ers-vs-lakers,,,,,,WIN,1.0,0.858369,,,EXACT_EXTERNAL_LINE_VALID_ODDS,17.5,-116.5,betmgm,scoresandodds,https://www.scoresandodds.com/nba/76ers-vs-lakers,True,True,0.0,0.0,0.0,WIN,1.0,0.858369
2025-12-07,5,Paolo Banchero,ORL,0022500357,AST,UNDER,A,2025-12,2.5,<5,2.0,True,91.06,90-92,0.906532,0.90+,NO_EXACT_LINE_MATCH,False,2,1,0,3.5,121.5,+100 to +149,sleeper,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/8496530&market=assists,,,,,,,,,,,NEAREST_EXTERNAL_LINE_VALID_ODDS,3.5,121.5,sleeper,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/8496530&market=assists,True,False,1.0,1.0,-1.0,WIN,1.0,1.215
2025-12-07,6,Coby White,CHI,0022500361,REB,UNDER,A,2025-12,2.5,<5,1.0,True,91.06,90-92,0.872756,0.85-0.90,NO_EXACT_LINE_MATCH,False,2,1,0,3.5,113.0,+100 to +149,riverscasino,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/8496620&market=rebounds,,,,,,,,,,,NEAREST_EXTERNAL_LINE_VALID_ODDS,3.5,113.0,riverscasino,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/8496620&market=rebounds,True,False,1.0,1.0,-1.0,WIN,1.0,1.13
2025-12-08,1,Devin Vassell,SAS,0022500366,PTS,UNDER,S,2025-12,15.5,15-19.5,5.0,True,95.15,94+,0.932848,0.90+,NO_EXACT_LINE_MATCH,False,2,1,0,16.5,-119.0,-119 to -100,hardrock,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/8496650&market=points,,,,,,,,,,,NEAREST_EXTERNAL_LINE_VALID_ODDS,16.5,-119.0,hardrock,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/8496650&market=points,True,False,1.0,1.0,-1.0,WIN,1.0,0.840336
2025-12-08,2,Anthony Edwards,MIN,0022500365,PTS,OVER,S,2025-12,27.5,25-29.5,40.0,True,94.25,94+,0.867532,0.85-0.90,NO_EXACT_LINE_MATCH,False,2,1,0,26.5,-119.0,-119 to -100,fanatics,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/8496560&market=points,,,,,,,,,,,NEAREST_EXTERNAL_LINE_VALID_ODDS,26.5,-119.0,fanatics,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/8496560&market=points,True,False,-1.0,1.0,-1.0,WIN,1.0,0.840336
2025-12-08,3,T.J. McConnell,IND,0022500364,AST,OVER,S,2025-12,4.5,<5,3.0,False,95.15,94+,0.865812,0.85-0.90,NO_PLAYER_MARKET_LINE,False,0,0,0,,,UNKNOWN,,,,,,,,,,,,,,INTERNAL_MODEL_LINE_ASSUMED_ODDS,4.5,-110.0,assumed,internal-model-line-assumed-odds,,False,False,0.0,0.0,0.0,LOSS,1.0,-1.0
2025-12-08,4,Ryan Dunn,PHX,0022500365,AST,OVER,S,2025-12,1.5,<5,4.0,True,93.7,92-94,0.801837,0.80-0.85,MATCHED_EXACT_LINE_VALID_ODDS,True,2,1,1,1.5,-110.0,-119 to -100,bet365,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/8496560&market=assists,,,,,,WIN,1.0,0.909091,,,EXACT_EXTERNAL_LINE_VALID_ODDS,1.5,-110.0,bet365,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/8496560&market=assists,True,True,0.0,0.0,0.0,WIN,1.0,0.909091
2025-12-08,5,Herbert Jones,NOP,0022500366,PRA,OVER,A,2025-12,13.5,10-14.5,27.0,True,90.71,90-92,0.898601,0.85-0.90,MATCHED_EXACT_LINE_VALID_ODDS,True,2,1,1,13.5,-119.0,-119 to -100,bet365,scoresandodds,https://www.scoresandodds.com/nba/pelicans-vs-spurs,,,,,,WIN,1.0,0.840336,,,EXACT_EXTERNAL_LINE_VALID_ODDS,13.5,-119.0,bet365,scoresandodds,https://www.scoresandodds.com/nba/pelicans-vs-spurs,True,True,0.0,0.0,0.0,WIN,1.0,0.840336
2025-12-08,6,Precious Achiuwa,SAC,0022500364,REB,UNDER,A,2025-12,5.5,5-9.5,5.0,True,90.71,90-92,0.807579,0.80-0.85,MATCHED_EXACT_LINE_VALID_ODDS,True,2,1,1,5.5,-141.0,-149 to -120,hardrock,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/8496610&market=rebounds,,,,,,WIN,1.0,0.70922,,,EXACT_EXTERNAL_LINE_VALID_ODDS,5.5,-141.0,hardrock,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/8496610&market=rebounds,True,True,0.0,0.0,0.0,WIN,1.0,0.70922
2025-12-09,1,Karl-Anthony Towns,NYK,0022501202,PTS,UNDER,S,2025-12,21.5,20-24.5,14.0,True,95.15,94+,0.899453,0.85-0.90,NO_EXACT_LINE_MATCH,False,2,1,0,22.0,-112.5,-119 to -100,prizepicks,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/11122590&market=points,,,,,,,,,,,NEAREST_EXTERNAL_LINE_VALID_ODDS,22.0,-112.5,prizepicks,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/11122590&market=points,True,False,0.5,0.5,-0.5,WIN,1.0,0.888889
2025-12-09,2,Paolo Banchero,ORL,0022501201,PRA,UNDER,A,2025-12,39.5,30+,29.0,True,90.71,90-92,0.920063,0.90+,MATCHED_EXACT_LINE_VALID_ODDS,True,2,1,1,39.5,-121.5,-149 to -120,hardrock,scoresandodds,https://www.scoresandodds.com/nba/heat-vs-magic,,,,,,WIN,1.0,0.823045,,,EXACT_EXTERNAL_LINE_VALID_ODDS,39.5,-121.5,hardrock,scoresandodds,https://www.scoresandodds.com/nba/heat-vs-magic,True,True,0.0,0.0,0.0,WIN,1.0,0.823045
2025-12-09,3,Sandro Mamukelashvili,TOR,0022501202,PTS,UNDER,A,2025-12,9.5,5-9.5,2.0,True,90.71,90-92,0.874741,0.85-0.90,MATCHED_EXACT_LINE_VALID_ODDS,True,2,1,1,9.5,-121.0,-149 to -120,draftkings,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/11122590&market=points,,,,,,WIN,1.0,0.826446,,,EXACT_EXTERNAL_LINE_VALID_ODDS,9.5,-121.0,draftkings,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/11122590&market=points,True,True,0.0,0.0,0.0,WIN,1.0,0.826446
2025-12-09,4,Davion Mitchell,MIA,0022501201,AST,OVER,B,2025-12,6.5,5-9.5,9.0,True,90.16,90-92,0.820513,0.80-0.85,MATCHED_EXACT_LINE_VALID_ODDS,True,2,1,1,6.5,-136.5,-149 to -120,riverscasino,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/11122580&market=assists,,,,,,WIN,1.0,0.732601,,,EXACT_EXTERNAL_LINE_VALID_ODDS,6.5,-136.5,riverscasino,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/11122580&market=assists,True,True,0.0,0.0,0.0,WIN,1.0,0.732601
2025-12-10,1,Royce O'Neale,PHX,0022501203,PTS,UNDER,S,2025-12,9.5,5-9.5,4.0,True,94.8,94+,0.865396,0.85-0.90,NO_PLAYER_MARKET_LINE,False,0,0,0,,,UNKNOWN,,,,,,,,,,,,,,INTERNAL_MODEL_LINE_ASSUMED_ODDS,9.5,-110.0,assumed,internal-model-line-assumed-odds,,False,False,0.0,0.0,0.0,WIN,1.0,0.909091
2025-12-10,2,Harrison Barnes,SAS,0022501204,REB,UNDER,S,2025-12,3.5,<5,3.0,True,94.25,94+,0.842126,0.80-0.85,MATCHED_EXACT_LINE_VALID_ODDS,True,2,1,1,3.5,-118.0,-119 to -100,riverscasino,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/11122570&market=rebounds,,,,,,WIN,1.0,0.847458,,,EXACT_EXTERNAL_LINE_VALID_ODDS,3.5,-118.0,riverscasino,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/11122570&market=rebounds,True,True,0.0,0.0,0.0,WIN,1.0,0.847458
2025-12-10,3,Mark Williams,PHX,0022501203,AST,UNDER,S,2025-12,1.5,<5,1.0,True,94.25,94+,0.763371,0.75-0.80,MATCHED_EXACT_LINE_VALID_ODDS,True,2,1,1,1.5,-170.0,-199 to -150,bet365,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/11122560&market=assists,,,,,,WIN,1.0,0.588235,,,EXACT_EXTERNAL_LINE_VALID_ODDS,1.5,-170.0,bet365,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/11122560&market=assists,True,True,0.0,0.0,0.0,WIN,1.0,0.588235
2025-12-10,4,Deandre Ayton,LAL,0022501204,PRA,UNDER,A,2025-12,22.5,20-24.5,20.0,True,90.71,90-92,0.894663,0.85-0.90,MATCHED_EXACT_LINE_VALID_ODDS,True,2,1,1,22.5,-120.0,-149 to -120,betmgm,scoresandodds,https://www.scoresandodds.com/nba/lakers-vs-spurs,,,,,,WIN,1.0,0.833333,,,EXACT_EXTERNAL_LINE_VALID_ODDS,22.5,-120.0,betmgm,scoresandodds,https://www.scoresandodds.com/nba/lakers-vs-spurs,True,True,0.0,0.0,0.0,WIN,1.0,0.833333
2025-12-11,1,John Collins,LAC,0022501205,PTS,UNDER,S,2025-12,11.5,10-14.5,9.0,True,95.15,94+,0.889794,0.85-0.90,MATCHED_EXACT_LINE_VALID_ODDS,True,2,1,1,11.5,-114.0,-119 to -100,draftkings,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/11124340&market=points,,,,,,WIN,1.0,0.877193,,,EXACT_EXTERNAL_LINE_VALID_ODDS,11.5,-114.0,draftkings,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/11124340&market=points,True,True,0.0,0.0,0.0,WIN,1.0,0.877193
2025-12-11,2,Cameron Johnson,DEN,0022501208,PTS,UNDER,S,2025-12,14.5,10-14.5,16.0,False,94.8,94+,0.876013,0.85-0.90,MATCHED_EXACT_LINE_VALID_ODDS,True,2,1,1,14.5,-120.0,-149 to -120,draftkings,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/11124240&market=points,,,,,,LOSS,1.0,-1.0,,,EXACT_EXTERNAL_LINE_VALID_ODDS,14.5,-120.0,draftkings,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/11124240&market=points,True,True,0.0,0.0,0.0,LOSS,1.0,-1.0
2025-12-11,3,Derik Queen,NOP,0022501207,RA,OVER,A,2025-12,6.5,5-9.5,12.0,True,90.71,90-92,0.915559,0.90+,MATCHED_EXACT_LINE_VALID_ODDS,True,2,1,1,6.5,-125.0,-149 to -120,draftkings,scoresandodds,https://www.scoresandodds.com/nba/pelicans-vs-trail-blazers,,,,,,WIN,1.0,0.8,,,EXACT_EXTERNAL_LINE_VALID_ODDS,6.5,-125.0,draftkings,scoresandodds,https://www.scoresandodds.com/nba/pelicans-vs-trail-blazers,True,True,0.0,0.0,0.0,WIN,1.0,0.8
2025-12-11,4,Kevin Durant,HOU,0022501205,AST,UNDER,A,2025-12,3.5,<5,3.0,True,91.06,90-92,0.861732,0.85-0.90,NO_EXACT_LINE_MATCH,False,2,1,0,4.5,-0.5,UNKNOWN,bet365,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/11124340&market=assists,,,,,,,,,,,INTERNAL_MODEL_LINE_ASSUMED_ODDS,3.5,-110.0,assumed,internal-model-line-assumed-odds,,False,False,0.0,0.0,0.0,WIN,1.0,0.909091
2025-12-11,5,Payton Pritchard,BOS,0022501206,REB,OVER,A,2025-12,4.5,<5,5.0,True,90.71,90-92,0.859258,0.85-0.90,NO_EXACT_LINE_MATCH,False,2,1,0,3.5,104.0,+100 to +149,fanatics,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/11124130&market=rebounds,,,,,,,,,,,NEAREST_EXTERNAL_LINE_VALID_ODDS,3.5,104.0,fanatics,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/11124130&market=rebounds,True,False,-1.0,1.0,-1.0,WIN,1.0,1.04
2025-12-11,6,Ryan Rollins,MIL,0022501206,AST,OVER,A,2025-12,5.5,5-9.5,7.0,True,90.71,90-92,0.828259,0.80-0.85,MATCHED_EXACT_LINE_VALID_ODDS,True,2,1,1,5.5,-136.0,-149 to -120,fanatics,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/11124130&market=assists,,,,,,WIN,1.0,0.735294,,,EXACT_EXTERNAL_LINE_VALID_ODDS,5.5,-136.0,fanatics,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/11124130&market=assists,True,True,0.0,0.0,0.0,WIN,1.0,0.735294
2025-12-12,1,Noah Clowney,BKN,0022501214,PTS,UNDER,S,2025-12,13.5,10-14.5,11.0,True,94.8,94+,0.87558,0.85-0.90,NO_EXACT_LINE_MATCH,False,2,1,0,15.5,-127.0,-149 to -120,hardrock,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/11124290&market=points,,,,,,,,,,,NEAREST_EXTERNAL_LINE_VALID_ODDS,15.5,-127.0,hardrock,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/11124290&market=points,True,False,2.0,2.0,-2.0,WIN,1.0,0.787402
2025-12-12,2,Duncan Robinson,DET,0022501210,PTS,UNDER,S,2025-12,11.25,10-14.5,15.0,False,94.8,94+,0.864483,0.85-0.90,NO_EXACT_LINE_MATCH,False,2,1,0,11.5,-128.0,-149 to -120,hardrock,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/11124170&market=points,,,,,,,,,,,NEAREST_EXTERNAL_LINE_VALID_ODDS,11.5,-128.0,hardrock,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/11124170&market=points,True,False,0.25,0.25,-0.25,LOSS,1.0,-1.0
2025-12-12,3,Svi Mykhailiuk,UTA,0022501213,AST,OVER,S,2025-12,1.5,<5,3.0,True,93.7,92-94,0.824485,0.80-0.85,MATCHED_EXACT_LINE_VALID_ODDS,True,2,1,1,1.5,-186.0,-199 to -150,bet365,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/11124180&market=assists,,,,,,WIN,1.0,0.537634,,,EXACT_EXTERNAL_LINE_VALID_ODDS,1.5,-186.0,bet365,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/11124180&market=assists,True,True,0.0,0.0,0.0,WIN,1.0,0.537634
2025-12-12,4,Josh Giddey,CHI,0022501209,RA,OVER,A,2025-12,12.5,10-14.5,18.0,True,90.71,90-92,0.93493,0.90+,MATCHED_EXACT_LINE_VALID_ODDS,True,2,1,1,12.5,-106.5,-119 to -100,fanatics,scoresandodds,https://www.scoresandodds.com/nba/bulls-vs-hornets,,,,,,WIN,1.0,0.938967,,,EXACT_EXTERNAL_LINE_VALID_ODDS,12.5,-106.5,fanatics,scoresandodds,https://www.scoresandodds.com/nba/bulls-vs-hornets,True,True,0.0,0.0,0.0,WIN,1.0,0.938967
2025-12-12,5,Evan Mobley,CLE,0022501212,REB,OVER,A,2025-12,10.5,10-14.5,13.0,True,90.71,90-92,0.884062,0.85-0.90,MATCHED_EXACT_LINE_VALID_ODDS,True,2,1,1,10.5,-117.5,-119 to -100,fanduel,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/11124210&market=rebounds,,,,,,WIN,1.0,0.851064,,,EXACT_EXTERNAL_LINE_VALID_ODDS,10.5,-117.5,fanduel,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/11124210&market=rebounds,True,True,0.0,0.0,0.0,WIN,1.0,0.851064
2025-12-12,6,P.J. Washington,DAL,0022501214,REB,UNDER,A,2025-12,6.5,5-9.5,4.0,True,91.06,90-92,0.860847,0.85-0.90,NO_PLAYER_MARKET_LINE,False,0,0,0,,,UNKNOWN,,,,,,,,,,,,,,INTERNAL_MODEL_LINE_ASSUMED_ODDS,6.5,-110.0,assumed,internal-model-line-assumed-odds,,False,False,0.0,0.0,0.0,WIN,1.0,0.909091
2025-12-13,1,Luguentz Dort,OKC,0022501230,PTS,UNDER,S,2025-12,7.5,5-9.5,3.0,True,94.8,94+,0.866739,0.85-0.90,NO_EXACT_LINE_MATCH,False,2,1,0,9.5,-114.0,-119 to -100,fanatics,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/11214130&market=points,,,,,,,,,,,NEAREST_EXTERNAL_LINE_VALID_ODDS,9.5,-114.0,fanatics,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/11214130&market=points,True,False,2.0,2.0,-2.0,WIN,1.0,0.877193
2025-12-13,2,Harrison Barnes,SAS,0022501230,REB,UNDER,S,2025-12,3.5,<5,4.0,False,94.8,94+,0.835613,0.80-0.85,MATCHED_EXACT_LINE_VALID_ODDS,True,2,1,1,3.5,-151.0,-199 to -150,draftkings,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/11214130&market=rebounds,,,,,,LOSS,1.0,-1.0,,,EXACT_EXTERNAL_LINE_VALID_ODDS,3.5,-151.0,draftkings,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/11214130&market=rebounds,True,True,0.0,0.0,0.0,LOSS,1.0,-1.0
2025-12-13,3,Paolo Banchero,ORL,0022501229,PRA,OVER,A,2025-12,34.5,30+,36.0,True,90.71,90-92,0.918581,0.90+,MATCHED_EXACT_LINE_VALID_ODDS,True,2,1,1,34.5,-119.0,-119 to -100,hardrock,scoresandodds,https://www.scoresandodds.com/nba/knicks-vs-magic,,,,,,WIN,1.0,0.840336,,,EXACT_EXTERNAL_LINE_VALID_ODDS,34.5,-119.0,hardrock,scoresandodds,https://www.scoresandodds.com/nba/knicks-vs-magic,True,True,0.0,0.0,0.0,WIN,1.0,0.840336
2025-12-13,4,Josh Hart,NYK,0022501229,PTS,UNDER,A,2025-12,12.5,10-14.5,12.0,True,91.06,90-92,0.860684,0.85-0.90,NO_EXACT_LINE_MATCH,False,2,1,0,13.5,-118.0,-119 to -100,draftkings,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/11206820&market=points,,,,,,,,,,,NEAREST_EXTERNAL_LINE_VALID_ODDS,13.5,-118.0,draftkings,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/11206820&market=points,True,False,1.0,1.0,-1.0,WIN,1.0,0.847458
2025-12-14,1,Russell Westbrook,SAC,0022501220,PTS,UNDER,S,2025-12,12.5,10-14.5,8.0,True,95.15,94+,0.889586,0.85-0.90,NO_EXACT_LINE_MATCH,False,2,1,0,13.5,-111.5,-119 to -100,hardrock,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/11124320&market=points,,,,,,,,,,,NEAREST_EXTERNAL_LINE_VALID_ODDS,13.5,-111.5,hardrock,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/11124320&market=points,True,False,1.0,1.0,-1.0,WIN,1.0,0.896861
2025-12-14,2,Collin Gillespie,PHX,0022501228,PTS,UNDER,S,2025-12,13.0,10-14.5,10.0,True,94.8,94+,0.870805,0.85-0.90,NO_EXACT_LINE_MATCH,False,2,1,0,14.5,-122.5,-149 to -120,hardrock,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/11214140&market=points,,,,,,,,,,,NEAREST_EXTERNAL_LINE_VALID_ODDS,14.5,-122.5,hardrock,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/11214140&market=points,True,False,1.5,1.5,-1.5,WIN,1.0,0.816327
2025-12-14,3,Andrew Nembhard,IND,0022501216,REB,UNDER,S,2025-12,3.5,<5,2.0,True,94.8,94+,0.862305,0.85-0.90,MATCHED_EXACT_LINE_VALID_ODDS,True,2,1,1,3.5,-141.5,-149 to -120,hardrock,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/11124260&market=rebounds,,,,,,WIN,1.0,0.706714,,,EXACT_EXTERNAL_LINE_VALID_ODDS,3.5,-141.5,hardrock,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/11124260&market=rebounds,True,True,0.0,0.0,0.0,WIN,1.0,0.706714
2025-12-14,4,Ryan Rollins,MIL,0022501219,PRA,UNDER,A,2025-12,28.5,25-29.5,18.0,True,90.71,90-92,0.92775,0.90+,MATCHED_EXACT_LINE_VALID_ODDS,True,2,1,1,28.5,-115.0,-119 to -100,caesars,scoresandodds,https://www.scoresandodds.com/nba/bucks-vs-nets,,,,,,WIN,1.0,0.869565,,,EXACT_EXTERNAL_LINE_VALID_ODDS,28.5,-115.0,caesars,scoresandodds,https://www.scoresandodds.com/nba/bucks-vs-nets,True,True,0.0,0.0,0.0,WIN,1.0,0.869565
2025-12-14,5,Jaylon Tyson,CLE,0022501218,REB,OVER,A,2025-12,4.5,<5,13.0,True,90.71,90-92,0.903558,0.90+,MATCHED_EXACT_LINE_VALID_ODDS,True,2,1,1,4.5,-130.0,-149 to -120,fanduel,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/11124200&market=rebounds,,,,,,WIN,1.0,0.769231,,,EXACT_EXTERNAL_LINE_VALID_ODDS,4.5,-130.0,fanduel,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/11124200&market=rebounds,True,True,0.0,0.0,0.0,WIN,1.0,0.769231
2025-12-14,6,VJ Edgecombe,PHI,0022501217,AST,UNDER,A,2025-12,4.5,<5,2.0,True,90.71,90-92,0.869278,0.85-0.90,MATCHED_EXACT_LINE_VALID_ODDS,True,2,1,1,4.5,-162.5,-199 to -150,underdog,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/11124220&market=assists,,,,,,WIN,1.0,0.615385,,,EXACT_EXTERNAL_LINE_VALID_ODDS,4.5,-162.5,underdog,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/11124220&market=assists,True,True,0.0,0.0,0.0,WIN,1.0,0.615385
2025-12-15,1,Cameron Johnson,DEN,0022501225,PTS,UNDER,S,2025-12,14.5,10-14.5,13.0,True,94.8,94+,0.877152,0.85-0.90,MATCHED_EXACT_LINE_VALID_ODDS,True,2,1,1,14.5,-125.0,-149 to -120,draftkings,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/11124310&market=points,,,,,,WIN,1.0,0.8,,,EXACT_EXTERNAL_LINE_VALID_ODDS,14.5,-125.0,draftkings,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/11124310&market=points,True,True,0.0,0.0,0.0,WIN,1.0,0.8
2025-12-15,2,Alperen Sengun,HOU,0022501225,PTS,UNDER,S,2025-12,21.5,20-24.5,33.0,False,94.8,94+,0.842234,0.80-0.85,NO_EXACT_LINE_MATCH,False,2,1,0,27.5,-119.0,-119 to -100,fanatics,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/11124310&market=points,,,,,,,,,,,NEAREST_EXTERNAL_LINE_VALID_ODDS,27.5,-119.0,fanatics,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/11124310&market=points,True,False,6.0,6.0,-6.0,LOSS,1.0,-1.0
2025-12-15,3,Bam Adebayo,MIA,0022501227,PRA,UNDER,A,2025-12,34.5,30+,32.0,True,90.71,90-92,0.926248,0.90+,MATCHED_EXACT_LINE_VALID_ODDS,True,2,1,1,34.5,-125.0,-149 to -120,hardrock,scoresandodds,https://www.scoresandodds.com/nba/heat-vs-raptors,,,,,,WIN,1.0,0.8,,,EXACT_EXTERNAL_LINE_VALID_ODDS,34.5,-125.0,hardrock,scoresandodds,https://www.scoresandodds.com/nba/heat-vs-raptors,True,True,0.0,0.0,0.0,WIN,1.0,0.8
2025-12-15,4,Ace Bailey,UTA,0022501224,REB,UNDER,A,2025-12,4.5,<5,2.0,True,90.71,90-92,0.8764,0.85-0.90,NO_EXACT_LINE_MATCH,False,2,1,0,5.5,-147.0,-149 to -120,fanatics,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/11124280&market=rebounds,,,,,,,,,,,NEAREST_EXTERNAL_LINE_VALID_ODDS,5.5,-147.0,fanatics,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/11124280&market=rebounds,True,False,1.0,1.0,-1.0,WIN,1.0,0.680272
