gameDateEt,playerName,team,opponent,minutes,points,rebounds,assists,threes
2025-11-26,Vince Williams Jr.,MEM,NOP,13,0.6,0.5,2.2,0
2025-11-26,Will Richard,GSW,HOU,10,2.3,0.8,0,0.3
2025-11-26,Yves Missi,NOP,MEM,10,0.8,0.8,0.4,0
2025-11-26,Zach Edey,MEM,NOP,12,2.7,1.9,0,0
2025-11-26,Zach LaVine,SAC,PHX,11,1.7,0.3,0.3,0.1
2025-11-26,Zion Williamson,NOP,MEM,11,2.2,0.6,0.5,0
2025-11-28,Ace Bailey,UTA,SAC,25,12.2,9.7,4.9,2.4
2025-11-28,Adem Bona,PHI,BKN,34,20.3,14.6,0,2.4
2025-11-28,Ajay Mitchell,OKC,PHX,10,0,0,2.4,0
2025-11-28,AJ Green,MIL,NYK,61,28.1,12.2,2.4,14.6
2025-11-28,AJ Johnson,WAS,IND,12,0,2.4,0,0
2025-11-28,Alexandre Sarr,WAS,IND,50,37.5,14,2.4,2.4
2025-11-28,Alex Caruso,OKC,PHX,37,9.7,10.9,7.3,0
2025-11-28,Andre Drummond,PHI,BKN,16,10.9,9.7,2.4,2.4
2025-11-28,Anthony Black,ORL,DET,48,25,9.7,9.7,2.4
2025-11-28,Anthony Davis,DAL,LAL,44,18.7,12.2,12.2,0
2025-11-28,Ausar Thompson,DET,ORL,34,12.5,10.9,4.9,0
2025-11-28,Austin Reaves,LAL,DAL,64,59.3,12.5,7.3,14.6
2025-11-28,Ayo Dosunmu,CHI,CHA,36,12.2,4.9,4.9,2.4
2025-11-28,Bennedict Mathurin,IND,WAS,53,31.2,4.9,9.7,7.3
2025-11-28,Ben Sheppard,IND,WAS,45,14,7.3,12.2,7.3
2025-11-28,Bilal Coulibaly,WAS,IND,47,17.2,9.7,4.9,4.9
2025-11-28,Bobby Portis,MIL,NYK,27,7.3,7.3,4.9,2.4
2025-11-28,Brandon Miller,CHA,CHI,48,42.1,12.2,2.4,12.2
2025-11-28,Brandon Williams,DAL,LAL,37,17.2,4.9,7.3,2.4
2025-11-28,Brice Sensabaugh,UTA,SAC,42,31.2,7.3,0,4.9
2025-11-28,Bruce Brown,DEN,SAS,30,7.3,9.7,2.4,0
2025-11-28,Bub Carrington,WAS,IND,41,14.6,10.9,7.3,4.9
2025-11-28,Cade Cunningham,DET,ORL,61,60.9,20.3,17.2,9.7
2025-11-28,Caleb Martin,DAL,LAL,2,0,0,0,0
2025-11-28,Cameron Johnson,DEN,SAS,58,43.7,14.6,2.4,14.6
2025-11-28,Cam Spencer,MEM,LAC,37,15.6,4.9,9.7,4.9
2025-11-28,Cam Whitmore,WAS,IND,23,12.5,7.3,0,0
2025-11-28,Caris LeVert,DET,ORL,36,10.9,2.4,0,2.4
2025-11-28,Carter Bryant,SAS,DEN,12,7.3,4.9,0,2.4
2025-11-28,Cason Wallace,OKC,PHX,50,21.9,9.7,7.3,4.9
2025-11-28,Cedric Coward,MEM,LAC,47,10.9,9.7,2.4,2.4
2025-11-28,Chet Holmgren,OKC,PHX,50,35.9,12.5,2.4,4.9
2025-11-28,Chris Paul,LAC,MEM,23,12.2,4.9,0,2.4
2025-11-28,CJ McCollum,WAS,IND,45,17.2,2.4,4.9,2.4
2025-11-28,Coby White,CHI,CHA,45,39,4.9,9.7,2.4
2025-11-28,Cole Anthony,MIL,NYK,15,10.9,0,4.9,0
2025-11-28,Collin Gillespie,PHX,OKC,52,37.5,7.3,9.7,14.6
2025-11-28,Collin Sexton,CHA,CHI,39,32.8,9.7,7.3,2.4
2025-11-28,Cooper Flagg,DAL,LAL,55,20.3,10.9,17.2,2.4
2025-11-28,Daniel Gafford,DAL,LAL,27,12.2,9.7,0,0
2025-11-28,Daniss Jenkins,DET,ORL,12,0,2.4,2.4,0
2025-11-28,Danny Wolf,BKN,PHI,19,12.2,12.2,2.4,0
2025-11-28,Darius Garland,CLE,ATL,50,23.4,12.2,15.6,2.4
2025-11-28,Day'Ron Sharpe,BKN,PHI,16,7.3,7.3,0,2.4
2025-11-28,De'Aaron Fox,SAS,DEN,53,23.4,2.4,18.7,2.4
2025-11-28,Deandre Ayton,LAL,DAL,56,26.5,12.5,4.9,0
2025-11-28,De'Andre Hunter,CLE,ATL,50,25,9.7,2.4,4.9
2025-11-28,Dean Wade,CLE,ATL,28,12.2,7.3,2.4,2.4
2025-11-28,DeMar DeRozan,SAC,UTA,56,25,4.9,7.3,2.4
2025-11-28,Desmond Bane,ORL,DET,61,57.8,12.5,4.9,0
2025-11-28,Devin Booker,PHX,OKC,59,32.8,12.5,14.6,4.9
2025-11-28,Devin Vassell,SAS,DEN,48,54.6,7.3,4.9,10.9
2025-11-28,Dillon Brooks,PHX,OKC,59,29.7,7.3,4.9,4.9
2025-11-28,Dominick Barlow,PHI,BKN,39,15.6,15.6,9.7,0
2025-11-28,Donovan Mitchell,CLE,ATL,55,65.6,7.3,7.3,10.9
2025-11-28,Drake Powell,BKN,PHI,31,9.7,2.4,2.4,0
2025-11-28,Drew Eubanks,SAC,UTA,19,4.9,9.7,0,0
2025-11-28,Duncan Robinson,DET,ORL,55,14,2.4,7.3,7.3
2025-11-28,Dwight Powell,DAL,LAL,2,0,2.4,0,0
2025-11-28,Dylan Harper,SAS,DEN,23,17.2,0,7.3,0
2025-11-28,Dyson Daniels,ATL,CLE,56,15.6,12.5,14,0
2025-11-28,Egor Demin,BKN,PHI,47,35.9,14,12.2,12.2
2025-11-28,Evan Mobley,CLE,ATL,52,31.2,21.9,10.9,7.3
2025-11-28,Franz Wagner,ORL,DET,55,32.8,10.9,2.4,0
2025-11-28,Gabe Vincent,LAL,DAL,34,14.6,0,7.3,4.9
2025-11-28,Garrison Mathews,IND,WAS,33,14,2.4,0,4.9
2025-11-28,Gary Harris,MIL,NYK,36,12.2,0,0,2.4
2025-11-28,Gary Trent Jr.,MIL,NYK,37,7.3,0,2.4,2.4
2025-11-28,Giannis Antetokounmpo,MIL,NYK,44,46.8,23.4,12.5,0
2025-11-28,Goga Bitadze,ORL,DET,22,9.7,7.3,0,0
2025-11-28,Guerschon Yabusele,NYK,MIL,15,7.3,2.4,2.4,2.4
2025-11-28,Harrison Barnes,SAS,DEN,47,15.6,7.3,12.2,2.4
2025-11-28,Isaiah Collier,UTA,SAC,36,14,2.4,10.9,0
2025-11-28,Isaiah Jackson,IND,WAS,28,15.6,4.9,0,0
2025-11-28,Isaiah Joe,OKC,PHX,36,15.6,9.7,4.9,4.9
2025-11-28,Isaiah Stewart,DET,ORL,22,12.5,14.6,2.4,2.4
2025-11-28,Ivica Zubac,LAC,MEM,61,14,18.7,12.2,0
2025-11-28,Jabari Walker,PHI,BKN,19,9.7,4.9,2.4,0
2025-11-28,Jaden Hardy,DAL,LAL,2,0,0,0,0
2025-11-28,Jaden Ivey,DET,ORL,16,7.3,0,0,2.4
2025-11-28,Jake LaRavia,LAL,DAL,20,0,4.9,0,0
2025-11-28,Jalen Brunson,NYK,MIL,61,57.8,2.4,12.2,9.7
2025-11-28,Jalen Duren,DET,ORL,48,25,18.7,4.9,0
2025-11-28,Jalen Johnson,ATL,CLE,59,45.3,18.7,18.7,7.3
2025-11-28,Jalen Smith,CHI,CHA,27,14.6,12.2,0,0
2025-11-28,Jalen Suggs,ORL,DET,52,21.9,9.7,2.4,4.9
2025-11-28,Jalen Williams,OKC,PHX,45,17.2,9.7,12.5,2.4
2025-11-28,Jalen Wilson,BKN,PHI,16,0,0,2.4,0
2025-11-28,Jamal Murray,DEN,SAS,56,57.8,9.7,10.9,12.2
2025-11-28,Jamaree Bouyea,PHX,OKC,22,14,4.9,0,2.4
2025-11-28,James Harden,LAC,MEM,62,35.9,10.9,17.2,9.7
2025-11-28,Jarace Walker,IND,WAS,36,15.6,10.9,2.4,0
2025-11-28,Jared McCain,PHI,BKN,44,31.2,9.7,2.4,9.7
2025-11-28,Jaren Jackson Jr.,MEM,LAC,47,37.5,4.9,4.9,7.3
2025-11-28,Jarrett Allen,CLE,ATL,42,12.5,12.5,2.4,0
2025-11-28,Javonte Green,DET,ORL,16,0,4.9,0,0
2025-11-28,Jaxson Hayes,LAL,DAL,17,14.6,4.9,2.4,0
2025-11-28,Jay Huff,IND,WAS,33,18.7,14.6,4.9,4.9
2025-11-28,Jaylen Wells,MEM,LAC,44,20.3,14.6,4.9,2.4
2025-11-28,Jaylin Williams,OKC,PHX,33,21.9,9.7,0,7.3
2025-11-28,Jaylon Tyson,CLE,ATL,33,14,4.9,2.4,2.4
2025-11-28,Jeremiah Robinson-Earl,IND,WAS,41,7.3,17.2,9.7,2.4
2025-11-28,Jeremy Sochan,SAS,DEN,23,9.7,2.4,4.9,0
2025-11-28,Jevon Carter,CHI,CHA,16,4.9,0,4.9,0
2025-11-28,Jock Landale,MEM,LAC,25,18.7,14.6,0,4.9
2025-11-28,John Collins,LAC,MEM,50,15.6,10.9,0,0
2025-11-28,Johni Broome,PHI,BKN,11,4.9,0,0,0
2025-11-28,John Konchar,MEM,LAC,17,0,4.9,4.9,0
2025-11-28,Jonas Valanciunas,DEN,SAS,17,9.7,12.5,2.4,0
2025-11-28,Jonathan Isaac,ORL,DET,20,9.7,7.3,0,0
2025-11-28,Jordan Clarkson,NYK,MIL,33,14.6,9.7,7.3,0
2025-11-28,Jordan Goodwin,PHX,OKC,39,21.9,12.2,4.9,2.4
2025-11-28,Josh Giddey,CHI,CHA,52,39,17.2,14,7.3
2025-11-28,Josh Hart,NYK,MIL,61,29.7,23.4,10.9,0
2025-11-28,Julian Champagnie,SAS,DEN,56,39,15.6,4.9,7.3
2025-11-28,Julian Phillips,CHI,CHA,5,0,0,0,0
2025-11-28,Justin Champagnie,WAS,IND,17,0,4.9,0,0
2025-11-28,Justin Edwards,PHI,BKN,25,9.7,0,2.4,2.4
2025-11-28,Jusuf Nurkic,UTA,SAC,42,14,17.2,14,0
2025-11-28,Karl-Anthony Towns,NYK,MIL,55,14,15.6,9.7,2.4
2025-11-28,Kawhi Leonard,LAC,MEM,44,60.9,7.3,0,7.3
2025-11-28,Keaton Wallace,ATL,CLE,12,0,0,4.9,0
2025-11-28,Keegan Murray,SAC,UTA,69,35.9,15.6,7.3,2.4
2025-11-28,Keldon Johnson,SAS,DEN,34,21.9,12.5,4.9,4.9
2025-11-28,Kelly Olynyk,SAS,DEN,19,10.9,2.4,0,2.4
2025-11-28,Kenrich Williams,OKC,PHX,11,7.3,2.4,2.4,2.4
2025-11-28,Kentavious Caldwell-Pope,MEM,LAC,33,18.7,9.7,2.4,9.7
2025-11-28,Keon Ellis,SAC,UTA,11,4.9,0,0,0
2025-11-28,Kevin Huerter,CHI,CHA,37,17.2,4.9,9.7,2.4
2025-11-28,Kevin Love,UTA,SAC,27,14,10.9,2.4,4.9
2025-11-28,Keyonte George,UTA,SAC,55,48.4,12.2,14.6,9.7
2025-11-28,Khris Middleton,WAS,IND,39,18.7,14.6,9.7,0
2025-11-28,Klay Thompson,DAL,LAL,30,15.6,2.4,2.4,7.3
2025-11-28,Kobe Brown,LAC,MEM,25,12.2,0,0,2.4
2025-11-28,Kobe Sanders,LAC,MEM,22,7.3,0,4.9,2.4
2025-11-28,Kon Knueppel,CHA,CHI,48,18.7,12.2,9.7,4.9
2025-11-28,Kris Dunn,LAC,MEM,47,17.2,10.9,2.4,4.9
2025-11-28,Kyle Filipowski,UTA,SAC,31,12.5,10.9,4.9,2.4
2025-11-28,Kyle Kuzma,MIL,NYK,44,31.2,9.7,7.3,9.7
2025-11-28,Kyle Lowry,PHI,BKN,17,0,0,4.9,0
2025-11-28,Kyshawn George,WAS,IND,41,12.2,7.3,9.7,2.4
2025-11-28,LaMelo Ball,CHA,CHI,44,25,10.9,12.5,7.3
2025-11-28,Larry Nance Jr.,CLE,ATL,14,0,7.3,2.4,0
2025-11-28,Lauri Markkanen,UTA,SAC,59,43.7,10.9,4.9,4.9
2025-11-28,LeBron James,LAL,DAL,52,20.3,12.2,10.9,4.9
2025-11-28,Liam McNeeley,CHA,CHI,10,0,0,0,0
2025-11-28,Lindy Waters III,SAS,DEN,11,7.3,0,0,2.4
2025-11-28,Lonzo Ball,CLE,ATL,25,7.3,12.2,9.7,2.4
2025-11-28,Luguentz Dort,OKC,PHX,45,10.9,4.9,0,2.4
2025-11-28,Luka Doncic,LAL,DAL,62,54.6,12.2,17.2,9.7
2025-11-28,Luke Kennard,ATL,CLE,23,7.3,0,4.9,2.4
2025-11-28,Luke Kornet,SAS,DEN,42,18.7,14.6,4.9,0
2025-11-28,Malaki Branham,WAS,IND,15,0,2.4,0,0
2025-11-28,Malik Monk,SAC,UTA,31,12.2,4.9,0,2.4
2025-11-28,Mark Williams,PHX,OKC,34,20.3,21.9,0,0
2025-11-28,Matas Buzelis,CHI,CHA,45,12.5,4.9,7.3,0
2025-11-28,Max Christie,DAL,LAL,42,20.3,2.4,2.4,7.3
2025-11-28,Maxi Kleber,LAL,DAL,7,0,0,0,0
2025-11-28,Maxime Raynaud,SAC,UTA,33,29.7,9.7,0,2.4
2025-11-28,Mikal Bridges,NYK,MIL,53,21.9,9.7,4.9,4.9
2025-11-28,Miles Bridges,CHA,CHI,55,34.3,12.5,10.9,2.4
2025-11-28,Miles McBride,NYK,MIL,52,29.7,4.9,2.4,12.2
2025-11-28,Mitchell Robinson,NYK,MIL,28,14.6,10.9,2.4,0
2025-11-28,Mouhamed Gueye,ATL,CLE,36,18.7,7.3,4.9,0
2025-11-28,Moussa Diabate,CHA,CHI,28,9.7,12.5,4.9,0
2025-11-28,Myles Turner,MIL,NYK,47,15.6,7.3,2.4,4.9
2025-11-28,Nae'Qwan Tomlin,CLE,ATL,17,12.2,2.4,0,2.4
2025-11-28,Naji Marshall,DAL,LAL,37,25,10.9,4.9,2.4
2025-11-28,Nickeil Alexander-Walker,ATL,CLE,53,46.8,7.3,2.4,12.2
2025-11-28,Nick Richards,PHX,OKC,7,4.9,2.4,2.4,0
2025-11-28,Nicolas Batum,LAC,MEM,36,4.9,2.4,0,0
2025-11-28,Nicolas Claxton,BKN,PHI,58,18.7,14.6,2.4,0
2025-11-28,Nigel Hayes-Davis,PHX,OKC,19,0,4.9,0,0
2025-11-28,Nikola Jokic,DEN,SAS,56,32.8,14,15.6,2.4
2025-11-28,Nikola Vucevic,CHI,CHA,47,20.3,21.9,7.3,2.4
2025-11-28,Nique Clifford,SAC,UTA,12,0,4.9,0,0
2025-11-28,Noah Clowney,BKN,PHI,55,25,10.9,7.3,4.9
2025-11-28,Onyeka Okongwu,ATL,CLE,52,28.1,10.9,9.7,4.9
2025-11-28,Oso Ighodaro,PHX,OKC,33,14.6,14.6,9.7,0
2025-11-28,Pascal Siakam,IND,WAS,41,37.5,17.2,2.4,2.4
2025-11-28,Patrick Williams,CHI,CHA,19,12.2,12.2,0,2.4
2025-11-28,Paul George,PHI,BKN,33,21.9,7.3,4.9,4.9
2025-11-28,Paul Reed,DET,ORL,12,2.4,2.4,0,0
2025-11-28,Peyton Watson,DEN,SAS,52,23.4,14.6,7.3,2.4
2025-11-28,P.J. Washington,DAL,LAL,55,34.3,14,2.4,4.9
2025-11-28,Precious Achiuwa,SAC,UTA,30,4.9,14.6,2.4,0
2025-11-28,Quentin Grimes,PHI,BKN,66,29.7,7.3,14,0
2025-11-28,RayJ Dennis,IND,WAS,12,0,4.9,2.4,0
2025-11-28,Ron Holland II,DET,ORL,12,0,0,2.4,0
2025-11-28,Royce O'Neale,PHX,OKC,44,17.2,10.9,2.4,7.3
2025-11-28,Rui Hachimura,LAL,DAL,56,21.9,9.7,0,9.7
2025-11-28,Russell Westbrook,SAC,UTA,52,25,18.7,21.9,4.9
2025-11-28,Ryan Kalkbrenner,CHA,CHI,45,10.9,12.2,0,0
2025-11-28,Ryan Nembhard,DAL,LAL,36,26.5,4.9,9.7,7.3
2025-11-28,Ryan Rollins,MIL,NYK,64,20.3,12.2,14.6,7.3
2025-11-28,Santi Aldama,MEM,LAC,34,20.3,10.9,12.2,4.9
2025-11-28,Shai Gilgeous-Alexander,OKC,PHX,55,57.8,7.3,12.5,7.3
2025-11-28,Sharife Cooper,WAS,IND,7,0,0,0,0
2025-11-28,Sion James,CHA,CHI,31,14,7.3,7.3,4.9
2025-11-28,Spencer Jones,DEN,SAS,34,14,2.4,7.3,2.4
2025-11-28,Svi Mykhailiuk,UTA,SAC,36,14,7.3,4.9,2.4
2025-11-28,Taelon Peter,IND,WAS,12,7.3,0,0,2.4
2025-11-28,Terance Mann,BKN,PHI,55,21.9,9.7,14.6,2.4
2025-11-28,Tim Hardaway Jr.,DEN,SAS,44,23.4,4.9,2.4,4.9
2025-11-28,T.J. McConnell,IND,WAS,30,21.9,9.7,12.5,0
2025-11-28,Tobias Harris,DET,ORL,45,28.1,12.2,2.4,2.4
2025-11-28,Tony Bradley,IND,WAS,11,12.2,2.4,2.4,0
2025-11-28,Tre Jones,CHI,CHA,41,25,2.4,9.7,0
2025-11-28,Tre Mann,CHA,CHI,22,12.2,2.4,0,2.4
2025-11-28,Tristan Da Silva,ORL,DET,31,12.5,7.3,0,0
2025-11-28,Tristan Vukcevic,WAS,IND,23,12.2,2.4,4.9,0
2025-11-28,Tyler Kolek,NYK,MIL,16,12.2,0,2.4,2.4
2025-11-28,Tyrese Martin,BKN,PHI,27,25,4.9,4.9,4.9
2025-11-28,Tyrese Maxey,PHI,BKN,64,34.3,14,10.9,4.9
2025-11-28,Tyus Jones,ORL,DET,28,0,2.4,7.3,0
2025-11-28,Vince Williams Jr.,MEM,LAC,36,25,2.4,12.2,4.9
2025-11-28,Vít Krejčí,ATL,CLE,33,21.9,4.9,7.3,7.3
2025-11-28,Walter Clayton Jr.,UTA,SAC,12,0,2.4,2.4,0
2025-11-28,Wendell Carter Jr.,ORL,DET,50,12.5,17.2,7.3,4.9
2025-11-28,Will Riley,WAS,IND,16,9.7,9.7,0,0
2025-11-28,Zaccharie Risacher,ATL,CLE,41,21.9,7.3,2.4,4.9
2025-11-28,Zach Edey,MEM,LAC,48,12.2,29.7,4.9,0
2025-11-28,Zach LaVine,SAC,UTA,59,53.1,4.9,14.6,9.7
2025-11-28,Zeke Nnaji,DEN,SAS,20,9.7,9.7,0,0
2025-11-28,Ziaire Williams,BKN,PHI,45,15.6,9.7,2.4,4.9
2025-11-29,AJ Green,MIL,BKN,30,19.5,5.1,8.4,8.4
2025-11-29,Amir Coffey,MIL,BKN,5,3.4,0,0,0
2025-11-29,Andre Jackson Jr.,MIL,BKN,7,3.4,1.7,1.7,0
2025-11-29,Andrew Nembhard,IND,CHI,40,18.2,1.7,10.1,3.4
2025-11-29,Andrew Wiggins,MIA,DET,47,40.2,10.1,6.7,3.4
2025-11-29,Anfernee Simons,BOS,MIN,22,8.4,1.7,1.7,1.7
2025-11-29,Anthony Edwards,MIN,BOS,48,50.6,3.4,8.4,8.4
2025-11-29,Ausar Thompson,DET,MIA,39,13,10.4,5.1,0
2025-11-29,Ayo Dosunmu,CHI,IND,45,19.5,6.7,6.7,5.1
2025-11-29,Bam Adebayo,MIA,DET,43,19.5,13,1.7,1.7
2025-11-29,Baylor Scheierman,BOS,MIN,17,5.1,0,3.4,1.7
2025-11-29,Bennedict Mathurin,IND,CHI,48,24.7,10.1,5.1,5.1
2025-11-29,Ben Saraf,BKN,MIL,38,13,0,11.8,3.4
2025-11-29,Ben Sheppard,IND,CHI,29,10.1,3.4,0,3.4
2025-11-29,Bobby Portis,MIL,BKN,26,16.9,10.1,0,5.1
2025-11-29,Brandin Podziemski,GSW,NOP,42,19.5,8.4,10.1,5.1
2025-11-29,Brandon Ingram,TOR,CHA,51,28.6,10.1,6.7,1.7
2025-11-29,Brandon Miller,CHA,TOR,32,11.8,3.4,5.1,0
2025-11-29,Brandon Williams,DAL,LAC,32,18.2,1.7,11.8,0
2025-11-29,Bruce Brown,DEN,PHX,35,6.7,3.4,13,0
2025-11-29,Bryce McGowens,NOP,GSW,34,8.4,6.7,1.7,1.7
2025-11-29,Buddy Hield,GSW,NOP,21,10.4,6.7,0,3.4
2025-11-29,Cade Cunningham,DET,MIA,49,37.6,6.7,10.4,1.7
2025-11-29,Caleb Martin,DAL,LAC,27,0,11.8,3.4,0
2025-11-29,Cameron Johnson,DEN,PHX,44,19.5,6.7,6.7,5.1
2025-11-29,Chris Paul,LAC,DAL,14,0,3.4,5.1,0
2025-11-29,Cole Anthony,MIL,BKN,7,3.4,0,1.7,0
2025-11-29,Collin Gillespie,PHX,DEN,36,15.6,0,3.4,6.7
2025-11-29,Collin Murray-Boyles,TOR,CHA,17,1.7,6.7,3.4,0
2025-11-29,Collin Sexton,CHA,TOR,43,23.4,1.7,8.4,3.4
2025-11-29,Cooper Flagg,DAL,LAC,48,45.4,10.4,3.4,0
2025-11-29,Curtis Jones,DEN,PHX,2,0,1.7,0,0
2025-11-29,Daniss Jenkins,DET,MIA,18,11.7,1.7,6.7,0
2025-11-29,Danny Wolf,BKN,MIL,39,28.6,6.7,6.7,8.4
2025-11-29,Davion Mitchell,MIA,DET,42,11.8,1.7,13,0
2025-11-29,Day'Ron Sharpe,BKN,MIL,30,11.8,11.8,3.4,1.7
2025-11-29,Derik Queen,NOP,GSW,19,3.4,5.1,0,0
2025-11-29,Derrick White,BOS,MIN,49,20.8,1.7,8.4,3.4
2025-11-29,Devin Booker,PHX,DEN,45,31.2,6.7,11.8,0
2025-11-29,Dillon Brooks,PHX,DEN,35,35,5.1,3.4,3.4
2025-11-29,Donte DiVincenzo,MIN,BOS,44,19.5,5.1,10.4,6.7
2025-11-29,Drake Powell,BKN,MIL,26,5.1,3.4,1.7,0
2025-11-29,Draymond Green,GSW,NOP,40,3.4,11.7,6.7,0
2025-11-29,Dru Smith,MIA,DET,19,11.7,8.4,6.7,1.7
2025-11-29,Duncan Robinson,DET,MIA,40,23.4,8.4,8.4,5.1
2025-11-29,Dwight Powell,DAL,LAC,43,11.7,8.4,5.1,0
2025-11-29,EJ Liddell,BKN,MIL,7,3.4,1.7,0,0
2025-11-29,Emanuel Miller,CHI,IND,10,10.1,1.7,0,1.7
2025-11-29,Garrison Mathews,IND,CHI,10,0,0,1.7,0
2025-11-29,Gary Harris,MIL,BKN,14,0,8.4,6.7,0
2025-11-29,Gary Payton II,GSW,NOP,32,24.7,14.3,5.1,1.7
2025-11-29,Gary Trent Jr.,MIL,BKN,32,8.4,3.4,1.7,1.7
2025-11-29,Giannis Antetokounmpo,MIL,BKN,23,37.6,10.4,3.4,1.7
2025-11-29,Gradey Dick,TOR,CHA,22,8.4,3.4,1.7,1.7
2025-11-29,Grayson Allen,PHX,DEN,32,13,1.7,5.1,3.4
2025-11-29,Hunter Tyson,DEN,PHX,2,0,1.7,1.7,0
2025-11-29,Immanuel Quickley,TOR,CHA,47,28.6,5.1,13,5.1
2025-11-29,Isaiah Jackson,IND,CHI,29,18.2,14.3,1.7,0
2025-11-29,Isaiah Stewart,DET,MIA,36,11.7,10.4,1.7,0
2025-11-29,Ivica Zubac,LAC,DAL,48,24.7,14.3,6.7,0
2025-11-29,Jaden Hardy,DAL,LAC,5,0,0,0,0
2025-11-29,Jaden Ivey,DET,MIA,18,11.7,3.4,1.7,1.7
2025-11-29,Jaden McDaniels,MIN,BOS,32,10.4,6.7,5.1,3.4
2025-11-29,Ja'Kobe Walter,TOR,CHA,35,8.4,11.8,0,1.7
2025-11-29,Jakob Poeltl,TOR,CHA,42,10.4,14.3,11.7,0
2025-11-29,Jalen Pickett,DEN,PHX,2,0,0,0,0
2025-11-29,Jalen Wilson,BKN,MIL,21,16.9,5.1,3.4,1.7
2025-11-29,Jamal Murray,DEN,PHX,47,31.2,5.1,6.7,8.4
2025-11-29,Jamal Shead,TOR,CHA,29,5.1,5.1,3.4,1.7
2025-11-29,Jamaree Bouyea,PHX,DEN,18,5.1,3.4,5.1,0
2025-11-29,James Harden,LAC,DAL,47,37.6,10.4,14.3,3.4
2025-11-29,Jarace Walker,IND,CHI,26,6.7,3.4,1.7,1.7
2025-11-29,Javonte Green,DET,MIA,10,8.4,1.7,0,1.7
2025-11-29,Jay Huff,IND,CHI,32,18.2,10.4,3.4,6.7
2025-11-29,Jaylen Brown,BOS,MIN,51,53.2,10.1,11.8,8.4
2025-11-29,Jaylen Clark,MIN,BOS,14,0,1.7,0,0
2025-11-29,Jeremiah Fears,NOP,GSW,47,20.8,10.1,3.4,5.1
2025-11-29,Jeremiah Robinson-Earl,IND,CHI,13,0,3.4,0,0
2025-11-29,Jericho Sims,MIL,BKN,30,3.4,10.4,3.4,0
2025-11-29,Jevon Carter,CHI,IND,14,5.1,1.7,3.4,1.7
2025-11-29,Jimmy Butler,GSW,NOP,48,31.2,10.4,13,0
2025-11-29,John Collins,LAC,DAL,47,27.3,6.7,1.7,1.7
2025-11-29,Jonas Valanciunas,DEN,PHX,19,11.7,5.1,5.1,0
2025-11-29,Jonathan Kuminga,GSW,NOP,23,13,1.7,3.4,3.4
2025-11-29,Jordan Goodwin,PHX,DEN,19,10.4,3.4,1.7,3.4
2025-11-29,Jordan Walsh,BOS,MIN,25,0,3.4,0,0
2025-11-29,Jose Alvarado,NOP,GSW,39,11.8,5.1,6.7,1.7
2025-11-29,Josh Giddey,CHI,IND,43,22.1,14.3,11.8,3.4
2025-11-29,Josh Minott,BOS,MIN,21,8.4,6.7,0,1.7
2025-11-29,Julius Randle,MIN,BOS,42,20.8,11.7,10.1,5.1
2025-11-29,Kawhi Leonard,LAC,DAL,36,38.9,10.4,5.1,5.1
2025-11-29,Kel'el Ware,MIA,DET,27,15.6,11.8,0,0
2025-11-29,Kevin Huerter,CHI,IND,40,19.5,5.1,1.7,5.1
2025-11-29,Kevin Porter Jr.,MIL,BKN,31,16.9,6.7,10.1,5.1
2025-11-29,Kevon Looney,NOP,GSW,13,6.7,8.4,1.7,0
2025-11-29,Khaman Maluach,PHX,DEN,5,0,0,0,0
2025-11-29,Klay Thompson,DAL,LAC,32,29.9,5.1,1.7,10.1
2025-11-29,Kobe Brown,LAC,DAL,25,8.4,6.7,0,1.7
2025-11-29,Kobe Sanders,LAC,DAL,10,0,3.4,1.7,0
2025-11-29,Koby Brea,PHX,DEN,5,0,1.7,1.7,0
2025-11-29,Kon Knueppel,CHA,TOR,47,26,10.1,6.7,6.7
2025-11-29,Kris Dunn,LAC,DAL,42,10.1,5.1,3.4,0
2025-11-29,Kyle Kuzma,MIL,BKN,29,14.3,1.7,5.1,1.7
2025-11-29,Lachlan Olbrich,CHI,IND,14,3.4,5.1,0,0
2025-11-29,LaMelo Ball,CHA,TOR,27,18.2,3.4,8.4,1.7
2025-11-29,Liam McNeeley,CHA,TOR,17,11.8,5.1,0,1.7
2025-11-29,Luka Garza,BOS,MIN,8,5.1,0,1.7,1.7
2025-11-29,Matas Buzelis,CHI,IND,44,10.4,14.3,3.4,3.4
2025-11-29,Max Christie,DAL,LAC,25,5.1,3.4,1.7,1.7
2025-11-29,Micah Peavy,NOP,GSW,40,11.8,8.4,1.7,0
2025-11-29,Mike Conley,MIN,BOS,22,10.1,3.4,3.4,3.4
2025-11-29,Miles Bridges,CHA,TOR,53,45.4,5.1,0,3.4
2025-11-29,Moses Moody,GSW,NOP,35,14.3,5.1,0,3.4
2025-11-29,Moussa Cisse,DAL,LAC,18,6.7,3.4,0,0
2025-11-29,Moussa Diabate,CHA,TOR,39,11.8,11.7,3.4,0
2025-11-29,Myles Turner,MIL,BKN,29,13,5.1,3.4,1.7
2025-11-29,Naji Marshall,DAL,LAC,47,23.4,10.4,5.1,3.4
2025-11-29,Naz Reid,MIN,BOS,36,13,10.4,3.4,3.4
2025-11-29,Neemias Queta,BOS,MIN,36,24.7,23.4,0,0
2025-11-29,Nick Richards,PHX,DEN,12,0,5.1,0,0
2025-11-29,Nicolas Batum,LAC,DAL,36,0,6.7,0,0
