gameDateEt,playerName,team,opponent,minutes,points,rebounds,assists,threes
2025-10-02,Adem Bona,PHI,NYK,19,8.3,4.1,2.1,0
2025-10-02,Alex Len,NYK,PHI,12,10.4,4.1,0,0
2025-10-02,Andre Drummond,PHI,NYK,10,4.1,6.2,0,0
2025-10-02,Ariel Hukporti,NYK,PHI,12,12.4,12.4,0,0
2025-10-02,Dominick Barlow,PHI,NYK,42,12.4,14.4,4.1,0
2025-10-02,Eric Gordon,PHI,NYK,19,4.1,0,2.1,0
2025-10-02,Garrison Mathews,NYK,PHI,13,13,2.1,4.1,6.2
2025-10-02,Guerschon Yabusele,NYK,PHI,17,0,8.3,2.1,0
2025-10-02,Hunter Sallis,PHI,NYK,32,11.5,6.2,2.1,0
2025-10-02,Jabari Walker,PHI,NYK,29,13,10.4,0,0
2025-10-02,Jalen Brunson,NYK,PHI,24,12.4,0,8.3,0
2025-10-02,Johni Broome,PHI,NYK,20,10.4,8.3,0,0
2025-10-02,Jordan Clarkson,NYK,PHI,22,13,2.1,0,0
2025-10-02,Josh Hart,NYK,PHI,10,4.1,6.2,2.1,0
2025-10-02,Justin Edwards,PHI,NYK,23,0,8.3,0,0
2025-10-02,Karl-Anthony Towns,NYK,PHI,24,15.8,10.4,2.1,0
2025-10-02,Kelly Oubre Jr.,PHI,NYK,32,11.5,8.3,6.2,2.1
2025-10-02,Kennedy Chandler,PHI,NYK,29,14.4,2.1,4.1,2.1
2025-10-02,Kevin McCullar Jr.,NYK,PHI,17,4.1,10.4,2.1,0
2025-10-02,Landry Shamet,NYK,PHI,23,4.1,0,4.1,0
2025-10-02,Malcolm Brogdon,NYK,PHI,17,6.2,2.1,4.1,2.1
2025-10-02,Malcolm Hill,PHI,NYK,8,4.1,0,0,0
2025-10-02,Matt Ryan,NYK,PHI,12,2.1,2.1,2.1,0
2025-10-02,Mikal Bridges,NYK,PHI,24,14.4,2.1,0,4.1
2025-10-02,Miles McBride,NYK,PHI,30,17.3,10.4,4.1,4.1
2025-10-02,Mitchell Robinson,NYK,PHI,26,10.1,23,2.1,0
2025-10-02,Mohamed Diawara,NYK,PHI,14,0,6.2,0,0
2025-10-02,Pacome Dadiet,NYK,PHI,22,8.3,4.1,0,0
2025-10-02,Trey Jemison,NYK,PHI,10,8.3,4.1,0,0
2025-10-02,Tyler Kolek,NYK,PHI,16,12.4,0,2.1,0
2025-10-02,Tyrese Maxey,PHI,NYK,33,20.1,8.3,8.3,0
2025-10-02,VJ Edgecombe,PHI,NYK,43,20.1,12.4,6.2,2.1
2025-10-03,Anton Watson,LAL,PHX,12,0,1.8,3.5,0
2025-10-03,Austin Reaves,LAL,PHX,26,26.5,5.3,3.5,1.8
2025-10-03,Bronny James Jr.,LAL,PHX,30,10.6,8.8,3.5,1.8
2025-10-03,Christian Koloko,LAL,PHX,12,0,8.8,0,0
2025-10-03,Collin Gillespie,PHX,LAL,24,10.6,5.3,7,1.8
2025-10-03,Dalton Knecht,LAL,PHX,33,10.5,10.5,0,1.8
2025-10-03,David Duke Jr.,PHX,LAL,12,0,5.3,3.5,0
2025-10-03,Deandre Ayton,LAL,PHX,23,1.8,10.6,1.8,0
2025-10-03,Devin Booker,PHX,LAL,33,31.8,3.5,12.3,3.5
2025-10-03,Dillon Brooks,PHX,LAL,33,13.2,3.5,5.3,5.3
2025-10-03,Grayson Allen,PHX,LAL,29,17.2,3.5,3.5,5.3
2025-10-03,Jake LaRavia,LAL,PHX,25,12.3,8.8,1.8,1.8
2025-10-03,Jared Butler,PHX,LAL,20,15.9,3.5,1.8,0
2025-10-03,Jarred Vanderbilt,LAL,PHX,26,1.8,3.5,0,0
2025-10-03,Jaxson Hayes,LAL,PHX,21,12.3,8.8,1.8,0
2025-10-03,Jordan Goodwin,PHX,LAL,12,0,1.8,1.8,0
2025-10-03,Khaman Maluach,PHX,LAL,12,7,10.5,0,0
2025-10-03,Nate Williams,LAL,PHX,23,0,3.5,0,0
2025-10-03,Nick Richards,PHX,LAL,15,11.9,5.3,1.8,0
2025-10-03,Nick Smith Jr.,LAL,PHX,24,10.5,1.8,1.8,0
2025-10-03,Nigel Hayes-Davis,PHX,LAL,24,5.3,10.5,1.8,1.8
2025-10-03,Oso Ighodaro,PHX,LAL,34,8.8,11.9,3.5,0
2025-10-03,Rasheer Fleming,PHX,LAL,16,3.5,0,0,0
2025-10-03,RJ Davis,LAL,PHX,24,18.5,0,0,1.8
2025-10-03,Royce O'Neale,PHX,LAL,17,11.9,5.3,3.5,5.3
2025-10-03,Rui Hachimura,LAL,PHX,30,14.6,5.3,0,1.8
2025-10-03,Ryan Dunn,PHX,LAL,28,7,10.6,5.3,0
2025-10-04,Aaron Gordon,DEN,MIN,23,21.5,7.1,2.4,2.4
2025-10-04,Adem Bona,PHI,NYK,25,4.7,2.4,0,0
2025-10-04,Alex Morales,ORL,MIA,28,13.8,14.1,7.1,2.4
2025-10-04,Alize Johnson,MIN,DEN,11,0,2.4,0,0
2025-10-04,Andre Drummond,PHI,NYK,25,10.7,16.9,2.4,2.4
2025-10-04,Andrew Wiggins,MIA,ORL,18,16.9,0,4.7,4.7
2025-10-04,Anthony Black,ORL,MIA,32,11.8,7.1,7.1,2.4
2025-10-04,Ariel Hukporti,NYK,PHI,14,11.8,7.1,2.4,0
2025-10-04,Bam Adebayo,MIA,ORL,18,10.7,11.8,2.4,0
2025-10-04,Bones Hyland,MIN,DEN,34,27.6,7.1,7.1,7.1
2025-10-04,Bruce Brown,DEN,MIN,23,4.7,2.4,4.7,0
2025-10-04,Cameron Johnson,DEN,MIN,21,4.7,0,2.4,0
2025-10-04,Christian Braun,DEN,MIN,23,10.7,7.1,0,2.4
2025-10-04,Colin Castleton,ORL,MIA,12,11.8,9.4,0,0
2025-10-04,Curtis Jones,DEN,MIN,18,0,2.4,9.4,0
2025-10-04,Dain Dainja,MIA,ORL,11,9.4,2.4,0,0
2025-10-04,DaRon Holmes II,DEN,MIN,12,11.8,2.4,4.7,2.4
2025-10-04,Desmond Bane,ORL,MIA,20,13.8,14.1,7.1,2.4
2025-10-04,Dominick Barlow,PHI,NYK,45,14.1,4.7,0,2.4
2025-10-04,Donte DiVincenzo,MIN,DEN,18,12.3,2.4,14.1,4.7
2025-10-04,Dru Smith,MIA,ORL,15,10.7,2.4,0,2.4
2025-10-04,Enrique Freeman,MIN,DEN,12,13.8,4.7,0,4.7
2025-10-04,Ethan Thompson,MIA,ORL,40,11.8,7.1,14.1,2.4
2025-10-04,Garrison Mathews,NYK,PHI,20,14.1,0,2.4,2.4
2025-10-04,Goga Bitadze,ORL,MIA,25,14.1,12.3,0,2.4
2025-10-04,Guerschon Yabusele,NYK,PHI,23,7.1,4.7,4.7,2.4
2025-10-04,Hunter Tyson,DEN,MIN,23,13.8,7.1,0,7.1
2025-10-04,Jabari Walker,PHI,NYK,29,15.4,4.7,4.7,0
2025-10-04,Jaden McDaniels,MIN,DEN,18,13.8,4.7,2.4,2.4
2025-10-04,Jahmir Young,MIA,ORL,26,10.7,2.4,9.4,2.4
2025-10-04,Jaime Jaquez Jr.,MIA,ORL,31,14.1,9.4,7.1,2.4
2025-10-04,Jalen Brunson,NYK,PHI,25,21.5,2.4,4.7,2.4
2025-10-04,Jalen Pickett,DEN,MIN,21,20,7.1,9.4,7.1
2025-10-04,Jamal Cain,ORL,MIA,25,15.4,4.7,2.4,0
2025-10-04,Jamal Murray,DEN,MIN,25,18.4,2.4,11.8,2.4
2025-10-04,Jase Richardson,ORL,MIA,37,20,9.4,4.7,7.1
2025-10-04,Jaylen Clark,MIN,DEN,31,4.7,4.7,0,0
2025-10-04,Jett Howard,ORL,MIA,28,15.4,4.7,4.7,4.7
2025-10-04,Joan Beringer,MIN,DEN,34,21.5,9.4,0,0
2025-10-04,Joe Ingles,MIN,DEN,25,7.1,0,9.4,2.4
2025-10-04,Johni Broome,PHI,NYK,23,14.1,9.4,0,0
2025-10-04,Johnny Juzang,MIN,DEN,29,24.6,14.1,0,7.1
2025-10-04,Jonas Valanciunas,DEN,MIN,20,14.1,2.4,4.7,0
2025-10-04,Jonathan Isaac,ORL,MIA,21,9.4,9.4,0,0
2025-10-04,Jordan Clarkson,NYK,PHI,21,10.7,2.4,4.7,2.4
2025-10-04,Jules Bernard,MIN,DEN,9,0,2.4,2.4,0
2025-10-04,Julian Strawther,DEN,MIN,26,10.7,7.1,0,2.4
2025-10-04,Justin Edwards,PHI,NYK,40,9.4,12.3,4.7,2.4
2025-10-04,Karl-Anthony Towns,NYK,PHI,25,14.1,7.1,2.4,0
2025-10-04,Kel'el Ware,MIA,ORL,26,15.4,13.8,0,2.4
2025-10-04,Kelly Oubre Jr.,PHI,NYK,40,20,11.8,7.1,4.7
2025-10-04,Kennedy Chandler,PHI,NYK,49,23,7.1,14.1,0
2025-10-04,Keshad Johnson,MIA,ORL,32,12.3,2.4,7.1,0
2025-10-04,Kevin McCullar Jr.,NYK,PHI,20,12.3,4.7,2.4,2.4
2025-10-04,Landry Shamet,NYK,PHI,12,14.1,0,0,2.4
2025-10-04,Lester Quinones,ORL,MIA,12,4.7,4.7,4.7,0
2025-10-04,Malcolm Brogdon,NYK,PHI,18,11.8,9.4,2.4,0
2025-10-04,Malcolm Hill,PHI,NYK,21,23,2.4,2.4,7.1
2025-10-04,Matt Ryan,NYK,PHI,12,7.1,2.4,2.4,2.4
2025-10-04,Mikal Bridges,NYK,PHI,25,15.4,4.7,2.4,0
2025-10-04,Miles McBride,NYK,PHI,23,4.7,7.1,4.7,0
2025-10-04,Mitchell Robinson,NYK,PHI,20,14.1,12.3,0,0
2025-10-04,Mohamed Diawara,NYK,PHI,14,7.1,4.7,0,2.4
2025-10-04,Moses Brown,DEN,MIN,9,12.3,7.1,0,0
2025-10-04,Myron Gardner,MIA,ORL,18,15.4,9.4,2.4,4.7
2025-10-04,Naz Reid,MIN,DEN,18,15.4,2.4,0,4.7
2025-10-04,Nikola Jokic,DEN,MIN,28,21.5,11.8,4.7,0
2025-10-04,Nikola Jovic,MIA,ORL,18,15.4,7.1,4.7,2.4
2025-10-04,Noah Penda,ORL,MIA,21,14.1,4.7,0,0
2025-10-04,Norman Powell,MIA,ORL,20,11.8,0,2.4,2.4
2025-10-04,OG Anunoby,NYK,PHI,25,20,4.7,2.4,7.1
2025-10-04,Orlando Robinson,ORL,MIA,14,9.4,4.7,2.4,0
2025-10-04,Pacome Dadiet,NYK,PHI,12,0,2.4,2.4,0
2025-10-04,Paolo Banchero,ORL,MIA,20,10.7,7.1,0,0
2025-10-04,Peyton Watson,DEN,MIN,26,15.4,9.4,0,0
2025-10-04,Precious Achiuwa,MIA,ORL,15,11.8,9.4,0,0
2025-10-04,Reece Beekman,ORL,MIA,11,16.9,0,4.7,0
2025-10-04,Rob Dillingham,MIN,DEN,35,10.7,4.7,13.8,2.4
2025-10-04,Rocco Zikarsky,MIN,DEN,20,13.8,12.3,0,0
2025-10-04,Rudy Gobert,MIN,DEN,18,14.1,7.1,7.1,0
2025-10-04,Saint Thomas,PHI,NYK,5,0,0,0,0
2025-10-04,Simone Fontecchio,MIA,ORL,31,13.8,7.1,4.7,2.4
2025-10-04,Spencer Jones,DEN,MIN,15,0,2.4,0,0
2025-10-04,Tamar Bates,DEN,MIN,9,0,0,0,0
2025-10-04,Terrence Shannon Jr.,MIN,DEN,31,16.9,9.4,9.4,0
2025-10-04,Tim Hardaway Jr.,DEN,MIN,21,7.1,4.7,7.1,0
2025-10-04,Tosan Evbuomwan,NYK,PHI,12,10.7,4.7,7.1,2.4
2025-10-04,Trevor Keels,MIA,ORL,25,18.4,2.4,4.7,4.7
2025-10-04,Trey Jemison,NYK,PHI,12,10.7,7.1,0,0
2025-10-04,Tristan Da Silva,ORL,MIA,23,18.4,7.1,2.4,4.7
2025-10-04,Tristen Newton,MIN,DEN,7,4.7,0,0,0
2025-10-04,Tyler Kolek,NYK,PHI,21,4.7,7.1,2.4,0
2025-10-04,Tyrese Maxey,PHI,NYK,26,24.6,4.7,4.7,7.1
2025-10-04,Tyus Jones,ORL,MIA,20,7.1,4.7,2.4,2.4
2025-10-04,VJ Edgecombe,PHI,NYK,35,15.4,4.7,11.8,2.4
2025-10-04,Vladislav Goldin,MIA,ORL,11,4.7,0,0,0
2025-10-04,Wendell Carter Jr.,ORL,MIA,20,15.4,11.8,0,2.4
2025-10-04,Zeke Nnaji,DEN,MIN,17,9.4,4.7,2.4,0
2025-10-04,Zyon Pullin,MIN,DEN,15,4.7,2.4,2.4,0
2025-10-05,Aaron Wiggins,OKC,CHA,25,23.6,2.1,6.3,2.1
2025-10-05,Al Horford,GSW,LAL,14,3.2,4.2,3.2,1.1
2025-10-05,Anton Watson,LAL,GSW,6,3.2,0,1.1,1.1
2025-10-05,Branden Carlson,OKC,CHA,11,7.4,3.2,2.1,1.1
2025-10-05,Brandin Podziemski,GSW,LAL,17,8.4,1.1,4.2,2.1
2025-10-05,Brandon Miller,CHA,OKC,15,8.4,0,1.1,0
2025-10-05,Bronny James Jr.,LAL,GSW,23,5.3,3.2,3.2,1.1
2025-10-05,Brooks Barnhizer,OKC,CHA,26,6.3,3.2,1.1,0
2025-10-05,Buddy Hield,GSW,LAL,18,11.3,2.1,3.2,1.1
2025-10-05,Christian Koloko,LAL,GSW,10,4.2,2.1,0,1.1
2025-10-05,Chris Youngblood,OKC,CHA,22,20.5,3.2,1.1,5.3
2025-10-05,Collin Sexton,CHA,OKC,16,11.3,1.1,2.1,0
2025-10-05,Dalton Knecht,LAL,GSW,34,12.3,6.3,3.2,2.1
2025-10-05,Deandre Ayton,LAL,GSW,21,7.4,7.4,0,0
2025-10-05,Draymond Green,GSW,LAL,14,2.1,3.2,5.3,0
2025-10-05,Drew Peterson,CHA,OKC,4,2.1,1.1,1.1,0
2025-10-05,Gabe Vincent,LAL,GSW,20,16.4,0,5.3,3.2
2025-10-05,Gary Payton II,GSW,LAL,10,7.4,0,0,1.1
2025-10-05,Gui Santos,GSW,LAL,15,5.3,2.1,3.2,0
2025-10-05,Ibou Badji,CHA,OKC,10,2.1,3.2,0,0
2025-10-05,Isaiah Joe,OKC,CHA,21,7.4,6.3,2.1,0
2025-10-05,Jackson Rowe,GSW,LAL,7,0,5.3,0,0
2025-10-05,Jake LaRavia,LAL,GSW,20,10.3,0,3.2,0
2025-10-05,Jarred Vanderbilt,LAL,GSW,22,9.5,7.4,4.2,1.1
2025-10-05,Jaxson Hayes,LAL,GSW,16,8.4,6.3,2.1,0
2025-10-05,Jaylin Williams,OKC,CHA,22,17.5,2.1,3.2,5.3
2025-10-05,Jazian Gortman,OKC,CHA,16,15.4,0,4.2,1.1
2025-10-05,Jimmy Butler,GSW,LAL,14,9.5,4.2,2.1,0
2025-10-05,Jonathan Kuminga,GSW,LAL,14,5.3,6.3,4.2,1.1
2025-10-05,KJ Simpson,CHA,OKC,12,10.3,0,2.1,3.2
2025-10-05,Kon Knueppel,CHA,OKC,24,18.5,2.1,2.1,4.2
2025-10-05,LaMelo Ball,CHA,OKC,14,11.3,2.1,3.2,3.2
2025-10-05,Liam McNeeley,CHA,OKC,16,7.4,2.1,2.1,0
2025-10-05,L.J. Cryer,GSW,LAL,8,0,1.1,1.1,0
2025-10-05,Malevy Leons,OKC,CHA,23,11.3,11.3,1.1,3.2
2025-10-05,Marques Bolden,GSW,LAL,3,2.1,1.1,0,0
2025-10-05,Miles Bridges,CHA,OKC,15,7.4,8.4,3.2,1.1
2025-10-05,Moses Moody,GSW,LAL,14,19.5,0,1.1,5.3
2025-10-05,Moussa Diabate,CHA,OKC,12,7.4,4.2,0,0
2025-10-05,Nate Williams,LAL,GSW,18,5.3,6.3,0,1.1
2025-10-05,Nick Smith Jr.,LAL,GSW,11,9.5,2.1,2.1,1.1
2025-10-05,Nikola Topic,OKC,CHA,32,10.3,4.2,7.4,0
2025-10-05,Ousmane Dieng,OKC,CHA,34,17.5,8.4,6.3,3.2
2025-10-05,Pat Connaughton,CHA,OKC,9,3.2,3.2,0,1.1
2025-10-05,Pat Spencer,GSW,LAL,22,12.3,3.2,4.2,1.1
2025-10-05,Quinten Post,GSW,LAL,15,7.4,3.2,0,1.1
2025-10-05,RJ Davis,LAL,GSW,18,11.3,1.1,1.1,1.1
2025-10-05,Rui Hachimura,LAL,GSW,20,4.2,3.2,1.1,0
2025-10-05,Ryan Kalkbrenner,CHA,OKC,26,11.3,7.4,0,0
2025-10-05,Sion James,CHA,OKC,10,4.2,3.2,0,0
2025-10-05,Spencer Dinwiddie,CHA,OKC,11,0,0,2.1,0
2025-10-05,Stephen Curry,GSW,LAL,14,14.4,1.1,2.1,3.2
2025-10-05,Taevion Kinsey,GSW,LAL,5,0,2.1,0,0
2025-10-05,Tidjane Salaun,CHA,OKC,25,6.3,6.3,0,2.1
2025-10-05,Trayce Jackson-Davis,GSW,LAL,12,4.2,4.2,2.1,0
2025-10-05,Tre Mann,CHA,OKC,17,7.4,5.3,5.3,1.1
2025-10-05,Will Richard,GSW,LAL,15,3.2,2.1,1.1,1.1
2025-10-05,Zack Austin,OKC,CHA,12,2.1,2.1,0,0
2025-10-06,Aaron Holiday,HOU,ATL,18,6.7,3.3,2.5,1.7
2025-10-06,AJ Green,MIL,MIA,16,7.5,1.7,0,2.5
2025-10-06,A.J. Lawson,TOR,DEN,4,1.7,1.7,0.8,0
2025-10-06,Alijah Martin,TOR,DEN,4,1.7,3.3,0,0
2025-10-06,Alperen Sengün,HOU,ATL,16,17.3,4.2,5,1.7
2025-10-06,Amen Thompson,HOU,ATL,23,10,1.7,2.5,0.8
2025-10-06,Amir Coffey,MIL,MIA,11,2.5,0.8,0,0.8
2025-10-06,Andre Jackson Jr.,MIL,MIA,12,1.7,4.2,0.8,0
2025-10-06,Andrew Wiggins,MIA,MIL,15,5.8,0.8,0,0.8
2025-10-06,Anthony Davis,DAL,OKC,14,5.8,5.8,0.8,0.8
2025-10-06,Asa Newell,ATL,HOU,11,2.5,2.5,0.8,0.8
2025-10-06,Ausar Thompson,DET,MEM,14,4.2,4.2,2.5,0
2025-10-06,Bam Adebayo,MIA,MIL,15,4.2,5.8,1.7,0
2025-10-06,Bobby Portis,MIL,MIA,11,1.7,3.3,0,0
2025-10-06,Bobi Klintman,DET,MEM,8,2.5,2.5,0,0.8
2025-10-06,Brandon Ingram,TOR,DEN,20,17.3,0.8,1.7,0.8
2025-10-06,Brice Williams,DET,MEM,11,0,0,0.8,0
2025-10-06,Brooks Barnhizer,OKC,DAL,34,14.6,5.8,1.7,0.8
2025-10-06,Bruce Brown,DEN,TOR,16,5.8,1.7,0.8,0
2025-10-06,Cade Cunningham,DET,MEM,16,18.3,2.5,3.3,1.7
2025-10-06,Caleb Houstan,ATL,HOU,11,4.2,1.7,0,0.8
2025-10-06,Cameron Johnson,DEN,TOR,18,10,3.3,0.8,0.8
2025-10-06,Cameron Matthews,HOU,ATL,6,0.8,0.8,0,0
2025-10-06,Cam Spencer,MEM,DET,13,7.5,0.8,1.7,1.7
2025-10-06,Caris LeVert,DET,MEM,16,1.7,0,0.8,0
2025-10-06,Cason Wallace,OKC,DAL,23,6.7,5,1.7,0.8
2025-10-06,Cedric Coward,MEM,DET,16,0.8,4.2,0.8,0
2025-10-06,Charles Bassey,ATL,HOU,3,1.7,0.8,0,0
2025-10-06,Chaz Lanier,DET,MEM,16,10,2.5,0,2.5
2025-10-06,Chris Livingston,MIL,MIA,6,6.7,1.7,0.8,0
2025-10-06,Christian Braun,DEN,TOR,19,17.3,1.7,1.7,2.5
2025-10-06,Chris Youngblood,OKC,DAL,24,5,2.5,0.8,1.7
2025-10-06,Chucky Hepburn,TOR,DEN,10,0,0,0,0
2025-10-06,Clint Capela,HOU,ATL,16,6.7,4.2,0,0
2025-10-06,Cole Anthony,MIL,MIA,5,1.7,0,0.8,0
2025-10-06,Collin Murray-Boyles,TOR,DEN,15,3.3,2.5,0.8,0
2025-10-06,Cooper Flagg,DAL,OKC,13,8.3,5,2.5,1.7
2025-10-06,Cormac Ryan,MIL,MIA,3,5.8,0.8,0,0.8
2025-10-06,Curtis Jones,DEN,TOR,8,1.7,0.8,0.8,0
2025-10-06,D'Angelo Russell,DAL,OKC,14,4.2,1.7,4.2,0.8
2025-10-06,Daniss Jenkins,DET,MEM,14,5.8,0.8,5,0.8
2025-10-06,DaRon Holmes II,DEN,TOR,3,5,1.7,0,1.7
2025-10-06,Dereck Lively II,DAL,OKC,14,3.3,3.3,1.7,0
2025-10-06,Dru Smith,MIA,MIL,7,1.7,2.5,0.8,0
2025-10-06,Duncan Robinson,DET,MEM,17,8.3,4.2,1.7,1.7
2025-10-06,Dwight Powell,DAL,OKC,11,5.8,5.8,0,0
2025-10-06,Dyson Daniels,ATL,HOU,17,6.7,2.5,5,0
2025-10-06,Eli John Ndiaye,ATL,HOU,3,1.7,0,0,0
2025-10-06,Ethan Thompson,MIA,MIL,8,1.7,0,0.8,0
2025-10-06,Gary Harris,MIL,MIA,10,0,1.7,1.7,0
2025-10-06,Gary Trent Jr.,MIL,MIA,12,10,0,1.7,0.8
2025-10-06,GG Jackson II,MEM,DET,16,5,2.5,0.8,0
2025-10-06,Gradey Dick,TOR,DEN,16,4.2,2.5,0.8,0.8
2025-10-06,Hunter Tyson,DEN,TOR,11,2.5,0.8,0.8,0
2025-10-06,Immanuel Quickley,TOR,DEN,18,6.7,0.8,2.5,0.8
2025-10-06,Isaiah Crawford,HOU,ATL,6,4.2,1.7,0.8,0.8
2025-10-06,Isaiah Joe,OKC,DAL,19,2.5,2.5,2.5,0.8
2025-10-06,Isaiah Stewart,DET,MEM,16,11,3.3,0,0.8
2025-10-06,Jabari Smith Jr.,HOU,ATL,21,7.5,5,0.8,1.7
2025-10-06,Jacob Toppin,ATL,HOU,11,3.3,0,1.7,0
2025-10-06,Jaden Hardy,DAL,OKC,20,11,2.5,0.8,2.5
2025-10-06,Jaden Ivey,DET,MEM,12,5.8,0.8,0.8,0.8
2025-10-06,Jahmir Young,MIA,MIL,16,3.3,2.5,2.5,0
2025-10-06,Jaime Jaquez Jr.,MIA,MIL,21,7.5,3.3,2.5,0.8
2025-10-06,Ja'Kobe Walter,TOR,DEN,14,4.2,0.8,0.8,0
2025-10-06,Jalen Johnson,ATL,HOU,15,10,1.7,0,0.8
2025-10-06,Jalen Pickett,DEN,TOR,14,1.7,2.5,0.8,0
2025-10-06,Jamal Murray,DEN,TOR,18,15.5,3.3,1.7,2.5
2025-10-06,Jamal Shead,TOR,DEN,15,10,0.8,4.2,0.8
2025-10-06,Jamaree Bouyea,MIL,MIA,13,3.3,2.5,2.5,0
2025-10-06,Jamison Battle,TOR,DEN,7,1.7,0.8,0.8,0
2025-10-06,Javonte Green,DET,MEM,6,1.7,0.8,0,0
2025-10-06,Jaylen Wells,MEM,DET,19,7.5,0,2.5,2.5
2025-10-06,Jaylin Williams,OKC,DAL,25,12.8,5,1.7,3.3
2025-10-06,Jazian Gortman,OKC,DAL,17,11,3.3,1.7,0
2025-10-06,JD Davison,HOU,ATL,20,15.5,2.5,3.3,4.2
2025-10-06,Jeff Green,HOU,ATL,14,1.7,4.2,0,0
2025-10-06,Jeremiah Robinson-Earl,DAL,OKC,16,5.8,4.2,0.8,0
2025-10-06,Jericho Sims,MIL,MIA,14,0,1.7,1.7,0
2025-10-06,Jock Landale,MEM,DET,17,7.5,5.8,0.8,1.7
2025-10-06,John Konchar,MEM,DET,15,4.2,2.5,0,0.8
2025-10-06,Jonas Valanciunas,DEN,TOR,12,5,3.3,0.8,0
2025-10-06,Jonathan Mogbo,TOR,DEN,14,5,1.7,0,0
2025-10-06,Josh Okogie,HOU,ATL,16,6.7,2.5,0,0
2025-10-06,Julian Strawther,DEN,TOR,13,7.5,3.3,0.8,0.8
2025-10-06,Keaton Wallace,ATL,HOU,16,4.2,2.5,3.3,0.8
2025-10-06,Kel'el Ware,MIA,MIL,21,16.4,11.9,0,1.7
2025-10-06,Kentavious Caldwell-Pope,MEM,DET,19,13.7,1.7,2.5,2.5
2025-10-06,Keshad Johnson,MIA,MIL,22,6.7,5.8,4.2,0
2025-10-06,Kessler Edwards,DEN,TOR,3,0.8,2.5,0,0
2025-10-06,Kevin Porter Jr.,MIL,MIA,13,8.3,1.7,3.3,0
2025-10-06,Kevon Harris,HOU,ATL,11,7.5,2.5,0.8,0
2025-10-06,Klay Thompson,DAL,OKC,13,4.2,1.7,0,0.8
2025-10-06,Kristaps Porzingis,ATL,HOU,14,4.2,0,0.8,0
2025-10-06,Kyle Kuzma,MIL,MIA,16,1.7,6.7,0.8,0
2025-10-06,Luke Kennard,ATL,HOU,22,6.7,0.8,0.8,1.7
2025-10-06,Malevy Leons,OKC,DAL,24,4.2,3.3,0,0.8
2025-10-06,Marcus Sasser,DET,MEM,13,10,0,3.3,0.8
2025-10-06,Mark Sears,MIL,MIA,2,1.7,0.8,0.8,0
2025-10-06,Matthew Cleveland,DAL,OKC,16,5.8,3.3,1.7,0.8
2025-10-06,Max Christie,DAL,OKC,14,11,1.7,2.5,0
2025-10-06,Miles Kelly,DAL,OKC,16,4.2,3.3,2.5,0.8
2025-10-06,Mouhamed Gueye,ATL,HOU,8,5,2.5,1.7,0.8
2025-10-06,Moussa Cisse,DAL,OKC,14,3.3,4.2,0,0
2025-10-06,Myles Turner,MIL,MIA,14,6.7,1.7,0,0
2025-10-06,Myron Gardner,MIA,MIL,22,6.7,5.8,0,0
2025-10-06,Naji Marshall,DAL,OKC,13,1.7,2.5,1.7,0
2025-10-06,N'Faly Dante,ATL,HOU,3,0,8.3,0.8,0
2025-10-06,Nickeil Alexander-Walker,ATL,HOU,14,11.9,0.8,2.5,2.5
2025-10-06,Nikola Đurišić,ATL,HOU,6,6.7,0,0.8,0.8
2025-10-06,Nikola Jokic,DEN,TOR,18,15.5,5,4.2,0
2025-10-06,Nikola Jovic,MIA,MIL,21,7.5,6.7,5.8,0.8
2025-10-06,Norman Powell,MIA,MIL,15,16.4,1.7,0.8,2.5
2025-10-06,Ochai Agbaji,TOR,DEN,14,5.8,1.7,0,0
2025-10-06,Olivier-Maxence Prosper,MEM,DET,16,0.8,0.8,1.7,0
2025-10-06,Olivier Sarr,TOR,DEN,7,1.7,2.5,0.8,0
2025-10-06,Onyeka Okongwu,ATL,HOU,15,10,0.8,0.8,0.8
2025-10-06,Ousmane Dieng,OKC,DAL,31,11,5.8,5,0.8
2025-10-06,Paul Reed,DET,MEM,16,4.2,11,1.7,0
2025-10-06,Pete Nance,MIL,MIA,16,13.7,2.5,1.7,3.3
2025-10-06,Peyton Watson,DEN,TOR,20,0.8,5.8,3.3,0
2025-10-06,PJ Hall,MEM,DET,15,8.3,2.5,0,1.7
2025-10-06,P.J. Washington,DAL,OKC,13,12.8,2.5,0.8,0
2025-10-06,Precious Achiuwa,MIA,MIL,7,2.5,2.5,0,0
2025-10-06,Reed Sheppard,HOU,ATL,16,5.8,2.5,0.8,0.8
2025-10-06,RJ Barrett,TOR,DEN,18,17.3,3.3,2.5,2.5
2025-10-06,Ron Holland II,DET,MEM,14,7.5,1.7,0.8,0.8
2025-10-06,Ryan Nembhard,DAL,OKC,15,4.2,0.8,1.7,0.8
2025-10-06,Ryan Rollins,MIL,MIA,14,8.3,2.5,1.7,1.7
2025-10-06,Sandro Mamukelashvili,TOR,DEN,20,13.7,5,1.7,2.5
2025-10-06,Santi Aldama,MEM,DET,17,6.7,5.8,0.8,1.7
2025-10-06,Scottie Barnes,TOR,DEN,16,0.8,3.3,4.2,0
2025-10-06,Scotty Pippen Jr.,MEM,DET,17,11.9,1.7,2.5,0.8
2025-10-06,Spencer Jones,DEN,TOR,13,0,0.8,0,0
2025-10-06,Steven Adams,HOU,ATL,15,6.7,4.2,1.7,0
