slate_date,selected_rank,player,team,team_name,opponent,opponent_name,market,side,line,actual,settlement,model_probability,final_score,source_book,source_url
2026-05-27,1,Azura Stevens,CHI,Chicago Sky,TOR,Toronto Tempo,REB,OVER,4.5,0.0,LOSS,0.73503,0.9144,fanduel,https://www.scoresandodds.com/wnba/props/rebounds
2026-05-27,2,Brittney Sykes,TOR,Toronto Tempo,CHI,Chicago Sky,PTS,UNDER,19.5,20.0,LOSS,0.72922,0.85768,nan,https://www.sportsgrid.com/wnba/game/toronto-tempo-chicago-sky-scores-odds-picks-props-may-27-2026/625c864a-98bd-432b-9827-2c156b48b8e7
2026-05-27,3,Sabrina Ionescu,NY,New York Liberty,PHX,Phoenix Mercury,PRA,UNDER,27.5,,NO_ACTION,0.70208,0.85354,draftkings,"https://www.scoresandodds.com/wnba/props/points,-rebounds,-&-assists"
2026-05-27,4,Carla Leite,POR,Portland Fire,CON,Connecticut Sun,REB,UNDER,3.5,0.0,WIN,0.74963,0.82205,bet365,https://www.scoresandodds.com/wnba/props/rebounds
2026-05-27,5,Bridget Carleton,POR,Portland Fire,CON,Connecticut Sun,PRA,UNDER,20.5,23.0,LOSS,0.6761,0.76967,bet365,"https://www.scoresandodds.com/wnba/props/points,-rebounds,-&-assists"
2026-05-27,6,Jordin Canada,ATL,Atlanta Dream,MIN,Minnesota Lynx,AST,OVER,5.5,5.0,LOSS,0.64848,0.7344,bet365,https://www.scoresandodds.com/wnba/props/assists
