slate_date,selected_rank,player,team,team_name,opponent,opponent_name,market,side,line,actual,settlement,model_probability,final_score,source_book,source_url
2026-08-11,1,Erica Wheeler,LA,Los Angeles Sparks,PHX,Phoenix Mercury,PTS,OVER,8.5,7.0,LOSS,0.68859,0.83042,FanDuel,https://www.sportsgrid.com/wnba/game/phoenix-mercury-los-angeles-sparks-scores-odds-picks-props-august-11-2026/30547ee5-35a8-4720-bb04-be92df45203a
2026-08-11,2,Sabrina Ionescu,NY,New York Liberty,IND,Indiana Fever,PA,UNDER,23.5,24.0,LOSS,0.66379,0.73115,FanDuel,https://www.sportsgrid.com/wnba/game/new-york-liberty-indiana-fever-scores-odds-picks-props-august-11-2026/d674adef-486c-486b-ad7f-b6ee841b35ab
