slate_date,selected_rank,player,team,team_name,opponent,opponent_name,market,side,line,actual,settlement,model_probability,final_score,source_book,source_url
2026-08-14,1,Natisha Hiedeman,SEA,Seattle Storm,POR,Portland Fire,THREES,UNDER,1.5,1.0,WIN,0.65231,0.74311,FanDuel,https://www.sportsgrid.com/wnba/game/portland-fire-seattle-storm-scores-odds-picks-props-august-14-2026/59e16aed-d3c5-4bf3-852b-e8c2a5c06f9a
2026-08-14,2,Odyssey Sims,DAL,Dallas Wings,IND,Indiana Fever,PTS,UNDER,11.5,11.0,WIN,0.71488,0.81553,FanDuel,https://www.sportsgrid.com/wnba/game/dallas-wings-indiana-fever-scores-odds-picks-props-august-14-2026/6f1a724f-478e-4cb1-bb6d-d79050976fca
2026-08-14,3,Jade Melbourne,SEA,Seattle Storm,POR,Portland Fire,PA,UNDER,15.5,14.0,WIN,0.61178,0.56673,FanDuel,https://www.sportsgrid.com/wnba/game/portland-fire-seattle-storm-scores-odds-picks-props-august-14-2026/59e16aed-d3c5-4bf3-852b-e8c2a5c06f9a
