model_action,selected_rank,tier,final_score,player,team,team_name,opponent,opponent_name,market,side,line,projected_value,line_gap,model_probability,fair_probability,price_edge,projected_minutes,sample_size,source_pick,source_projection,source_odds,source_book,source_market,source_status,team_resolution_status,source_url,risk_flags,rejection_reason
COVERAGE,,D,0.087,Alexa Held,,Team TBD,,Team TBD,AST,UNDER,2.5,1.867,-0.633,0.56309,0.51572,0.04737,18.0,0,NAN,2.0,,bet365,AST,live_current,not_on_current_roster,https://www.scoresandodds.com/wnba/props/assists,missing_player_minutes|team_resolution_mismatch|thin_player_history|unknown_team_context|unresolved_player,
COVERAGE,,D,0.0,Alexa Held,,Team TBD,,Team TBD,PR,OVER,10.5,10.58,0.08,0.50195,0.51572,-0.01377,18.0,0,NAN,10.96,,bet365,PR,live_current,not_on_current_roster,https://www.scoresandodds.com/wnba/props/points-&-rebounds,combo_market_correlation|missing_player_minutes|team_resolution_mismatch|thin_player_history|unknown_team_context|unresolved_player,
COVERAGE,,D,0.0,Alexa Held,,Team TBD,,Team TBD,PRA,UNDER,14.5,12.447,-2.053,0.54434,0.52632,0.01802,18.0,0,NAN,12.96,,bet365,PRA,live_current,not_on_current_roster,"https://www.scoresandodds.com/wnba/props/points,-rebounds,-&-assists",combo_market_correlation|missing_player_minutes|team_resolution_mismatch|thin_player_history|unknown_team_context|unresolved_player,
COVERAGE,,D,0.0,Alexa Held,,Team TBD,,Team TBD,REB,OVER,2.5,2.719,0.219,0.51557,,,18.0,0,NAN,1.88,,nan,REB,live_current,not_on_current_roster,https://www.scoresandodds.com/wnba/props/rebounds,missing_player_minutes|no_price_edge|single_side_price|source_projection_disagreement|team_resolution_mismatch|thin_market_count|thin_player_history|unknown_team_context|unresolved_player,
COVERAGE,,D,0.14808,Allisha Gray,ATL,Atlanta Dream,GS,Golden State Valkyries,AST,OVER,2.5,2.739,0.239,0.50172,,,32.97,111,NAN,2.65,,nan,AST,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/assists,no_price_edge|single_side_price|source_projection_near_line|thin_market_count,
COVERAGE,,D,0.0,Allisha Gray,ATL,Atlanta Dream,GS,Golden State Valkyries,PA,UNDER,20.5,20.805,0.305,0.50529,0.49477,0.01052,32.97,111,NAN,20.94,,bet365,PA,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points-&-assists,combo_market_correlation|source_projection_disagreement|source_projection_near_line,
COVERAGE,,D,0.51701,Allisha Gray,ATL,Atlanta Dream,GS,Golden State Valkyries,PR,UNDER,21.5,19.756,-1.744,0.59293,0.52381,0.06912,32.97,111,UNDER,16.7,-110.0,nan,Pts + Reb,live_current,source_game_match,https://www.sportsgrid.com/wnba/game/atlanta-dream-golden-state-valkyries-scores-odds-picks-props-june-24-2026/88e93c22-7796-4e0f-afd4-34bea69b1d8e,combo_market_correlation|single_side_price|thin_market_count,
COVERAGE,,D,0.1109,Allisha Gray,ATL,Atlanta Dream,GS,Golden State Valkyries,PRA,UNDER,24.5,24.023,-0.477,0.55425,0.50891,0.04534,32.97,111,NAN,24.81,,bet365,PRA,live_current,current_roster_match,"https://www.scoresandodds.com/wnba/props/points,-rebounds,-&-assists",combo_market_correlation|source_projection_disagreement|source_projection_near_line,
COVERAGE,,D,0.51318,Allisha Gray,ATL,Atlanta Dream,GS,Golden State Valkyries,PTS,UNDER,18.5,16.642,-1.858,0.60148,0.56522,0.03626,32.97,111,UNDER,13.2,-130.0,nan,Points,live_current,source_game_match,https://www.sportsgrid.com/wnba/game/atlanta-dream-golden-state-valkyries-scores-odds-picks-props-june-24-2026/88e93c22-7796-4e0f-afd4-34bea69b1d8e,single_side_price|thin_market_count,
COVERAGE,,D,0.21659,Allisha Gray,ATL,Atlanta Dream,GS,Golden State Valkyries,RA,OVER,5.5,5.956,0.456,0.51381,0.52816,-0.01435,32.97,111,NAN,6.52,,fanduel,RA,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds-&-assists,combo_market_correlation,
COVERAGE,,D,0.12119,Allisha Gray,ATL,Atlanta Dream,GS,Golden State Valkyries,REB,UNDER,3.5,3.217,-0.283,0.5484,0.53309,0.01531,32.97,111,NAN,3.87,,bet365,REB,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds,source_projection_disagreement,
COVERAGE,,D,0.25038,Allisha Gray,ATL,Atlanta Dream,GS,Golden State Valkyries,THREES,OVER,1.5,1.74,0.24,0.51487,0.53309,-0.01822,32.97,111,NAN,2.04,,bet365,THREES,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/3-pointers,,
COVERAGE,,D,0.10408,Angel Reese,ATL,Atlanta Dream,GS,Golden State Valkyries,AST,UNDER,2.5,2.216,-0.284,0.53966,0.46512,0.07455,29.89,89,NAN,2.7,,bet365,AST,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/assists,single_side_price|source_projection_disagreement|source_projection_near_line|thin_market_count,
COVERAGE,,D,0.33039,Angel Reese,ATL,Atlanta Dream,GS,Golden State Valkyries,PA,OVER,16.5,17.223,0.723,0.54582,0.51885,0.02697,29.89,89,NAN,17.2,,draftkings,PA,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points-&-assists,combo_market_correlation,
COVERAGE,,D,0.25448,Angel Reese,ATL,Atlanta Dream,GS,Golden State Valkyries,PR,OVER,25.5,25.826,0.326,0.53655,0.5,0.03655,29.89,89,NAN,25.77,,bet365,PR,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points-&-rebounds,combo_market_correlation|source_projection_near_line,
COVERAGE,,D,0.0,Angel Reese,ATL,Atlanta Dream,GS,Golden State Valkyries,PRA,OVER,28.5,28.037,-0.463,0.50472,0.50107,0.00364,29.89,89,NAN,28.47,,draftkings,PRA,live_current,current_roster_match,"https://www.scoresandodds.com/wnba/props/points,-rebounds,-&-assists",combo_market_correlation|source_projection_disagreement|source_projection_near_line,
COVERAGE,,C,0.56659,Angel Reese,ATL,Atlanta Dream,GS,Golden State Valkyries,PTS,OVER,13.5,15.004,1.504,0.58771,0.51481,0.0729,29.89,89,NAN,14.5,,caesars,PTS,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points,,
COVERAGE,,C,0.58836,Angel Reese,ATL,Atlanta Dream,GS,Golden State Valkyries,RA,UNDER,14.5,13.035,-1.465,0.60209,0.49787,0.10423,29.89,89,NAN,13.97,,bet365,RA,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds-&-assists,combo_market_correlation,below_expanded_probability
COVERAGE,,D,0.44757,Angel Reese,ATL,Atlanta Dream,GS,Golden State Valkyries,REB,UNDER,11.5,10.82,-0.68,0.57102,0.49567,0.07535,29.89,89,NAN,11.27,,caesars,REB,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds,source_projection_near_line,
COVERAGE,,C,0.63112,Jordin Canada,ATL,Atlanta Dream,GS,Golden State Valkyries,AST,OVER,6.5,7.852,1.352,0.62063,0.46842,0.15221,29.6,72,NAN,6.54,,bet365,AST,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/assists,source_projection_near_line,
COVERAGE,,D,0.39632,Jordin Canada,ATL,Atlanta Dream,GS,Golden State Valkyries,PA,OVER,17.5,19.121,1.621,0.55711,0.49439,0.06272,29.6,72,NAN,17.59,,hardrock,PA,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points-&-assists,combo_market_correlation|source_projection_near_line,
COVERAGE,,D,0.23469,Jordin Canada,ATL,Atlanta Dream,GS,Golden State Valkyries,PR,UNDER,14.5,14.583,0.083,0.52034,0.5,0.02034,29.6,72,NAN,14.13,,bet365,PR,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points-&-rebounds,combo_market_correlation,
COVERAGE,,D,0.38237,Jordin Canada,ATL,Atlanta Dream,GS,Golden State Valkyries,PTS,OVER,10.5,11.265,0.765,0.55469,0.52609,0.0286,29.6,72,NAN,11.05,,fanduel,PTS,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points,,
COVERAGE,,D,0.46078,Jordin Canada,ATL,Atlanta Dream,GS,Golden State Valkyries,REB,UNDER,3.5,3.32,-0.18,0.558,0.4878,0.07019,29.6,72,NAN,3.08,,caesars,REB,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds,,
COVERAGE,,D,0.31548,Naz Hillmon,ATL,Atlanta Dream,GS,Golden State Valkyries,AST,OVER,1.5,1.956,0.456,0.54485,0.57436,-0.02951,27.74,110,NAN,2.14,,bet365,AST,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/assists,,
COVERAGE,,D,0.44925,Naz Hillmon,ATL,Atlanta Dream,GS,Golden State Valkyries,PA,OVER,10.5,12.115,1.615,0.5551,0.5,0.0551,27.74,110,NAN,11.07,,bet365,PA,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points-&-assists,combo_market_correlation,
COVERAGE,,D,0.54669,Naz Hillmon,ATL,Atlanta Dream,GS,Golden State Valkyries,PTS,OVER,8.5,10.158,1.658,0.57738,0.50341,0.07397,27.74,110,NAN,8.93,,draftkings,PTS,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points,,
COVERAGE,,D,0.17831,Naz Hillmon,ATL,Atlanta Dream,GS,Golden State Valkyries,REB,UNDER,5.5,5.126,-0.374,0.52383,0.44593,0.0779,27.74,110,NAN,6.12,,caesars,REB,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds,source_projection_disagreement,
COVERAGE,,D,0.18435,Rhyne Howard,ATL,Atlanta Dream,GS,Golden State Valkyries,AST,UNDER,3.5,3.198,-0.302,0.56011,0.50678,0.05333,34.23,89,NAN,3.65,,hardrock,AST,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/assists,source_projection_disagreement|source_projection_near_line,
COVERAGE,,D,0.02407,Rhyne Howard,ATL,Atlanta Dream,GS,Golden State Valkyries,PA,OVER,21.5,21.843,0.343,0.52332,0.50774,0.01558,34.23,89,NAN,20.61,,bet365,PA,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points-&-assists,combo_market_correlation|source_projection_disagreement,
COVERAGE,,D,0.13051,Rhyne Howard,ATL,Atlanta Dream,GS,Golden State Valkyries,PRA,OVER,25.5,26.233,0.733,0.54193,0.50445,0.03748,34.23,89,NAN,24.52,,hardrock,PRA,live_current,current_roster_match,"https://www.scoresandodds.com/wnba/props/points,-rebounds,-&-assists",combo_market_correlation|source_projection_disagreement,
COVERAGE,,D,0.19602,Rhyne Howard,ATL,Atlanta Dream,GS,Golden State Valkyries,RA,OVER,7.5,7.583,0.083,0.50162,0.47089,0.03073,34.23,89,NAN,7.56,,fanduel,RA,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds-&-assists,combo_market_correlation|source_projection_near_line,
COVERAGE,,C,0.65057,Rhyne Howard,ATL,Atlanta Dream,GS,Golden State Valkyries,REB,OVER,3.5,4.383,0.883,0.61596,0.53628,0.07968,34.23,89,NAN,3.91,,caesars,REB,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds,,below_expanded_probability
SELECTED,2,A,0.80778,Rhyne Howard,ATL,Atlanta Dream,GS,Golden State Valkyries,THREES,OVER,2.5,3.464,0.964,0.66476,0.57328,0.09148,34.23,89,NAN,3.15,,bet365,THREES,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/3-pointers,,
COVERAGE,,C,0.59465,Azura Stevens,CHI,Chicago Sky,POR,Portland Fire,AST,UNDER,2.5,1.887,-0.613,0.59806,0.5,0.09806,24.54,76,NAN,1.74,,bet365,AST,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/assists,,below_expanded_probability
COVERAGE,,D,0.55719,Azura Stevens,CHI,Chicago Sky,POR,Portland Fire,PTS,UNDER,11.5,10.269,-1.231,0.61769,0.50367,0.11402,24.54,76,NAN,11.49,,draftkings,PTS,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points,source_projection_near_line,
COVERAGE,,D,0.50462,Azura Stevens,CHI,Chicago Sky,POR,Portland Fire,RA,UNDER,9.5,8.476,-1.024,0.57256,0.50213,0.07042,24.54,76,NAN,8.71,,bet365,RA,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds-&-assists,combo_market_correlation,
COVERAGE,,D,0.43301,Azura Stevens,CHI,Chicago Sky,POR,Portland Fire,REB,UNDER,7.5,6.587,-0.913,0.57511,0.55679,0.01832,24.54,76,NAN,6.97,,draftkings,REB,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds,,
COVERAGE,,D,0.02375,Gabriela Jaquez,CHI,Chicago Sky,POR,Portland Fire,PTS,UNDER,9.5,9.535,0.035,0.50852,0.48619,0.02233,24.08,14,NAN,10.31,,bet365,PTS,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points,source_projection_disagreement,
