slate_date,selected_rank,player,team,team_name,opponent,opponent_name,market,side,line,actual,settlement,model_probability,final_score,source_book,source_url
2026-07-30,1,Kamilla Cardoso,CHI,Chicago Sky,CON,Connecticut Sun,PTS,UNDER,15.5,26.0,LOSS,0.66587,0.75805,FanDuel,https://www.sportsgrid.com/wnba/game/connecticut-sun-chicago-sky-scores-odds-picks-props-july-30-2026/167ea267-f9e5-45a4-912f-322c8cb3da26
2026-07-30,2,Kayla McBride,MIN,Minnesota Lynx,TOR,Toronto Tempo,PR,OVER,19.5,13.0,LOSS,0.65205,0.67635,FanDuel,https://www.sportsgrid.com/wnba/game/minnesota-lynx-toronto-tempo-scores-odds-picks-props-july-30-2026/cfb046a9-6b04-4178-bc70-7c4f77bece2e
